Index,Reference,Hypothesis
70,RED DOUBLE DECKER BUS WITH PEOPLE STANDING ON TOP,MAN DOUBLE EXTY BUS IT SINTET SITTIN ON TARK
71,A MAN LEANING HIS MOUTH DOWN TO A PLATE THAT HAS A SANDWICH ON IT AND A BLUE WATER BOTTLE BEHIND IT,AN OVEN ATIN OLFIN WIT I ON O AKE WAT
72,A MAN TAKING A BITE OF A SANDWICH WITHOUT USING HIS HANDS,A MAN PUKING A BOT OF A BANC WRIUE MEATING
73,A MAN EATING A SANDWICH OFF OF A WHITE PLATE,ASON I BAIN TOP OF A WHITE PLATE
74,A SMILING GUY STICKING HIS FACE NEAR A BIG SANDWICH,A SIMON DIG ATON PLATE MOR PIT SANDWICH
75,WITHOUT USING HANDS A MAN TRIES TO BITE A PAIR OF SANDWICHES,ADOUT EASING HONN AN ONSIDE ON BICE FOR TI
76,A HUSKY STANDS BY AS A SKIER STANDS THERE,TO HOSKI STANDS BY AS A SKIER SNONS
77,A PERSON ON SOME SKIS AND A DOG IN THE SNOW,A PERSON IN TWO SKIS IN DOG IN THE SNOW
78,A MAN ON SKIS WITH A DOG NEXT TO HIM,A MAN ON SKIS IN E GRASS AXT TO
79,A MAN ON SNOW SKIS WITH HIS DOG,NOWING IN IN SNOW SKIS IN I KI 
80,A PERSON RIDING SKIS ON TOP OF A SNOW COVERED SLOPE NEAR A DOG, ON TOP OF SNOW COVERED SLOPE NEAR BY
81,A GIRAFFE REACHING UP TO SOME TREE BRANCHES,A GIRAFFE IN ONE UP T ZE IN A FIELD
82,A GIRAFFE STANDING UNDER A LEAF FILLED TREE,A GIRAFFE STANDING INDER A TEE TA TE
83,THE GIRAFFE EXTENDS UPWARD WHILE EATING FROM THE BRANCHES OF A TREE,A GIRAFFE IS EN FOR WALKING N  IN TEE
84,A GIRAFFE THAT IS STANDING IN THE GRASS,A GIRAFFE THAT IS STANDING IN THE GRASS
85,A TALL GIRAFFE STRETCHES TO REACH HIGH LEAVES ON A TREE,A TALL GIRAFFE THAT SS ING IN E FINCE
86,THE PALACE OF WESTMINSTER FEATURING ELIZABETH TOWER THAT HOLDS BIG BEN,THE POLER OF A FONT E ECAIN INTE TE TOER ON BIDAY
87,A BRIDGE NEXT TO A TALL BUILDING AND THE BIG BEN TOWER,A BID IT IN ALL BILDIN IN TLE TEE
88,A CASTLE IS SHOWN ON THE WATER NEXT TO A BRIDGE,A CLOCKTAT IS SHOWN ON THE BADE NEXT TO A RIRG
89,AN OLD CLOCK TOWER STANDS NEAR A BRIDGE AND OTHER LARGE OLD MEDIEVAL TYPE STRUCTURES,AN OLD CLOCK TOWER IT IN I AN OTHER LOT OLD AVEDE FIT TO
90,THE BIG BEN CLOCK TOWER TOWERING OVER THE CITY OF LONDON,A DISI WOKAN I TAIN  CITY TI
91,MAN RELAXING NEAR A TRAIL CLOSED SIGN ON THE GROUND,TINTERACT IT NIT TAA PERCE SIGN ON THE GROUND
92,A MAN SITTING ON A WALL NEXT TO WATER NEXT TO A BARRIER,A PLAN SITTING ON A WOCK IN A WATER
93,A MAN WITH HIS SHIRT OFF SITTING BY THE SHORELINE SUNNING HIMSELF,A MAN WITH A CI SITTING BY  SIING ON A SI
94,A SIGN LAYING ON A LUSH GREEN FIELD NEAR A BODY OF WATER,A SIN LAYS ON NEX TO A FIELD WITH CE BIT
95,A MAN WHO IS SITTING DOWN NEXT TO A BODY OF WATER,A MAN IN A SITTING STANDN NEXT TO A BODY OF WATER
96,A PHOTO TAKEN FROM A CAR LOOKING AT A SKATEBOARDER ON THE SIDE OF THE ROAD,A PHOTOTAKEN ON E TRAKWIT I STATEBOARD OF THE ROAD
97,A ROAD FILLED WITH CARS IN A DESERT,A ROAD VROW ITH A TURS ON THE RAIN
98,A MAN WALKING DOWN A STREET NEXT TO A ROAD FILLED WITH CARS,A MAN RIDING DOWN HE STREET OX TAILROAD TOOARD THE TAR
99,VIEW FROM INSIDE OF A CAR OF CARS ON ROAD AND A MAN ON THE SIDE OF THE ROAD,A ATIFA TU TARVING OIN ON A TADOD
100,MAN RIDING A SKATE BOARD TOWARDS THE TRAFFIC ON A TWO LANE ROADWAY,A MAN RIDING A SKATEBOARD ARDS THE TRAFFIC EX TO A ROADWAY
101,A GROUP OF PEOPLE GATHERED AROUND A TABLE FILLED WITH FOOD,A GROUP OF PEOPLE GATHERED AROUND A TABLE TAB OF FOOD
102,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE AROUND IT,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE AROUNDIT
103,PEOPLE ARE LINED UP ALONG A LONG PICNIC TABLE,GO FINED OVEN ALONG A TI TABE
104,GATHERING OF PEOPLE DISHING OUT FOOD SET ON A LONG TABLE WITH CHECKERED TABLECLOTH,IE OF FOOD IT ON BOL FOA
105,A GROUP OF PEOPLE EATING FOOD AT AN OUTDOOR PICINIC,A GROUP OF PEOPLE EATING FOOD A A ONR T
106,A CAT LAYING ON A TOILET SEAT WITH ITS PAWS INSIDE,A CAT LAYING ON A TOILET TOB IN FRONT
107,A BLACK AND GRAY CAT IS SITTING ON A TOILET,A BLACK AND GREY CANET SITTING ON A TOILET
108,A CAT SITTING ON THE EDGE OF THE TOILET LOOKING TOWARD THE OPEN BATHROOM DOOR,A SITTING ROM IIIINTI IEE OE SHOR
109,A CAT SITS ON THE EDGE OF A TOILET,A CAT SITS ON HA ROOD WITH A TOILET
110,A CAT IS LAYING ON A TOILET SEAT,A CAT IS LAYING ON A SIDWET CAIT
111,A CAT SITS ON TOP OF A TOILET BOWL,A BUSK IT ON TOP OF A TOILET
112,A SMALL CAT SITS PERCHED ON THE BACK OF A TOILET,A MOTTO SITS SATED ON THE BAK OF A TOILER
113,A CAT SITTING ON THE BACK OF A TOILET BOWL WITH NO TANK,A CAT SITTING IN THE BACKROOF A TOILET BOLL WITH A MIT
114,A SMALL CAT SITS ON TOP OF A WHITE TOILET MISSING ITS SEAT IN A BATHROOM,A SMALL CAP SIT ON BOT OFT A WHITE TOILET ON PETER SEAT IN TE BATHROOM
115,A CAT SITTING ON A TOILET IN A BATHROOM,A BATHROOM IS ON A TOILET
116,AN ANGLED SHOT OF A FULLY STOCKED KITCHEN WITH WOODEN CABINETS,A TABLE SHOK O TOP ITH A LIVING COM
117,AN OPEN KITCHEN IS SHOWN WITH LIGHT BROWN CABINETS,AN EMPY KITCHEN S AND A WHITE ON E TON
118,SOME WOOD CABINETS IN A LARGE HOME KITCHEN,SERET CABINES IN A LARGE LIN KITCHEN
119,A KITCHEN WITH A SINK DISHWASHER AND MICROWAVE OVEE,A KITCHEN SINK SITENN IN A MIDDLEWOOD KITTEN
120,A KITCHEN FILLED WITH WOODEN CABINETS AND A MICROWAVE OVEN,A KITCHEN TATER WITH WIVING ON AN EN COMPUTED OVN
121,A BUNCH OF FRUIT SITS IN FRONT OF A PORTRAIT,A BUNCH OF FRUIT SIT ON A TAK
122,SOME ART WORK WITH A MAN WITH A HAT ON AND SOME FRUIT IN A BOWL,SOME OTFOK IF A BANANAS AT HAT ON  FUT INIT
123,A PAINTING OF A MAN SMILING BEHIND A TABLE WITH FRUIT,A BANTING OF A KNIFE ON O ABET F FUT
124,A PAINTING OF A BOWL OF FRUIT SITTING IN FRONT OF ANOTHER PAINTING,A AN A BAIR OF FRUIT IN FRONT OF A POON
125,THIS IS A STILL LIFE OF FRUIT AND AN OLD MAN,THI FOGE AS VERY LITE FLUTE AND E BEININIT
126,A LITTLE GIRL IS HOLDING ON TO A HAIR BRUSH,A YOUNGL BOY IS HOLDING ANTIA INTA BAL
127,A BABY GIRL IS HOLDING A PINK BRUSH AS SHE SCRATCHES HER HEAD,AOUNE GIRL IS PAAIN NIN TI ON A OM
128,A YOUNG GIRL COMBING HER HAIR WITH A PINK COMB,A YOUNG GIRL PLAYING TIBO IN A PHON
129,A GIRL GRABS HER HAIR AND HOLDS ONTO HER HAIRBRUSH,A GIRL RIDING MAN IS AON  
130,THE YOUNG GIRL IS BRUSHING HER HAIR,A YOUNG BIY IS TUSSING HER BA
131,TWO BABIES SITTING ON THEIR POTTIES IN THE BATHROOM,TWO MEN SITTING ON THE FORS IN A BATHROOM
132,TWO NAKED BABIES ON TRAINING TOILETS IN A BATHROOM,O GOPY BABY PLAYING CLINGING BODS IN TO BETHROOM
133,A SET OF TWINS WHO ARE TAKING A BATH,A TEDDY PE ITING IT I BEC
134,A COUPLE OF LITTLE GIRLS SITTING NEXT TO EACH OTHER IN A BATHROOM,TERIA LITTLE GIRL SITTING NEXT TOA BOTERS IN HA BEDH
135,TWO CHILDREN ARE PRACTICING USING THE POTTY NEXT TO EACH OTHER,TWO CIDENET SETIIN SING TO PAIN I OT
136,A MAN IN A WET SUIT RIDING A WAVE ON A SURF BOARD,A MAN IN SIRSE RIDING ON HI SKURFBOARD
137,THERE IS A MALE SURFER THAT IS RIDING IN THE WAVE,THERE IS A MAN SURFER THAT IS RIDING IN THE WAVE
138,A MAN ON A SURF BOARD RIDES A WAVE,A MAN ON A SURFBOARD RY WAVE
139,A SURFER IN THE OCEAN ON THE CREST OF A WAVE,A SURFER IN THE OCEAN IN A SIFF ON A WAVE
140,A MAN THAT IS ON A SURFBOARD IN THE WATER,A MAN WID ANG OSURFBOARD IN THE ATER
141,A TEDDY BEAR SITS BY A KEYBOARDS AND MICROPHONE,A TEDDY BED SITS ON TEYBOARD IN A MOCEOM
142,STUFFED BEAR WEARING GLASSES WITH ELECTRONIC AUDIO EQUIPMENT,STUFFE BAR IN A SAT IN IA SAT O
143,A TEDDY BEAR THAT IS DRESS IN GLASSES AND IS LISTENING TO AN IPOD,A TEDDY BEAR ITCIT DRESSED IN ONE SIN O INO
144,A VERY CUTE TEDDY BEAR WITH GLASSES AND SOME ITEMS,A VEYN SINK SITTIN BETE DET ITIN A SOMTOP
145,A STUFFED BEAR A KEYBOARD AN IPOD AND MICROPHONE,A TREDBEAR AND BEAR OTOG AND A MOUS
146,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS A FIREPLACE,A DINNER TABLE WITH FTOR CHAIRS BEHIDA FO IN 
147,A DINING ROOM WITH SOME PLANTS ARE SEEN,A DIVING ROOM WITH SOME PONTS AND SEATE
148,A FIREPLACE AND DINING TABLE IN A DINING ROOM,A FIREPLACE AND VEY PEETIN IVING ROOM
149,A WOODEN TABLE WITH FOUR WOODEN CHAIRS IN FRONT OF TWO WINDOWS,A WOODEN TABLE WITH FOR WODEN FARS AND SEATING MI
150,A ROOM WITH PLANTS ON LITTLE TABLES BY THE WINDOWS,A COODEN SENC ITING IT E TABLE INSIDE OF A TABE
151,A STATUE DEPICTING A BEAR BREAKING INTO A CAR,A STATUE OF EPICKING BAR WOTIN A
152,A MAN POSES WITH A PICTURE OF A BEAR AND A CAR,A MAN PACES WITH THE PICTURE OF A BILDIN IN THE CA
153,A STATUE OF A BEAR ON A CAR USED AS A WARNING ABOUT THE BEARS,A PERSONAL UT OF A BED IN  HIDIN OT A RON AKDOOR
154,YES BEARS CAN RIP OPEN CARS AND HURT THE OCCUPANTS,RED BER TAND WITH OPEN CARS IN FORTEO
155,A STATUE OF A LARGE BROWN BEAR TEARING OFF A CARS DOOR,GRACK VIEW OF A LARGE ATE TA A CAR DOOR
156,TWO MEN JUMPING UP TO HEAD A SOCCER BALL,HES TANG GATING NEXT TO BETTER BOCKE BAL
157,A CLOSE UP OF TWO PEOPLE PLAYING SOCCER,A PA IT A PI I I A IN BACK
158,SOCCER PLAYERS TRY TO GAIN POSSESSION OF THE BALL,SOCCER PLAYERS TIE TO GANE PROSESSIONAL FIBE
159,A MAN HITTING A SOCCER BALL WITH HIS HEAD,A MAN HITTING A SOCCER BALL PII
160,TWO OPPONENTS ARE PLAYING DURING A SOCCOR GAME,TOE FAME AYE PLAYING IAN RACKET
161,WE SEE A DOUBLE DECKER BUS WIT A COMPARTMENT IN THE SIDE,AF DOUBLE DECKER BUS WITH THE BUN IN THE BACK
162,A DOUBLEDECKER BUS TURNED IN TO A TRAVELING SHOWCASE FOR A UNIVERSITY,A DOUBLE DECKER BUS SIGNS IN TO TRAVELING TOSTY PARK STREET
163,A DOUBLE DECKER BUS SITTING ON A GREEN FIELD,A OPE ONE BACKTAT ON  ROLD
164,A DOUBLEDECKER BUS IS PARKED IN A LARGE FIELD,ADOUBLE DECKER BUSER PARKED IN A LARGE FIELD
165,A NORTHUMBRIA BUS IS PARKED IN A FIELD,A BAKAK OAD BUS IS PARKED ON HE TET
166,A DESK WITH TWO COMPUTER SCREENS AND A CECIL COOPER BOBBLE HEAD,A DESKOM WITH TWO COMPUTER TU AND HE PUTER DOPPER
167,A CLOSE OF A BOBBLE HEAD DOLL WITH A COMPUTER IN THE BACKGROUND,A CLOSE OF A TOBE HYTROP OF A COMPUTER TA
168,A BOBBLE HEAD BASEBALL FIGURINE ON A DESK,LABAN HAS BASE BAF AANIN IN A DESK
169,A BOBBLE HEAD IS SHOWN NEXT TO COMPUTER SCREENS,A BOT OF PHOTOPON IT ONON E ET
170,A BASEBALL PLAYER BOBBLE HEAD NEXT TO TWO COMPUTER MONITORS ON A DESK,A BASEBALL PLAYER ON A SEK A COMPOUTER MOSOS CMPUTER
171,A FIELD WITH VARIOUS WILDLIFE AND TREES IN THE BACKGROUND,A GIOUP OF VERIOUS WAD LI OF TREES IN THE GRASS
172,ZEBRAS AND WORT HOGS LIVING TOGETHER ON THE PLAINS,A ZEBRA IN A GRASS  I  A TE
173,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES,A GROUP OF ZEBRA IN A FIELD BY SOME TREES
174,MANY ANIMALS IN A FIELD WITH TREES AND BUSHES IN THE BACKGROUND,THRE ANIMALS IN A FIELD WITH FEED AND LOOKING INA
175,THE GROUP OF ZEBRAS ARE IN THE FIELD,SOME GROUP OF ZEBRA ARE IN THE FIELD
176,A GROUP OF WOMEN RUNNING AFTER A SOCCER BALL,A GROUP OF SLIMING INE AFTER BALLIN BALD
177,GIRLS FACE TO A SOCCER BALL DURING A GAME,A YOUNG PLAYER ENNIS BACN BALL AN GASE
178,YOUNG FEMALES PLAYING SOCCER ON A GREEN SOCCER FIELD,YOUNG PEOPLE AR PLAYING SOCPER ON A GREEN POPPER FIELD
179,A SOCCER GAME WHERE A GIRL IN WHITE IS DRIBBLING AHEAD OF THE GIRL IN BLUE,A SATTLER BAS IN THE FIELD INBAD WITH GEBI PLAN PEPARE IN THE ED
180,A GROUP OF WOMEN PLAYING A GAME OF SOCCER ON FIELD,A GROUP OF WOMEN PLAYING PENOS BALKE ON A FIELD
181,A WOMAN IN WHITE SHIRT HOLDING UP A CELLPHONE,A WOMAN IN WHITE HIRT HOLDING UP A CAPHONE
182,A WOMAN HOLDING A HELLO KITTY PHONE ON HER HANDS,A MOMAN HALDING A TENO TIDOPHONE
183,A WOMAN HOLDS UP HER PHONE IN FRONT OF HER FACE,A WOMAN HOLDS HER PHONE IN FRONT OF A DENSI
184,A WOMAN CHECKING HER CELL PHONE WITH A HELLO KITTY CASE,A WOMAN TUCKING HIR BEDHOND WITH A YELLOW TENTI
185,THE ASIAN GIRL IS HOLDING HER MISS KITTY PHONE,A ASY GIRL IS HOLDING AMO IN PHONE
186,A BATHROOM WITH BLUE WALLS AND WHITE TILES,A BATHROOM WITH TEY WALLS AND WHID TIL
187,A BATHROOM WITH BLUE AND WHITE WALLS,A BATHROOM WITH BLEA AND WHITE WALL
188,AN EMPTY BATHROOM WITH BLUE WALLS ON THE LIGHTS ON,AN EMPTY BATHROOM WITH SINDOWS AND LITSIN
189,A WHITE BATHROOM SINK SITTING UNDER A BATHROOM WINDOW,A WHITE BATHROOM SINK SITTING UNDER A BATHROOM
190,A SMALL BATHROOM WITH AN OPEN DESIGN CONCEPT,A SMALL BATHROOM WAN OPEN TAL
191,A PICTURE FOR RENTALS WITH TWO WOMEN WALKING UP TO THEM,A PEOUPO TAIN A BI TO WOMAN WOADING A BITY
192,BEACH GOERS SET UP UMBRELLAS NEXT TO RENTAL SIGNS WHILE A COP WATCHES,TWO CAES SET UP UMBRELLAS NEXT TO A BUNTOF SIGNS IN A TRACKWAT
193,A GROUP OF PEOPLE HANDING OUT WITH LAWN CHAIRS UNDER TWO COLORFUL UMBRELLAS,A GROUP OF PEOPLE HANGING OSS A LONG BRIACE  OR ODINBOAD
194,TWO WOMEN TALK AT A BEACH RENTAL KIOSK,TWO WOMEN POLKD AT A BIK ON ONE
195,PEOPLE STANDING NEAR A GUARD IN FRONT OF A RENTAL STORE,PEOPLE SININ MIDBELL IN FRONT OF AN BENC
196,A BIRD IS SITTING ON A BOWL OF BIRDSEED,SOME BIRDS ARE SITTING ON A BOWL OF BRUT
197,A BLUE BIRD SITTING ON TOP OF A BOWL OF SEED,A BLUE BIRD SITTING ON TOP OF A BOD OF TEED
198,A BIRD WITH ITS RING SPAN SITTING ON A BOWL WITH FEED IN IT,BIRD WITH A PRINK SAND SITTING ON A BOAR WITH FOO DENEATH
199,A BLUE BLACK AND WHITE BIRD A BOWL OF BIRDSEED,  IN  O N   I I
200,A BIRD WITH OUTSTRETCHED BLUE WINGS IS SITTING ON SOME BIRD FEEDER,ABE IT OEF PEOPLE WARING ICITER O TOOR FA
201,A GUY SLIDING TO A BASE IN BASEBALL,A GUY RIDING OA BI IN A BALL
202,A BASEBALL GAME AS SEEN THROUGH THE SAFETY NETTING BEHIND THE BATTER,A BASEBALL GAMR PLAIN TO BABASEBEE A BA EHIND THE RACKET
203,PROFESSIONAL BASEBALL PLAYERS IN THE MIDDLE OF A GAME,PROFESSIORA BASEBALL GAME IN THE RAE GAME
204,A GROUP OF MEN DURING A BASEBALL GAME WITH WALL IN THE BACKGROUND,A LITTE ENGINE BASEPALL BAE WITTE BALL A
205,PITCHER IN A BASEBALL GAME TRIES TO OUT A PLAYER ATTEMPTING TO STEAL BASE,A TAIN A BASEBALL BASEBIS ILL PLAYN ITA ISEE OF BASEBA
206,AN EMPTY STREET AND STEEPLE WITH A CLOCK ON IT,AN EMPTY STEET OS INEDAR WITH A CLOCK SON IT
207,A TALL CLOCK TOWER WITH TREES ALL AROUND,A PARL TOP OF A A BET CITY RIAD
208,A LARGE CLOCK TOWER NEXT TO A SMALL WHITE CHURCH,A LIGG I SIGN NEXT TO A NARROW TIT
209,TILTED SHOT OF A CLOCK TOWER ATTACHED TO A BUILDING,OKE TRACKE OF A CLOCK TOWER ATTACKED TO A BUILDING
210,A CLOCK TOWER STANDS ON THE SIDE OF A BUILDING,A CLOCK TIGN IS STAD ON THE SIDE OF A BUILDING
