Index,Reference,Hypothesis
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,STREET CON BUILDINGS AT NEXT TO ANGINS
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH,THE HORSES ARE FACING EACH OTHER ALONG THE BEACH
50,A BLACK AND WHITE PHOTO OF JOCKEYS RIDING THEIR HORSES,A BLACK AND WHITE JOAT ARE DOKINGS RIDING H HORSES
51,A PASSENGER TRAIN MOVING DOWN THE TRAIN ON A BRIDGE,A PASSENGER TRAIN MOVING DOWN THE TERRAIN ON A DINWAY
52,A LARGE LONG TRAIN ON A STEEL TRACK,A LARGE LONG TRAIN ONIS IN THE TRACK
53,A TRAIN THAT IS ON A RAIL OVER A BRIDGE,A TRAIN THAT IS ON A RAIL OVER A BRIDGE
54,A TRAIN ON TOP OF AN OVERPASS BRIDGE SET OF TRAIN TRACKS WITH FIELDS ON BOTH SIDE,A TRAIN ON TOP OF AN OVERPASS RIDGE SET OF TRAIN TRACKS AND FIELDS ON BO
55,TRAIN MOVING ALONG RAISED TRACKS WITH MOUNTAIN IN BACKGROUND,TRAIN MOVING FLON RAIN TRACKS WITH A MOUNTAIN IN THE BACKGROUND
56,A TEDDY BEAR SITTING IN FRONT OF A PILE OF BOXES,ATEDDIC BEAR IXCILTING ON THE FRONT OF A PILE C
57,A TEDDY BEAR NEXT TO FOUR BOXES ON THE FLOOR,POCTATOR PA NEXT TO FOUR ROXES ON THE FLOOR
58,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF MANY BOXES,A TEDD BEAR SITTING ON  DRY IN FRONT OF A MAL WALXES
59,A TEDDY BEAR IS SITTING IN FRONT A GROUP OF BOXES,A TEDDY BEAR IS SITTING IN FRONT OF  BOXES
60,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES,AIG TEDDY BEAR SITTING NEXT TO SOME BOXES
61,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVE,A EAGULE STANDS ON THE JOK IN FRONT OF A RIDG
62,A SEAGULL STANDING NEAR THE OCEAN ON THE SAND,HA SEAGULLIS MAVIN MOUNTI A REFRIGER OF T SAND
63,A SEAGULL STANDING ON THE SAND NEAR THE WATER,A SEACUR STANDING ON THE SAND NEAR WATER
64,THE BIG BIRD IS STANDING ON THE BEACH BY THE WATER,THE MAINCAR IS STANDING ON THE WEIT HIGHW
65,A SEAGULL STANDING ON THE SAND OF A BEACH,A SEAGULL STANDING ON HA SANDO OR A RIDGE
66,A BUS FULL OF HAPPY TOURISTS DRIVES DOWN THE STREET,A BUS FULL OF TRAFFIC TIE WADRIDE N A NARWAY
67,DOUBLE DECKER BUS WITH PEOPLE ON THE TOP FLOOR ON ROAD,OBLEBECKER CAR S SITTING ON A MOBR AROAD IN TE AR
68,A DOUBLE DECKER BUS WITH PEOPLE WAVING FROM THE TOP,A SEVERAL DECKER BUS OAR O TRAIN COEN DRAN
69,A DOUBLE DECKER BUS DRIVING DOWN A STREET,A DOUBLE DECKER BUS DRIVING DOWN A STREET
70,RED DOUBLE DECKER BUS WITH PEOPLE STANDING ON TOP,A DOUBLEENKER BUS WITH PEOPLE STANDING ON TOP
71,A MAN LEANING HIS MOUTH DOWN TO A PLATE THAT HAS A SANDWICH ON IT AND A BLUE WATER BOTTLE BEHIND IT,A MAN LEANING HIS MOUTH DOWN FOR PLANT WITH A SANDWICH ON OF A BLUE WATER RUNERWAY
72,A MAN TAKING A BITE OF A SANDWICH WITHOUT USING HIS HANDS,A MAN TAKING A POT OF I SANDWICH WITHOUT O FON HIS HANDS
73,A MAN EATING A SANDWICH OFF OF A WHITE PLATE,A MAN EATING A SANDWICH OFF OF A WHITE PLATE
74,A SMILING GUY STICKING HIS FACE NEAR A BIG SANDWICH,A SMILIY GUY STEEPING HIS FACE NEAR A BIG SANWICH
75,WITHOUT USING HANDS A MAN TRIES TO BITE A PAIR OF SANDWICHES,WITHOUT USING MANS AMON TRIS TO LITE A CULIV SANDWICHES
76,A HUSKY STANDS BY AS A SKIER STANDS THERE,A CUSTOME STANDS ON AS HE SKIER STANDIN
77,A PERSON ON SOME SKIS AND A DOG IN THE SNOW,EEMON SOME SKATINGS AND A DOG IN THE SURF
78,A MAN ON SKIS WITH A DOG NEXT TO HIM,A MAN ON SKIS IN A LONG NEXT TO HIM
79,A MAN ON SNOW SKIS WITH HIS DOG,A MAN ON SNOW SKID EHINT A WAN
80,A PERSON RIDING SKIS ON TOP OF A SNOW COVERED SLOPE NEAR A DOG,A PERSON HOLDS S ON TOP OF A SNOW COVERED SITN NEAR A DOG
81,A GIRAFFE REACHING UP TO SOME TREE BRANCHES,A GIRAFFE OING UPIN TACER ON THE TLANER
82,A GIRAFFE STANDING UNDER A LEAF FILLED TREE,A GIRAFFE STANDING ON NAR GEN FIS IN E N
83,THE GIRAFFE EXTENDS UPWARD WHILE EATING FROM THE BRANCHES OF A TREE,THE GIRAFFE EXTENDS UPWORD WHILE EATING FROM THE BRANCHES OF A TREE
84,A GIRAFFE THAT IS STANDING IN THE GRASS,A GIRAFFE THAT IS STANDING ON THE GRASS
85,A TALL GIRAFFE STRETCHES TO REACH HIGH LEAVES ON A TREE,A TALL GIRAFFE STRETCHED TO REACH IGH ON I O TRAIK
86,THE PALACE OF WESTMINSTER FEATURING ELIZABETH TOWER THAT HOLDS BIG BEN,THE PALACE OF RUSTTERPAINTERINE ELISITOS TOWER HOLDS A VAN
87,A BRIDGE NEXT TO A TALL BUILDING AND THE BIG BEN TOWER,A BRIDGE NEXT TO A TALL BUILDING IN A BIG GREEN TOWER
88,A CASTLE IS SHOWN ON THE WATER NEXT TO A BRIDGE,A CASTLE IS SHOWN ON THE WATER NEXT TO A BRIDGE
89,AN OLD CLOCK TOWER STANDS NEAR A BRIDGE AND OTHER LARGE OLD MEDIEVAL TYPE STRUCTURES,AN OLD CLOCK TOWER STANDS NEAR A GREEN AND OTHER LARGE OLD VEDEBA TYPE STRUCTURE
90,THE BIG BEN CLOCK TOWER TOWERING OVER THE CITY OF LONDON,A IG BIG CLOCK TOWER TOWER ON A CITY FLOD
91,MAN RELAXING NEAR A TRAIL CLOSED SIGN ON THE GROUND,MAN RELAXIN ARGUNGAL U SID ON THE RAILWAN
92,A MAN SITTING ON A WALL NEXT TO WATER NEXT TO A BARRIER,A MAN SITTING ON A WALL NEXT TO WATER NEXT TO AN AREA
93,A MAN WITH HIS SHIRT OFF SITTING BY THE SHORELINE SUNNING HIMSELF,A MAN WITH A SHIRT OFF SITTING BY THE SCREIN SUNNINGAINST A
94,A SIGN LAYING ON A LUSH GREEN FIELD NEAR A BODY OF WATER,A SIGN LAYING OVER DISGRADICATED ONER  CEAN WATER
95,A MAN WHO IS SITTING DOWN NEXT TO A BODY OF WATER,A MAN WITH A SANTBA NEXT TO A BODY OF WATER
96,A PHOTO TAKEN FROM A CAR LOOKING AT A SKATEBOARDER ON THE SIDE OF THE ROAD,A PURAFAC OFFERIN A CAR AND TAON ATEBORD ON THE STRETON THEROAD
97,A ROAD FILLED WITH CARS IN A DESERT,A ROW OF FILLED WITH CARS AND A DESERT
98,A MAN WALKING DOWN A STREET NEXT TO A ROAD FILLED WITH CARS,MAN WALKING DOWN A STREET NEXT TO A RON FILLED WITH BARS 
99,VIEW FROM INSIDE OF A CAR OF CARS ON ROAD AND A MAN ON THE SIDE OF THE ROAD,RM INSIDE OF A GARB OF CARS ON THE PROAD AN A VAN ON THE SIDE OF THE ROAD
100,MAN RIDING A SKATE BOARD TOWARDS THE TRAFFIC ON A TWO LANE ROADWAY,MAN RIDING A SKATEBOARD TOWARDS THE TRAFFIC ON A TLANE DOORWAY
101,A GROUP OF PEOPLE GATHERED AROUND A TABLE FILLED WITH FOOD,A GROUP OF PEOPLE GATHERED AROUND A TABLE INO
102,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE AROUND IT,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE AROUND IT
103,PEOPLE ARE LINED UP ALONG A LONG PICNIC TABLE,PEOPLE LINED UP AONG LONG PICNIC TABLE
104,GATHERING OF PEOPLE DISHING OUT FOOD SET ON A LONG TABLE WITH CHECKERED TABLECLOTH,ATERA COMPOPLE DISHN OUT A O ABALL TLI CACTER INON
105,A GROUP OF PEOPLE EATING FOOD AT AN OUTDOOR PICINIC,A GROUP OF PEOPLE EATING FOOD AT AN OUTDOOR CANITY
106,A CAT LAYING ON A TOILET SEAT WITH ITS PAWS INSIDE,A HALFWAY ON A QARES SET WIT THE CAS IN THE SHOT
107,A BLACK AND GRAY CAT IS SITTING ON A TOILET,A BLACK AND GRAY CAT IS SITTING ON A TOILET
108,A CAT SITTING ON THE EDGE OF THE TOILET LOOKING TOWARD THE OPEN BATHROOM DOOR,THE CAT SITTING ON THE EDGE OF A TOUREKINGTOYIT OVERE OUTDORING
109,A CAT SITS ON THE EDGE OF A TOILET,A CAT SITS ON THE EDGE OF A ROAD
110,A CAT IS LAYING ON A TOILET SEAT,BAPACKWIT BLOWN ON ETERMAC SETS
111,A CAT SITS ON TOP OF A TOILET BOWL, GATERD IN TO TOP WIT AN TORD ENIN
112,A SMALL CAT SITS PERCHED ON THE BACK OF A TOILET,A SMAK JEK SITS PERCHED ON A SA WIT A TIRWAY
113,A CAT SITTING ON THE BACK OF A TOILET BOWL WITH NO TANK,A CAT SITTING IN THE BACK OF A TOYL BOAT IT O SITER
114,A SMALL CAT SITS ON TOP OF A WHITE TOILET MISSING ITS SEAT IN A BATHROOM,A SMALL CAT SITS ON TOP OF A WHITE TOILET USING ITS TEEPS IN A BACKGROUND
115,A CAT SITTING ON A TOILET IN A BATHROOM,A CAT SEENG O URN WORD TURNS OP
116,AN ANGLED SHOT OF A FULLY STOCKED KITCHEN WITH WOODEN CABINETS,AN ANGLE SHOT OF OTON ON A WOODEN  COMER
117,AN OPEN KITCHEN IS SHOWN WITH LIGHT BROWN CABINETS,AN OPEN KITCHEN IS SHOWN WITH LIGHTGROUND TAT
118,SOME WOOD CABINETS IN A LARGE HOME KITCHEN,SOME HOD CABINETS IN A LARGE AND BLUE KITCHEN
119,A KITCHEN WITH A SINK DISHWASHER AND MICROWAVE OVEE,A PITCHEN SINK A DISHWASHER AND MICROWAVE OVENWALL
120,A KITCHEN FILLED WITH WOODEN CABINETS AND A MICROWAVE OVEN,A KITCHEN FILLED WITH WOODEN CABINETS NEAR HIGIDENS
121,A BUNCH OF FRUIT SITS IN FRONT OF A PORTRAIT,A BUNCH OF GRED WOMAN SITS INEHIND THE PORCHOT
122,SOME ART WORK WITH A MAN WITH A HAT ON AND SOME FRUIT IN A BOWL,SOME ARTWORK WITH A MAN WITH A HAT ON AND SOME O LOT
123,A PAINTING OF A MAN SMILING BEHIND A TABLE WITH FRUIT,THE PAINTING OF A MAN SMILING WERIN A TABLE WITH FRUIT
124,A PAINTING OF A BOWL OF FRUIT SITTING IN FRONT OF ANOTHER PAINTING,A VGE OF A POLA OF TRI AN N FROCK OF OEN
125,THIS IS A STILL LIFE OF FRUIT AND AN OLD MAN,THIS IS A STILLLITE FRUIT AND  OL MI
126,A LITTLE GIRL IS HOLDING ON TO A HAIR BRUSH,A LITTLE GIRL IS BOADING WILE TO AN RUSHE
127,A BABY GIRL IS HOLDING A PINK BRUSH AS SHE SCRATCHES HER HEAD,A BABY GIRL IS HOLDING A PICKBOS SHE SCRATCHES HERHOUND
128,A YOUNG GIRL COMBING HER HAIR WITH A PINK COMB,A YOUNG GIRL MOVING HER HAIR WITH A PINK ON
129,A GIRL GRABS HER HAIR AND HOLDS ONTO HER HAIRBRUSH,E AREPLAT SENGER IN HEON TURAIR PATCH
130,THE YOUNG GIRL IS BRUSHING HER HAIR,A YOUNG GIRL IS BRUSHING HER HAMERA
131,TWO BABIES SITTING ON THEIR POTTIES IN THE BATHROOM,TWO MADES SITTING UNDEIR HARDES A DAWN ONROAD
132,TWO NAKED BABIES ON TRAINING TOILETS IN A BATHROOM,TRE FLAKING VASES AON TRAISING TOILETS IN A BACKGROUND
133,A SET OF TWINS WHO ARE TAKING A BATH,A SET OF TWINS PTACKINA BAKGORND E ONTO
134,A COUPLE OF LITTLE GIRLS SITTING NEXT TO EACH OTHER IN A BATHROOM,ACOUPLE OF YOLLOW GIRLS SITDING ITTER ACH OTA IN THE BACKGROUND
135,TWO CHILDREN ARE PRACTICING USING THE POTTY NEXT TO EACH OTHER,TWO CHILDREN HAVE TONE SINENTIN ONE NAXT TO EACH OTHER
136,A MAN IN A WET SUIT RIDING A WAVE ON A SURF BOARD, MAN IN BLACK SUIT RIDING ON A BLACK SURFBOARD
137,THERE IS A MALE SURFER THAT IS RIDING IN THE WAVE,THERE IS A MALE SURFLER THAT ARE RIDING IN THE WAVE
138,A MAN ON A SURF BOARD RIDES A WAVE,A MAN ON A SURFBOARD RIDES A WAN
139,A SURFER IN THE OCEAN ON THE CREST OF A WAVE, SURFER IN THE OCEAN OF THE CRESTIN A WAVE
140,A MAN THAT IS ON A SURFBOARD IN THE WATER,A MAN THAT IS ON A SURFBOARD IN THE PO
141,A TEDDY BEAR SITS BY A KEYBOARDS AND MICROPHONE,A TEDDY BEAR SITS BY THE KEYBOARDS AND A MICROWAVE
142,STUFFED BEAR WEARING GLASSES WITH ELECTRONIC AUDIO EQUIPMENT,STUFFED BEAR WEARING GLASSES IS ELECTRONIC MONIATER BELO
143,A TEDDY BEAR THAT IS DRESS IN GLASSES AND IS LISTENING TO AN IPOD,A TEDDY BEAR TAT CASE DRESSED IN GLASSES AINSIS PAINTING ON ANBLUE OTINE
144,A VERY CUTE TEDDY BEAR WITH GLASSES AND SOME ITEMS,A VERY CUTE TERLY BEAR WITH GLASSANCES ONTIS
145,A STUFFED BEAR A KEYBOARD AN IPOD AND MICROPHONE,A STUFF BEAR KEYBOARD AND HIGHPO AND A MARKPONE
146,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS A FIREPLACE,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS AND A FIREPLACE
147,A DINING ROOM WITH SOME PLANTS ARE SEEN,A DINING ROOM WITH SOME PLANTS ARE SEEL
148,A FIREPLACE AND DINING TABLE IN A DINING ROOM,AR PAR IN AN BIPA IN A YAM
149,A WOODEN TABLE WITH FOUR WOODEN CHAIRS IN FRONT OF TWO WINDOWS,A WOODEN TABLE WITH NOR WOODEN CHAIRS IN FRONT OF TWORHOUSE
150,A ROOM WITH PLANTS ON LITTLE TABLES BY THE WINDOWS,A ROWN OF PLANTS ON A LITTLE FIC BYSIDE A WELS
151,A STATUE DEPICTING A BEAR BREAKING INTO A CAR,A STATUE DEPICTING A BEAR BREAKING INTO A CONTOP
152,A MAN POSES WITH A PICTURE OF A BEAR AND A CAR,A MAN POSES FOR THE PICTURE OF A BAGGER AND A CAR
153,A STATUE OF A BEAR ON A CAR USED AS A WARNING ABOUT THE BEARS,A PICTURE O A  OF A MAN WALKING NEXT O A RUNWAY BIKGASS
154,YES BEARS CAN RIP OPEN CARS AND HURT THE OCCUPANTS,YS BEARS KAN RIPPLE BIN CARS AND BURGUNAY AUGUMANTS
155,A STATUE OF A LARGE BROWN BEAR TEARING OFF A CARS DOOR,A STATUE OF A MARK ONAR CARRYING OFF A COLOR DOOR
156,TWO MEN JUMPING UP TO HEAD A SOCCER BALL,TW MAN URKING NE TO METOR SOCCER BALL
157,A CLOSE UP OF TWO PEOPLE PLAYING SOCCER,A POSTER ITZEN PAKGOND LIN SIDE
158,SOCCER PLAYERS TRY TO GAIN POSSESSION OF THE BALL,SOCCER DRAWERS TRY TO GEN POSSESSION OF LONG
159,A MAN HITTING A SOCCER BALL WITH HIS HEAD,A MAN HOLDING A SOCCER BALL WITH HIS HEAD
160,TWO OPPONENTS ARE PLAYING DURING A SOCCOR GAME,TWO OPBONENTS ARE PLANED DURING A SOCCER DAY WITER
161,WE SEE A DOUBLE DECKER BUS WIT A COMPARTMENT IN THE SIDE,YOU SEE NUMBER ERGRASS WATING ON PUBLIC ILLSID
162,A DOUBLEDECKER BUS TURNED IN TO A TRAVELING SHOWCASE FOR A UNIVERSITY,A DOUBLE DECKER BUS TURNED INTO TRAVELING SHOWCASE FER A OSET
163,A DOUBLE DECKER BUS SITTING ON A GREEN FIELD,A DOUPLE DECKER BUS SITTING ON A GREEN FIELD
164,A DOUBLEDECKER BUS IS PARKED IN A LARGE FIELD,A DOUBLE DECKER BUS IS PARKED IN A LARGE FIELD
165,A NORTHUMBRIA BUS IS PARKED IN A FIELD,MARKULAY UP BUS SITS ARE PARKED NIA A FIELD
166,A DESK WITH TWO COMPUTER SCREENS AND A CECIL COOPER BOBBLE HEAD,A DESKFILLE WITH TWO COMPUTER SCREENS AND A CSOM PAPER BOTTLE ON
167,A CLOSE OF A BOBBLE HEAD DOLL WITH A COMPUTER IN THE BACKGROUND,A CLOSE OF A LIVEL HOT DOG WITH ON A WAD IN BACKROND
168,A BOBBLE HEAD BASEBALL FIGURINE ON A DESK, BASEBALL APORAIN ONDEST
169,A BOBBLE HEAD IS SHOWN NEXT TO COMPUTER SCREENS,A BOBBLE PEDD IR SHOWN NEXT TO PP SKS
170,A BASEBALL PLAYER BOBBLE HEAD NEXT TO TWO COMPUTER MONITORS ON A DESK,A BASEBALL PLAYER BOBBLE HEAD NEXT TO TWO COMPUTER MONITORS ON A DESK
171,A FIELD WITH VARIOUS WILDLIFE AND TREES IN THE BACKGROUND,A FIELD WITH VARIOUS WILDLIFE AND TREES IN THE BACKGROUND
172,ZEBRAS AND WORT HOGS LIVING TOGETHER ON THE PLAINS,ORGOVERAXPARK THROUGH A TENNIS AL
173,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES
174,MANY ANIMALS IN A FIELD WITH TREES AND BUSHES IN THE BACKGROUND,MANY ANIMALS IN A FIELD WITH TREES AND BUSHES IN THE BACKGROUND
175,THE GROUP OF ZEBRAS ARE IN THE FIELD,THE GROUP OF ZEBRAS ARE IN THE FAN
176,A GROUP OF WOMEN RUNNING AFTER A SOCCER BALL,A GROUP OF WOMEN RUNNING AFTER A SOCCER BALL
177,GIRLS FACE TO A SOCCER BALL DURING A GAME,APLAYS TWO AER CLOWDIN ON THE AIR
178,YOUNG FEMALES PLAYING SOCCER ON A GREEN SOCCER FIELD,YELLOW FEMALES PLAYING SOCCER ON A GREEDING SOCCER FIELD
179,A SOCCER GAME WHERE A GIRL IN WHITE IS DRIBBLING AHEAD OF THE GIRL IN BLUE,A SEARAN IN FRONT OF A GIRL IN THE BOTOF IA RIVONAARPLINE BLU
180,A GROUP OF WOMEN PLAYING A GAME OF SOCCER ON FIELD,A GROUP OF WOMEN AN IT PLANE OF SOCCER ON FIELD
181,A WOMAN IN WHITE SHIRT HOLDING UP A CELLPHONE,A WOMAN IN WHITE SHIRT HOLDING UP A CELL PHONE
182,A WOMAN HOLDING A HELLO KITTY PHONE ON HER HANDS,A WOMAN COLDING A F TI SIGNS
183,A WOMAN HOLDS UP HER PHONE IN FRONT OF HER FACE,A WOMAN HOLDS HER PHONE IN FRONT OF HER FENCE
184,A WOMAN CHECKING HER CELL PHONE WITH A HELLO KITTY CASE,A WOMAN ONRIDING HER CELL PHONE WITH A PAIROF HEDDING BOARD
185,THE ASIAN GIRL IS HOLDING HER MISS KITTY PHONE,AN ASIAN LANING  TOW AVOR ISCIDEOVE
186,A BATHROOM WITH BLUE WALLS AND WHITE TILES,A BATHROOM WITH BLUK WALLS AND WHITE TOEC STAE
187,A BATHROOM WITH BLUE AND WHITE WALLS,A BOUNTAIN IN BLUE AND WHITE HALS
188,AN EMPTY BATHROOM WITH BLUE WALLS ON THE LIGHTS ON,AN EMPTY MOTOPOCYCLE WALLS ON HE RIDES ON
189,A WHITE BATHROOM SINK SITTING UNDER A BATHROOM WINDOW,A WHITE BATHROM SINGLIS SITTING UNDER A BATHROOM WINDOW
190,A SMALL BATHROOM WITH AN OPEN DESIGN CONCEPT,A SMALL BATHROOM WITONT AN OPEN SIGN RESERT
191,A PICTURE FOR RENTALS WITH TWO WOMEN WALKING UP TO THEM,A PITCHER OMASXES WITH TWO WOMEN WALKING UPTO THE O
192,BEACH GOERS SET UP UMBRELLAS NEXT TO RENTAL SIGNS WHILE A COP WATCHES,THREE CHOTHER SET UP UMBRELLAS NEX TO MITRON SIGNS AND E PI WATCHING BESIDE EM
193,A GROUP OF PEOPLE HANDING OUT WITH LAWN CHAIRS UNDER TWO COLORFUL UMBRELLAS,A GROUP OF PEOPLE AND O ONEOFAR
194,TWO WOMEN TALK AT A BEACH RENTAL KIOSK,TWO WOMEN TALK AT A BEA RAN CONTAASK
195,PEOPLE STANDING NEAR A GUARD IN FRONT OF A RENTAL STORE,POPLE STANDING NEAR A GUARD IN BOT OF AWATE
