Index,Reference,Hypothesis
61,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVE,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAV
62,A SEAGULL STANDING NEAR THE OCEAN ON THE SAND,A SEAGULL STAING ON THE AN DRYING T ON THE SAND
63,A SEAGULL STANDING ON THE SAND NEAR THE WATER,A SEAGULL STANDING ON THE SAND NEAR THE WATER
64,THE BIG BIRD IS STANDING ON THE BEACH BY THE WATER,THE MAD CAR IS STANDING RON THE MAGE BYTE
65,A SEAGULL STANDING ON THE SAND OF A BEACH,A SEAGULL STANDING ON THE SAND OF A ROCKER BEACH
66,A BUS FULL OF HAPPY TOURISTS DRIVES DOWN THE STREET,A BUS FULL OF PACKIC TOURLIST DRIVES DOWN THE STREET
67,DOUBLE DECKER BUS WITH PEOPLE ON THE TOP FLOOR ON ROAD,A DOUBLE DECKERE BUS COMPEI POSING ON A CLOCK CLOOR ONDERA REDTERSE PAP
68,A DOUBLE DECKER BUS WITH PEOPLE WAVING FROM THE TOP,A DOUBLE DECKER BUS TAK A PROFISON FOR PHETOMRA
69,A DOUBLE DECKER BUS DRIVING DOWN A STREET,A DOUBLE DECKER BUS DRIVING DOWN A STREET
70,RED DOUBLE DECKER BUS WITH PEOPLE STANDING ON TOP,RED DOUBLE DECKER BUS WITH PEOPLE STANDING ON TOP
71,A MAN LEANING HIS MOUTH DOWN TO A PLATE THAT HAS A SANDWICH ON IT AND A BLUE WATER BOTTLE BEHIND IT,A MAN LEANING HIS SMOKE DOWN A SUFFE LATE AS A TOD O ATO A WATER BAL
72,A MAN TAKING A BITE OF A SANDWICH WITHOUT USING HIS HANDS,A MAN TAKING A BITE OF A SANDWICH WITHOUT USING HIS R
73,A MAN EATING A SANDWICH OFF OF A WHITE PLATE,A MAN EATING A SANDWICH OFF OF A WHITE PLATE WITH ANAFI
74,A SMILING GUY STICKING HIS FACE NEAR A BIG SANDWICH,A SMILING GUY SLEEPING HIS FACE NEAR A FINT SANDWICH
75,WITHOUT USING HANDS A MAN TRIES TO BITE A PAIR OF SANDWICHES,WITHOUT USING PANS A RAN TROLLES TO WHITE PILE OF SANDWISHES 
76,A HUSKY STANDS BY AS A SKIER STANDS THERE,A HUSKEY STANDS BY A SKIER STANDS NEAR
77,A PERSON ON SOME SKIS AND A DOG IN THE SNOW,A PERSON ON SOME SKIS AND A DOG IN THE SNOW
78,A MAN ON SKIS WITH A DOG NEXT TO HIM,A MAN ON SKIS WITH A DOG NEXT TO HI I
79,A MAN ON SNOW SKIS WITH HIS DOG,A MAN ON THE STIPS AT OLS DO
80,A PERSON RIDING SKIS ON TOP OF A SNOW COVERED SLOPE NEAR A DOG,A PERSON RIDING SKIS ON TOP OF A SNOW COVERED SLOPE NEAR A DOG
81,A GIRAFFE REACHING UP TO SOME TREE BRANCHES,A GIRAFFE OF A ONER AR CAING A OS TRAN
82,A GIRAFFE STANDING UNDER A LEAF FILLED TREE,A GIRAFFE STANDING FROM AE IN FRONT OF A TREE
83,THE GIRAFFE EXTENDS UPWARD WHILE EATING FROM THE BRANCHES OF A TREE,A GIRAFFE EXTENDS ORDS WHILE EATING FROM THE BRANCHES OF A TREE
84,A GIRAFFE THAT IS STANDING IN THE GRASS,A GIRAFFE THAT IS STANDING IN THE GRASS
85,A TALL GIRAFFE STRETCHES TO REACH HIGH LEAVES ON A TREE,A TALL GIRAFFE STRETCHED TO REACH IGH LADS ON THE TREE
86,THE PALACE OF WESTMINSTER FEATURING ELIZABETH TOWER THAT HOLDS BIG BEN,THE PALACE SA WESOTER FETURIAN ELICITETE SOWER NI OLD BIG BEN
87,A BRIDGE NEXT TO A TALL BUILDING AND THE BIG BEN TOWER,A BRIDGE NEXT TO A TALL BUILDING AN UNCOMPTE ABENOW
88,A CASTLE IS SHOWN ON THE WATER NEXT TO A BRIDGE,A CASTLE IS SHOWN O THE WATER NEXT TO A BRIDGE
89,AN OLD CLOCK TOWER STANDS NEAR A BRIDGE AND OTHER LARGE OLD MEDIEVAL TYPE STRUCTURES,AN OLD CLOCK TOWER STANDS NEAR A GRIG AND OTHER LARGE OLD MEDIEVAL TYPE STRUCTURES
90,THE BIG BEN CLOCK TOWER TOWERING OVER THE CITY OF LONDON, BIG BEN CLOCK TOWORS  TOWERING OVER THE CITY OF LUGGAG
91,MAN RELAXING NEAR A TRAIL CLOSED SIGN ON THE GROUND,MAN RELAXING NEAR A SORAIL CLODS SIGN ON THE GROUND
92,A MAN SITTING ON A WALL NEXT TO WATER NEXT TO A BARRIER,A MAN SITTING ON A WALL NEXT TO WATER NEXT TO A FIRR
93,A MAN WITH HIS SHIRT OFF SITTING BY THE SHORELINE SUNNING HIMSELF,A MAN WITH IS SHIRT OFF SITTING BY THE SHORELINE SUNNING HIMSELF
94,A SIGN LAYING ON A LUSH GREEN FIELD NEAR A BODY OF WATER,A SIGN LAYING ON A LUSH GREEN FIELD NEAR A POTY OF WITE
95,A MAN WHO IS SITTING DOWN NEXT TO A BODY OF WATER,A MAN W IS SITTING RESK NEXT TO A BODY OF WATER
96,A PHOTO TAKEN FROM A CAR LOOKING AT A SKATEBOARDER ON THE SIDE OF THE ROAD,A PHOTO TAKEN OF A CAR WITH A I SKATEBOARD ON THE SIP OF THE ROAD
97,A ROAD FILLED WITH CARS IN A DESERT,A ROAD TREELIN WITH CARS AND A DESERT LIGHT
98,A MAN WALKING DOWN A STREET NEXT TO A ROAD FILLED WITH CARS,A MAN WALKING DOWN THE STREET NEXT TO A ROAD IN FRONT OF KILLED WITH CARS IS ON IT
99,VIEW FROM INSIDE OF A CAR OF CARS ON ROAD AND A MAN ON THE SIDE OF THE ROAD,VIEW FROM INSIDE OF A CAR OF CARS ON ROAD AND A VAN ON THE SIDE OF THE ROAD
100,MAN RIDING A SKATE BOARD TOWARDS THE TRAFFIC ON A TWO LANE ROADWAY,AG MAN RIDING A SKATEBOARD TOWARDS THE TRAFFIC ON A TWO LANED ROADWAY
101,A GROUP OF PEOPLE GATHERED AROUND A TABLE FILLED WITH FOOD,A GROUP OF PEOPLE GATHERED AROUND AND EATY BOKLES OF BOOK
102,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE AROUND IT,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE AROUND IT
103,PEOPLE ARE LINED UP ALONG A LONG PICNIC TABLE,PEOPLE LINED UP ALONG A LONG PICNIC TABLE
104,GATHERING OF PEOPLE DISHING OUT FOOD SET ON A LONG TABLE WITH CHECKERED TABLECLOTH,GATER OF PEOPLE DISC ANOUTOR OUSET ON A LOUGE MEIBL VE SECTORS A CLOCK
105,A GROUP OF PEOPLE EATING FOOD AT AN OUTDOOR PICINIC,A GROUP OF PEOPLE EATING FOOD AT AN OUTDOOR EQUIPMENT
106,A CAT LAYING ON A TOILET SEAT WITH ITS PAWS INSIDE,TO CUTE CATS LAYING ON A TOILET SEAT WITH A PAWS INSINTO I
107,A BLACK AND GRAY CAT IS SITTING ON A TOILET,A BLACK AND GREY CAT IS SITTING ON A TOY LOG DOG
108,A CAT SITTING ON THE EDGE OF THE TOILET LOOKING TOWARD THE OPEN BATHROOM DOOR,A CAT SITTING ON THE EDGE OF THE TOILET WITHING TOWARD THE OPEN BATROM DOOR
109,A CAT SITS ON THE EDGE OF A TOILET,A CAT SITS ON THE EDGE OF A TOILET
110,A CAT IS LAYING ON A TOILET SEAT,OKEN CARRONS ARE FLOWN IN A TOILET SET
111,A CAT SITS ON TOP OF A TOILET BOWL,A BAS SITS ON TOP OF A TOILET N
112,A SMALL CAT SITS PERCHED ON THE BACK OF A TOILET,A SMALL CAT SITS PERCHED ON THE BACK OF A FLOOR OUER
113,A CAT SITTING ON THE BACK OF A TOILET BOWL WITH NO TANK,A CAT SITTING ON THE BACK OF A TOILET BOWL WITH T OCANIN IN
114,A SMALL CAT SITS ON TOP OF A WHITE TOILET MISSING ITS SEAT IN A BATHROOM,A SMALL CAT SITS ON TOP OF A WHITE TOILET MOSING IT SEAT IN A BATHROOM
115,A CAT SITTING ON A TOILET IN A BATHROOM,A CLASS SITTNER ON A SHORE NEAR A MONDUMENTS
116,AN ANGLED SHOT OF A FULLY STOCKED KITCHEN WITH WOODEN CABINETS,AN ANGL SHOT OF OLI SINTII AODINA CABINET
117,AN OPEN KITCHEN IS SHOWN WITH LIGHT BROWN CABINETS,AN OPEN KITCHEN ISS SHOWN WITH LIGHT BROWN CAR
118,SOME WOOD CABINETS IN A LARGE HOME KITCHEN,SOME FOOD COBABINET IN A LARGE OLD KITCHEN
119,A KITCHEN WITH A SINK DISHWASHER AND MICROWAVE OVEE,A KITCHEN SINK DISHWASHROPE  AND MICROWAVE OTHERS ON IT
120,A KITCHEN FILLED WITH WOODEN CABINETS AND A MICROWAVE OVEN,A KITCHEN FILLED WITH WOODEN CABINETS AND MICRODAVE OFVIN
121,A BUNCH OF FRUIT SITS IN FRONT OF A PORTRAIT, LARCOF FRUIT SITS IN FRONT OF CORTROMIC FIRE
122,SOME ART WORK WITH A MAN WITH A HAT ON AND SOME FRUIT IN A BOWL,SOME ARDWORK WITH A MAN WITH A HAT ON AND SOMEON IN A BALL
123,A PAINTING OF A MAN SMILING BEHIND A TABLE WITH FRUIT,A PAINTING OF A MAN SMILING BEHIND A TABLE WITH FOUITCAKE
124,A PAINTING OF A BOWL OF FRUIT SITTING IN FRONT OF ANOTHER PAINTING,AAN LOK OKA TOL ON A BILDIN ARPATER OF A CONINA
125,THIS IS A STILL LIFE OF FRUIT AND AN OLD MAN,THIS IS A STILL LIFE OF FRUIT AND AN OREIAN
126,A LITTLE GIRL IS HOLDING ON TO A HAIR BRUSH,A LITTLE GIRL IS HOLDING ONTO HER HAIRBRUSH
127,A BABY GIRL IS HOLDING A PINK BRUSH AS SHE SCRATCHES HER HEAD,A BABY GIRL IS HOLDING A PINK BRUSH ASD SHU SCRATCHES HER HEAD
128,A YOUNG GIRL COMBING HER HAIR WITH A PINK COMB, YOUNG GIRL ECOMMING HER HILL 
129,A GIRL GRABS HER HAIR AND HOLDS ONTO HER HAIRBRUSH,A GIRL LAUGHS ING HERANDA SANTOER IN THE BOL
130,THE YOUNG GIRL IS BRUSHING HER HAIR,THE YOUNG GIRL IS BRUSHING HER HAIR
131,TWO BABIES SITTING ON THEIR POTTIES IN THE BATHROOM,TWO LADIES SITTING ALONG PARTIES ON A BAT FORAN UNDER
132,TWO NAKED BABIES ON TRAINING TOILETS IN A BATHROOM,TWO NAKED BABIES ON INEM TOILETS IN A BATHROOM
133,A SET OF TWINS WHO ARE TAKING A BATH,A SET OF TOILETS WHO ARE TAKING A BAT INTO OLEOIVIN R
134,A COUPLE OF LITTLE GIRLS SITTING NEXT TO EACH OTHER IN A BATHROOM,A COUPLE OF LITTLE GIRLS SITTING NEXT TO EACH OTHER IN SINE IN A BATHROOM SINK
135,TWO CHILDREN ARE PRACTICING USING THE POTTY NEXT TO EACH OTHER,ATWO CHILDREN HAVE CROCKE SINLITINGTER AN OVER ANTETICL CHABEN
136,A MAN IN A WET SUIT RIDING A WAVE ON A SURF BOARD,A MAN IN A WETSUIT RIDING A SURFBOARD
137,THERE IS A MALE SURFER THAT IS RIDING IN THE WAVE,THERE IS A MALE SURFER THAT IS RIDING IN THE WAVE
138,A MAN ON A SURF BOARD RIDES A WAVE,A MAN ON A SURFBOARD RIDES A WAVE
139,A SURFER IN THE OCEAN ON THE CREST OF A WAVE,A SURFER IN THE OCEAN ON THE CREST OF A WAVE
140,A MAN THAT IS ON A SURFBOARD IN THE WATER,A MAN THAT IS ON A SURFBOARD IN TE ANER
141,A TEDDY BEAR SITS BY A KEYBOARDS AND MICROPHONE,A TEDDY BEAR SITS BY A KEYBOARD IN MICROWAVE
142,STUFFED BEAR WEARING GLASSES WITH ELECTRONIC AUDIO EQUIPMENT,A STUFFED BEAR WEARING GLASSSAND ELECTRONIC OTEALAMUSFOTERS
143,A TEDDY BEAR THAT IS DRESS IN GLASSES AND IS LISTENING TO AN IPOD,A TEDDY BEAR  DRESS EN GLASSES IN SOSIN INA YELD
144,A VERY CUTE TEDDY BEAR WITH GLASSES AND SOME ITEMS,A DERY CUTE BEIFA RED GLASSES AND SOME ITEMS
145,A STUFFED BEAR A KEYBOARD AN IPOD AND MICROPHONE,A STUFFED BEAR JUNGORD IPUD AND A MARKET COT
146,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS A FIREPLACE,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS AND A FIREPLACE
147,A DINING ROOM WITH SOME PLANTS ARE SEEN,A DINING ROOM WITH SOME PLANTS ARE SEEN 
148,A FIREPLACE AND DINING TABLE IN A DINING ROOM,TEIS A FIREFAS AN BOWL BASING IN BUNTES OF A
149,A WOODEN TABLE WITH FOUR WOODEN CHAIRS IN FRONT OF TWO WINDOWS,AN WOODEN TABLE WITH FLOOR WOODEN CHAIRS IN FRONT OF TWO WINDOWS
150,A ROOM WITH PLANTS ON LITTLE TABLES BY THE WINDOWS,A ROOM WITH PLANTS ON WOODEN TABLES BY THE WINDOWS
151,A STATUE DEPICTING A BEAR BREAKING INTO A CAR,A STATUE DEPICTING A BEAR BREAKING INTO A CAR
152,A MAN POSES WITH A PICTURE OF A BEAR AND A CAR,THERE AS A MANS POSES WITH A PICTURE OF A WAYER AND A CART
153,A STATUE OF A BEAR ON A CAR USED AS A WARNING ABOUT THE BEARS,TOA PLAE OVERHADING A MALTINIZ INSTIC OF ONIN A BARWA O ES
154,YES BEARS CAN RIP OPEN CARS AND HURT THE OCCUPANTS,S BEARS CAN RIP OPEN CARS AN VERTTY OCCUPANTS
155,A STATUE OF A LARGE BROWN BEAR TEARING OFF A CARS DOOR,STATUE OF A LARGE BROWN BEAR WARING OFF OF BARS DOOR
156,TWO MEN JUMPING UP TO HEAD A SOCCER BALL,TWO MEN JUDGING UP TO HIT A SOCCER BALL
157,A CLOSE UP OF TWO PEOPLE PLAYING SOCCER,A COSTUFOL TWO PEOPLE PLAYING AN SOCCERS O
158,SOCCER PLAYERS TRY TO GAIN POSSESSION OF THE BALL,SOCCER PLAYERS TRY TO GAIN POSSESSION OF A BALL
159,A MAN HITTING A SOCCER BALL WITH HIS HEAD,A MAN HITTING A SOCCER BALL WITH HIS HEAD
160,TWO OPPONENTS ARE PLAYING DURING A SOCCOR GAME,TWO OPPONENTS ARE PLAYING DURING A SOCCER GETER
161,WE SEE A DOUBLE DECKER BUS WIT A COMPARTMENT IN THE SIDE,A RECII NOBLE DECKER BICE AS COMUNIMENT AN TE SIDE
162,A DOUBLEDECKER BUS TURNED IN TO A TRAVELING SHOWCASE FOR A UNIVERSITY,A DOUBLE DECKER BUS TURNED INTO TRAVELING SHOWCASE FRINUS
163,A DOUBLE DECKER BUS SITTING ON A GREEN FIELD,A DOUBLE DECKER BUS SITTING ON A GREEN FIELD
164,A DOUBLEDECKER BUS IS PARKED IN A LARGE FIELD,DOUBLE DECKER BUSIS PARKED ON A LARGE MECKA
165,A NORTHUMBRIA BUS IS PARKED IN A FIELD,A MARKATREAT BUS IS PARKED ON A FRON O APA
166,A DESK WITH TWO COMPUTER SCREENS AND A CECIL COOPER BOBBLE HEAD,A DESK FILLED WITH TWO COMPUTER SCREENS AND A S
167,A CLOSE OF A BOBBLE HEAD DOLL WITH A COMPUTER IN THE BACKGROUND,A CLOSE OF  HOT DOGS AT ICTIONAL BEER IN AE BATGROUND
168,A BOBBLE HEAD BASEBALL FIGURINE ON A DESK,ABOBLE HEAD BASEBALL FIGUR LEANED ON A DESK
169,A BOBBLE HEAD IS SHOWN NEXT TO COMPUTER SCREENS,A BOTTLE HEAD IS SHOWN NEXT TO COMPOSE INS
170,A BASEBALL PLAYER BOBBLE HEAD NEXT TO TWO COMPUTER MONITORS ON A DESK,A BASEBALL PLAYER BOTBER HEAD NEXT TO TWO COMPUTER MONITORS ON A DESK
171,A FIELD WITH VARIOUS WILDLIFE AND TREES IN THE BACKGROUND,A FIELD WITH VARIOUS WALDLIHE AND TREES IN THE BACKGROUND
172,ZEBRAS AND WORT HOGS LIVING TOGETHER ON THE PLAINS,A ZEBRA ON AAK ON  FOODOA AV AAN
173,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES
174,MANY ANIMALS IN A FIELD WITH TREES AND BUSHES IN THE BACKGROUND,MANY ANIMALS IN A FIELD O N WITH TREES AND BUSHES IN THE BACKGROUND
175,THE GROUP OF ZEBRAS ARE IN THE FIELD,THE GROUP OF ZEBRAS ARE IN THE FIELD
176,A GROUP OF WOMEN RUNNING AFTER A SOCCER BALL,A GROUP OF WOMEN RUNNING AFTER A SOCCER BALL
177,GIRLS FACE TO A SOCCER BALL DURING A GAME,A PHROSI VASE TOOOKS LIKE A WALL IN A CITY OE
178,YOUNG FEMALES PLAYING SOCCER ON A GREEN SOCCER FIELD,YOUNG FEMALES PLAYING SOCCER ON A GREEN SOCCER FIELD
179,A SOCCER GAME WHERE A GIRL IN WHITE IS DRIBBLING AHEAD OF THE GIRL IN BLUE,AO SOCCER GAME ON OR A GIRL AN WIT WITH DRIBBIN OTHER FIELD IN ER
180,A GROUP OF WOMEN PLAYING A GAME OF SOCCER ON FIELD,A GROUP OF WOMEN PLAYING A GAME OF SOCCER ON FIELDIELD
181,A WOMAN IN WHITE SHIRT HOLDING UP A CELLPHONE,A WOMAN IN WHITE SHIRT S HOLDING UP A CELL PHONE
182,A WOMAN HOLDING A HELLO KITTY PHONE ON HER HANDS,A WOMAN HOLDING A HELLOAER PHONE OV HER HAND BESIDE
183,A WOMAN HOLDS UP HER PHONE IN FRONT OF HER FACE,A WOMAN HOLDS HER PHONE IN FRONT OF HER FACE
184,A WOMAN CHECKING HER CELL PHONE WITH A HELLO KITTY CASE,A WOMAN CHECKING HER CELL PHONE WITH A YELLOW KINRA
185,THE ASIAN GIRL IS HOLDING HER MISS KITTY PHONE,THE ASIAN GIRL IS HOLDING HER MISS GETTING ON TE PHONE
186,A BATHROOM WITH BLUE WALLS AND WHITE TILES,A BATHROOM WITH BLUE BROZE AND WHITE TILES
187,A BATHROOM WITH BLUE AND WHITE WALLS,PHOTUSARE OF A BATHROOM WITH LITNG AND WHITE WALLS SIL
188,AN EMPTY BATHROOM WITH BLUE WALLS ON THE LIGHTS ON,AN EMPTY BATHROOM DON BLUE BARS ON THE LIGHTS ON
189,A WHITE BATHROOM SINK SITTING UNDER A BATHROOM WINDOW,A WHITE BATHROOM SINK SITTING UNDER A BATHROOMIN
190,A SMALL BATHROOM WITH AN OPEN DESIGN CONCEPT,A SMALL BATHROOM WITH  AN OPEN SIGNIN
191,A PICTURE FOR RENTALS WITH TWO WOMEN WALKING UP TO THEM,A PITCH OF PLANCES WITH TWO WOMEN WOLKING UP TO LOOK
