Index,Reference,Hypothesis
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,SIGERTAS CRASS STREET CARDER IN BA FIEL
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,ON  MBRASS ON  E SOFA TOARD E AA AN ASPE
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,SVGREN  PITER BUSS OF TTAE
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,TWO MEN FLYING  O DESIR OF TOAR IN A FIT BACKET
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL RAYE AN OLROASTED TAN AI T POSON RAG
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,A OTECTO PATR  ANUSES OF FETO TRE SITE OT  O ASSY BYA
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,ATRA IAN REGSTAE ON AWOV
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A PASE OF ALLYSTALL DSERTSSON ON ENC 
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,RACO ACIN ON E TIAIT
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,PLAE OF TOTRUCTES SIIN AT OTHER SAING
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,RESTRPOSE IN THE MIDCE OF THE DININGSAR SEATN ONE STANDING
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,SET IN A KITCHEN T A SARDE A TO PATE WAKE AND A ALAS ON THE WAL
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF A STANDING INEN A ITE BOG
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,TWOAT SATWO ASRIGE ABAGE CLOTES ATOPOMPA
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,POI AE A TOW IN ADOR
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,O PLANESHA DOK IN A CITY
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A DESKA TRASIC SIDE  EF STE IN T  EW
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,OFTE CHE AETION OF A ROAD INTERSECTSA PA
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A PARKED HIGHERCYCLES AR E SPEETEN OTHE ST
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,OCATSOY LAT ARE  AN  FO PATTES
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,I E FOT OF A  CUSSI
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,AA APHOTOF ELICE PARKED ON IT
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,ATO BEINE I ASOCYPLE IGH VASSES A TRICKE
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,A T  SOMI AINA STE
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,O ON E ALEN INTTOP OF THE STOR  AA A
42,A CLOCK THAT LOOKS LIKE AN APPLE A PENGUIN AND A POTTED PLANT,THE OBJECT OF RIGENTO BUSAN PALE ON AT S
43,A RED APPLE WITH A CLOCK INSIDE OF IT,AMICOE STREET I
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,STRI SATION AT NIGHT AND  U
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE,FRONT OF A PLASTIC ATLE ARTITE STREETS
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH,A DIMOPACES STUMPED  SANIN E TO E OF TE SUNSO
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER,A FETOW O ACESSORA X OL
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,ITH A PROT IK IN SETERALL TOWN
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH, O HORSEAND SORES IN A BELOW A CLOSSOF N THAT
50,A BLACK AND WHITE PHOTO OF JOCKEYS RIDING THEIR HORSES, OF PARKED MOTORCYCLES ONSID STREE
51,A PASSENGER TRAIN MOVING DOWN THE TRAIN ON A BRIDGE, O THER BAG ON THE SIDE A PRICKE
52,A LARGE LONG TRAIN ON A STEEL TRACK,THREE LARGE O TRIP BUS JUSN 
53,A TRAIN THAT IS ON A RAIL OVER A BRIDGE,A JAIN THAT WIS AN UMBRELLAANA ISPEAR
54,A TRAIN ON TOP OF AN OVERPASS BRIDGE SET OF TRAIN TRACKS WITH FIELDS ON BOTH SIDE,STREET AAON  OBY E THE END OF A STREET TA TOE
55,TRAIN MOVING ALONG RAISED TRACKS WITH MOUNTAIN IN BACKGROUND,I ICKO TREN OT PAES OI T
56,A TEDDY BEAR SITTING IN FRONT OF A PILE OF BOXES,A PICTURE OF A TIA T THAT DOESA PALE AND FLOWER 
57,A TEDDY BEAR NEXT TO FOUR BOXES ON THE FLOOR, T  STREET WIT ONPOSE IGNS ON AT NIGHT
58,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF MANY BOXES,ATE OF STAN OSI AR ON THE SISID
59,A TEDDY BEAR IS SITTING IN FRONT A GROUP OF BOXES,T PEOPLES LAND AT OE O OSED SEBA  A
60,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES,OO POT WITH A CIT AR DOSS AN A FITURSP
61,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVE,OM PEOPLET PATAGO CASSES ON E ROAD
62,A SEAGULL STANDING NEAR THE OCEAN ON THE SAND,A SLIZING ATHWI AN SIN ONE 
63,A SEAGULL STANDING ON THE SAND NEAR THE WATER,ECIT AFFECITAN A C PONDUTRIAN F TO
64,THE BIG BIRD IS STANDING ON THE BEACH BY THE WATER,PEOPLE IS OING AMATA GLASS BIKE
65,A SEAGULL STANDING ON THE SAND OF A BEACH,A OSETIN SAI HASA BIKE AN ERANGE ON
66,A BUS FULL OF HAPPY TOURISTS DRIVES DOWN THE STREET,TOCHING OT PATI UST PASOMEOL PEOPLE WOIN E
67,DOUBLE DECKER BUS WITH PEOPLE ON THE TOP FLOOR ON ROAD,I OF ASOME PREPARED ON AO AN CROSS BAT BRIGHT
68,A DOUBLE DECKER BUS WITH PEOPLE WAVING FROM THE TOP,CLOUSE AND TOUCH OF U A GOTS OC CITY TOPLE 
69,A DOUBLE DECKER BUS DRIVING DOWN A STREET,THREE GROUPLE AT ARE LAPLASIC AMLEYS INA ONRA
70,RED DOUBLE DECKER BUS WITH PEOPLE STANDING ON TOP,A PICT OF O GREEN BUNS WOPIN A CITO ARA AA
71,A MAN LEANING HIS MOUTH DOWN TO A PLATE THAT HAS A SANDWICH ON IT AND A BLUE WATER BOTTLE BEHIND IT,OIS A FRISON AN WHITE  ARDE 
72,A MAN TAKING A BITE OF A SANDWICH WITHOUT USING HIS HANDS,AT APOT OF SXTSTECTIONEA 
73,A MAN EATING A SANDWICH OFF OF A WHITE PLATE,A KEY SAT TA IS RAT EDGE COWAR E
74,A SMILING GUY STICKING HIS FACE NEAR A BIG SANDWICH,A STYLING RIDEO ENBROITREE OPS HAVING TOSTED
75,WITHOUT USING HANDS A MAN TRIES TO BITE A PAIR OF SANDWICHES, POLI MAN TRUCK   T WIT 
76,A HUSKY STANDS BY AS A SKIER STANDS THERE, AR USO  TEI OF A TAN A
77,A PERSON ON SOME SKIS AND A DOG IN THE SNOW,A OAO O I E  E AA SETE PAT
78,A MAN ON SKIS WITH A DOG NEXT TO HIM,AR KI ACOF SHI DON NEXT TO OO SY
79,A MAN ON SNOW SKIS WITH HIS DOG,A WOM DATES AN IS AT LINEAR
80,A PERSON RIDING SKIS ON TOP OF A SNOW COVERED SLOPE NEAR A DOG,THE NO ES SI TOLICES ESIT WIT A PA A
81,A GIRAFFE REACHING UP TO SOME TREE BRANCHES,STRET A FOUR HELSET OTE OTE STET END OF DA
82,A GIRAFFE STANDING UNDER A LEAF FILLED TREE,O PLAT OF A ASINAF OREASITTING ON IT
83,THE GIRAFFE EXTENDS UPWARD WHILE EATING FROM THE BRANCHES OF A TREE,TETE OTO OTEN A AN PICTURES OF OS
84,A GIRAFFE THAT IS STANDING IN THE GRASS,A COP OF ASPONI RED ON TESTEND IN
85,A TALL GIRAFFE STRETCHES TO REACH HIGH LEAVES ON A TREE, ANEXT TO AT IN EBASTE IT TRA
86,THE PALACE OF WESTMINSTER FEATURING ELIZABETH TOWER THAT HOLDS BIG BEN,SO FTOSE O AR APIMA ICE BOL  AND AON
87,A BRIDGE NEXT TO A TALL BUILDING AND THE BIG BEN TOWER,SUBJECT EQUITMENT C OD IN FONC OF AREA
88,A CASTLE IS SHOWN ON THE WATER NEXT TO A BRIDGE,ATANDING ON TE ON THE SIDE OF TEVEN
89,AN OLD CLOCK TOWER STANDS NEAR A BRIDGE AND OTHER LARGE OLD MEDIEVAL TYPE STRUCTURES,O CYCLES CATIN SINS ATE OFT O  STEET
90,THE BIG BEN CLOCK TOWER TOWERING OVER THE CITY OF LONDON,CB BALK TOWN TOP OF T SOKI AN SUCH A PRIZEA
91,MAN RELAXING NEAR A TRAIL CLOSED SIGN ON THE GROUND, TEN STANDSONAS IN STAS INIT
92,A MAN SITTING ON A WALL NEXT TO WATER NEXT TO A BARRIER,O OA TISN ONE TER
93,A MAN WITH HIS SHIRT OFF SITTING BY THE SHORELINE SUNNING HIMSELF,TUE OF STATEGEON A PERSNAN TA
94,A SIGN LAYING ON A LUSH GREEN FIELD NEAR A BODY OF WATER,A SIN PASEMENT ON THE STREET I UNDER ON TOP
95,A MAN WHO IS SITTING DOWN NEXT TO A BODY OF WATER, DESINAL TO EPAT ON ASTREET A CONLET IT MOTORIZED ROUD
96,A PHOTO TAKEN FROM A CAR LOOKING AT A SKATEBOARDER ON THE SIDE OF THE ROAD,N O O IS AN STRAN ATED ON
97,A ROAD FILLED WITH CARS IN A DESERT,SOMEL PEOPLE ROADD LOT DOWN E STON E
98,A MAN WALKING DOWN A STREET NEXT TO A ROAD FILLED WITH CARS,A OFFICES AS A PAN OF ASTETS  US HET O OAT
99,VIEW FROM INSIDE OF A CAR OF CARS ON ROAD AND A MAN ON THE SIDE OF THE ROAD,AOSIRS AR A PERSINA O ON THE EXTO MIT
100,MAN RIDING A SKATE BOARD TOWARDS THE TRAFFIC ON A TWO LANE ROADWAY, MAN RIDING BUSITY STREET AS THE TRAFFIC COMES DOWN A SLOPE
101,A GROUP OF PEOPLE GATHERED AROUND A TABLE FILLED WITH FOOD,A PIECE OF MOSI SII
102,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE AROUND IT,AITNAL ON TABLE WITA CON TAINS AN A CITY OTIC CATON
103,PEOPLE ARE LINED UP ALONG A LONG PICNIC TABLE,SPEED OTO OO AMONGATECTIC ACAT
104,GATHERING OF PEOPLE DISHING OUT FOOD SET ON A LONG TABLE WITH CHECKERED TABLECLOTH,OO ATER OF TE TAL BOS PARKED ATANANDA DIRECTININ O EAN SIT ON A PAFEL
105,A GROUP OF PEOPLE EATING FOOD AT AN OUTDOOR PICINIC,A  TACKI DOWN WITH A PROT OIT
106,A CAT LAYING ON A TOILET SEAT WITH ITS PAWS INSIDE,IKA PARK THATSHU TIL IT TE EFENTS OF FIR IN IN
107,A BLACK AND GRAY CAT IS SITTING ON A TOILET,A ATIT WANE OF GREN VARS MARKED IN THE PARK OFA OTO
108,A CAT SITTING ON THE EDGE OF THE TOILET LOOKING TOWARD THE OPEN BATHROOM DOOR,STO PATED AND A TALE AA O ON TEROAD
109,A CAT SITS ON THE EDGE OF A TOILET,A TRAIT OF A SITS NI SHET I I
110,A CAT IS LAYING ON A TOILET SEAT, COUC ITSTAONIC
111,A CAT SITS ON TOP OF A TOILET BOWL,A A SEIN I O O TAN O O
112,A SMALL CAT SITS PERCHED ON THE BACK OF A TOILET,SEVEREL STREETS OER AA
113,A CAT SITTING ON THE BACK OF A TOILET BOWL WITH NO TANK,A TROLLIC RASTES TOVING TO VARIOSES
114,A SMALL CAT SITS ON TOP OF A WHITE TOILET MISSING ITS SEAT IN A BATHROOM,ASE O OT O TA TO TAXIN OTET
115,A CAT SITTING ON A TOILET IN A BATHROOM,A MAN A  I 
116,AN ANGLED SHOT OF A FULLY STOCKED KITCHEN WITH WOODEN CABINETS,A B SHOP OFE TRUCK  EN CAST
117,AN OPEN KITCHEN IS SHOWN WITH LIGHT BROWN CABINETS,ROSE OF  CONJECTS BE SOTE LIGTED ON THE ENN
118,SOME WOOD CABINETS IN A LARGE HOME KITCHEN,OPLAT ON THE SIDE  FOMNTE OBJEC TALE
119,A KITCHEN WITH A SINK DISHWASHER AND MICROWAVE OVEE,TBJECTA POLICY O OTVERY BATTIREEN O E CITY
120,A KITCHEN FILLED WITH WOODEN CABINETS AND A MICROWAVE OVEN,N PAGENOONTE TACKIN A
121,A BUNCH OF FRUIT SITS IN FRONT OF A PORTRAIT,A PLANE SITS IN FRONT OF O A CENSMAN
122,SOME ART WORK WITH A MAN WITH A HAT ON AND SOME FRUIT IN A BOWL, SONBAR UP OF MAN  ON GRASSY FIELD
123,A PAINTING OF A MAN SMILING BEHIND A TABLE WITH FRUIT,A TAB OF  AF TA E TABLE ON CEILING A TOR PASS T
124,A PAINTING OF A BOWL OF FRUIT SITTING IN FRONT OF ANOTHER PAINTING,CN ATESSION OT HE CHECKER STRACK
125,THIS IS A STILL LIFE OF FRUIT AND AN OLD MAN,ISE GARS NAN  STAL COVERD ULDIN EN IN E DARKLIGH
126,A LITTLE GIRL IS HOLDING ON TO A HAIR BRUSH,ACONO DOGS ANAG ON TREEN OND A CITYW
127,A BABY GIRL IS HOLDING A PINK BRUSH AS SHE SCRATCHES HER HEAD,A BANTY GIRL ON  NOW VIEWING A CORN   SKIRTSAR PLN
128,A YOUNG GIRL COMBING HER HAIR WITH A PINK COMB,STECOL OFFICEGIRL WITH A FEISNNSTR EXPEC O WAON STAR
129,A GIRL GRABS HER HAIR AND HOLDS ONTO HER HAIRBRUSH,PERAL FLAT TADERS ATO E COTRY AS BEN SHERE DOG
130,THE YOUNG GIRL IS BRUSHING HER HAIR,ETIBE  OF OATIC BRIT
131,TWO BABIES SITTING ON THEIR POTTIES IN THE BATHROOM,SEVEA T IMADER SET UP AN ATR ENGNE PARK
132,TWO NAKED BABIES ON TRAINING TOILETS IN A BATHROOM,RECTED RIDINS O BETWEEN LOTS OF BASESA P  CINTIY STREET
133,A SET OF TWINS WHO ARE TAKING A BATH,A FAC PTE  A JAR BET ON JIGT COVER O
134,A COUPLE OF LITTLE GIRLS SITTING NEXT TO EACH OTHER IN A BATHROOM,PHOTOAGE ON THE BIK COT SITTING BA
135,TWO CHILDREN ARE PRACTICING USING THE POTTY NEXT TO EACH OTHER,S  AS  TA P A
136,A MAN IN A WET SUIT RIDING A WAVE ON A SURF BOARD,A DIO T BI ANIN TOMACH ON TE FIEL
137,THERE IS A MALE SURFER THAT IS RIDING IN THE WAVE,SOM GETTING IN IT WITH ALLY STANDING
138,A MAN ON A SURF BOARD RIDES A WAVE,ANB BI SET ERIBBIN IT
139,A SURFER IN THE OCEAN ON THE CREST OF A WAVE,A SEED BILT PAST ON WAY OF FRI
140,A MAN THAT IS ON A SURFBOARD IN THE WATER, SOPOF  CS ON AI
141,A TEDDY BEAR SITS BY A KEYBOARDS AND MICROPHONE,TKEN TA SITS IN EATERE TOPO PICTURE OF A PLALOT
142,STUFFED BEAR WEARING GLASSES WITH ELECTRONIC AUDIO EQUIPMENT,LOSTCFANWEARY A ET OF ELECTINA ON THEM SITTINUN ON ACESTAN
143,A TEDDY BEAR THAT IS DRESS IN GLASSES AND IS LISTENING TO AN IPOD,T BORD SEV BROWN TRACKS STASEGOTOES NEAR SERALLATIN DIRT OVERWOOT NEX 
144,A VERY CUTE TEDDY BEAR WITH GLASSES AND SOME ITEMS,YDRAN SEET WITH RETIC LIGTON TRIFORST
145,A STUFFED BEAR A KEYBOARD AN IPOD AND MICROPHONE,BOX FIREPAK ON  ANLE TAL CIRCULA MARKIN AT
146,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS A FIREPLACE,A DINNER TABLE  OR CHAIR WITH SETRAL OTIR PLACES AND BREAKFAST A WALL
147,A DINING ROOM WITH SOME PLANTS ARE SEEN, OGLAN WITH BEGS ON A TEMICLS ERSE
148,A FIREPLACE AND DINING TABLE IN A DINING ROOM,A STASSENGERS ARE AT ON AT OM JES
149,A WOODEN TABLE WITH FOUR WOODEN CHAIRS IN FRONT OF TWO WINDOWS,A TON PAPASSING BY A CHAIN MALL E TON OUTSIDE
150,A ROOM WITH PLANTS ON LITTLE TABLES BY THE WINDOWS,E IN CARSE OF A 
151,A STATUE DEPICTING A BEAR BREAKING INTO A CAR,STUTU FELDING ON A AR TE GREN ONTON A RE
152,A MAN POSES WITH A PICTURE OF A BEAR AND A CAR,A SADER LIZA ISO  ATICO TRAVING A BAE OTE
153,A STATUE OF A BEAR ON A CAR USED AS A WARNING ABOUT THE BEARS,A TE OJE TET AOMAT AN TE MOES  TO ANOTHER AON SAFFORM
154,YES BEARS CAN RIP OPEN CARS AND HURT THE OCCUPANTS,TOKEN OF AN EXPIRE STYLE FOR A OTI GA  FONS T TEPLE
155,A STATUE OF A LARGE BROWN BEAR TEARING OFF A CARS DOOR,ANDING IT IS OF STREET AN 
156,TWO MEN JUMPING UP TO HEAD A SOCCER BALL,PROSECTIONS A POPA OTER TROCKET
157,A CLOSE UP OF TWO PEOPLE PLAYING SOCCER,A O IXOF ONL DIFFERENT LADIES WOKIG
158,SOCCER PLAYERS TRY TO GAIN POSSESSION OF THE BALL,SIGN WITH TRATYPLE ON TE STATION  OF A MA
159,A MAN HITTING A SOCCER BALL WITH HIS HEAD,AN AND ERESTYCACON PACE AR
160,TWO OPPONENTS ARE PLAYING DURING A SOCCOR GAME, SOSUPPOSIN AT TO TETHER
161,WE SEE A DOUBLE DECKER BUS WIT A COMPARTMENT IN THE SIDE,SE MAN WITH MAY SIZED AN RIT STANIN ON  CELLPO
162,A DOUBLEDECKER BUS TURNED IN TO A TRAVELING SHOWCASE FOR A UNIVERSITY,EE BEFL REGS TSANDING TESTBY LENCH WIT  GREEN ES
163,A DOUBLE DECKER BUS SITTING ON A GREEN FIELD,ORCYLE BATALL AT STREE
164,A DOUBLEDECKER BUS IS PARKED IN A LARGE FIELD,APOL IT TRISAR NEX DOSCUSSONS ONSTORS
165,A NORTHUMBRIA BUS IS PARKED IN A FIELD,AN A BAT A  DOWNAN DESERT
166,A DESK WITH TWO COMPUTER SCREENS AND A CECIL COOPER BOBBLE HEAD,X I TE AN A SRETCITA ODO BAKEANEW BANAN AN T
167,A CLOSE OF A BOBBLE HEAD DOLL WITH A COMPUTER IN THE BACKGROUND,THE ALLYE A OF EXBERSIZE OON  SOFBOARD
168,A BOBBLE HEAD BASEBALL FIGURINE ON A DESK,SAL TRACKN RETLAN ON A SE
169,A BOBBLE HEAD IS SHOWN NEXT TO COMPUTER SCREENS,A BAT BA NET THE TIBES OFIT SON PA
170,A BASEBALL PLAYER BOBBLE HEAD NEXT TO TWO COMPUTER MONITORS ON A DESK,A BASEBALL PLAYER FOLE NEXT TO TWO TE CLOCKOF SE
171,A FIELD WITH VARIOUS WILDLIFE AND TREES IN THE BACKGROUND,IN UP AIR EIFITION TA PICTUREST IT A STARING
172,ZEBRAS AND WORT HOGS LIVING TOGETHER ON THE PLAINS,SOT AN FUTTER EDGE PARKEDIINA BIT
173,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES,OP OF ZEBRAS ANPOSIN  BASTER TIME ESIGAN
174,MANY ANIMALS IN A FIELD WITH TREES AND BUSHES IN THE BACKGROUND,O ANASOR TAKIN IX AN THE MITOT A CAMATE IN WATER
175,THE GROUP OF ZEBRAS ARE IN THE FIELD,OF A ZEBRA SHAR IS MALING DOWN E RO
176,A GROUP OF WOMEN RUNNING AFTER A SOCCER BALL,NAICAN WATCH A BATING THE SOFTOF A RIRGE TAL
177,GIRLS FACE TO A SOCCER BALL DURING A GAME,AO ON TE MAA
178,YOUNG FEMALES PLAYING SOCCER ON A GREEN SOCCER FIELD,TERS OF  POSISMAT OS OMAN ON PRES ON A ADA
179,A SOCCER GAME WHERE A GIRL IN WHITE IS DRIBBLING AHEAD OF THE GIRL IN BLUE,A BASIC ONTATES OA OR WASIDER KATS IT TIN AISMEP
180,A GROUP OF WOMEN PLAYING A GAME OF SOCCER ON FIELD,LIGHT VEEMPTING  ON THE SIDEGROUND WITA IN STE
181,A WOMAN IN WHITE SHIRT HOLDING UP A CELLPHONE, FO OF YOUNG KITES AND OTHER SOT LAN ON A TAB
182,A WOMAN HOLDING A HELLO KITTY PHONE ON HER HANDS,UA AN E PICTURE OF IT
183,A WOMAN HOLDS UP HER PHONE IN FRONT OF HER FACE,BEAN IT BOS AR FON OF A PIN SPECTOR
184,A WOMAN CHECKING HER CELL PHONE WITH A HELLO KITTY CASE,A SEING AN CLOCK COWS AN SIZI AA DO EN IN THE COST OF THE PIE
185,THE ASIAN GIRL IS HOLDING HER MISS KITTY PHONE,SAN A I TE MUSBE AT 
186,A BATHROOM WITH BLUE WALLS AND WHITE TILES,WITH A POSE AND SEVERAL CASO E
187,A BATHROOM WITH BLUE AND WHITE WALLS,A SMANE PING TOARD OT THOS ON THE ROADS
188,AN EMPTY BATHROOM WITH BLUE WALLS ON THE LIGHTS ON,A PAT ON E SIDE OF THREE RAD T
189,A WHITE BATHROOM SINK SITTING UNDER A BATHROOM WINDOW,THE WHITE BAT OF A STEPS SITTING AT DARTEE
190,A SMALL BATHROOM WITH AN OPEN DESIGN CONCEPT,EX TO MUMBER ARTO O ORTA AMPECONV
191,A PICTURE FOR RENTALS WITH TWO WOMEN WALKING UP TO THEM, STREET II BACK THE IMAGE OF A TEET
192,BEACH GOERS SET UP UMBRELLAS NEXT TO RENTAL SIGNS WHILE A COP WATCHES,CRAE OF CASTIC OCSES ON A LARG STREET
193,A GROUP OF PEOPLE HANDING OUT WITH LAWN CHAIRS UNDER TWO COLORFUL UMBRELLAS,A FCTAN PE  TRAFFIC PAF A US O DOSTAS I FITIN ONTE TOP
194,TWO WOMEN TALK AT A BEACH RENTAL KIOSK,TURVIN ATTOA ARAT RICK OF TE ISCA
195,PEOPLE STANDING NEAR A GUARD IN FRONT OF A RENTAL STORE,A TAL SKANED TECA AR AN ORESHY AR O T ON THE STO
196,A BIRD IS SITTING ON A BOWL OF BIRDSEED,AIPACIC OSINDOA DI I FON A ONTORCYCLE
197,A BLUE BIRD SITTING ON TOP OF A BOWL OF SEED, TRINS AR WAIX TUF ON CORE SID
198,A BIRD WITH ITS RING SPAN SITTING ON A BOWL WITH FEED IN IT,DARKDBUSTYA SPETBIKS ARING FO OF TNOTE T
199,A BLUE BLACK AND WHITE BIRD A BOWL OF BIRDSEED,A FASON POPET NE O ROCK ON A DIKER SOL
200,A BIRD WITH OUTSTRETCHED BLUE WINGS IS SITTING ON SOME BIRD FEEDER,AN TAK AN CITY ON FLAR TREET OF SURFER AT APICTIUR OF IVRIN MOVI
201,A GUY SLIDING TO A BASE IN BASEBALL,A BIKE SIE A POLICE OFFICER AS TOKEN OF A PO
202,A BASEBALL GAME AS SEEN THROUGH THE SAFETY NETTING BEHIND THE BATTER,A BASEBALL INER OIN ESTAD IN AN EXIPANT PARTE
203,PROFESSIONAL BASEBALL PLAYERS IN THE MIDDLE OF A GAME, OONTRECTIC TYCLE
204,A GROUP OF MEN DURING A BASEBALL GAME WITH WALL IN THE BACKGROUND,STAE KWORK ITH  PUWICE
205,PITCHER IN A BASEBALL GAME TRIES TO OUT A PLAYER ATTEMPTING TO STEAL BASE,ASTOSERTA  AT EX LADDER SATA OUSE OVER A VISBIT TO OF IT
206,AN EMPTY STREET AND STEEPLE WITH A CLOCK ON IT,A STREET POISE TOKIN ER ON PARTER TRIN
207,A TALL CLOCK TOWER WITH TREES ALL AROUND,AELEWA ON A STREET THE ON THE SIDE OF 
208,A LARGE CLOCK TOWER NEXT TO A SMALL WHITE CHURCH,O TRAILS ARE PARKED I IN A BUS AT AIT
209,TILTED SHOT OF A CLOCK TOWER ATTACHED TO A BUILDING,PEOP OUTSIDE ON A RID ONA FITA   A SARTWAY
210,A CLOCK TOWER STANDS ON THE SIDE OF A BUILDING,FAT OF COWS STAND ON THE SIDE AL OAR
211,A BANK SIGN THAT ALSO HAS A CLOCK ATTACHED TO IT,A ACYCESITS ONTE BA PATCHES OF ELSON
212,A SIGN HANGING OF THE SIDE OF A BUILDING ON TOP OF A CLOCK,A SKIT ITE ON THE SIDE OF ASITE UNDER A ISEAN
213,A PHOTOGRAPH OF KEY BANK WITH A CLOCK UNDER THE SIGN,A TABE O ON A P WIT AN PATE BY
214,A KEY BANK SIGN WITH A CLOCK ON A BUILDING,TREETRAZING ON A FOUR PIN OF ISTE OON A REFRECTON TYCLE
215,CLOCK SHOWING 1105 AS TIME UNDER BANK LOGO SIGN,T A ADS ON THE TAT ON EAIE IT E GRASIC SIGN
216,A YOUNG GIRL WITH A GREEN JACKET EATING A PIECE OF PEPPERONI PIZZA,  OF O IE EEOEPAT AN PAT O SI OE
217,A LITTLE GIRL EATING A SLICE OF PIZZA IN A ROOM,  GLASSES ON JUSTIN SWING STIC ON E TOP
218,A YOUNG GIRL EATING A SLICE OF PIZZA,OA SKYOA TRAIN ONAT
219,SMALL GIRL IN GREEN SHIRT HOLDING A SLICE OF PIZZA TO HER FACE, EMPTY ONG WIT LARGE ATEAS TACK IN
