Index,Reference,Hypothesis
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE, OWOOF THE CITY FIC BRANCH ANON OWN RAD
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE,ACUSTAM COL ON IN FRONT OF A CAR TOR PASERPASE
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH,A PATCE RECIPENTTOPED ON A TTT ON A BUSAT
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER,VERY EMPTYP F BOSIS ARRACING TO
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH, A  PO A A
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH, HORSE BY A PERSA O AE IN A T
50,A BLACK AND WHITE PHOTO OF JOCKEYS RIDING THEIR HORSES,STO IN IKO WOR SIGN IS OTIN NEX TO 
51,A PASSENGER TRAIN MOVING DOWN THE TRAIN ON A BRIDGE, ON A REFRECTOV TECK WIT OS TRAFFIC BIR
52,A LARGE LONG TRAIN ON A STEEL TRACK,A PARKYIT WRITING  MASES FOR PAPER SIDE
53,A TRAIN THAT IS ON A RAIL OVER A BRIDGE,A I CRAIN THAT SES AROUND FOR A BRIS
54,A TRAIN ON TOP OF AN OVERPASS BRIDGE SET OF TRAIN TRACKS WITH FIELDS ON BOTH SIDE, TRIS ONONECHOTE DY TTANDING ALOTHE TREE
55,TRAIN MOVING ALONG RAISED TRACKS WITH MOUNTAIN IN BACKGROUND,STO TREEN AAN STET AN A PLASEFORM NEX O SHEON
56,A TEDDY BEAR SITTING IN FRONT OF A PILE OF BOXES, PISTURE POSEITING
57,A TEDDY BEAR NEXT TO FOUR BOXES ON THE FLOOR,TAKING OT NEXT TO  PAXES WITH  FAR 
58,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF MANY BOXES,FED PERSEBALLE EO O BY ONAN A
59,A TEDDY BEAR IS SITTING IN FRONT A GROUP OF BOXES,TEDDY BEAR SITTING ON ARELEPHANT WIT BOKS OF SOME PLAYON
60,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES,E INTE TIT TASEBALL BATS EXATEN
61,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVE,A CORKTHE STREET YDAN OF A TA
62,A SEAGULL STANDING NEAR THE OCEAN ON THE SAND,A SCENE WITH PAYGOSIC AND  AROO
63,A SEAGULL STANDING ON THE SAND NEAR THE WATER,SI BON STAT TSA OF AIRPORT IN  TE ATE
64,THE BIG BIRD IS STANDING ON THE BEACH BY THE WATER,HART POE TANDING IN HE DARK PAR OF A LARGE TARUSPAN
65,A SEAGULL STANDING ON THE SAND OF A BEACH,TPNG SANI ON O  FRENCH SIN
66,A BUS FULL OF HAPPY TOURISTS DRIVES DOWN THE STREET,A BUSTOL AT 
67,DOUBLE DECKER BUS WITH PEOPLE ON THE TOP FLOOR ON ROAD,CSACY A PO SET OF  DESTES OF PEOPLE
68,A DOUBLE DECKER BUS WITH PEOPLE WAVING FROM THE TOP,IS IS A DOECETORIC PECNI PLIE WIE 
69,A DOUBLE DECKER BUS DRIVING DOWN A STREET,A TOCTO BORKER BAS NIT STREET AT A
70,RED DOUBLE DECKER BUS WITH PEOPLE STANDING ON TOP,TE IS A LATOF ETEN OUT ON THE C
71,A MAN LEANING HIS MOUTH DOWN TO A PLATE THAT HAS A SANDWICH ON IT AND A BLUE WATER BOTTLE BEHIND IT,S ONWITHA LOOIT SET UP AN SOM ON
72,A MAN TAKING A BITE OF A SANDWICH WITHOUT USING HIS HANDS,A CITY LOT OF SETSE O DIFFENT OF TEWAN
73,A MAN EATING A SANDWICH OFF OF A WHITE PLATE,SEVERAL TENNS ARKE LANE OF  SIN STEET
74,A SMILING GUY STICKING HIS FACE NEAR A BIG SANDWICH,ASLILING GUITE AN TES RACERECLOSE P ON PASMENT
75,WITHOUT USING HANDS A MAN TRIES TO BITE A PAIR OF SANDWICHES, THE SIDE OF THIS AFRO LA T JORSO MOTE IS OF SIZED DUSTRIS 
76,A HUSKY STANDS BY AS A SKIER STANDS THERE,A TN OF CITY STE A  PASSENGE LAS ON E TRAIN
77,A PERSON ON SOME SKIS AND A DOG IN THE SNOW,A MENI SON ONE SP A A SURCER AT TOCET
78,A MAN ON SKIS WITH A DOG NEXT TO HIM,A ANOF DISPAS T TILED ADRA I NEX THE ST
79,A MAN ON SNOW SKIS WITH HIS DOG,TAKIN TA STE O TOP OF TE E
80,A PERSON RIDING SKIS ON TOP OF A SNOW COVERED SLOPE NEAR A DOG, OF AICAN CITTING TOPON  SMALL COUSES AND ATRACKOR O WA
81,A GIRAFFE REACHING UP TO SOME TREE BRANCHES,KITES ARE ARALLY AT TPARASING A VISITA FIEL
82,A GIRAFFE STANDING UNDER A LEAF FILLED TREE,SENSOF WHITE OCYCLES N A AAG  ITER
83,THE GIRAFFE EXTENDS UPWARD WHILE EATING FROM THE BRANCHES OF A TREE,ASIGN  SOME SEVERAL BIRDS ON TING A CYCKE FRIDGE ITH A COS
84,A GIRAFFE THAT IS STANDING IN THE GRASS,AO OGRAFFHE TAS ONTON ON TABLE
85,A TALL GIRAFFE STRETCHES TO REACH HIGH LEAVES ON A TREE,E TOPOFAN DICKE STATE TET IN ABOVE E TRAC TRACK
86,THE PALACE OF WESTMINSTER FEATURING ELIZABETH TOWER THAT HOLDS BIG BEN,EBO OF A CHAIRIER ASIN A TEIT INSIDE
87,A BRIDGE NEXT TO A TALL BUILDING AND THE BIG BEN TOWER,GRENIN CITY FREPYT ON AFRICE TRACKL ON EVERYPA
88,A CASTLE IS SHOWN ON THE WATER NEXT TO A BRIDGE,STO  PASSENGSO IE IDESTANDING ANT
89,AN OLD CLOCK TOWER STANDS NEAR A BRIDGE AND OTHER LARGE OLD MEDIEVAL TYPE STRUCTURES,TANPOT AN AEAR  O   T A GLOSS OF CHOPAT
90,THE BIG BEN CLOCK TOWER TOWERING OVER THE CITY OF LONDON, BAN ON TOWS RIDES O THE AR  THE CITY OF TODINTON
91,MAN RELAXING NEAR A TRAIL CLOSED SIGN ON THE GROUND,A PEOPLE ING A TOP OFA STATO AT A O
92,A MAN SITTING ON A WALL NEXT TO WATER NEXT TO A BARRIER,IOF A MAN SITTING IN POK IT TDT
93,A MAN WITH HIS SHIRT OFF SITTING BY THE SHORELINE SUNNING HIMSELF, SANDWIGE ON SON  SPICE OF RAN 
94,A SIGN LAYING ON A LUSH GREEN FIELD NEAR A BODY OF WATER,A SIGN HITTING ON ODE SCREEN TOGETHER NAPING OBRA
95,A MAN WHO IS SITTING DOWN NEXT TO A BODY OF WATER,IT OF A PRISINENT OU T ON A FA PLANE
96,A PHOTO TAKEN FROM A CAR LOOKING AT A SKATEBOARDER ON THE SIDE OF THE ROAD,ORTON OF A CPARAN MISIONAL LIK  SUCA TAE
97,A ROAD FILLED WITH CARS IN A DESERT,ROW OF GAES POKED AN EAR NA CLAN
98,A MAN WALKING DOWN A STREET NEXT TO A ROAD FILLED WITH CARS,SE OFFICER WIT TOASTE AR AN PROP SHORS O E STACON ONE STADE
99,VIEW FROM INSIDE OF A CAR OF CARS ON ROAD AND A MAN ON THE SIDE OF THE ROAD,  RESTEN  JUSA SID ARA
100,MAN RIDING A SKATE BOARD TOWARDS THE TRAFFIC ON A TWO LANE ROADWAY,A MAN RIDING A SKATEBOARD WITHTAN CRASS TROS BEHIND OOF A OPING AS
101,A GROUP OF PEOPLE GATHERED AROUND A TABLE FILLED WITH FOOD,A LUNGGE OF OPO OT OFE ONA COACH NEX
102,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE AROUND IT,A BOT TRAVEL IN MANY PITAGES  ONON
103,PEOPLE ARE LINED UP ALONG A LONG PICNIC TABLE,AN EETERATE WAL MATICNIC TAT
104,GATHERING OF PEOPLE DISHING OUT FOOD SET ON A LONG TABLE WITH CHECKERED TABLECLOTH, LOOKING AT THE ATE OF A ING OIT ON ICYCLES O
105,A GROUP OF PEOPLE EATING FOOD AT AN OUTDOOR PICINIC,ABOPEED COS YARD PERS OF I OTPORT ON OE TRUCK
106,A CAT LAYING ON A TOILET SEAT WITH ITS PAWS INSIDE,TWO TOCK CAE A IT O OON
107,A BLACK AND GRAY CAT IS SITTING ON A TOILET,A ECODAN TISIT AVAN OR DOR 
108,A CAT SITTING ON THE EDGE OF THE TOILET LOOKING TOWARD THE OPEN BATHROOM DOOR,OFE TE TS ON OF WORSES ON A TA
109,A CAT SITS ON THE EDGE OF A TOILET,SWETATED TUNK AT BUS SIT IN FRONTDIN A T ONJE
110,A CAT IS LAYING ON A TOILET SEAT,PICTERS OUTSIDE THE MIDD OF THE ICEY L
111,A CAT SITS ON TOP OF A TOILET BOWL,BICYCE ET I ON A EOTE SKY
112,A SMALL CAT SITS PERCHED ON THE BACK OF A TOILET,A ACTIONT PAON IS BEHIND THE C OFA FE ITET
113,A CAT SITTING ON THE BACK OF A TOILET BOWL WITH NO TANK,SACE ON TA BACK TELPHO AS I HAT OTHER E
114,A SMALL CAT SITS ON TOP OF A WHITE TOILET MISSING ITS SEAT IN A BATHROOM,SIT OFA ETALE AN ROSINFONT ON E BA
115,A CAT SITTING ON A TOILET IN A BATHROOM, A SHER PADO IN E
116,AN ANGLED SHOT OF A FULLY STOCKED KITCHEN WITH WOODEN CABINETS, OT O OTES A TRATIN A
117,AN OPEN KITCHEN IS SHOWN WITH LIGHT BROWN CABINETS,BOR IT SMIS DISTRACT
118,SOME WOOD CABINETS IN A LARGE HOME KITCHEN,N AN DISOFOPOR ETACTIC INATOR
119,A KITCHEN WITH A SINK DISHWASHER AND MICROWAVE OVEE,PEOPLE OF  TA  OTSE IS TOKIN FOF A COPE BERSON BASEBALL
120,A KITCHEN FILLED WITH WOODEN CABINETS AND A MICROWAVE OVEN,A TONBO I OF DOC THESIDE OF AN ELLOWBAY
121,A BUNCH OF FRUIT SITS IN FRONT OF A PORTRAIT,MAN I A SIDE BUGG SITS IN ELECTROFFIC CHARG
122,SOME ART WORK WITH A MAN WITH A HAT ON AND SOME FRUIT IN A BOWL,TWO MAN AND HAT ON CARTO MALAR
123,A PAINTING OF A MAN SMILING BEHIND A TABLE WITH FRUIT,A PILE OF PLI AL BOT AN O PATER CA PLARERING A ITE AIR
124,A PAINTING OF A BOWL OF FRUIT SITTING IN FRONT OF ANOTHER PAINTING,A PICTURE OF A O I LICEOF IT GRASS COVER STAND BY SIGHT
125,THIS IS A STILL LIFE OF FRUIT AND AN OLD MAN,SDE  STILIN PARKI MAEL AN A  POTE
126,A LITTLE GIRL IS HOLDING ON TO A HAIR BRUSH,H BEBY AOAN TT  SEVERAL PATERS
127,A BABY GIRL IS HOLDING A PINK BRUSH AS SHE SCRATCHES HER HEAD,A MANY GIRL LOS IN A F ITS A SPATE OSSESEON
128,A YOUNG GIRL COMBING HER HAIR WITH A PINK COMB,TORTET TA RA NI TO X C EEGRA
129,A GIRL GRABS HER HAIR AND HOLDS ONTO HER HAIRBRUSH,A PASSENGER INONITTING OT E SE
130,THE YOUNG GIRL IS BRUSHING HER HAIR,A TSEN AN TACK S BAS DRIVE CH TOTEAW
131,TWO BABIES SITTING ON THEIR POTTIES IN THE BATHROOM,PRISE IS A ALA MURCHISENT AN EN FRONT OF A PELLA
132,TWO NAKED BABIES ON TRAINING TOILETS IN A BATHROOM,ETY TATES AND PIES OF PHOTOS ON E SIREOF
133,A SET OF TWINS WHO ARE TAKING A BATH,ESET OF SQREET ANSTRO PAS IN BLUE UBLIC TENNESS ON THE BACKGROND
134,A COUPLE OF LITTLE GIRLS SITTING NEXT TO EACH OTHER IN A BATHROOM,I ITE WORD IN MARKET METAL S AS AN OBSECO ATSER
135,TWO CHILDREN ARE PRACTICING USING THE POTTY NEXT TO EACH OTHER, A ILIGHTN  MARKE BITLTETON
136,A MAN IN A WET SUIT RIDING A WAVE ON A SURF BOARD,ARPLANES ON A WITE AOFFESER AND BANADA
137,THERE IS A MALE SURFER THAT IS RIDING IN THE WAVE, SURFONIC  KITE OL ONI E AR
138,A MAN ON A SURF BOARD RIDES A WAVE,SKIER OESIIT AETE AKE
139,A SURFER IN THE OCEAN ON THE CREST OF A WAVE,SURF IN THE OPSA FAR PASSINTE A WAV
140,A MAN THAT IS ON A SURFBOARD IN THE WATER,O EN A O TEE EN
141,A TEDDY BEAR SITS BY A KEYBOARDS AND MICROPHONE,STAGE FIHTERS  TAGE TE TRAIN OF A PISMENT
142,STUFFED BEAR WEARING GLASSES WITH ELECTRONIC AUDIO EQUIPMENT,CECTAL TECEAS A PARSON HOTE INDATES ON PERSON
143,A TEDDY BEAR THAT IS DRESS IN GLASSES AND IS LISTENING TO AN IPOD,A POTADS AN OFA BANALA 
144,A VERY CUTE TEDDY BEAR WITH GLASSES AND SOME ITEMS,IN ON SIDE OF ITE OF ACHAT
145,A STUFFED BEAR A KEYBOARD AN IPOD AND MICROPHONE,BUS BEAR OF TOL WATERS LIKEAS ON I OPENALEBIZEN SIT A PRITO
146,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS A FIREPLACE,A DINNER TABLE IT FORHAND I TO MODOAY  T
147,A DINING ROOM WITH SOME PLANTS ARE SEEN,PLATE AT THE BA OF TSIN OF A WHITE
148,A FIREPLACE AND DINING TABLE IN A DINING ROOM, PA COTES AR I 
149,A WOODEN TABLE WITH FOUR WOODEN CHAIRS IN FRONT OF TWO WINDOWS,EN GATER UP WHILE NERSAGAN T TRACK TOAN ONVISE
150,A ROOM WITH PLANTS ON LITTLE TABLES BY THE WINDOWS,A CAM POK AT T DARK LANS OF MOTER BY SIDE
151,A STATUE DEPICTING A BEAR BREAKING INTO A CAR,SOTON TOSTING AA CROWDAS BIE
152,A MAN POSES WITH A PICTURE OF A BEAR AND A CAR,A FLOSS OF EO THATSES SOT AN T O YELLOW AND PROPEATOR
153,A STATUE OF A BEAR ON A CAR USED AS A WARNING ABOUT THE BEARS,OET BOPASE NO STR CHOSING O A BARK ESOTTING  TAS T
154,YES BEARS CAN RIP OPEN CARS AND HURT THE OCCUPANTS,APASRETECEIN PENTAL ONJO AN PEPRA NEAR ETON
155,A STATUE OF A LARGE BROWN BEAR TEARING OFF A CARS DOOR,A PICH OF FORSSIZE OF E ROD  OF AIIN FRINE IN THE STA
156,TWO MEN JUMPING UP TO HEAD A SOCCER BALL,SICOAIC IT  DI FIELD IPEN ON TA SON
157,A CLOSE UP OF TWO PEOPLE PLAYING SOCCER,SEVERAL PATO A  TE  IN A ARS OF OTA
158,SOCCER PLAYERS TRY TO GAIN POSSESSION OF THE BALL, SOTEWAD IS PASKED TOAN ANSECTIONOA AA A A
159,A MAN HITTING A SOCCER BALL WITH HIS HEAD,A BIRD ON EATING A SYCE  BAD IS PAN OFWHITE
160,TWO OPPONENTS ARE PLAYING DURING A SOCCOR GAME,OTRETE ITE  AASUR AN AE
161,WE SEE A DOUBLE DECKER BUS WIT A COMPARTMENT IN THE SIDE,SNA ELIS EPIES TASSERVE A DOKIT A FI
162,A DOUBLEDECKER BUS TURNED IN TO A TRAVELING SHOWCASE FOR A UNIVERSITY,A DOUBLE DECKER BUL STARING A XT ATRACKIP AND SIN S
163,A DOUBLE DECKER BUS SITTING ON A GREEN FIELD,I ON PYPLE RESTING ARAT ON AT NIGHT
164,A DOUBLEDECKER BUS IS PARKED IN A LARGE FIELD,OS OF  T C NECT TO HIM
165,A NORTHUMBRIA BUS IS PARKED IN A FIELD,S  TREE ESIG ON TO AON OF  TODIGA
166,A DESK WITH TWO COMPUTER SCREENS AND A CECIL COOPER BOBBLE HEAD,AL IT TREEPS AN ON THE STREET ATE PARKING I
167,A CLOSE OF A BOBBLE HEAD DOLL WITH A COMPUTER IN THE BACKGROUND,A E AVRAL ITRIS AN SHURFIN PATI NEXTO A 
168,A BOBBLE HEAD BASEBALL FIGURINE ON A DESK,PACE  I TROBESIN AIR WITH A SEO
169,A BOBBLE HEAD IS SHOWN NEXT TO COMPUTER SCREENS,E POSE LOOKS AT THE OTERS ATA SETO RABE
170,A BASEBALL PLAYER BOBBLE HEAD NEXT TO TWO COMPUTER MONITORS ON A DESK,ASEMALL PLAYER PARKED IT OPROAR TICE OT MITEREAL EXSTO IT
171,A FIELD WITH VARIOUS WILDLIFE AND TREES IN THE BACKGROUND, ATOF CARIUS TAL PASHENSTS  
172,ZEBRAS AND WORT HOGS LIVING TOGETHER ON THE PLAINS,TEINES ARE STACKD O THE SIZE OF RIDA
173,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES,OR TELI OOCYCLIST WITH ETE SUPLICE IN TRAINS
174,MANY ANIMALS IN A FIELD WITH TREES AND BUSHES IN THE BACKGROUND,A AND FORS OF INTOO
175,THE GROUP OF ZEBRAS ARE IN THE FIELD,AVEW OFE BUCHES RED STRINA IN A TA
176,A GROUP OF WOMEN RUNNING AFTER A SOCCER BALL,A PA MOLTED ALREATY CATCHER SOCKER
177,GIRLS FACE TO A SOCCER BALL DURING A GAME,A PHOT TITA PROS AND SEVERAL CASTE
178,YOUNG FEMALES PLAYING SOCCER ON A GREEN SOCCER FIELD,MALPINE WAL R O SOCCER WITHA REAL DYAJN AR  ESTENDED
179,A SOCCER GAME WHERE A GIRL IN WHITE IS DRIBBLING AHEAD OF THE GIRL IN BLUE,A VUSE A PO  CSTREET OF GROU OF GO BILAN AN UNATRECTEN TYKLE ON RACIPATURE
180,A GROUP OF WOMEN PLAYING A GAME OF SOCCER ON FIELD,AA OE HIES ON A BACKGA
181,A WOMAN IN WHITE SHIRT HOLDING UP A CELLPHONE,S  I CAR AT ANEV
182,A WOMAN HOLDING A HELLO KITTY PHONE ON HER HANDS,SITTING ON A ROTO IT E SYZ
183,A WOMAN HOLDS UP HER PHONE IN FRONT OF HER FACE,AN OTER OF OTS ARE FOUN IN FOREST OPENS
184,A WOMAN CHECKING HER CELL PHONE WITH A HELLO KITTY CASE,A PASE FIDER TAC O SMAL ATTASTMENT
185,THE ASIAN GIRL IS HOLDING HER MISS KITTY PHONE, COERIN A TI ON A DOR
186,A BATHROOM WITH BLUE WALLS AND WHITE TILES,A DIRT OF BA DESK WITH BUSETO  PLAN OF RAD SIN
187,A BATHROOM WITH BLUE AND WHITE WALLS,A LOGY ET AMIN A MASAN LAFT STU
188,AN EMPTY BATHROOM WITH BLUE WALLS ON THE LIGHTS ON,AN TATPARKED IN BUSN I TEL
189,A WHITE BATHROOM SINK SITTING UNDER A BATHROOM WINDOW,TREE EPES IN ESA  SITTING OAR A BATHFORN
190,A SMALL BATHROOM WITH AN OPEN DESIGN CONCEPT,A SMALL BO WITHA TEW MOAN OME PICES TAND NEX  ANA
191,A PICTURE FOR RENTALS WITH TWO WOMEN WALKING UP TO THEM,A IYCLE PITESNET TOWICH ELEPHAN  I ONJECT
192,BEACH GOERS SET UP UMBRELLAS NEXT TO RENTAL SIGNS WHILE A COP WATCHES,CAFFEPOACHES ORSING TAES ONA A TAE CHECS
193,A GROUP OF PEOPLE HANDING OUT WITH LAWN CHAIRS UNDER TWO COLORFUL UMBRELLAS,A CROUSEN  A S STES AN TRACASO
194,TWO WOMEN TALK AT A BEACH RENTAL KIOSK, ON ALTRACTOC PACK ON THE FRONT OF A BEC
195,PEOPLE STANDING NEAR A GUARD IN FRONT OF A RENTAL STORE,A STREETPEOPLE STANDON A ATPAN OF THE TRO A PO ON SET
196,A BIRD IS SITTING ON A BOWL OF BIRDSEED,A BREGTFAST FESSION ZY OF A ASICAN
197,A BLUE BIRD SITTING ON TOP OF A BOWL OF SEED,AEOSON  STREET WIT FLOWERS OF SOME TIN
198,A BIRD WITH ITS RING SPAN SITTING ON A BOWL WITH FEED IN IT,POLICE ANBOT ON SIZED AREN OSNEO
199,A BLUE BLACK AND WHITE BIRD A BOWL OF BIRDSEED, AABE DAY OO I ATTI NICE TO O
200,A BIRD WITH OUTSTRETCHED BLUE WINGS IS SITTING ON SOME BIRD FEEDER,IBO OF IT PO AND A GRAN  SITTING ON THE TOPOF A STREET  NEXT TO AN CHA AIUT
201,A GUY SLIDING TO A BASE IN BASEBALL,ASTAR FYHDENT ITMAN O RI
202,A BASEBALL GAME AS SEEN THROUGH THE SAFETY NETTING BEHIND THE BATTER,A BASEBYKE INA TITES A SKATEBOARD S AND RED RACKE
203,PROFESSIONAL BASEBALL PLAYERS IN THE MIDDLE OF A GAME,A STATCH TENITH SMALTEE OF PAPER TIE AND HIS MAK
204,A GROUP OF MEN DURING A BASEBALL GAME WITH WALL IN THE BACKGROUND,A COTE WITH GLASSES OF A
205,PITCHER IN A BASEBALL GAME TRIES TO OUT A PLAYER ATTEMPTING TO STEAL BASE,SA LOOKING  EO  PA OF SMALL PEOPLEON   A IE  
206,AN EMPTY STREET AND STEEPLE WITH A CLOCK ON IT,NI STREET WITH RUSTED ON A OREY PASTI IT ROAD
207,A TALL CLOCK TOWER WITH TREES ALL AROUND, A BOT SOME BI IN PUBLIC FALLY STADIG
208,A LARGE CLOCK TOWER NEXT TO A SMALL WHITE CHURCH,A MITULAR ANISON  STYE OF ASEBALL PAM
209,TILTED SHOT OF A CLOCK TOWER ATTACHED TO A BUILDING,TIC CASONTER FO AT ONT A CLOR ROAD
210,A CLOCK TOWER STANDS ON THE SIDE OF A BUILDING, ATER STAND ON OSIDE ON WA
211,A BANK SIGN THAT ALSO HAS A CLOCK ATTACHED TO IT,EEOKS PARTY BIK E I ON TE
212,A SIGN HANGING OF THE SIDE OF A BUILDING ON TOP OF A CLOCK,BUIS AT THE SIDE OF AN APLTER TUI OE SOTA WATERS
213,A PHOTOGRAPH OF KEY BANK WITH A CLOCK UNDER THE SIGN,POLEA WEARING A TE AN EOMIC A BOETOBE
214,A KEY BANK SIGN WITH A CLOCK ON A BUILDING,ION  DOE STRET ON A STREET
215,CLOCK SHOWING 1105 AS TIME UNDER BANK LOGO SIGN,A ANTING ON BOADA COFI
216,A YOUNG GIRL WITH A GREEN JACKET EATING A PIECE OF PEPPERONI PIZZA,A O OF M TRAFFICT NEXT TO PI OFFICES FTELEPLAR AN SAFFIGE LIN
