Index,Reference,Hypothesis
144,A VERY CUTE TEDDY BEAR WITH GLASSES AND SOME ITEMS,A VERY PINK IN  A LON TRICK ABAT
145,A STUFFED BEAR A KEYBOARD AN IPOD AND MICROPHONE,A SURF BEAR AR AN HIDONG AND A MARKET ELE
146,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS A FIREPLACE,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS AND A FIREPLACE
147,A DINING ROOM WITH SOME PLANTS ARE SEEN,A DINING ROOM ITH SOME TRAMS ARE SEANEN ON E ON BI
148,A FIREPLACE AND DINING TABLE IN A DINING ROOM,A FIT PASON PLAYIN TIT UTING THE GAME
149,A WOODEN TABLE WITH FOUR WOODEN CHAIRS IN FRONT OF TWO WINDOWS,A WOODEN TABLE WITH FORM ARN CHAIRS AND WAP TABLE NDOWS
150,A ROOM WITH PLANTS ON LITTLE TABLES BY THE WINDOWS,KITEN WITH LAT EMULATER TAC IN SIGHTIN A PART
151,A STATUE DEPICTING A BEAR BREAKING INTO A CAR,A STATUE WITH THE BLUE BEAR BREAKING INTO A WALON
152,A MAN POSES WITH A PICTURE OF A BEAR AND A CAR,A MAN POSING TAKE A PICTURE OF A VATOR ANE WATE
153,A STATUE OF A BEAR ON A CAR USED AS A WARNING ABOUT THE BEARS,A PICTUAL EQUICMENT OF A BE ON THE ORGE WITH A WOMAN ABOVE THE ANI BY BY
154,YES BEARS CAN RIP OPEN CARS AND HURT THE OCCUPANTS,DETS BEARS CATT REMOTE THE CARS AND VIRT THE ELECTANTS
155,A STATUE OF A LARGE BROWN BEAR TEARING OFF A CARS DOOR,STATUE OF A LARGE BROWN BEAR CARRYING OP CAR IS I DOORS
156,TWO MEN JUMPING UP TO HEAD A SOCCER BALL, STENAN JUS ES TO EROTOTIC LIGT
157,A CLOSE UP OF TWO PEOPLE PLAYING SOCCER,TI CLOSE OP OF OC PLAYING BASA
158,SOCCER PLAYERS TRY TO GAIN POSSESSION OF THE BALL,SOCCER TGS TRYED TO GET IN POSSESSION OF THE A
159,A MAN HITTING A SOCCER BALL WITH HIS HEAD,A MAN HITTING A SOCCER BALL ALOIT HIS HEAD
160,TWO OPPONENTS ARE PLAYING DURING A SOCCOR GAME,A REFORMY SERT NIGHT ITERAS DOGEG IN  OA
161,WE SEE A DOUBLE DECKER BUS WIT A COMPARTMENT IN THE SIDE,THI ISA WDEKER BUS SIT ON THE INSAD
162,A DOUBLEDECKER BUS TURNED IN TO A TRAVELING SHOWCASE FOR A UNIVERSITY,A DOUBLE DECKER BUS RANIN O TRAVELING OF A PERSON FISTER
163,A DOUBLE DECKER BUS SITTING ON A GREEN FIELD,A COUPLE DECKER BONTS SITTING ON A GRAIN FIELD
164,A DOUBLEDECKER BUS IS PARKED IN A LARGE FIELD,A DOUBLE DECKER DESTER PARKED IN A LARGE BUILDING
165,A NORTHUMBRIA BUS IS PARKED IN A FIELD,A RONTER BUS IS STARPED IN TETETE
166,A DESK WITH TWO COMPUTER SCREENS AND A CECIL COOPER BOBBLE HEAD,RESTROOM WITH TWO COMPUTER SCREENS BA IN SET INTE FOTER BAL ESIDE OA
167,A CLOSE OF A BOBBLE HEAD DOLL WITH A COMPUTER IN THE BACKGROUND,A CLOSE OF A RABEL HETON WITH A COMPUTER IN THE BACKGROUND
168,A BOBBLE HEAD BASEBALL FIGURINE ON A DESK,A FOVER APIESE OF PEOPLE IHIN GRASS
169,A BOBBLE HEAD IS SHOWN NEXT TO COMPUTER SCREENS,A BACTE PAD IS SHOWN NEXT TO PAONS ON AN SEVE ARA
170,A BASEBALL PLAYER BOBBLE HEAD NEXT TO TWO COMPUTER MONITORS ON A DESK,A BASEBALL PLAYER BOBEBED ATICHIN COMPUTER BOXERS ON A DESK
171,A FIELD WITH VARIOUS WILDLIFE AND TREES IN THE BACKGROUND,A BIELD WITH VARIOUS WILD BY E TREES IN THE BACKGROUND
172,ZEBRAS AND WORT HOGS LIVING TOGETHER ON THE PLAINS,A BLUE BIRGAN LI   WIT AR ON THE STREET
173,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES,A GROUP OF ZEBRA SITIN A FIELD BY SOME TREES
174,MANY ANIMALS IN A FIELD WITH TREES AND BUSHES IN THE BACKGROUND,MANY ANIMALS IN A FIELD WITH TREE AND BUSHES IN THE BACKGROUND
175,THE GROUP OF ZEBRAS ARE IN THE FIELD,A GROUP OF ZEBRAS ARE IN THE FIELD
176,A GROUP OF WOMEN RUNNING AFTER A SOCCER BALL,A GROUP OF LIVING MONE APPLE SOCCER BALL
177,GIRLS FACE TO A SOCCER BALL DURING A GAME,MALL STAND SIT DOWN MALL RAN RAA
178,YOUNG FEMALES PLAYING SOCCER ON A GREEN SOCCER FIELD,YOUNG FEMAIS PLAYING SOCCER ON E GREENS OR TE VALE
179,A SOCCER GAME WHERE A GIRL IN WHITE IS DRIBBLING AHEAD OF THE GIRL IN BLUE,A TRUCTOR VAN WIT A TR AN WHITE  MOVINGY  O SIDEI REST AND BU
180,A GROUP OF WOMEN PLAYING A GAME OF SOCCER ON FIELD,A GROUP OF WOODEN PLATED AESOCCER IIEL
181,A WOMAN IN WHITE SHIRT HOLDING UP A CELLPHONE,A WOMAN IN WHITE SHIRT HOLDING UP A SIDEWAND
182,A WOMAN HOLDING A HELLO KITTY PHONE ON HER HANDS,A WOMAN HOLDING HELLOWS IN A BUSTER WATERI
183,A WOMAN HOLDS UP HER PHONE IN FRONT OF HER FACE,A WOMAN HOLDS HER POGUE IN FRONT OF HER FACE
184,A WOMAN CHECKING HER CELL PHONE WITH A HELLO KITTY CASE,A WOMAN ESSING IN CELL PHONE WITH A ELLOW CITY T
185,THE ASIAN GIRL IS HOLDING HER MISS KITTY PHONE,A ASIAN OLIS HOLDING ROOM WITH KITTY POTEN
186,A BATHROOM WITH BLUE WALLS AND WHITE TILES,A BASROOM WITH BLUE WALG AND RED SIN
187,A BATHROOM WITH BLUE AND WHITE WALLS,A BASET IN IS RITTING NEA A WALL
188,AN EMPTY BATHROOM WITH BLUE WALLS ON THE LIGHTS ON,ENY AR ONDER N ROG ON THE NIGHT TINE
189,A WHITE BATHROOM SINK SITTING UNDER A BATHROOM WINDOW,THE WHITE COCT OF SINK IS SITTING UNDER A BACK OFET
190,A SMALL BATHROOM WITH AN OPEN DESIGN CONCEPT,A SMALL BATHROOM WIT  ATPOLTING O CLAS ON THE GRACD
191,A PICTURE FOR RENTALS WITH TWO WOMEN WALKING UP TO THEM,A PICTITURE ARSADER TWO WOMEN WARKING UP THE WINDOW
192,BEACH GOERS SET UP UMBRELLAS NEXT TO RENTAL SIGNS WHILE A COP WATCHES,TWO CARS AK UMBELGAG ET PREVENTIN SIGN AND A LETOLINE 
193,A GROUP OF PEOPLE HANDING OUT WITH LAWN CHAIRS UNDER TWO COLORFUL UMBRELLAS,A GROUP OF PEOPLE AN AN ALEAA WIT LONG HAIRANN ON A MILITARY ALAT
194,TWO WOMEN TALK AT A BEACH RENTAL KIOSK,TWO WOMEN TALK AT AN H RECKING A TA OUTSIDE
195,PEOPLE STANDING NEAR A GUARD IN FRONT OF A RENTAL STORE,PEOPLE STANDING NEAR A DOG IN FRONT OF A IA
196,A BIRD IS SITTING ON A BOWL OF BIRDSEED,A PERSON SITTING ON HE WALL OF BIRDS ON THE 
197,A BLUE BIRD SITTING ON TOP OF A BOWL OF SEED,A KEY BIRT SITTING ON TOP OF A BUILDING 
198,A BIRD WITH ITS RING SPAN SITTING ON A BOWL WITH FEED IN IT,A BIRD WITH ITS FRINGE STAND SITTING ON A BORD WITH TEE WINIT
199,A BLUE BLACK AND WHITE BIRD A BOWL OF BIRDSEED,BATTER AND WHITE ONBORN  A CITY
