Index,Reference,Hypothesis
78,A MAN ON SKIS WITH A DOG NEXT TO HIM,A MAN ON SKI WITH A DOG TENNING BALL
79,A MAN ON SNOW SKIS WITH HIS DOG,A MAN IN TONNIS PLATING TA A TA
80,A PERSON RIDING SKIS ON TOP OF A SNOW COVERED SLOPE NEAR A DOG,A PERSON RIDING ON A SKI ON TOP OF A SNOW COVERED SLOPE NEAR A BON
81,A GIRAFFE REACHING UP TO SOME TREE BRANCHES,BIG GIRAFFE IN BLUE BARKEN AN ON BOKEN BORD
82,A GIRAFFE STANDING UNDER A LEAF FILLED TREE,A GIRAFFE STANDING IN AANBAME AN  TOIN IN A FA
83,THE GIRAFFE EXTENDS UPWARD WHILE EATING FROM THE BRANCHES OF A TREE,A GIRAFFE IS STITDIN NX A WORD O LING ON THE BRANCHES OF A TOILE
84,A GIRAFFE THAT IS STANDING IN THE GRASS,A GIRAFFE THAT IS STANDING IN THE GRASS
85,A TALL GIRAFFE STRETCHES TO REACH HIGH LEAVES ON A TREE,A TALL GIRAFFE STRETCHED TO REACH AN EYE O LININ INATUR
86,THE PALACE OF WESTMINSTER FEATURING ELIZABETH TOWER THAT HOLDS BIG BEN,A POWER OF PERSONITER I HARING OVER THE TE SMILIN ON TO I MAT
87,A BRIDGE NEXT TO A TALL BUILDING AND THE BIG BEN TOWER,A GREN IN ETETO A HALL FOLMD WITH MA BEG AND BAD TOWEL
88,A CASTLE IS SHOWN ON THE WATER NEXT TO A BRIDGE,A PASTENGER IS SHOWN ON A CLATTER WAT A FRIVRARINT
89,AN OLD CLOCK TOWER STANDS NEAR A BRIDGE AND OTHER LARGE OLD MEDIEVAL TYPE STRUCTURES,AN OLD CLOCK TOWER JENT NANA STREET AND LEATHER LARGE OLD WITH PEOPLES TYPE STRUCTURE
90,THE BIG BEN CLOCK TOWER TOWERING OVER THE CITY OF LONDON,IG BIG BALL TOWER N CARRY O IS EATI ON
91,MAN RELAXING NEAR A TRAIL CLOSED SIGN ON THE GROUND,FAMILY REDS OND WHITE TEMOV I A COA ONREL
92,A MAN SITTING ON A WALL NEXT TO WATER NEXT TO A BARRIER,A MAN IS SITTING ON A LALG IN SOME WATER IN A WINDOW
93,A MAN WITH HIS SHIRT OFF SITTING BY THE SHORELINE SUNNING HIMSELF,A MAN WITH A SHIRT OFF SITTING BY A PECKERHIND UDIN  SIN
94,A SIGN LAYING ON A LUSH GREEN FIELD NEAR A BODY OF WATER,A SIGN RAYE ON A BICE CREAN FOEL ITH  PEO WORD
95,A MAN WHO IS SITTING DOWN NEXT TO A BODY OF WATER,AN EGHT PEOPLE SITTING TANG NEXT TO A BODY OF WATER
96,A PHOTO TAKEN FROM A CAR LOOKING AT A SKATEBOARDER ON THE SIDE OF THE ROAD,AN ERTE PLATE IT AN SOM CARET AN A AN AT ORN ON  FORO
97,A ROAD FILLED WITH CARS IN A DESERT,A ROW FILLED WITH HORSE TOGETHER
98,A MAN WALKING DOWN A STREET NEXT TO A ROAD FILLED WITH CARS,MANN YELLAN ON STREET NEXT TO A LIGL FILLED WITH BANESN
99,VIEW FROM INSIDE OF A CAR OF CARS ON ROAD AND A MAN ON THE SIDE OF THE ROAD,MAN EN INSIDE OF A CAR OF CARS AND AN AREAN AING OM A TIN ARAUND
100,MAN RIDING A SKATE BOARD TOWARDS THE TRAFFIC ON A TWO LANE ROADWAY, MAN RIDING A SKATEBOARD TOWARDS A FRASHON ON A KEWAYIN THROUGH A WEDDIN
101,A GROUP OF PEOPLE GATHERED AROUND A TABLE FILLED WITH FOOD,A COOKIT A LOOK ATHERD AROUNDEC TABLE WITH A BOOK FOON
102,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE AROUND IT,A LONG TRABILED WITH MANY ENCERTAINMENTS OF FOOD ON IT AND MANY PEOPLE AROUND IT
103,PEOPLE ARE LINED UP ALONG A LONG PICNIC TABLE,PEOPLE WITH OT A OR A WALL PICNIC TITC
104,GATHERING OF PEOPLE DISHING OUT FOOD SET ON A LONG TABLE WITH CHECKERED TABLECLOTH,A COVRO ITH KATBAE NDOR TIED ON A WALL AAN OLDING A ECTOR N WA ON WALL
105,A GROUP OF PEOPLE EATING FOOD AT AN OUTDOOR PICINIC,A GROUP OF PEOPLE EATING FOOD AT AN OUTDOOR KITCNEN WO
106,A CAT LAYING ON A TOILET SEAT WITH ITS PAWS INSIDE,A CAT ARA ON A QUOILET RONWITING A CAR ANAN
107,A BLACK AND GRAY CAT IS SITTING ON A TOILET,A WHITE AND GREY CAN IS SITTING IN A ROAD
108,A CAT SITTING ON THE EDGE OF THE TOILET LOOKING TOWARD THE OPEN BATHROOM DOOR,A PLAT SITTING  IN A BI A PICI AN AKEN TIT TE OVEN BAS AND BOWL
109,A CAT SITS ON THE EDGE OF A TOILET,A CAT IS SITTING ON THE EDGE OF A ROAD
110,A CAT IS LAYING ON A TOILET SEAT,THE BUS IS LOYING AT THO COVER TAT
111,A CAT SITS ON TOP OF A TOILET BOWL,A DESK WITH CUP BUS AND A TOIBLET SINK
112,A SMALL CAT SITS PERCHED ON THE BACK OF A TOILET,SMAT RAK WITH HIS HIR URNED THE BACK OF HIS TEER WAD
113,A CAT SITTING ON THE BACK OF A TOILET BOWL WITH NO TANK,A CAT SITTING IN THE BACK OF A CURB BY ONEF MELON CONE
114,A SMALL CAT SITS ON TOP OF A WHITE TOILET MISSING ITS SEAT IN A BATHROOM,A SMALL CAT SITS ON TOP OF A WHITE TOILET WITH MOTING ITS PANSON IN THE AFTERON AD
115,A CAT SITTING ON A TOILET IN A BATHROOM,A SKAT WIMMER ON A BOARD IN A AT
116,AN ANGLED SHOT OF A FULLY STOCKED KITCHEN WITH WOODEN CABINETS,IN BOAT DOCKED AN O OCK ENMITING A KIT
117,AN OPEN KITCHEN IS SHOWN WITH LIGHT BROWN CABINETS,AIN OPEN KIGEON IS SHOWN WITH LRIGHT BROWN TEGATHER
118,SOME WOOD CABINETS IN A LARGE HOME KITCHEN,THERE SIS WOOD CABINETS AND A LARGE AMONT KITCHEN
119,A KITCHEN WITH A SINK DISHWASHER AND MICROWAVE OVEE,A KITCHEN IN E OTE  O DISH WASH IN E AND ONE OF THE WORDS UGIN EHL
120,A KITCHEN FILLED WITH WOODEN CABINETS AND A MICROWAVE OVEN,A PITCHIN FORSIS WAITING AT NI  IN TE AOT
121,A BUNCH OF FRUIT SITS IN FRONT OF A PORTRAIT,A BUNCH LOF OT INPO SUIT O WIT A BILS
122,SOME ART WORK WITH A MAN WITH A HAT ON AND SOME FRUIT IN A BOWL,JUMP ARBOR WITH A BEAR AND BLACK HAT ON AND JUFTAR IN THE ROAD
123,A PAINTING OF A MAN SMILING BEHIND A TABLE WITH FRUIT,PINTIN OF A MAN IN SMILE ITH A WIKETET HOLDING NA BLUE ICO
124,A PAINTING OF A BOWL OF FRUIT SITTING IN FRONT OF ANOTHER PAINTING,OF A BOWL OF FOOD IT IN INFROLT OF A OMEN CITTE
125,THIS IS A STILL LIFE OF FRUIT AND AN OLD MAN,THIS KIS IS ILL WHITE OE ANAN OM HAN
126,A LITTLE GIRL IS HOLDING ON TO A HAIR BRUSH,A LITTLE BIRL IS OVEN ANTO E O BRUSH
127,A BABY GIRL IS HOLDING A PINK BRUSH AS SHE SCRATCHES HER HEAD,A BABY GIRLD IS ODLOKING AROKAS SOME SCRATCHES ARE DOTED
128,A YOUNG GIRL COMBING HER HAIR WITH A PINK COMB,OUN YOUNG GIRL IS PULLING HER CAN WITH A IN COL
129,A GIRL GRABS HER HAIR AND HOLDS ONTO HER HAIRBRUSH,R GRAUSING AND HOL O OVER A MEARA A
130,THE YOUNG GIRL IS BRUSHING HER HAIR,A YOUNG BIRLA IS BESH OFF HER TAIN 
131,TWO BABIES SITTING ON THEIR POTTIES IN THE BATHROOM,SON REENS STATING AN RED BODY IT A BACK SININ
132,TWO NAKED BABIES ON TRAINING TOILETS IN A BATHROOM,TWO NAKED BABIES FORM GREEN IN ROWS WINNG A BAT IN E
133,A SET OF TWINS WHO ARE TAKING A BATH,A SET OF TWID ON E PICI BAG ANIOON
134,A COUPLE OF LITTLE GIRLS SITTING NEXT TO EACH OTHER IN A BATHROOM,A COUPLE OF LITTLE BERDS SITTING OX TOC ETER MEA ON A BASKET
135,TWO CHILDREN ARE PRACTICING USING THE POTTY NEXT TO EACH OTHER,A SIGIN OCK COSS A SAIN A PAINTED BRIGHT AN LIGHT ANAN TAE
136,A MAN IN A WET SUIT RIDING A WAVE ON A SURF BOARD,A MAN IN O TREE GUYS HOLDING A SURF ON TE ND
137,THERE IS A MALE SURFER THAT IS RIDING IN THE WAVE,THERE IS A MOU PERSON THAT IS WRITING ODA IN
138,A MAN ON A SURF BOARD RIDES A WAVE,BARD ON AN A SURFBOARD WITH RIGHT LITT ON II
139,A SURFER IN THE OCEAN ON THE CREST OF A WAVE,SIRF IN THE OSIONR THE FREST IN A WAVE
140,A MAN THAT IS ON A SURFBOARD IN THE WATER,A MAN HOLDS OL  KETF BOARD IN A WATCH
141,A TEDDY BEAR SITS BY A KEYBOARDS AND MICROPHONE,TEDDY BIRDS SIT APPIAG TOEMPLOYS AND MART APARVENT
142,STUFFED BEAR WEARING GLASSES WITH ELECTRONIC AUDIO EQUIPMENT,TUFFED BEAR WEARING BLACS I ANMECNONIC ORON ON A
143,A TEDDY BEAR THAT IS DRESS IN GLASSES AND IS LISTENING TO AN IPOD,A TEDDY BEAR PETECTED TALE ANA  A DRESS PINK GLASSES IND  PINTIN A ESEN OA I TA
144,A VERY CUTE TEDDY BEAR WITH GLASSES AND SOME ITEMS,A VERY CATY PA ERING ABLAP A DRINK AND TIE
145,A STUFFED BEAR A KEYBOARD AN IPOD AND MICROPHONE,A SIRF BEARE OING BOARD AT THE FONTO OF A SAND MARKET
146,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS A FIREPLACE,A DINNER TABLE WITH FOUR CHAIRS A TWO HOTTED MEGS AND A FIREPLACE
147,A DINING ROOM WITH SOME PLANTS ARE SEEN,A DINING ROOM WITH SOME PLANTS ARE SEAT ED AA
148,A FIREPLACE AND DINING TABLE IN A DINING ROOM,A FIRE BUSINESS AY TE TORIN A BILDING
149,A WOODEN TABLE WITH FOUR WOODEN CHAIRS IN FRONT OF TWO WINDOWS,A WOODEN TABLE WITH FOUR WOODEN CHAIRS ANLARV T WINDOWS
150,A ROOM WITH PLANTS ON LITTLE TABLES BY THE WINDOWS,A AT A BLUE PLATS AND A LITTE SURFE IN THE RIDE OF TI AT
151,A STATUE DEPICTING A BEAR BREAKING INTO A CAR,A STATUE DEPICTING A BEAR BREAK ENTO A OFF
152,A MAN POSES WITH A PICTURE OF A BEAR AND A CAR,A MAN CLOSES WITH A PICTURE OF A BORNER ATE CATER
153,A STATUE OF A BEAR ON A CAR USED AS A WARNING ABOUT THE BEARS,A QIT BOAR TRUCK WITH A BAR ON A PELA  WIT A RONING A BARAD AN AIN ON A AOR
154,YES BEARS CAN RIP OPEN CARS AND HURT THE OCCUPANTS,GAN PARES TANDN RIP OPEN GARS AND TWIRK ALUMENTS
155,A STATUE OF A LARGE BROWN BEAR TEARING OFF A CARS DOOR,THE ATUE OF A LARGE TELLAW BIR WEARING EON I O BIRD YOR
156,TWO MEN JUMPING UP TO HEAD A SOCCER BALL,TRE KITCHENS WOKING WITCI SET IN TOP H OPEN
157,A CLOSE UP OF TWO PEOPLE PLAYING SOCCER,A CATE WITH A BOINAIN TIDENG DOWN A RONWAY
158,SOCCER PLAYERS TRY TO GAIN POSSESSION OF THE BALL,A SOCCER AS TRYD TO GET IN POSSESSION OF THE BATO WATERAY
159,A MAN HITTING A SOCCER BALL WITH HIS HEAD,A MAN HITTING A SOCCER WALL WITH HIS ECOON
160,TWO OPPONENTS ARE PLAYING DURING A SOCCOR GAME,AN A PHONE  SWIN FLYING TI GERIN STOPPN ARTENIGHT
161,WE SEE A DOUBLE DECKER BUS WIT A COMPARTMENT IN THE SIDE,A KIDREN WOLLING A HORSEE ONI IN COL FIEL
162,A DOUBLEDECKER BUS TURNED IN TO A TRAVELING SHOWCASE FOR A UNIVERSITY,A DOUBLE DECKER BUS TRING INTO TRAVELIN POAS PERSON WHILE SITIN OTE
163,A DOUBLE DECKER BUS SITTING ON A GREEN FIELD,SEVERAL LIFTED BUNS TATTING ON AE TREETY FIELD
164,A DOUBLEDECKER BUS IS PARKED IN A LARGE FIELD,WO DEGE DECKL BES IT AN HALF EETEN ON E PAE
165,A NORTHUMBRIA BUS IS PARKED IN A FIELD,A COCK IT BUS IN E COT  A BIL
166,A DESK WITH TWO COMPUTER SCREENS AND A CECIL COOPER BOBBLE HEAD,A DESTRIAM WITH TROOUP AND EAR SCREENS O TIS IS A CEPER BOTTLE BESN
167,A CLOSE OF A BOBBLE HEAD DOLL WITH A COMPUTER IN THE BACKGROUND,A CLOSE OOF A DRIVELS HEAD DOG WITH A COMPUTER AND A RAPMOSS
168,A BOBBLE HEAD BASEBALL FIGURINE ON A DESK,A BOBBY THAT HAS ABOUT TO BAKE AWAY FROM HIS MOUTE
169,A BOBBLE HEAD IS SHOWN NEXT TO COMPUTER SCREENS,A BOTTLE OF HOTER SHOWN NEXT TO THE BORS AN A SININ A E
170,A BASEBALL PLAYER BOBBLE HEAD NEXT TO TWO COMPUTER MONITORS ON A DESK,A BASEBALL PLAYER BOBBLED HEAD NEXT TO TWO COMPUTER MONITORS ON A DESK
171,A FIELD WITH VARIOUS WILDLIFE AND TREES IN THE BACKGROUND,TAR FIELD WITH VARIOUS WALL LINEAND TREES IN A BLACKGOUND
172,ZEBRAS AND WORT HOGS LIVING TOGETHER ON THE PLAINS,A BLUE TOY WANDING BACK IT  BA RIDING A FELE IN A FIELD
173,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES
174,MANY ANIMALS IN A FIELD WITH TREES AND BUSHES IN THE BACKGROUND,THREE ANIMALS IN A FIELD WITH TREET AND BUSHES IN THE BACKGROUND
175,THE GROUP OF ZEBRAS ARE IN THE FIELD,FRESH GROUPLE AND ZEBRAS ARE IN WIT FOL
176,A GROUP OF WOMEN RUNNING AFTER A SOCCER BALL,A GROUP OF WODEN BUFBY APPLES SOCCER BALL
177,GIRLS FACE TO A SOCCER BALL DURING A GAME,A CARS PLAY IN  SUFTBALL DURING A RAME
178,YOUNG FEMALES PLAYING SOCCER ON A GREEN SOCCER FIELD,YOUNG FEMALES PULLING SOCCER ON A GREEN SELL COMPUTER
179,A SOCCER GAME WHERE A GIRL IN WHITE IS DRIBBLING AHEAD OF THE GIRL IN BLUE,A SOCFER GAIN IN A ITE PL AN ANI IVIN A ELEGANT OT A ALL IN GREEN
180,A GROUP OF WOMEN PLAYING A GAME OF SOCCER ON FIELD,A GROUP OF WOMEN RAD WITH POLIN SOBETOR ON FIELANWAY
181,A WOMAN IN WHITE SHIRT HOLDING UP A CELLPHONE,A WOMAN IN WHITE SHIRTS HOLDING UP A TALL BAT
182,A WOMAN HOLDING A HELLO KITTY PHONE ON HER HANDS,A WHITE COUNTMENT OF A GREEN BONEAT AN  RADO
183,A WOMAN HOLDS UP HER PHONE IN FRONT OF HER FACE,A LOMEF POLDS HER PHONE IN FRONT OF A FORIST
184,A WOMAN CHECKING HER CELL PHONE WITH A HELLO KITTY CASE,A WOMAN IS CRERTI ON TROLON WITH A YELLOW BA BAR
185,THE ASIAN GIRL IS HOLDING HER MISS KITTY PHONE,A BABAN GIRL IS HOLDING HER BE STRNT BO
186,A BATHROOM WITH BLUE WALLS AND WHITE TILES,A BAGGROUP WITH BU WALLS AN WHITE CA
187,A BATHROOM WITH BLUE AND WHITE WALLS,A A BOUT PLATE EADING A WIFE BALL
188,AN EMPTY BATHROOM WITH BLUE WALLS ON THE LIGHTS ON,AN EMTY BOX WITH REMEWBOARD ON THE WHIGHT
189,A WHITE BATHROOM SINK SITTING UNDER A BATHROOM WINDOW,A WHITE BASROOM TABLE IS SITTING UNDER A BATH OI
190,A SMALL BATHROOM WITH AN OPEN DESIGN CONCEPT,A SMALL BATHROOM WITH A VITAGE WALLL ANA ESEL
191,A PICTURE FOR RENTALS WITH TWO WOMEN WALKING UP TO THEM,A PITCHER SIMMER WITH A SWOOMAN GESING UP HE WEN
192,BEACH GOERS SET UP UMBRELLAS NEXT TO RENTAL SIGNS WHILE A COP WATCHES,THERE IS SOMETHING RUGGAGE NEXT TO BUNCH OF BOGS WHERE A SMAL WRACK TA
193,A GROUP OF PEOPLE HANDING OUT WITH LAWN CHAIRS UNDER TWO COLORFUL UMBRELLAS,A GROUP OF PEOPLE HOLDING ATAN A WARM HAR AVE HOE A LAD
