Index,Reference,Hypothesis
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA, COUPER OF OUFIEN CHIPES  ASHON OF A MELITARY SEXA COLPAN
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A WITE AND MITBOD IS PARING AAOI IC COUS
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,CAT CLOSE UP OF CAT STOW LAYIN SIATA FEND IN A BOCHOF PIEC
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,A POUL OF DO LAYING ON A BED WITH A LIT
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,PERSAN TAKENG OFFBOOK PUTTING TE SHIE PAR WINE
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,A DOG WITH A BUNY SAND A BOOK ON A LESS
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,A BABY DOG LAYING ON AS COP OFA BED  AD A
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,A TOK SHAPED LIKE AN OWLE SNAN ON T
42,A CLOCK THAT LOOKS LIKE AN APPLE A PENGUIN AND A POTTED PLANT,A CLOCK TAX OF IK AND APPLE ANGREEN AND A POLLED BATO PISO
43,A RED APPLE WITH A CLOCK INSIDE OF IT,A AT OF A CLAKIC LASSES TAE I
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,AN A LOCT TOP FOR HA SAFETY ATIN AMPIREI O
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE,A PLASTIC APPLE IS ORER TINKER SCRATS
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH, PERSONS IS JUMPINS AN I FOT OFSE CLOSE TO SUNSET
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER,GROUP OF PEOPLE ON HORSES RACING TOGETHER
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,TWO PEOPLE WIT PAGE A BAL IN SOM ALK POT
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH,THE HORSES ARE PACING EACH OTHER GONTE BEACH
50,A BLACK AND WHITE PHOTO OF JOCKEYS RIDING THEIR HORSES,OM PEOPOPLE PUSSING APOLLOW ON TE OTONCYCE TE KI
51,A PASSENGER TRAIN MOVING DOWN THE TRAIN ON A BRIDGE,UCKA PASSENGE TE METRAINE GET DOWN THE TRAIN ON A BRIDGE
52,A LARGE LONG TRAIN ON A STEEL TRACK,A LARGE TUMK TRAIN BUS IN THE STREET
53,A TRAIN THAT IS ON A RAIL OVER A BRIDGE,A TRAIN THAT IS ON THE RAIL OVER A BRIDGE
54,A TRAIN ON TOP OF AN OVERPASS BRIDGE SET OF TRAIN TRACKS WITH FIELDS ON BOTH SIDE,TRAIN CLON OP OF A TOK PATH SET OF TRAIN PACTIN FIELD ON TOS
55,TRAIN MOVING ALONG RAISED TRACKS WITH MOUNTAIN IN BACKGROUND,TRAIN MOVING ALONG TRAI TRACKS WITH MUSEE TARTIN
56,A TEDDY BEAR SITTING IN FRONT OF A PILE OF BOXES,T TEDDY BEAR WITH A CHIAR TEETH  AND OTHER PILES  ON A FLORS
57,A TEDDY BEAR NEXT TO FOUR BOXES ON THE FLOOR,A TEDDY BEAR NEXT TO A LOTOF ES EYS
58,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF MANY BOXES,ASTENE SHAIR SITTING HUSPR ON A BUNCHES OL DOGS OSELF
59,A TEDDY BEAR IS SITTING IN FRONT A GROUP OF BOXES,A TEDDY BEAR IS SITTING IN FRONT WITH BOTS OF SOT IN A
60,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES,A COUPLE OF TEDDY BEARS SITTING NEXT TO SOME BENCHES
61,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVE, SOME PEOPL STAR POSSECTION A OSS A AY ROAD
62,A SEAGULL STANDING NEAR THE OCEAN ON THE SAND,A SEABRALL SANA IS LIZING ANTOR IN TAN O
63,A SEAGULL STANDING ON THE SAND NEAR THE WATER,A SA GARSONN IAN A SAT HOL DO ER FLOG
64,THE BIG BIRD IS STANDING ON THE BEACH BY THE WATER,KIN ISN A PABE  IS STANDING ON A AC BIKE
65,A SEAGULL STANDING ON THE SAND OF A BEACH,ASUIT ON SARCOND IT BE SIZE A BENC ON THE BRIDCE
66,A BUS FULL OF HAPPY TOURISTS DRIVES DOWN THE STREET,A POCTE OF PATICEN RUST  TES AN TONE PEOPLE LOOKING
67,DOUBLE DECKER BUS WITH PEOPLE ON THE TOP FLOOR ON ROAD,AIDOF A LETTE HOS SOMECOPARED ON A PARTE BOAR I BILDING A TRAFFIC LIGHT
68,A DOUBLE DECKER BUS WITH PEOPLE WAVING FROM THE TOP,A CROSSLE DECKER BUS  IDONSIC ASI OPL O
69,A DOUBLE DECKER BUS DRIVING DOWN A STREET,THREE COUPLES AC ER BUS DRIVING DOWN A STREET
70,RED DOUBLE DECKER BUS WITH PEOPLE STANDING ON TOP,A RED DOUBLE DENNIT BUS WITH A MUSTANG ON IT
71,A MAN LEANING HIS MOUTH DOWN TO A PLATE THAT HAS A SANDWICH ON IT AND A BLUE WATER BOTTLE BEHIND IT,A MAN PATING A SNOKE AN OTHER P LIZE A PISAR HAVLING ON A BERDEN BOT
72,A MAN TAKING A BITE OF A SANDWICH WITHOUT USING HIS HANDS,A MAN TAKING A POT OF   N CAK
73,A MAN EATING A SANDWICH OFF OF A WHITE PLATE,A KITZEN WITH OPAS AN WITE EGG CRD
74,A SMILING GUY STICKING HIS FACE NEAR A BIG SANDWICH,A SMILING GUY STICKING HIS FACE O GRIN SAVIGE OF SOUP
75,WITHOUT USING HANDS A MAN TRIES TO BITE A PAIR OF SANDWICHES,EHAV POTING HANDS ARE TING TRALLIS ONMOLO IT EXSITED CHESE
76,A HUSKY STANDS BY AS A SKIER STANDS THERE,A PERSON STANDING POT   ON CYCLE
77,A PERSON ON SOME SKIS AND A DOG IN THE SNOW,YOUNG PERSON ON SIM SKS AND A DOCK IN A CIRCUC
78,A MAN ON SKIS WITH A DOG NEXT TO HIM,A MAN ON SKIS WITH A DOG NEXT TO OM FISE
79,A MAN ON SNOW SKIS WITH HIS DOG,A HAONS SINI SNOW IT I A AR
80,A PERSON RIDING SKIS ON TOP OF A SNOW COVERED SLOPE NEAR A DOG,A PERSON I  ON TOP OF A SNOW COVERED SLOPE  ON
81,A GIRAFFE REACHING UP TO SOME TREE BRANCHES,TA GIRAFFES EACHING ON E SHEEP END OF A FIED
82,A GIRAFFE STANDING UNDER A LEAF FILLED TREE,A GIRAFFE IS STANDING OUT OF A GREEV FORESTSITTING
83,THE GIRAFFE EXTENDS UPWARD WHILE EATING FROM THE BRANCHES OF A TREE,A IRAFFE IX IOTRE WORD IT AN OVEN AND SOM BRANCHES OF A FIEL
84,A GIRAFFE THAT IS STANDING IN THE GRASS,A GIRAFFE THAT IS STANDING ON A TAND
85,A TALL GIRAFFE STRETCHES TO REACH HIGH LEAVES ON A TREE,A TOL WIT RAFFE STRETCHED TO A BEY LOOVING THROUGH THE TREE
86,THE PALACE OF WESTMINSTER FEATURING ELIZABETH TOWER THAT HOLDS BIG BEN,A POWE OF BUSTIC ETR  TOASTING ARIENTRY LET IT OLS TOKS AND BIG BEND ON
87,A BRIDGE NEXT TO A TALL BUILDING AND THE BIG BEN TOWER,ATHREE POJECTS TON A TFOOTWIT  
88,A CASTLE IS SHOWN ON THE WATER NEXT TO A BRIDGE,A CASTLE IS SHOWING ON THE WATER NEXT TO AN ARSBAE
89,AN OLD CLOCK TOWER STANDS NEAR A BRIDGE AND OTHER LARGE OLD MEDIEVAL TYPE STRUCTURES,AN OLD CLOCK TOPE STANDS NEAR A TREES AS OTHERS LARGE A EPLE TIE A
90,THE BIG BEN CLOCK TOWER TOWERING OVER THE CITY OF LONDON,BIG BIG CLOCK TOWER UP OF HE TOWER WIT A CITY FOKE A PRISAN
91,MAN RELAXING NEAR A TRAIL CLOSED SIGN ON THE GROUND,AN RESTANSE OR TRALLAS IN A STRET A T COTEC ROUN
92,A MAN SITTING ON A WALL NEXT TO WATER NEXT TO A BARRIER,A MAN STANDING ON A BALL NINTO SOME WATER NEXT TO A PAR
93,A MAN WITH HIS SHIRT OFF SITTING BY THE SHORELINE SUNNING HIMSELF,MAN WITH A SHIRT OP SITTING BY THE SHORE NEX SUNTING HIMSELF
94,A SIGN LAYING ON A LUSH GREEN FIELD NEAR A BODY OF WATER,A SIGN LAYING ALON A STREEN FIELD NEAR A UNDERING THE TOB
95,A MAN WHO IS SITTING DOWN NEXT TO A BODY OF WATER,A CANET SITTING  NEXT TO A ODDLET ON E WATER
96,A PHOTO TAKEN FROM A CAR LOOKING AT A SKATEBOARDER ON THE SIDE OF THE ROAD,A PHOTO HADANT ON JACN  LINS OF A MESTY STREET WIT A PART OSAGE ROAD
97,A ROAD FILLED WITH CARS IN A DESERT, TOILE PANYING THE ROAD WITH THEOLD TOWERS BAT GETER
98,A MAN WALKING DOWN A STREET NEXT TO A ROAD FILLED WITH CARS,ATICY OF LIGHTIN STREET NEXT TO AVERAEPASPAS AND MARTS AT COCKDAY
99,VIEW FROM INSIDE OF A CAR OF CARS ON ROAD AND A MAN ON THE SIDE OF THE ROAD,THERE IS E ENSIZE ON A CAR WITH CARS AND ITENDEN AN THE AOICADA SURFACE
100,MAN RIDING A SKATE BOARD TOWARDS THE TRAFFIC ON A TWO LANE ROADWAY,AMAN RIDING A SKATEBOARD TOWARDS THE TRAFFIC ON HIS FAMILY TO A PLATE
101,A GROUP OF PEOPLE GATHERED AROUND A TABLE FILLED WITH FOOD,GROUP OFPEOPLEING OTEF A RONTANA ASE OT PREMOTE
102,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE AROUND IT,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE ITH ROWD FISIT
103,PEOPLE ARE LINED UP ALONG A LONG PICNIC TABLE,PEOPLE  OND OP  A LONG PICNIC CAKE
104,GATHERING OF PEOPLE DISHING OUT FOOD SET ON A LONG TABLE WITH CHECKERED TABLECLOTH,LITTLE CLOSE  ANTER OF TE TOOF BOS WHILE THE OTHER REMOS AR ON THE WALL AN APANAN DIE CHARACTERS AND SIT ON A POT
105,A GROUP OF PEOPLE EATING FOOD AT AN OUTDOOR PICINIC,A PERP OF OPLE ING FOODOF TACKIG OUT ORDING APO 
106,A CAT LAYING ON A TOILET SEAT WITH ITS PAWS INSIDE,AK CAT THAT I  WIT E PICES OF IE INII
107,A BLACK AND GRAY CAT IS SITTING ON A TOILET,A BLACK AND GREY CAT IS SITTING EXNTO A CARBE
108,A CAT SITTING ON THE EDGE OF THE TOILET LOOKING TOWARD THE OPEN BATHROOM DOOR,A CAT SITTING ON  BEUCH WITH A TOBLE CUTKET AND A TOB CABUG
109,A CAT SITS ON THE EDGE OF A TOILET,A TRAY OF CAT SITS ON A HED IN A POILET
110,A CAT IS LAYING ON A TOILET SEAT,A TOT BUSH O DRESSED WITH LOWG TOUCH ATD I TAILIT
111,A CAT SITS ON TOP OF A TOILET BOWL,A CHAW SIT US U I A TOILETTLE B
112,A SMALL CAT SITS PERCHED ON THE BACK OF A TOILET,A SMALL CAT SIS I SWITCHED ON A BIKE IN A TOLET IN A TA
113,A CAT SITTING ON THE BACK OF A TOILET BOWL WITH NO TANK,A CAT SITTING ON THE BACK OF A WHITE RUROOM IT INISH REVARE
114,A SMALL CAT SITS ON TOP OF A WHITE TOILET MISSING ITS SEAT IN A BATHROOM,AO IT WHITE TABLE AT  IA  TOIN A TATOOM
115,A CAT SITTING ON A TOILET IN A BATHROOM,A CAT SITTING ON A PARTMENTO CATH ROOMS
116,AN ANGLED SHOT OF A FULLY STOCKED KITCHEN WITH WOODEN CABINETS,AN ANGLO SHOT OF ESTANT KITCHEN OF  WOODEN CABINET
117,AN OPEN KITCHEN IS SHOWN WITH LIGHT BROWN CABINETS,A PLOIST AN OPEN KITCHEN IS SO WITH LIGHT ONTE HAT
118,SOME WOOD CABINETS IN A LARGE HOME KITCHEN,SEVERAL WODEN BATHROOM IS IN AN ART IN A KITCHEN
119,A KITCHEN WITH A SINK DISHWASHER AND MICROWAVE OVEE,A KITCHEN  NEXT TOA   DISHO ODO VERY BATHROOM WITH ON EN FAB
120,A KITCHEN FILLED WITH WOODEN CABINETS AND A MICROWAVE OVEN,A KITCHEN COS WITH WITEN PIECE NEXT TO LUGGAGE RAG AND L
121,A BUNCH OF FRUIT SITS IN FRONT OF A PORTRAIT,A BUNCH OF E IPLINGS SITS IN FRONT OF A PORTAIAT
122,SOME ART WORK WITH A MAN WITH A HAT ON AND SOME FRUIT IN A BOWL,SOME ARE O OF A MAN WITH A HAT UNJUSCIFIED
123,A PAINTING OF A MAN SMILING BEHIND A TABLE WITH FRUIT,PAINTAIN OF A MAN IS TILING OUTSIDE THE TABLE ALD FILTING A TONE ATTE HAT
124,A PAINTING OF A BOWL OF FRUIT SITTING IN FRONT OF ANOTHER PAINTING,BUGE TAKING OP OF BOWLS T ABOUT A COEN A VEGETABLE CAKES CUP
125,THIS IS A STILL LIFE OF FRUIT AND AN OLD MAN,A SCARS AND A STOVE TABLE FILLDED IN AN ITNI DARK
126,A LITTLE GIRL IS HOLDING ON TO A HAIR BRUSH,AGAN OF GIRLS AG A CHEING A COT OFTEA BEAR
127,A BABY GIRL IS HOLDING A PINK BRUSH AS SHE SCRATCHES HER HEAD,A BABY GIRL WHO IS HOLDING A PICK A WITH A SKRITCH ON HER MEND
128,A YOUNG GIRL COMBING HER HAIR WITH A PINK COMB,SFOR AS GIRL ACONING ISTRY RESPECT ON A PUNCH AIR
129,A GIRL GRABS HER HAIR AND HOLDS ONTO HER HAIRBRUSH,A GIRL FLAPS A HARINTE TUM  ER MUSWIT SHIRT
130,THE YOUNG GIRL IS BRUSHING HER HAIR,A A IMA GIRL IS BRUSHING A HE TEETH O RUCTO BRID
131,TWO BABIES SITTING ON THEIR POTTIES IN THE BATHROOM,TWEE MADLEKS SITTI U LIKE IES A PECORATE AN BOC
132,TWO NAKED BABIES ON TRAINING TOILETS IN A BATHROOM,TWO NEKED BUGGIES OR TRANINS OT BOOON A BACK OF AND TI ST
133,A SET OF TWINS WHO ARE TAKING A BATH,A FOCE IT TA A DES OUT PAT IT I OCYT FOR TE I OT
134,A COUPLE OF LITTLE GIRLS SITTING NEXT TO EACH OTHER IN A BATHROOM,TOLPIG A LITTLE GIRL EG ONTE PINK TOBE SITTING A BATH 
135,TWO CHILDREN ARE PRACTICING USING THE POTTY NEXT TO EACH OTHER,ON SHOWING A HAT PITE IS E ESINS A A A TILE O CA
136,A MAN IN A WET SUIT RIDING A WAVE ON A SURF BOARD,MAN AT AR NEX TO A GIIS TODING ON A SWIMT MOAD
137,THERE IS A MALE SURFER THAT IS RIDING IN THE WAVE,A ENSURFIN AN A WIT A BLUE AIRISA
138,A MAN ON A SURF BOARD RIDES A WAVE,A MAN ONON A SURFBOARDIN  QUIET TI WAVEIT
139,A SURFER IN THE OCEAN ON THE CREST OF A WAVE,A SURFER IN THE OCEAN ON THE CREST OF A WAVE WIN
140,A MAN THAT IS ON A SURFBOARD IN THE WATER,A MAN PAT A SURFUC KIRFS BOD OSE
141,A TEDDY BEAR SITS BY A KEYBOARDS AND MICROPHONE,ATEDDY BEAR SITS QUITY TO A PAIR OF ONE I DRUG A BAOT
142,STUFFED BEAR WEARING GLASSES WITH ELECTRONIC AUDIO EQUIPMENT,OSTUFFED BEAR WEARING GLASSES ELECTRONIC ONION WINGEN EE
143,A TEDDY BEAR THAT IS DRESS IN GLASSES AND IS LISTENING TO AN IPOD,TEDDY BEAR WITHSE N DRESS IN COTS ANDUFZE POTOS NEAR SEVERAL LAN IN A DIRT OBET NEXT FAKE
144,A VERY CUTE TEDDY BEAR WITH GLASSES AND SOME ITEMS,A EVER CUTE WT RUT LOD OS O TRY FOR A IAS
145,A STUFFED BEAR A KEYBOARD AN IPOD AND MICROPHONE,BOX I TIRED O BOARD AN IPOX SITTING AT A MARKETLOT
146,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS A FIREPLACE,A DINNER TABLE WITH FOUR CHAIRS A TWO OTTOM PLATES AND A BRIPE FAASOWALL
147,A DINING ROOM WITH SOME PLANTS ARE SEEN,A DINING LEGS AND PLALS ARE SETTINGT
148,A FIREPLACE AND DINING TABLE IN A DINING ROOM,A STIE TATE SITTING ON A PITHDUNTE CABEN CHARS
149,A WOODEN TABLE WITH FOUR WOODEN CHAIRS IN FRONT OF TWO WINDOWS,WHIDEN TABLE WITH PANCLE OF IN CHAIRS IN FRONT OF TWO BINNARRS
150,A ROOM WITH PLANTS ON LITTLE TABLES BY THE WINDOWS,AMAGE TACK AND ELROWRS OF ABE SIDE O CONTOLER
151,A STATUE DEPICTING A BEAR BREAKING INTO A CAR,A STATUE OF A FILTING OF THE AIR A GRATON IN TOA
152,A MAN POSES WITH A PICTURE OF A BEAR AND A CAR,OA MAN PPOSETIKS FOR A PICTURE OF A AOR IAND A STOWBO
153,A STATUE OF A BEAR ON A CAR USED AS A WARNING ABOUT THE BEARS,A FROTIO OJECTIN AN ANA STL PARNEX TO APLATE IT MOPACES SI OANOTHER AO A
154,YES BEARS CAN RIP OPEN CARS AND HURT THE OCCUPANTS,TOKEN OF EXPIRES CAMP REVOCUS CARGE AS BERD TE YOUNG FINCE
155,A STATUE OF A LARGE BROWN BEAR TEARING OFF A CARS DOOR,A STATUE OF STADIN TED BAIRS INARELA IT IS VI TENC
156,TWO MEN JUMPING UP TO HEAD A SOCCER BALL,MEN SANDING ON ATE BET AT A TOGBY CA
157,A CLOSE UP OF TWO PEOPLE PLAYING SOCCER,A CLOS U PIX A O HUBER PLAYING SOCTHE 
158,SOCCER PLAYERS TRY TO GAIN POSSESSION OF THE BALL,SOCCER WITH BEAS TRYING TO CALLONG POSESSION OF A BEA
159,A MAN HITTING A SOCCER BALL WITH HIS HEAD,A MAN HITTING A SOCCER BALL OT HIS HEAD
160,TWO OPPONENTS ARE PLAYING DURING A SOCCOR GAME,TO E MOM I OA PAYE DURYING A SAUCERA SAME OT TOCE
161,WE SEE A DOUBLE DECKER BUS WIT A COMPARTMENT IN THE SIDE,IA STUTEN TAVEL WITH MANY A BICYCLE WIT RED ONERS ANE STOP A
162,A DOUBLEDECKER BUS TURNED IN TO A TRAVELING SHOWCASE FOR A UNIVERSITY,A DOUBLE DECKER BUS DIRECTY ATO TRAVELING SHOWS PAPORE BUS
163,A DOUBLE DECKER BUS SITTING ON A GREEN FIELD,A TOUPLE DECKER BUS SITTING ON A STEET FIELD
164,A DOUBLEDECKER BUS IS PARKED IN A LARGE FIELD,ADUFFI DOCTOR WATCH IS PAST IN E MALS CORSE
165,A NORTHUMBRIA BUS IS PARKED IN A FIELD,AN ARTYSTIC MAKE GLAS TO CON ON A TRED
166,A DESK WITH TWO COMPUTER SCREENS AND A CECIL COOPER BOBBLE HEAD,A DESK WITH TWO COMPUTER SCREENS AND A SISA GROUP OF WAME OBEE
167,A CLOSE OF A BOBBLE HEAD DOLL WITH A COMPUTER IN THE BACKGROUND,ALEPOPHOTI OT OF A PROZENS YN HOUT WITH A STINER SETEN ON A SO RECORD
168,A BOBBLE HEAD BASEBALL FIGURINE ON A DESK,OKEN AT FASE DON TRIKE RIT A
169,A BOBBLE HEAD IS SHOWN NEXT TO COMPUTER SCREENS,A BOTTLE CANS SHITTING NEXT TO TO OF SUITCASE T SONPAE
170,A BASEBALL PLAYER BOBBLE HEAD NEXT TO TWO COMPUTER MONITORS ON A DESK,A BASEBALL PLAYER OBBLEG HEAD NEXT TO TWO COMPUTER PONITORS ON A ASE
171,A FIELD WITH VARIOUS WILDLIFE AND TREES IN THE BACKGROUND,A FIELD UP AREAS ON SOME LIFE AND TREES IN THE BACKGROUND
172,ZEBRAS AND WORT HOGS LIVING TOGETHER ON THE PLAINS,SOBOS O A A AS AN FURTE EDGOF PARKD IN E BU
173,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES
174,MANY ANIMALS IN A FIELD WITH TREES AND BUSHES IN THE BACKGROUND,TANY ANIMALS IN A FIELD WITH TREES AND BUSHES OF AMATI DO
175,THE GROUP OF ZEBRAS ARE IN THE FIELD,A GROUP OF ZEBRAS ARE IN A FIELD
176,A GROUP OF WOMEN RUNNING AFTER A SOCCER BALL,A PINPY ANICAN WATCH A CAPTIN A SOCCER BALL OF A RED FIELD
177,GIRLS FACE TO A SOCCER BALL DURING A GAME,A CLOSE OO TET JO OT THE BALL N AT
178,YOUNG FEMALES PLAYING SOCCER ON A GREEN SOCCER FIELD,YOUNG FEMALES PLAYING SOCCER ON THE GREENS ON THE FIELD
179,A SOCCER GAME WHERE A GIRL IN WHITE IS DRIBBLING AHEAD OF THE GIRL IN BLUE,E SIXON TAKE  REPAR OR WAT O OF TWO TATS TRAY AT SPECON A FIEL
180,A GROUP OF WOMEN PLAYING A GAME OF SOCCER ON FIELD,A GIRL IS OE TENNI PLAYING A SOCCERR ON  FE
181,A WOMAN IN WHITE SHIRT HOLDING UP A CELLPHONE,FOM IN A WHITE SHIRT WOLKING UP THE SELLPHONE
182,A WOMAN HOLDING A HELLO KITTY PHONE ON HER HANDS,HOLDING A A LIU AN ITH AFAN SOFE
183,A WOMAN HOLDS UP HER PHONE IN FRONT OF HER FACE,A WOMAN POULICES HER PHONE IN FRONT OF A TENS
184,A WOMAN CHECKING HER CELL PHONE WITH A HELLO KITTY CASE,A HORSAN ITIN AN A ROWN COUSE IN A SICIDONT TEKEN WIT A DESTE E
185,THE ASIAN GIRL IS HOLDING HER MISS KITTY PHONE,MAKI SHOWON IO AT A MUST BE A PO
186,A BATHROOM WITH BLUE WALLS AND WHITE TILES,A BATHROOM WITH A FLO AN AN A UP
187,A BATHROOM WITH BLUE AND WHITE WALLS,A STRET  OIN TOWER NAR SINTS AND HIT WALLS
188,AN EMPTY BATHROOM WITH BLUE WALLS ON THE LIGHTS ON,AN EMPTY BATROOM WIT A LOT OF LIGHTS 
189,A WHITE BATHROOM SINK SITTING UNDER A BATHROOM WINDOW,A WHITE BATHROOM SINTON SITTING UNDER A FASHION SPENC
190,A SMALL BATHROOM WITH AN OPEN DESIGN CONCEPT,A SMALL BOX E AN WAT ROS ARE OPEN WITH A FRONT OF CABISOT
191,A PICTURE FOR RENTALS WITH TWO WOMEN WALKING UP TO THEM,A PICTURE OF PROPELICESITS IRING FOR PATS IN EGE OF E S
192,BEACH GOERS SET UP UMBRELLAS NEXT TO RENTAL SIGNS WHILE A COP WATCHES,TO TES AN RABBEGE CASTER BAT IS ON A THOK ON A LA STREET
