Index,Reference,Hypothesis
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH, TEANIS PLAY IN ATTENTIVE UTUTENSIL WHILE THE OTHERS TATCH
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO FRIENDS O PAYING WITH EACH OTHER ON A WII OTAD
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,OITWO IS TABLETIN FO PLAY VANEO GAME T OTHERS RIVE
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF S STANDING IN A ROOM OF SOME OOS
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON, COE LOOK A TO COG AN EACH  TANINO WHILE OTHER A
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A BIRD IS FLYING RIGHT THROUGH A DINING FEAVA
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A PARS WALKING TOGETS WIT OM HAMPETASMENT NEXT TOTO
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,THERES A TIS PAY INSIDE OF THE LANDTAIA
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA, OBER BOTIN OUTTONT OF A PLAG II OF CITY BAK
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A WHITE AND WHITE BIRDS TUF IS ON A A VEGETABLE FILL AND SOME CHEESES
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,BEN TO ANOTHER MALL GE DON PLAY IN ARISNOWA 
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,AN OLD DOG LAYING ON A BED IN A ROVE
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,I EIOU AFFE A LOT OF STRAT ANTE ON
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,A DOG WITH A BARK ARPLANE AS BUSES ON A PILLOW
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,SPAGE DOG IPLAYING ON TOMFORTABLE LAG  A BA
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,A CLOCK SHAPED PINTON ATHLE C
42,A CLOCK THAT LOOKS LIKE AN APPLE A PENGUIN AND A POTTED PLANT,A CLAK THAT LOOKS LIKE AN APPLE TE A PANQUIN AND A FIREPLATE
43,A RED APPLE WITH A CLOCK INSIDE OF IT,A CI BED AS AN ALL BLACK ENTRIN TOP OF
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,AMALONG CLOCK TO THE SAFE WAT AN AIMAS ON ON
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE,A PLASTIC OWL ON THE COCK OF A COD SIRCA SURFACE
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH,ADOR IN TAT BAT EATING  OSNE OS TOAT
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER,FEW PEOPLE ON HORSES RACING TOGETHER
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,AGIRL ONA PAN DELECTED ANTON OF AN OBJECT
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH,THE HORSES ARE FRACING EACH OTHER ALONE RIDING A TRU
50,A BLACK AND WHITE PHOTO OF JOCKEYS RIDING THEIR HORSES,A SAL DARK AND LIGHT POLER IS ON TO IDI EBOSES
51,A PASSENGER TRAIN MOVING DOWN THE TRAIN ON A BRIDGE, CAS ON A FRENTIV SANDLET ANA OVE DIRT
52,A LARGE LONG TRAIN ON A STEEL TRACK,A LARGE BON TRIN IS OIN T E
53,A TRAIN THAT IS ON A RAIL OVER A BRIDGE,A TRAIN THAT IS ON THE RAIL OVER A BRIDGE
54,A TRAIN ON TOP OF AN OVERPASS BRIDGE SET OF TRAIN TRACKS WITH FIELDS ON BOTH SIDE,A TRAIN TON TAKTIVEN GOING DOWN TOG SETI OF TRAIN TRACKS IN  FL TOO
55,TRAIN MOVING ALONG RAISED TRACKS WITH MOUNTAIN IN BACKGROUND,ATRAIN LIXTED ON TRAINS TRACKS WITH MAPON TACKSIN SON
56,A TEDDY BEAR SITTING IN FRONT OF A PILE OF BOXES,KITEAIR FONAIN FO AT A IE O
57,A TEDDY BEAR NEXT TO FOUR BOXES ON THE FLOOR,A TEDDY BEAR NEXT TO FOUR BOXES ON FAR
58,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF MANY BOXES,LITTE TEDDY BEAR SITTING IN THE SOU OF A SA ONDEP
59,A TEDDY BEAR IS SITTING IN FRONT A GROUP OF BOXES,ATEDDY BEAR SITTING IN FRONT OF A DOPI BOX IN A SINKWAY
60,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES,A ENTA TRUCK SITING EXT TO SOME BOXES
61,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVE,AOF LAR BUSIN IN FRONT OF A PANE OF AA
62,A SEAGULL STANDING NEAR THE OCEAN ON THE SAND,A SEGULL SIGNAZICANAN ANO TEE
63,A SEAGULL STANDING ON THE SAND NEAR THE WATER,A SEAGULL STANDING ON THE SAND OF AN ANIFORM IA
64,THE BIG BIRD IS STANDING ON THE BEACH BY THE WATER,A FRU T A MAN BA ON A STANDWID AN  IT BY
65,A SEAGULL STANDING ON THE SAND OF A BEACH,A SEAGUS STANDING ON THE SIDE OF A WALKEBACH
66,A BUS FULL OF HAPPY TOURISTS DRIVES DOWN THE STREET,A BUST FULL OF ACKAG ITAGRIES T OUN IN AT
67,DOUBLE DECKER BUS WITH PEOPLE ON THE TOP FLOOR ON ROAD,A WHITE OWN BOX  SICE WITH A COFE TABLE ONTOA EDTOS
68,A DOUBLE DECKER BUS WITH PEOPLE WAVING FROM THE TOP,A DOUBLE DESKER BUS PICNATES O HI GROUP OF P
69,A DOUBLE DECKER BUS DRIVING DOWN A STREET,A DOUBLE DECKER BUS DRIVING DOWN A STREET
70,RED DOUBLE DECKER BUS WITH PEOPLE STANDING ON TOP,RED OUBLEDETED BUS WITH A STANTS ON TOP
71,A MAN LEANING HIS MOUTH DOWN TO A PLATE THAT HAS A SANDWICH ON IT AND A BLUE WATER BOTTLE BEHIND IT,A MASI IT I MOER DOWN THROUGH E RIL PATE  EOP Y SOME WATER
72,A MAN TAKING A BITE OF A SANDWICH WITHOUT USING HIS HANDS,A MAN TAKING A LOT OF ASSANWICH COTINS IN DESERT OF AXION CNTEREA
73,A MAN EATING A SANDWICH OFF OF A WHITE PLATE,AMANE ING SANDWICH TIPE ON A WHITE PLATE WITH ONFI
74,A SMILING GUY STICKING HIS FACE NEAR A BIG SANDWICH,A SMILING GUY SITTSING HIS FACE NEAR A TE SANDWICHS
75,WITHOUT USING HANDS A MAN TRIES TO BITE A PAIR OF SANDWICHES, IVERAMS AN TIL TIS AOLECTRDASED ON WHITE AND PILES OF SAFE DUSTRIS ON
76,A HUSKY STANDS BY AS A SKIER STANDS THERE,A PESSAME STANDS BAT PAS JELICED AND TRA
77,A PERSON ON SOME SKIS AND A DOG IN THE SNOW,FIV A FERSON ON SOME SKISAED OIN ON SURFI OF TODE
78,A MAN ON SKIS WITH A DOG NEXT TO HIM,A MAN ON I SKIS F A DIMONT NEXT TO A NIS
79,A MAN ON SNOW SKIS WITH HIS DOG, A E IN E STIKS AN SOES TO TE OTER
80,A PERSON RIDING SKIS ON TOP OF A SNOW COVERED SLOPE NEAR A DOG,A PERSON ONA SKI ON TOP OF A SNOW COVERED SLOPE NEAR A COUNTAIN
81,A GIRAFFE REACHING UP TO SOME TREE BRANCHES,AR RAFF OF TER ARE CAZING AN VISAR
82,A GIRAFFE STANDING UNDER A LEAF FILLED TREE,A GIRAFFE SIIN WITH WHITE COS IN FRONT OF A TRAK IN I
83,THE GIRAFFE EXTENDS UPWARD WHILE EATING FROM THE BRANCHES OF A TREE,A TRAFFIXAN WARD MILE ATING BEHIND THE BRANCHES OF THA TREE
84,A GIRAFFE THAT IS STANDING IN THE GRASS,A ALL GIRAFFES THAT IS STANDIN SOME GIRAFFES EN E FIELD
85,A TALL GIRAFFE STRETCHES TO REACH HIGH LEAVES ON A TREE,A TALLER GIRAFFE STRETCHED T A BEACH HIGH AROVE A TOLTR
86,THE PALACE OF WESTMINSTER FEATURING ELIZABETH TOWER THAT HOLDS BIG BEN,A PAOF  SAPERTED ON I CHAIR ERIOR EASON A ASALIYSI WITH A CAKE BAD
87,A BRIDGE NEXT TO A TALL BUILDING AND THE BIG BEN TOWER,AGGRITE NEXT TO A TALL FOOD WITH ANNCONPE CONTAN IN AVRG
88,A CASTLE IS SHOWN ON THE WATER NEXT TO A BRIDGE,A CASSEME IT SHOWI MOV LATER NEXT TO A LADGE
89,AN OLD CLOCK TOWER STANDS NEAR A BRIDGE AND OTHER LARGE OLD MEDIEVAL TYPE STRUCTURES,AN OLD CLOCK TOWE TER NEAR A NTHE DEPE RIT ATCHN
90,THE BIG BEN CLOCK TOWER TOWERING OVER THE CITY OF LONDON,A BIG BAN CLOCK TOWN REDS I TOWERING OV E CITY OF BUILDING TOW
91,MAN RELAXING NEAR A TRAIL CLOSED SIGN ON THE GROUND,A MANLY LANSINTG NER A TUNG O TAND ON A TOILET ON OF ITEL
92,A MAN SITTING ON A WALL NEXT TO WATER NEXT TO A BARRIER,I IS A MAN SITTING ON A WOCK NEXT TOME WATER NEXT TTO A FARRA
93,A MAN WITH HIS SHIRT OFF SITTING BY THE SHORELINE SUNNING HIMSELF,ASAND WITH A SHIRT ON SITTING BY A SHR RIDE SIN A ESI
94,A SIGN LAYING ON A LUSH GREEN FIELD NEAR A BODY OF WATER,A SIZE LAYING ON ETUCE CREEN TEELERS IND A PLATIO BENDOM
95,A MAN WHO IS SITTING DOWN NEXT TO A BODY OF WATER,A BARTBA SITTING AT THE RESIDENT OUCH TO BODY OF WATER
96,A PHOTO TAKEN FROM A CAR LOOKING AT A SKATEBOARDER ON THE SIDE OF THE ROAD,A HERD OF HAKE PAN OF A DOG WITH PEOPE SANING A WILE THE SIDE OF THE ROD
97,A ROAD FILLED WITH CARS IN A DESERT,A ROW OF PRETE NEX CORS ON A DES CLO
98,A MAN WALKING DOWN A STREET NEXT TO A ROAD FILLED WITH CARS,IS TEWOEN O E STREE TUSTALER A FRONT O HILDERS BOTTE STACSON A SA
99,VIEW FROM INSIDE OF A CAR OF CARS ON ROAD AND A MAN ON THE SIDE OF THE ROAD,NPAN SIDING A CAR WIT A CARS NA ID IN A MIEL ON THE SIDE OF THE ROAD
100,MAN RIDING A SKATE BOARD TOWARDS THE TRAFFIC ON A TWO LANE ROADWAY,A MAN RIDING A SKATEPARK PERCHING A TRAFFIC ON IS BELINDROAD BY A PURFING ELEPHANT
101,A GROUP OF PEOPLE GATHERED AROUND A TABLE FILLED WITH FOOD,A PLE OF DIFFERENT  PLITEPOPAPETER HUNDING I HOT O IS O APPOACH
102,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE AROUND IT,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEAPLE AROUND IT
103,PEOPLE ARE LINED UP ALONG A LONG PICNIC TABLE,PEOPLE LAK LINED UP ND AN TRAFT ALONG PICNIC TABLE
104,GATHERING OF PEOPLE DISHING OUT FOOD SET ON A LONG TABLE WITH CHECKERED TABLECLOTH,AATROOM BILKING IAN OUT OUIT ON THE WALL FUNITIONAL AGRE ACCESSORS IA TCLOCK
105,A GROUP OF PEOPLE EATING FOOD AT AN OUTDOOR PICINIC,AEDCAER WAR ATING KIRS AT HIS OUTDOOR COKN ETRO
106,A CAT LAYING ON A TOILET SEAT WITH ITS PAWS INSIDE,TWOTWO CATS AIN AN A TOILET IT A BAL O
107,A BLACK AND GRAY CAT IS SITTING ON A TOILET,A LACK AND GREY CAT IS SAT WINGH AN OTLOTD HOT DOG
108,A CAT SITTING ON THE EDGE OF THE TOILET LOOKING TOWARD THE OPEN BATHROOM DOOR,A CAT SITTING ON THE ED OF TE TA IT ONTOPITOFBI
109,A CAT SITS ON THE EDGE OF A TOILET,A SWINGS IT A COW CAT O SITING FRON HED IN  YON
110,A CAT IS LAYING ON A TOILET SEAT,BOKEN CARS OUTFLIIN INT OF ICE FEEL
111,A CAT SITS ON TOP OF A TOILET BOWL,A BICE AT IS PARKED BYON A A TOLET KI
112,A SMALL CAT SITS PERCHED ON THE BACK OF A TOILET,A TIM HATET PERCH ON A BAK OF A FAR WIT TE
113,A CAT SITTING ON THE BACK OF A TOILET BOWL WITH NO TANK,A CAT STAND THE BACK OF A TELEPHONE WITH THE OCEN MAN OTHERS
114,A SMALL CAT SITS ON TOP OF A WHITE TOILET MISSING ITS SEAT IN A BATHROOM, SMALL TAG SITS ONTOP OF A WHITE TOILET ROASTING AN CI BATHROOM
115,A CAT SITTING ON A TOILET IN A BATHROOM,A  GUYS OAR ON A SHIRT ABOT  INE SI
116,AN ANGLED SHOT OF A FULLY STOCKED KITCHEN WITH WOODEN CABINETS,A II COUNTERTOP OF SINS ONA A DISPLAYAN CAP
117,AN OPEN KITCHEN IS SHOWN WITH LIGHT BROWN CABINETS,A AR POFFI TAKES MISS O I FIGHT ON TE AD
118,SOME WOOD CABINETS IN A LARGE HOME KITCHEN,I GN ATIS ARMOER TAKEN ON HE KITCHEN
119,A KITCHEN WITH A SINK DISHWASHER AND MICROWAVE OVEE,A KITCHEN SINKIN OEDICIA STROVEO  AVIN ERWIT A BASEBALL
120,A KITCHEN FILLED WITH WOODEN CABINETS AND A MICROWAVE OVEN,A KITCHEN TELT DISPLAYING CABIS AN SUPPLIAN BODAN OPEN
121,A BUNCH OF FRUIT SITS IN FRONT OF A PORTRAIT,MANA ATII AAA SITS IN FRONT OF ELECTROFFIC SA
122,SOME ART WORK WITH A MAN WITH A HAT ON AND SOME FRUIT IN A BOWL,SOME HARWORKT A MAN WITH A HAT ON AS ON YOTHER ANIMAL
123,A PAINTING OF A MAN SMILING BEHIND A TABLE WITH FRUIT,PAINTING OF A MAN SMILES BEHIND A TADWEY INFODED TAG
124,A PAINTING OF A BOWL OF FRUIT SITTING IN FRONT OF ANOTHER PAINTING,ANOONA TOLE CONTETE I WITH RADCOLOR  ON E NIGHT
125,THIS IS A STILL LIFE OF FRUIT AND AN OLD MAN,A STIESS AND STILL LIT OR FOOD AND II
126,A LITTLE GIRL IS HOLDING ON TO A HAIR BRUSH,A LITTLE GIRL IS HOLDING A ANTOO WAC ENE WAER
127,A BABY GIRL IS HOLDING A PINK BRUSH AS SHE SCRATCHES HER HEAD,A BABY GIRL IS IN A FEW PINK BRAST WITH A SPAT ON HER HEAD
128,A YOUNG GIRL COMBING HER HAIR WITH A PINK COMB,ORGIS TIZE ON GIRLS TEINGS ARCACED 
129,A GIRL GRABS HER HAIR AND HOLDS ONTO HER HAIRBRUSH,GIR PLASTI HAN INSON PAKING A BOLL
130,THE YOUNG GIRL IS BRUSHING HER HAIR,YOUNG GIRL IS BRUSHING  HER AIR META
131,TWO BABIES SITTING ON THEIR POTTIES IN THE BATHROOM,A CISON MADE  SILFY RALER HORSES ON CATE ON IN TECA
132,TWO NAKED BABIES ON TRAINING TOILETS IN A BATHROOM,TWO NANKED BABIES WITH PLIES OF TOILUTS IN SA BATGND
133,A SET OF TWINS WHO ARE TAKING A BATH,A SET OF TIS  TE TAKLE STADIN TO OLIR ONE ON A LITON
134,A COUPLE OF LITTLE GIRLS SITTING NEXT TO EACH OTHER IN A BATHROOM,A GOU COUPLE OF WORK O SANKING NEXT TO EACH OTHER ON A SO CAR ATESO
135,TWO CHILDREN ARE PRACTICING USING THE POTTY NEXT TO EACH OTHER,LITE OF CHODA BIT ANI IER OAA ITAL SAT
136,A MAN IN A WET SUIT RIDING A WAVE ON A SURF BOARD,A GOUP OFO APANS ON RIDING WOVE  SURF IN THE WAVE
137,THERE IS A MALE SURFER THAT IS RIDING IN THE WAVE,A OPARGO MAL SURFER MEN DRIV INTO E WAVER
138,A MAN ON A SURF BOARD RIDES A WAVE,A MAN ON A SURFBOARD A RIN WAVIIM
139,A SURFER IN THE OCEAN ON THE CREST OF A WAVE,A SURFER IN THE OCEAN ON ER PASSI THE WAVES
140,A MAN THAT IS ON A SURFBOARD IN THE WATER,A MAN AN A SAN SIT BY A TE SI
141,A TEDDY BEAR SITS BY A KEYBOARDS AND MICROPHONE,TEDDY BEAR SITS BY ATIDEOL TRAY OF EQUICMENT
142,STUFFED BEAR WEARING GLASSES WITH ELECTRONIC AUDIO EQUIPMENT,STUFFD DISTANCE AN ELECTROD OF A BUSBIING OTES FOR PERSON
143,A TEDDY BEAR THAT IS DRESS IN GLASSES AND IS LISTENING TO AN IPOD,PITE BACKRO WITH  TADRAT STAN I BUSINESS  ITVIE OF AN ORTAN ELEPHANT
144,A VERY CUTE TEDDY BEAR WITH GLASSES AND SOME ITEMS,A PERPEN IN ZO A LIDI I AON FO ESA
145,A STUFFED BEAR A KEYBOARD AN IPOD AND MICROPHONE,A STUFFED BEAR ON SUP WATER ANSIDE BOTANIMIZIN WITH A TUP
146,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS A FIREPLACE,A DINNER TABLE RAT FOUR CHAIRS TO POTTED PLANTS AND A PIRE PACE
147,A DINING ROOM WITH SOME PLANTS ARE SEEN,BANANA EMAN WITH SOME PLANTS ANOR SILLING OF PITE
148,A FIREPLACE AND DINING TABLE IN A DINING ROOM,AD OI A AS RE CUDLES ON IT
149,A WOODEN TABLE WITH FOUR WOODEN CHAIRS IN FRONT OF TWO WINDOWS,A WMAN TANBLING INH A CLOWNRDEN CHAIRS REFRECTING AN AVICIT
150,A ROOM WITH PLANTS ON LITTLE TABLES BY THE WINDOWS,A YOUNG PIR TANN AN A LITTLE COR WITH ANS OF IKER RESTAURANT
151,A STATUE DEPICTING A BEAR BREAKING INTO A CAR,A STATUE HOLDING A BEAR BRICKLIN TO TE OP OF HIS BOG
152,A MAN POSES WITH A PICTURE OF A BEAR AND A CAR,A FLARS A VANSA BENSES SOK A PICTURES OF A  AN A ALTA
153,A STATUE OF A BEAR ON A CAR USED AS A WARNING ABOUT THE BEARS, SOLALANE OVEA MOUT ONE STAR CORNER OF A LAR DRESSE
154,YES BEARS CAN RIP OPEN CARS AND HURT THE OCCUPANTS,A CAS BEARS HAN WITH OPEN CARS EDIBRECTLY ON THE FENCE
155,A STATUE OF A LARGE BROWN BEAR TEARING OFF A CARS DOOR,STATUES OF A LARGE COGRATED ARAFE AR IN THE WATER
156,TWO MEN JUMPING UP TO HEAD A SOCCER BALL,ELECTORIER PLANE DRIVING ON TIT AT A TOCCEROR
157,A CLOSE UP OF TWO PEOPLE PLAYING SOCCER,A CUTO MEE BEACH PLAYING A SOUERS O FO
158,SOCCER PLAYERS TRY TO GAIN POSSESSION OF THE BALL,A SOCCER  PLANS TRIED TO WUN AN SECSION OF A A
159,A MAN HITTING A SOCCER BALL WITH HIS HEAD,A MAN EEDING A SOCCER BALL AT A KISDAN
160,TWO OPPONENTS ARE PLAYING DURING A SOCCOR GAME,TO BUNYS APELATING A PLACE  SOCCER SHIRT A OI
161,WE SEE A DOUBLE DECKER BUS WIT A COMPARTMENT IN THE SIDE,A SIISNAPLIT ADVERTISE TASBON STARAN AE SINE
162,A DOUBLEDECKER BUS TURNED IN TO A TRAVELING SHOWCASE FOR A UNIVERSITY,A DOUBLE DECKER BUS TURNED INTO A PEPARATIO CASE RIN CUS
163,A DOUBLE DECKER BUS SITTING ON A GREEN FIELD,A BOUPL OF ECKERPLE ARE SITTING ON A GREEN FIELD 
164,A DOUBLEDECKER BUS IS PARKED IN A LARGE FIELD,SEVERAL DOUPLE BOXES NEXT TO A COUCHD NEXT TO HIM
165,A NORTHUMBRIA BUS IS PARKED IN A FIELD,IS SPARKE O STREE AT LASS IT A PARKD ON NONE E
166,A DESK WITH TWO COMPUTER SCREENS AND A CECIL COOPER BOBBLE HEAD,A DESKROIM WITH TWO COMMUTER SCREENS ASSITE POPER BOTHING ON IT
167,A CLOSE OF A BOBBLE HEAD DOLL WITH A COMPUTER IN THE BACKGROUND,A CLOCK ENTON OF AVRAC HI DOS A SHIRPIN AVANA
168,A BOBBLE HEAD BASEBALL FIGURINE ON A DESK,MOTERHIDE PLAYS MOSTLY GRIZZY BEAR IT DESK
169,A BOBBLE HEAD IS SHOWN NEXT TO COMPUTER SCREENS,A BATHROTUB IS SHOWN NEXT TO THE TOTOSYL IS A OVNOET
170,A BASEBALL PLAYER BOBBLE HEAD NEXT TO TWO COMPUTER MONITORS ON A DESK,A BASEBALL PLAYER BOTE HEAD NEXT TO COMPUTE MONITORS ON A ESTENT
171,A FIELD WITH VARIOUS WILDLIFE AND TREES IN THE BACKGROUND,A FIELD WITH VARIOUS LALL WIT AND TREES IN THE BRACKGROUND
172,ZEBRAS AND WORT HOGS LIVING TOGETHER ON THE PLAINS,A SINAO DYIN OE FOD O THE SIDE OF A RAD
173,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES,ADORTA GROUP OF ZEBRAS IN A FIELD BY SOME TREES
174,MANY ANIMALS IN A FIELD WITH TREES AND BUSHES IN THE BACKGROUND,MANY ANIAISEN FEW LARGE AREENAN BUSHES IN THE BACKGROUND
175,THE GROUP OF ZEBRAS ARE IN THE FIELD,LITTLE GERP OF ZEBRA ARIG IN A FIELD
176,A GROUP OF WOMEN RUNNING AFTER A SOCCER BALL,A GROUP OF MOMEN RUNNING AFTER A SOCCER BALL
177,GIRLS FACE TO A SOCCER BALL DURING A GAME,A BOAT IS NANET TO FRI DOS AND SEVERAL ASTO
178,YOUNG FEMALES PLAYING SOCCER ON A GREEN SOCCER FIELD,YOUNG FIEBALS AN SOCCER ON A BREAC FOM A JAN
179,A SOCCER GAME WHERE A GIRL IN WHITE IS DRIBBLING AHEAD OF THE GIRL IN BLUE,A WOSECTER GEN PARKEDA LATER O A ANRAP WITH TRU VAN IAN OECTERTECTMENT INRADA
180,A GROUP OF WOMEN PLAYING A GAME OF SOCCER ON FIELD,A GROUP OF MEN OLIKINGS ON GROUND IN A EA BEDRAN
181,A WOMAN IN WHITE SHIRT HOLDING UP A CELLPHONE,OMON MITE A WHITE SHIRVS A A FRITA SOCE
182,A WOMAN HOLDING A HELLO KITTY PHONE ON HER HANDS,A WOMAN SATTING ON TABLE ON I O I  E SIZ
183,A WOMAN HOLDS UP HER PHONE IN FRONT OF HER FACE,A WOMAN HOLDS HER PHONE IN FRO HER VINTS
184,A WOMAN CHECKING HER CELL PHONE WITH A HELLO KITTY CASE,AWOMAN SATRAFFIC HER CELL ONER WITH A TENSK ISLAN ETIT
185,THE ASIAN GIRL IS HOLDING HER MISS KITTY PHONE,AN ASIAN I  A RABPER I KIT ON E BOT
186,A BATHROOM WITH BLUE WALLS AND WHITE TILES,A VERGIMBATE I TO ANNI OIN A RIE
187,A BATHROOM WITH BLUE AND WHITE WALLS,LUGGAGE HASA ATBEVER TE WIDGE INICALE STOW
188,AN EMPTY BATHROOM WITH BLUE WALLS ON THE LIGHTS ON,AN EMPTY LARTO TUK WITH BATE LIE STORI
189,A WHITE BATHROOM SINK SITTING UNDER A BATHROOM WINDOW,THERE IS A WHITE CRAFTTOVER SAN SITTING UNDER A BATHDOOR
190,A SMALL BATHROOM WITH AN OPEN DESIGN CONCEPT,A SMALL BATHROOM WITH A TOTET OF VECES AN NE  IIN
191,A PICTURE FOR RENTALS WITH TWO WOMEN WALKING UP TO THEM,A PETCH OF PANZES NEXT TO A LIMAGE ELLEF AN BOOKS
192,BEACH GOERS SET UP UMBRELLAS NEXT TO RENTAL SIGNS WHILE A COP WATCHES,CHECKLIT SOME UMBRELLAS ONSTE ON THE SIDE AN THE MON WATCHING
193,A GROUP OF PEOPLE HANDING OUT WITH LAWN CHAIRS UNDER TWO COLORFUL UMBRELLAS,A GROUP OF PEOPLE AND A ELEPHANT  IN E ONTET
194,TWO WOMEN TALK AT A BEACH RENTAL KIOSK,TWO WOMANS AL ADING IN A TRACK OF CUFFING ON SOME COTE BENC
