Index,Reference,Hypothesis
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,AM ALONG COCK ITH A SPAKE LIKE AN APPLE
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE,A PLASTIC APLET AS ORANGE A TABE TURFAS
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH,AHERSON LOOKS DUCK OM THE FINCIN ACOSS A GOAC I
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER,A CROUPLE ON HORSES RACE IN E FIELD
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,TWO PEOPLE WITH BASE TAIR HORSE E ON A EACH 
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH
50,A BLACK AND WHITE PHOTO OF JOCKEYS RIDING THEIR HORSES,A BOLSIN WAY PHOTO OF A TASSENE RIDING IN A HIRAR
51,A PASSENGER TRAIN MOVING DOWN THE TRAIN ON A BRIDGE,A TRACK IT IS IN THEMIV ON THE TREET ON BRIDGE
52,A LARGE LONG TRAIN ON A STEEL TRACK,A LARGE LONG TRACKS IN A BLUE CIRD
53,A TRAIN THAT IS ON A RAIL OVER A BRIDGE,A TTEN THAT IS ON HE RAILROAD GOING OREAR THE TTRACK
54,A TRAIN ON TOP OF AN OVERPASS BRIDGE SET OF TRAIN TRACKS WITH FIELDS ON BOTH SIDE,TRAIN ON TOP OF AN OVERPASS AJECTI OF AMAINTRACK ON FIELD ON BOAT PA
55,TRAIN MOVING ALONG RAISED TRACKS WITH MOUNTAIN IN BACKGROUND,TRAIN MOVING ALONG WAV TRACKS WITH UN IN THE BACKGROUND
56,A TEDDY BEAR SITTING IN FRONT OF A PILE OF BOXES,TIK TEDDY BEARS ARSITTING IN FRONT OF A PILE OF BAT
57,A TEDDY BEAR NEXT TO FOUR BOXES ON THE FLOOR,TA KID IS AN A REXTO FOR A BOX IS SHON TT
58,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF MANY BOXES,A TREDDY BIARD SITTING ON E GOON A FRO BY A SHELF
59,A TEDDY BEAR IS SITTING IN FRONT A GROUP OF BOXES,A TEDDY BEAR IS SITTING IN FRONT OF A BOPEN BASBE
60,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES,AA COUPLE OF TEDDY BEARS SITTING NEXT TO SOME BUCHES
61,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVE,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVY WATER
62,A SEAGULL STANDING NEAR THE OCEAN ON THE SAND,A FOODUL CODIS IN A BOW ON  BRANCH
63,A SEAGULL STANDING ON THE SAND NEAR THE WATER,A SIRANS SING ON TE SIRFIN NEAR HE WATER
64,THE BIG BIRD IS STANDING ON THE BEACH BY THE WATER,THE BIG BIRD IS SIRFING HROUGH A GAT AN
65,A SEAGULL STANDING ON THE SAND OF A BEACH,A SEA GURL SURFING ON THE GRANDOF SOF
66,A BUS FULL OF HAPPY TOURISTS DRIVES DOWN THE STREET,A BUCK PULAR PARKING EEER  ARRIVD TROW TREE
67,DOUBLE DECKER BUS WITH PEOPLE ON THE TOP FLOOR ON ROAD,DOUBLE DUCKER BUS WITH PEOPLE ON THE PASK RAIL OF HE ROAD
68,A DOUBLE DECKER BUS WITH PEOPLE WAVING FROM THE TOP,A DOUBLE DECKER BUS IS WITH THE LENER OFE TOP
69,A DOUBLE DECKER BUS DRIVING DOWN A STREET,A DOUBLE DECKER BUS DRIVING DOWN THE STREET
70,RED DOUBLE DECKER BUS WITH PEOPLE STANDING ON TOP,RED DOUBLE DECKER BUS IS PINTIT STANDING ON THE PAK
71,A MAN LEANING HIS MOUTH DOWN TO A PLATE THAT HAS A SANDWICH ON IT AND A BLUE WATER BOTTLE BEHIND IT,A MAN EALING A WOLL OWN CISAK WITH A PANOF ONT KEN WATE A
72,A MAN TAKING A BITE OF A SANDWICH WITHOUT USING HIS HANDS,A MAN COOKING A BOTTE OF DIFFENCE ITOUT USING HIS COUNTER
73,A MAN EATING A SANDWICH OFF OF A WHITE PLATE,A MAN EATING A SADIN CIPE OF A WHITE CAKE
74,A SMILING GUY STICKING HIS FACE NEAR A BIG SANDWICH,A PINE OF GUYS EATIN A PAKE FOR A I SANDWICH
75,WITHOUT USING HANDS A MAN TRIES TO BITE A PAIR OF SANDWICHES,WITHOUT USING HAND AN OUTSIZE AND BITE OF MEAR SRANDWICH
76,A HUSKY STANDS BY AS A SKIER STANDS THERE,A HIKEY STANDS BY AS I TE KIER SNOWN
77,A PERSON ON SOME SKIS AND A DOG IN THE SNOW,A PERSON ON TWOE SKIS AND A DOG IN THE SNOWBA
78,A MAN ON SKIS WITH A DOG NEXT TO HIM,A MAN ON SKIS WITH A DOG NEXT TO HIMTREE
79,A MAN ON SNOW SKIS WITH HIS DOG,A MAN IN THE SNOW SKIING TOH A POPE
80,A PERSON RIDING SKIS ON TOP OF A SNOW COVERED SLOPE NEAR A DOG,A PERSON RIDING SITTS ON TOP OF A SNOW COVERED SLOPE NEAR BODY
81,A GIRAFFE REACHING UP TO SOME TREE BRANCHES,A GIRAFFE EATSING UPEENXT TO A BREN TREE
82,A GIRAFFE STANDING UNDER A LEAF FILLED TREE,A GIRAFFE STANDING INTE BREE FORESTTE
83,THE GIRAFFE EXTENDS UPWARD WHILE EATING FROM THE BRANCHES OF A TREE,A GIRAFFE IS STANDING A BORDS WHILE LEANING ON THE BRANCH WITH YELLOW TREES
84,A GIRAFFE THAT IS STANDING IN THE GRASS,A GIRAFFE THAT IS STANDING IN THE GRASS
85,A TALL GIRAFFE STRETCHES TO REACH HIGH LEAVES ON A TREE,A TALL GIRAFFES TRETCD ES  HIGH LEAVES ON HE TA
86,THE PALACE OF WESTMINSTER FEATURING ELIZABETH TOWER THAT HOLDS BIG BEN,THE PALLOPS O FRUNTH OITER EACH GREEN DILIGIGE OF E TOWER THAT HOLD ISHAR
87,A BRIDGE NEXT TO A TALL BUILDING AND THE BIG BEN TOWER,BRE IN ON A TALL BUILDING IN GEAR AN GRAN COWN
88,A CASTLE IS SHOWN ON THE WATER NEXT TO A BRIDGE,A CROSSER IS SHOWN ON THE BATE NEXT TO A BRIDGE
89,AN OLD CLOCK TOWER STANDS NEAR A BRIDGE AND OTHER LARGE OLD MEDIEVAL TYPE STRUCTURES,AN OLD CLOCK TOWER STANDS NEAR A POOL OF OTHER LARGE OD VESEBLE TYTE STRUCTUN
90,THE BIG BEN CLOCK TOWER TOWERING OVER THE CITY OF LONDON,BIG BASE CLALK TOWER AW IN  E CITY ALEVA
91,MAN RELAXING NEAR A TRAIL CLOSED SIGN ON THE GROUND,OLT REST OF NIT CROSS BIRD TROWNING ON THE GROUND
92,A MAN SITTING ON A WALL NEXT TO WATER NEXT TO A BARRIER,A MAN SITDING ON A WALL NEXT TOM WATER IN A DRICK
93,A MAN WITH HIS SHIRT OFF SITTING BY THE SHORELINE SUNNING HIMSELF,A MAN WITH A CHIRP SITTING BY HI SHILF ON A FINWAK
94,A SIGN LAYING ON A LUSH GREEN FIELD NEAR A BODY OF WATER,A SIGN LAYN ON NEXT TO A FIELD OF PIK WHITE
95,A MAN WHO IS SITTING DOWN NEXT TO A BODY OF WATER,A MAN WHO IS SITTING TONDING NEXT TO A BODY OF WATER
96,A PHOTO TAKEN FROM A CAR LOOKING AT A SKATEBOARDER ON THE SIDE OF THE ROAD,A PHOTOCOOME TRAIN CAR GASEN ON A SKATEBOARDER ON THE FRONT OF THE ROAD
97,A ROAD FILLED WITH CARS IN A DESERT,A ROAD GROUP OF BELLAS IN A BACKN
98,A MAN WALKING DOWN A STREET NEXT TO A ROAD FILLED WITH CARS,AMAN WALKING DOWN THE STREET ONTO A ROAD WILLED WITH CARS ON
99,VIEW FROM INSIDE OF A CAR OF CARS ON ROAD AND A MAN ON THE SIDE OF THE ROAD,OPLE INSIDE OF A CAR T PARS AND ASEN OE AT E TAR
100,MAN RIDING A SKATE BOARD TOWARDS THE TRAFFIC ON A TWO LANE ROADWAY,AMAN RIDING A TIKER TOWARDS THE TRAFFIC ON A CELINGE ROADWAY
101,A GROUP OF PEOPLE GATHERED AROUND A TABLE FILLED WITH FOOD,A FRESK PEOPLE GATHERED AROUND A TABLE OF PATE OF FOOD
102,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE AROUND IT,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE ARRIVEWAY
103,PEOPLE ARE LINED UP ALONG A LONG PICNIC TABLE,FOL ON DON E WOALONG WITH A TIC TABLE
104,GATHERING OF PEOPLE DISHING OUT FOOD SET ON A LONG TABLE WITH CHECKERED TABLECLOTH,GATHERING AN AT OR DRINKIROUT FOOD AR ON THE WALL AND  OLDENECKRT IT ALE IT BAL
105,A GROUP OF PEOPLE EATING FOOD AT AN OUTDOOR PICINIC,A GROUP OF PEOPLE EATING FOOD AT A COUNVER TABLE
106,A CAT LAYING ON A TOILET SEAT WITH ITS PAWS INSIDE,A CAT LAYING ON A TOILET SHEETAN A  TOG IN A TRUS
107,A BLACK AND GRAY CAT IS SITTING ON A TOILET,A BLACK AND GRAY CAT IS SWITTING ON A TOILET
108,A CAT SITTING ON THE EDGE OF THE TOILET LOOKING TOWARD THE OPEN BATHROOM DOOR,A CAT SITTING OND THE TOS OF TE TOLET OPEN ITO TO THE OPEN BATHROOM DOOR
109,A CAT SITS ON THE EDGE OF A TOILET,A CAT SITS ON THE REDGE OF A TOILET
110,A CAT IS LAYING ON A TOILET SEAT,THE CAT IS LAYING ON A TOILET TOIL
111,A CAT SITS ON TOP OF A TOILET BOWL,A TUT SITTING ON TOP OF A TOILET SIN
112,A SMALL CAT SITS PERCHED ON THE BACK OF A TOILET,A SMALL CAT SITS PACED ON THE BACK OF A TOILET
113,A CAT SITTING ON THE BACK OF A TOILET BOWL WITH NO TANK,A CAT SITTING IN THE BACTHROOM A TOILET BUT WITH A WHITE SINK
114,A SMALL CAT SITS ON TOP OF A WHITE TOILET MISSING ITS SEAT IN A BATHROOM,A SMALL CAT SITS ON TOP OF A WHITE TOILET AND TO IS SINK IN A BATHROOM
115,A CAT SITTING ON A TOILET IN A BATHROOM,A CAT SWING ON A TOILET IN A WATROOM
116,AN ANGLED SHOT OF A FULLY STOCKED KITCHEN WITH WOODEN CABINETS,A TANGLE SHOCK COSE THOP OF NAR COMUTERIN CABINETS
117,AN OPEN KITCHEN IS SHOWN WITH LIGHT BROWN CABINETS,AN OPEN KITCHEN IS SHOWN WITH BIKES ON THE COUNTER
118,SOME WOOD CABINETS IN A LARGE HOME KITCHEN,TI RIT CABIN IN A LARGE CLEAN KITCHEN
119,A KITCHEN WITH A SINK DISHWASHER AND MICROWAVE OVEE,A KITCHEN SINIC DISHMATON AND METOWADE OVEN
120,A KITCHEN FILLED WITH WOODEN CABINETS AND A MICROWAVE OVEN,A KITCHEN SERVED WITH SITTING ONET IN A IS A DEKROOM
121,A BUNCH OF FRUIT SITS IN FRONT OF A PORTRAIT,A BOCH OF FRUIT SITS AND A BUNCH OF FORK
122,SOME ART WORK WITH A MAN WITH A HAT ON AND SOME FRUIT IN A BOWL,SOME ARTWORK OF A MAN WITH A HAT ON AND OM TASINABLE
123,A PAINTING OF A MAN SMILING BEHIND A TABLE WITH FRUIT,A PANTEN OF A KNINE TOES ON PPIE A TABLE AN FOOD
124,A PAINTING OF A BOWL OF FRUIT SITTING IN FRONT OF ANOTHER PAINTING,A PATE OF A BOWL OF FRUIT SITTING IN FRONT OF A METOL TABLE
125,THIS IS A STILL LIFE OF FRUIT AND AN OLD MAN,THIS FOOD IS VERY LIKE A WHITE AND ABU LAN
126,A LITTLE GIRL IS HOLDING ON TO A HAIR BRUSH,HE LITTLE BOY IS HOLDING ON  TO HIT A BALL
127,A BABY GIRL IS HOLDING A PINK BRUSH AS SHE SCRATCHES HER HEAD,A ANFY GIRL IS POSIING AN   AR TE SIRSER
128,A YOUNG GIRL COMBING HER HAIR WITH A PINK COMB,A YOUNG GIRL HOLDING HER HAIR WITHA TENNIS PHONE
129,A GIRL GRABS HER HAIR AND HOLDS ONTO HER HAIRBRUSH,A GIRL RESSING AN O O E AO
130,THE YOUNG GIRL IS BRUSHING HER HAIR,THE YOUNG GIRL IS TROUCHING HER BORD
131,TWO BABIES SITTING ON THEIR POTTIES IN THE BATHROOM,TWO WOMEN SITTING ON THEIR TAR EUATING A BOL IN THEM
132,TWO NAKED BABIES ON TRAINING TOILETS IN A BATHROOM,TWO LATTY BABIES ON DRINKING BOLS IN A BATHROOM
133,A SET OF TWINS WHO ARE TAKING A BATH,A KETTY POS POIN A KIN AT
134,A COUPLE OF LITTLE GIRLS SITTING NEXT TO EACH OTHER IN A BATHROOM,A COUPLE OF LITTLES ARES SITTING NEXT TO EACH OTHER IN A BATHROOM
135,TWO CHILDREN ARE PRACTICING USING THE POTTY NEXT TO EACH OTHER,TWO CHILDREN AT TETATON WITTIN TO TOL T EACH OTHER
136,A MAN IN A WET SUIT RIDING A WAVE ON A SURF BOARD,A MAN WON SUKUT RIDING AWORD ON A SURFBOARD
137,THERE IS A MALE SURFER THAT IS RIDING IN THE WAVE,THERE IS A LONG SURFER THAT IS RIDING THROUGH THE WAVE
138,A MAN ON A SURF BOARD RIDES A WAVE,A MAN ON A SURFBOARD RIDES WIWV
139,A SURFER IN THE OCEAN ON THE CREST OF A WAVE,ASURFER IN THE OCEAN IS E CURFON A WAVE
140,A MAN THAT IS ON A SURFBOARD IN THE WATER,A MAN WHIT IS ON A SURFBOARD IN THE WATERPAT
141,A TEDDY BEAR SITS BY A KEYBOARDS AND MICROPHONE,A TEDDY BEAR SITS A POLL TWO BEARS AND A MITOPONE
142,STUFFED BEAR WEARING GLASSES WITH ELECTRONIC AUDIO EQUIPMENT,STUFFED  BEAR WEARING RY IT WITH A RED BOTE OF WATO WOTE
143,A TEDDY BEAR THAT IS DRESS IN GLASSES AND IS LISTENING TO AN IPOD,A TEDDY BEAR WIA CAKE DRESSED IN GASET IN CORTOR GLASSES
144,A VERY CUTE TEDDY BEAR WITH GLASSES AND SOME ITEMS,A GEN PIK OR COMPUTER WITH WATECISIONAL SEND IPE
145,A STUFFED BEAR A KEYBOARD AN IPOD AND MICROPHONE,A STUFFED BEAR AND BEER IN HIGH GLOVS AND A MICROONE
146,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS A FIREPLACE,A DINNER TABLE WITH FOUR CHAIRS TWOPOTTED PLANTS AND A POTTED WARTO
147,A DINING ROOM WITH SOME PLANTS ARE SEEN,A DINING ROOM WITH SOME PLIANTS ARE SEATIN  LIT  FA GARDEN
148,A FIREPLACE AND DINING TABLE IN A DINING ROOM,A FIRE PANGE IS BI KITCHEN IN A DIVING ROOM
149,A WOODEN TABLE WITH FOUR WOODEN CHAIRS IN FRONT OF TWO WINDOWS,A WOODEN TABLE WITH FOURN WOODEN CHAIRS AND ONTATEN WOW
150,A ROOM WITH PLANTS ON LITTLE TABLES BY THE WINDOWS,ABLE WITH LANT OND A LITTLE TABLE INSIDE A WINDOWBE
151,A STATUE DEPICTING A BEAR BREAKING INTO A CAR,THE STATUE DEPICKING A BEAROR BREAKING MAGET
152,A MAN POSES WITH A PICTURE OF A BEAR AND A CAR,A MAN PASES WITH A PICTURE OF A BURGESE AND A CAR
153,A STATUE OF A BEAR ON A CAR USED AS A WARNING ABOUT THE BEARS,A TICKE UP AT HE DOOR ON A SIDE WHICH IS ALONIN ABOVE AIR
154,YES BEARS CAN RIP OPEN CARS AND HURT THE OCCUPANTS,RED BEARS PEN RIP OPEN CAR AND HERTIN BELONTES
155,A STATUE OF A LARGE BROWN BEAR TEARING OFF A CARS DOOR,ASTATUE OF A LARGE GREEN BOAT VERY SMALL ITH A CAR DOORS
156,TWO MEN JUMPING UP TO HEAD A SOCCER BALL,TWOEN TLANG POSING NEXT TO A LEATER SOCKER BOT
157,A CLOSE UP OF TWO PEOPLE PLAYING SOCCER,A PIRC WITH O FRISBEE HOLD ONING A RACKETPI
158,SOCCER PLAYERS TRY TO GAIN POSSESSION OF THE BALL,SOCCER PLAYER WITH A PRIDE TE GAME POSSESSION OF TIBE CA
159,A MAN HITTING A SOCCER BALL WITH HIS HEAD,A MAN HITTING A SOCCER BALL WITH HIS HEAD
160,TWO OPPONENTS ARE PLAYING DURING A SOCCOR GAME,O REFONESPAR PALLING DURING A SOCCER GAME ERAT
161,WE SEE A DOUBLE DECKER BUS WIT A COMPARTMENT IN THE SIDE,A TLUE DOUBLE DECKER BUS WIT A HUNG ON THE SID
162,A DOUBLEDECKER BUS TURNED IN TO A TRAVELING SHOWCASE FOR A UNIVERSITY,A DOUBLE DECKER BUS UN BENCH IS TRAVELING THROUGH A PARG
163,A DOUBLE DECKER BUS SITTING ON A GREEN FIELD,A COUPLE OF SOR BUSES AN ON E OE ROAD
164,A DOUBLEDECKER BUS IS PARKED IN A LARGE FIELD,A DOUBLE DECKER BUS IS PARKED IN A LARGE FIEL
165,A NORTHUMBRIA BUS IS PARKED IN A FIELD,A BUS OP FULL OF BUSIS PARKED ON A TR
166,A DESK WITH TWO COMPUTER SCREENS AND A CECIL COOPER BOBBLE HEAD,A DESKPOIN WITH TWO COMPUTER POTINGE BANES AND HER PAPER BOTTLE ON I
167,A CLOSE OF A BOBBLE HEAD DOLL WITH A COMPUTER IN THE BACKGROUND,A CLOSE OF A GROBBER HEAD DOG WITH A COMPUTERS BACKGROUND
168,A BOBBLE HEAD BASEBALL FIGURINE ON A DESK,A FATER HEAS BAD PRUSSER AN WI IN A DESKROM
169,A BOBBLE HEAD IS SHOWN NEXT TO COMPUTER SCREENS,A BOXO PHOTITAN IT A COMPUTER  INTE STOE
170,A BASEBALL PLAYER BOBBLE HEAD NEXT TO TWO COMPUTER MONITORS ON A DESK,A BASEBALL PLAYER WITH ON THEIR HEAD AND  SWO COMPUTER MONITORS IN THE DESK
171,A FIELD WITH VARIOUS WILDLIFE AND TREES IN THE BACKGROUND,A FIELD WITH VARIOUS WAGLONGS AND TREES IN THE BARKGROUND
172,ZEBRAS AND WORT HOGS LIVING TOGETHER ON THE PLAINS,A ZEBRAS ANS UP O STANDING ENT E FIVER ON A FIELD
173,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES
174,MANY ANIMALS IN A FIELD WITH TREES AND BUSHES IN THE BACKGROUND,TENY ANIMALS IN A FIELD WITH FOOD AND LOOKING ON THE RACKGROUD
175,THE GROUP OF ZEBRAS ARE IN THE FIELD,TE B OF ZEBRAS ARE IN THE FIELD
176,A GROUP OF WOMEN RUNNING AFTER A SOCCER BALL,A GROUP OF WOMEN LOOKING AFTER A SOCCER BALL
177,GIRLS FACE TO A SOCCER BALL DURING A GAME,A GIRL POSE WIT A SOCCER BALL IN A F
178,YOUNG FEMALES PLAYING SOCCER ON A GREEN SOCCER FIELD,THOSE PEOPLE AR PLAYING SOCCER ON A GREEN COPPER FIELD
179,A SOCCER GAME WHERE A GIRL IN WHITE IS DRIBBLING AHEAD OF THE GIRL IN BLUE,A SOCCER BEEN AND A GIRL IN WHITE WIT BRUEGANG PIDE BEFORE THEN BLUE
180,A GROUP OF WOMEN PLAYING A GAME OF SOCCER ON FIELD,A GROUP OF WOMEN PHROYING FOLDED SOCCER ON A RUSF
181,A WOMAN IN WHITE SHIRT HOLDING UP A CELLPHONE,A WOMAN IN WHITE SHAIT HOLDING U A CELL PHONE
182,A WOMAN HOLDING A HELLO KITTY PHONE ON HER HANDS,A WOMAN HOLDING TONOS TO THE PHONE ON E
183,A WOMAN HOLDS UP HER PHONE IN FRONT OF HER FACE,THE WOMAN HOLDS HER PHONES IN HONDE PITUR OF A CELL
184,A WOMAN CHECKING HER CELL PHONE WITH A HELLO KITTY CASE,A WOMAN TUTKES HER CELL PHONE WITH A YELLOW TENNIS CATE
185,THE ASIAN GIRL IS HOLDING HER MISS KITTY PHONE,AN ASIAN GIRL IS HOLDING AMOTE INTONE
186,A BATHROOM WITH BLUE WALLS AND WHITE TILES,A BATHROOM WITH BLUE WALLS AND WHID TILE
187,A BATHROOM WITH BLUE AND WHITE WALLS,A BATHROOM WITH BLUE AND WHITE WALLS
188,AN EMPTY BATHROOM WITH BLUE WALLS ON THE LIGHTS ON,AN EMPTY BATHROOM WITH TWO WALLS AND WHITE FOR
189,A WHITE BATHROOM SINK SITTING UNDER A BATHROOM WINDOW,A WHITE BATHOM SINK IS SITTING UNDER A BATHTUB RINK
190,A SMALL BATHROOM WITH AN OPEN DESIGN CONCEPT,A SMALL BATHROOM WITH AN OPENED FOWE OUTSIDE
191,A PICTURE FOR RENTALS WITH TWO WOMEN WALKING UP TO THEM,A PINCOF SURRON POS WITH TWO WOMEN BROLSING OM PEOPLE
192,BEACH GOERS SET UP UMBRELLAS NEXT TO RENTAL SIGNS WHILE A COP WATCHES,TON PAR O SALKED UMBRELLAS NEXT TO A VUNTOF SIGNS WHEN A CAT WALKS WAY
193,A GROUP OF PEOPLE HANDING OUT WITH LAWN CHAIRS UNDER TWO COLORFUL UMBRELLAS,A GROUP OF PEOPLE HANGING ONWITH LONG GAL N TE TE OV A ODEN BRALLA
194,TWO WOMEN TALK AT A BEACH RENTAL KIOSK,TWO WOMEN PARKED AT A BIG BRENCH WITH A RUS
