Index,Reference,Hypothesis
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,A RED UMBRASS ANETE BOSRIC WITH A CACTOR AND UMPILE OBTE IN COLORFULE ENCLOSURE RA O BARDAN
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,A CADER WASING FOR THE PICTURE ON A BAR
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEBALL PLAYER ON HO BAT AAN AOTHER PAL
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A BASEBALL PLAYER HOLDING A BATET AN OA FIELD
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,TWO MEN PLAY O NINTENDO I CONSOL WHILE TWO OTHERS WATCH
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO FRIENDS ARE PLAYING WITH EACH OTHER ON THE WII
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,SEP WIT INBE AND AT VINDOW GEAR WILE OTHER FLOWS
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF PEOPLE STANDING IN A ROOM WI ON EMOTE
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,TRE POWERS IN A TROYS AY ING A ROOF WHILE OTHERS LOOK ON
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A KIBIRD IS WALKING UG A EY DININ AEAL
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A GIRL IS WALKING ON TO WITH A TRAFFIC LIG ON NEX TOBA
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A GUS WALKING INSIDE OF A CAVETORIA OD
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,A BIRD WALKING ON A SOWE SLOPE IN A GASSY FIELD IT A O CA
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A WHITE AND WHITE BIRD CROSSING BY A RIVE ENEAR
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,BLAK CLOR I HALLA TORG PATTIN E CANDE INCEFL CA
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,AN OLD DOG LAYING ON A BENCH WITH A BOOK
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,A GROUP OF BESY BOLS ITHBOT FU INCOT ON  WA
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,A DOG WITH A BUN IN A BOOK ON A PILLAR
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,A BASEBALL LAYING ON TOP OF A BETC AND REB ELEPHANT
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,A CLOCK SHAPED LIKE AN AIPER CITTING ON A A
42,A CLOCK THAT LOOKS LIKE AN APPLE A PENGUIN AND A POTTED PLANT,A CLOCK THAT LOOKS LIKE A METL OF ANGING AND A OWER PLANT
43,A RED APPLE WITH A CLOCK INSIDE OF IT,A PEOPE THAT HABI A STOPPED IN E BIT OF TA 
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,A ALONE TOUC TO A SAK LIKE AN APPLE
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE,A PLASTIC APPLE ORG TO THE TUS
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH,BREAKFAST WIT STUFFED IN A FENT ON A TOPFCOPE OTE
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER,A GROUPLE ON HORSES RACE IN A FIELD
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,THWE PEOPLE WITH TAIYCYCLES PAN A PIZZ
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH,THE HORSES ARE RACING EACH OTHER AROUND THE BEACH
50,A BLACK AND WHITE PHOTO OF JOCKEYS RIDING THEIR HORSES,A BALK AND WHATE PHOTO OF A BASONY RIVINN A HIDA
51,A PASSENGER TRAIN MOVING DOWN THE TRAIN ON A BRIDGE,TWO TRAFFIC IT COMIN MOVING DOWN THE STRREET ON BRDGE
52,A LARGE LONG TRAIN ON A STEEL TRACK,A LARGE LONG OF TICK IS NEAR A TE FI
53,A TRAIN THAT IS ON A RAIL OVER A BRIDGE,A TRAIN THAT IS ON A RAIL OF LANT NEAR THE TRAIN
54,A TRAIN ON TOP OF AN OVERPASS BRIDGE SET OF TRAIN TRACKS WITH FIELDS ON BOTH SIDE,A TRAIN ON TOP OF AN OLDCAT INN JET OF HONE SET ON FIELD ON BOT O
55,TRAIN MOVING ALONG RAISED TRACKS WITH MOUNTAIN IN BACKGROUND,TRAIN MOVING ALONG WAVE TRACKS WITH SON IN THE BACKGROUND
56,A TEDDY BEAR SITTING IN FRONT OF A PILE OF BOXES,PINK TEDDY BEAR WITH SITTIN I FONT OF A PILE OF COCK
57,A TEDDY BEAR NEXT TO FOUR BOXES ON THE FLOOR,A TANDY BANANAS TA FORA BOX OF SHEP ON
58,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF MANY BOXES,A TEDDY BEAR SITTING ON THE GROUND  CAT AING WALTER
59,A TEDDY BEAR IS SITTING IN FRONT A GROUP OF BOXES,A TEDDY BEAR SITTING IN FOT OF A TOCON PLAN TE
60,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES,A POUPLEF TEDDY BEAR SITTING NEXT TO SOME BAUCHES
61,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVE,A EDULT STANG ROUND A PIZZA IN FRONT OF A LOAVING ROTIC
62,A SEAGULL STANDING NEAR THE OCEAN ON THE SAND,A FOOUK HOLD A BLUE UMBRELLA AND O NOU TI
63,A SEAGULL STANDING ON THE SAND NEAR THE WATER,A SEAN I ON TE SAD NEAR A WATER
64,THE BIG BIRD IS STANDING ON THE BEACH BY THE WATER,THE BIG BAR IS TANDING IN A A OON E
65,A SEAGULL STANDING ON THE SAND OF A BEACH,A TEA BOAT PAST ALON THE SAND ON OLON
66,A BUS FULL OF HAPPY TOURISTS DRIVES DOWN THE STREET,A TUCK FULL OF PARKING OE VARIDEOF COWD IN E TEET
67,DOUBLE DECKER BUS WITH PEOPLE ON THE TOP FLOOR ON ROAD,DOUBLE DECKESLINES SITI TA ON THE PASS RAIL ON THE ROAD
68,A DOUBLE DECKER BUS WITH PEOPLE WAVING FROM THE TOP,A DOUBLE DECKER BUS IS WIT ANANO COVERE TOP
69,A DOUBLE DECKER BUS DRIVING DOWN A STREET,A DOUBLE DECKER BUS DRIVING DOWN A STREET
70,RED DOUBLE DECKER BUS WITH PEOPLE STANDING ON TOP,RED DOUBLE NENE HAS IT TINGE STANDING ON TOP
71,A MAN LEANING HIS MOUTH DOWN TO A PLATE THAT HAS A SANDWICH ON IT AND A BLUE WATER BOTTLE BEHIND IT,A MAN REING A ELP TOWN SURAP AT THE FONTO FONT OF A BEE WATER ON
72,A MAN TAKING A BITE OF A SANDWICH WITHOUT USING HIS HANDS,A MAN COOKING A BOT OF ASFENCE TATUSING HIS HONEC
73,A MAN EATING A SANDWICH OFF OF A WHITE PLATE,A MAN EANING A STANDING A PASS OF A WHITE COAST
74,A SMILING GUY STICKING HIS FACE NEAR A BIG SANDWICH,A PINE OF GUYS ITI A PATE TOR A I SAN
75,WITHOUT USING HANDS A MAN TRIES TO BITE A PAIR OF SANDWICHES,WITHOUT USING HAND AN OUTSIES AND BIKE F AILED BANIS
76,A HUSKY STANDS BY AS A SKIER STANDS THERE,A HUSER TANDS BY AS A COMPUER TAN
77,A PERSON ON SOME SKIS AND A DOG IN THE SNOW,A PERSON ON SOME FAD AND A DOG IN HA CATEN
78,A MAN ON SKIS WITH A DOG NEXT TO HIM,A MAN ON SKIING TIT A DOG NEXT TO IMTRA
79,A MAN ON SNOW SKIS WITH HIS DOG,A MAN IN A TA OOL TOT A E A
80,A PERSON RIDING SKIS ON TOP OF A SNOW COVERED SLOPE NEAR A DOG,A PERSON RIDING O KIT ON TOP OF A SNOW COVERED SLOPE NEAR BOT
81,A GIRAFFE REACHING UP TO SOME TREE BRANCHES,A GIRAFFE EATING UP TAINEXT TO A GREN TREE
82,A GIRAFFE STANDING UNDER A LEAF FILLED TREE,A GIRAFFE STANDING ABEL IF BOT COTE CIT
83,THE GIRAFFE EXTENDS UPWARD WHILE EATING FROM THE BRANCHES OF A TREE,A GIRAFFE IS STANDING OTDORS WHILE LANING FRONT OF BRENCH WITH OLOW TE
84,A GIRAFFE THAT IS STANDING IN THE GRASS,A GIRAFFE THAT IS STANDING IN THE GRASS
85,A TALL GIRAFFE STRETCHES TO REACH HIGH LEAVES ON A TREE,A TALL GIRAFFES RESTII IGH LEAVES ON THE A
86,THE PALACE OF WESTMINSTER FEATURING ELIZABETH TOWER THAT HOLDS BIG BEN,THE PALOP OF FRESHO TER EACGRIN THE IMAGE OF E FOWER TAHOLD HIS HAR
87,A BRIDGE NEXT TO A TALL BUILDING AND THE BIG BEN TOWER,A BREN ENED ON A TALL BUILDING IT FEER AAN OWN
88,A CASTLE IS SHOWN ON THE WATER NEXT TO A BRIDGE,A CACTER IS SHOWN ON THE BATER NEXT TO A BRIDGE
89,AN OLD CLOCK TOWER STANDS NEAR A BRIDGE AND OTHER LARGE OLD MEDIEVAL TYPE STRUCTURES,AN OLD CLOCK TOWER STANDS NEAR A POOL AND OTHER LARGE OLD A ZEBA TITE RUSTAN
90,THE BIG BEN CLOCK TOWER TOWERING OVER THE CITY OF LONDON,O BIG BASEBALL TOWER TOWER IN HE FEW AL ATOW
91,MAN RELAXING NEAR A TRAIL CLOSED SIGN ON THE GROUND,MALL GIRAFFE OT NICE ROFH NAR COW ON TIRA
92,A MAN SITTING ON A WALL NEXT TO WATER NEXT TO A BARRIER,A MAN STANDING ON A WALL NEXT O WATER NIX TO A DI
93,A MAN WITH HIS SHIRT OFF SITTING BY THE SHORELINE SUNNING HIMSELF,A MAN WITH A CHILD SITTING BY THE DOR ON  ONIT
94,A SIGN LAYING ON A LUSH GREEN FIELD NEAR A BODY OF WATER,A SIGN LAID ON NEXT TO A FIELD WITH CRED LIGHT
95,A MAN WHO IS SITTING DOWN NEXT TO A BODY OF WATER,A MAN WHO IS SITTING POARING NEXT TO A BODY OF WATER
96,A PHOTO TAKEN FROM A CAR LOOKING AT A SKATEBOARDER ON THE SIDE OF THE ROAD,A PHOTOPO OM A TRAIN CAR WITHAN ON A SKATEBOARD ON THE OND OF THE ROAD
97,A ROAD FILLED WITH CARS IN A DESERT,A ROS GROULED ITH COWS IN A BACKOF A
98,A MAN WALKING DOWN A STREET NEXT TO A ROAD FILLED WITH CARS,A MAN WALKING DOWN STREET OT ROAD FILLED WITH CARS OT
99,VIEW FROM INSIDE OF A CAR OF CARS ON ROAD AND A MAN ON THE SIDE OF THE ROAD,VEA PON INSIDE OF A CAR WITH CARS ON HOSE IN FON  AE AR
100,MAN RIDING A SKATE BOARD TOWARDS THE TRAFFIC ON A TWO LANE ROADWAY,MAN RIDING A KATBOARD TOWARDS A TRAFFIC ON A SURINE ROADWAY
101,A GROUP OF PEOPLE GATHERED AROUND A TABLE FILLED WITH FOOD,A BRISK PEZLE GATHERED AROUND A TABLE SAB OF TOON
102,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE AROUND IT,A LARGE TABLE WITH MEADY CONTAINERS OTH FOOID ON IT AND MANY PEOPLE ARISIN
103,PEOPLE ARE LINED UP ALONG A LONG PICNIC TABLE,BOWL F WINE DOWNE ROC ALONG WITH A PIK TABLE
104,GATHERING OF PEOPLE DISHING OUT FOOD SET ON A LONG TABLE WITH CHECKERED TABLECLOTH,GATHERING IN EPORTRATROLCLY AR ON THE HALL IN AN OLDETICOR I A ON WALL
105,A GROUP OF PEOPLE EATING FOOD AT AN OUTDOOR PICINIC,A GROUP OF PEOPLE EATING FOOD AT AN OUDOR IA
106,A CAT LAYING ON A TOILET SEAT WITH ITS PAWS INSIDE,A CAT LOLLING ON A PLAY OF SHEET IN A CA IN A CRE
107,A BLACK AND GRAY CAT IS SITTING ON A TOILET,BLACK AND GRAY PANIS SITTING ON A TODER
108,A CAT SITTING ON THE EDGE OF THE TOILET LOOKING TOWARD THE OPEN BATHROOM DOOR,A CAT SITTING AROND A OS OF PACATE OPENN TN TOE OPEN BASHROM DOOR
109,A CAT SITS ON THE EDGE OF A TOILET,A CAT SITS ON THE EDGE OF A TOILE
110,A CAT IS LAYING ON A TOILET SEAT,THE CAT IS LAYING ON A PATED CATE
111,A CAT SITS ON TOP OF A TOILET BOWL,A CLACK SIT ON TOP OF A IRE CANE
112,A SMALL CAT SITS PERCHED ON THE BACK OF A TOILET,A SMALL CAT SITS COSED ON THE BACK OF A TOO
113,A CAT SITTING ON THE BACK OF A TOILET BOWL WITH NO TANK,A CAT SITTING ON THE BACK OF A CALOBOT WITH MITE INN AASSI
114,A SMALL CAT SITS ON TOP OF A WHITE TOILET MISSING ITS SEAT IN A BATHROOM,A SMALL CAT SITS ON TOP OF A WHITE TOILET AND SIN ISINT IN A BATHROOM
115,A CAT SITTING ON A TOILET IN A BATHROOM,A CAT STANDING ON A TOAT IN A RATHROOM
116,AN ANGLED SHOT OF A FULLY STOCKED KITCHEN WITH WOODEN CABINETS,AN AINBOAT DOCKED AT THE SHOP OF AN AIRCAN LITERIN CABINET
117,AN OPEN KITCHEN IS SHOWN WITH LIGHT BROWN CABINETS,AN OPEN KITCHEN WITH TOWN WITH BIKES ON A COUNTER
118,SOME WOOD CABINETS IN A LARGE HOME KITCHEN,DES ROD CABINET IN A LARGE CLAN KITCHEN
119,A KITCHEN WITH A SINK DISHWASHER AND MICROWAVE OVEE,A KITCHEN SINK DISHETEN AND MEHOWAVE OVEN
120,A KITCHEN FILLED WITH WOODEN CABINETS AND A MICROWAVE OVEN,A KITCHEN SILVED WITH SITTING ONE I AN PAPES A DESON
121,A BUNCH OF FRUIT SITS IN FRONT OF A PORTRAIT,A BUC OF GOOP SIT IN A ARGE OF FORK
122,SOME ART WORK WITH A MAN WITH A HAT ON AND SOME FRUIT IN A BOWL,SOME HARTLOOKS WITH A MAN WITH A HAT ON AN ON TAKING A BITE
123,A PAINTING OF A MAN SMILING BEHIND A TABLE WITH FRUIT,A PATUN OF A NINE CLIIN BEHIND A TAPE EX TO 
124,A PAINTING OF A BOWL OF FRUIT SITTING IN FRONT OF ANOTHER PAINTING,A TITU OF A BOWL OF FROUIP SITTING ON THE SITE OF ANOTHER TABLE
125,THIS IS A STILL LIFE OF FRUIT AND AN OLD MAN,THIS AGE AS FIL LITE A IT AND ENDOOR LAM
126,A LITTLE GIRL IS HOLDING ON TO A HAIR BRUSH,A LITTLE GIRL IS GIDING ON HA FIELD AT A BAT
127,A BABY GIRL IS HOLDING A PINK BRUSH AS SHE SCRATCHES HER HEAD,A APE GIRL IS HOLLOING IN O  TCHI AR WITH HER HEAD
128,A YOUNG GIRL COMBING HER HAIR WITH A PINK COMB,A YOUNG GIRL OLDING HER HAIR IT IN PHONE
129,A GIRL GRABS HER HAIR AND HOLDS ONTO HER HAIRBRUSH,A GIRL RASING ANA ON N A RO
130,THE YOUNG GIRL IS BRUSHING HER HAIR,THE YOUNG GIRL IS STEC ON HER BORD I
131,TWO BABIES SITTING ON THEIR POTTIES IN THE BATHROOM,TWO BEBES SITTING ON THEIR PAEKING A BAI
132,TWO NAKED BABIES ON TRAINING TOILETS IN A BATHROOM,TWO MATE BABI AN TRAINING TOILS IN A BATHROOM
133,A SET OF TWINS WHO ARE TAKING A BATH,A KENNIS POYER IS GAFFICIN AT O
134,A COUPLE OF LITTLE GIRLS SITTING NEXT TO EACH OTHER IN A BATHROOM,A COUPLE OF LITTLE GIRLS SITTING NEXT TO EACH OTHER IN AE BATHROUM
135,TWO CHILDREN ARE PRACTICING USING THE POTTY NEXT TO EACH OTHER,TWO CHILDREN AT SECAGONS WITH TANSAPPLANES IN EACH OTHER
136,A MAN IN A WET SUIT RIDING A WAVE ON A SURF BOARD,A MAN ON SU SKI RIDING BOR ON A SIRFSLOPE
137,THERE IS A MALE SURFER THAT IS RIDING IN THE WAVE,THERE IS A LAG SURFER THAT IS RIDING THROUGH THE AIR
138,A MAN ON A SURF BOARD RIDES A WAVE,A IN MAN ON A SURFBOARD RIDE AWA
139,A SURFER IN THE OCEAN ON THE CREST OF A WAVE,A SURFER IN THE OCEAN AS A CART ON A WAVE
140,A MAN THAT IS ON A SURFBOARD IN THE WATER,A MAN ITH A TENNI PAT HOARDING A ATER PA
141,A TEDDY BEAR SITS BY A KEYBOARDS AND MICROPHONE,A TEDDY BEAR SITS PAL TWO BEARS AN A MATEBAN
142,STUFFED BEAR WEARING GLASSES WITH ELECTRONIC AUDIO EQUIPMENT,TOPPD BER WEARING FLI HIT WITH A REG BOTE WATER O 
143,A TEDDY BEAR THAT IS DRESS IN GLASSES AND IS LISTENING TO AN IPOD,A TEDDY BEAR A PATE DRESS AN GASET AND AAN GLASSES ON
144,A VERY CUTE TEDDY BEAR WITH GLASSES AND SOME ITEMS,A VERY CLEAN CITY FILLED WITH LASS ANAN AL HYDANE
145,A STUFFED BEAR A KEYBOARD AN IPOD AND MICROPHONE,A STUFFED BEAR A GEAR AN HIH GLOG AND A MICROWOV
146,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS A FIREPLACE,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS AND A POTTED CART
147,A DINING ROOM WITH SOME PLANTS ARE SEEN,A DINING ROOM WITH SOME PANTS ARSEETEN IN  OOPE BAEN
148,A FIREPLACE AND DINING TABLE IN A DINING ROOM,A FIREPLACE IT BAD ESING IN A BIDI ROOM
149,A WOODEN TABLE WITH FOUR WOODEN CHAIRS IN FRONT OF TWO WINDOWS,A WOODEN TABLE WITH FOUR GROEN CARROTS AND ONA CATY MOUN
150,A ROOM WITH PLANTS ON LITTLE TABLES BY THE WINDOWS,A GRO SANT ON A LITTLE TABLE INSIDE OF A OBE
151,A STATUE DEPICTING A BEAR BREAKING INTO A CAR,A STATUE OF DECICTING A VATOR BRAKIN A DIT
152,A MAN POSES WITH A PICTURE OF A BEAR AND A CAR,A MAN PASING WITH A PICTURE OF A BABSE AND A CLOFFE
153,A STATUE OF A BEAR ON A CAR USED AS A WARNING ABOUT THE BEARS,A PITUR HOTS A BABANA ON A HIDE IS ALONG IN E HAR TAIL
154,YES BEARS CAN RIP OPEN CARS AND HURT THE OCCUPANTS,RED PLAYERS CAN RIP OPEN CAR AND HERSON ESERT
155,A STATUE OF A LARGE BROWN BEAR TEARING OFF A CARS DOOR,A STATUE OF A LARGE GRAENBOAT VARYING CAW IN A CARDOOR
156,TWO MEN JUMPING UP TO HEAD A SOCCER BALL,TOIT PAN HOSING UP TO METAL OFFTE TOP
157,A CLOSE UP OF TWO PEOPLE PLAYING SOCCER,A PYPOF A SITPEPES ON A SAK TI
158,SOCCER PLAYERS TRY TO GAIN POSSESSION OF THE BALL,SOCCER PLAYIT APPLIES TO GAN POSSESSION OF SIGNALT
159,A MAN HITTING A SOCCER BALL WITH HIS HEAD,A MAN KICTING HE SOCCER BALL WITH HIS HAD
160,TWO OPPONENTS ARE PLAYING DURING A SOCCOR GAME,TWO OPHONANTS ARE TALLING DURING A SOCCER DAY
161,WE SEE A DOUBLE DECKER BUS WIT A COMPARTMENT IN THE SIDE,T O A DOUBLE DECKER BUS PESTERE HUNGING ON HE SIDE
162,A DOUBLEDECKER BUS TURNED IN TO A TRAVELING SHOWCASE FOR A UNIVERSITY,A DOUBLE DECKER BUS CRN BANCIS TRAVELING SOCE FERGINCE
163,A DOUBLE DECKER BUS SITTING ON A GREEN FIELD,A COUPLE DEUCAL BOXES ON A ON A IN FIELD
164,A DOUBLEDECKER BUS IS PARKED IN A LARGE FIELD,A DOUBLE DECKER BUSIS PARKED IN A LARGE FIELDOF 
165,A NORTHUMBRIA BUS IS PARKED IN A FIELD,A BUTRON FOL OF PROSS WITH PARKED ON TAE
166,A DESK WITH TWO COMPUTER SCREENS AND A CECIL COOPER BOBBLE HEAD,A DESKTOOM WITH TWO COMPUTER OLDING PANS AN HER POPER BOTTLE ON
167,A CLOSE OF A BOBBLE HEAD DOLL WITH A COMPUTER IN THE BACKGROUND,A CLOSE OF A GABER HAS DOG ITH A COMPUTER IN THE BACKGROUND
168,A BOBBLE HEAD BASEBALL FIGURINE ON A DESK,A FABER HEAD BAD COSSIS A WIM IN A BASTIN
169,A BOBBLE HEAD IS SHOWN NEXT TO COMPUTER SCREENS,A BOTY POTE PA  A PANE IN THE SNOW
170,A BASEBALL PLAYER BOBBLE HEAD NEXT TO TWO COMPUTER MONITORS ON A DESK,A BASEBALL PLAYER WITH ANL HER HEAD AND  SWO COMPUTER MONITORS IN THE BACK
171,A FIELD WITH VARIOUS WILDLIFE AND TREES IN THE BACKGROUND,A FIELD WITH VARIOUS WALLS MOGS AND TREES IN THE BACKGROUOUND
172,ZEBRAS AND WORT HOGS LIVING TOGETHER ON THE PLAINS,A ZEBRA WEARING AK AN ADING AN A ZITER ON THE FOND
173,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES,A GRIFFERENT ZEBRA IN A FIELD BY SOME TREES
174,MANY ANIMALS IN A FIELD WITH TREES AND BUSHES IN THE BACKGROUND,REN ANIMALS IN A FIELD WITH FOOD AND COOKING ON THE BACKTOUN
175,THE GROUP OF ZEBRAS ARE IN THE FIELD,A PERSON PUSHING REAIN TI FELD
176,A GROUP OF WOMEN RUNNING AFTER A SOCCER BALL,A GROUP OF LIVING ANING APPLE IT SOCCER WALL
177,GIRLS FACE TO A SOCCER BALL DURING A GAME,A GIRF POSE OT A STUCFER BALL BILDING
178,YOUNG FEMALES PLAYING SOCCER ON A GREEN SOCCER FIELD,YOUNG PEOPLE AR PLAYING SOCCER ON A GREEN SOCCER FIELD
179,A SOCCER GAME WHERE A GIRL IN WHITE IS DRIBBLING AHEAD OF THE GIRL IN BLUE,A SOCCER ZAN WITH A BIRL IN THE WATER WITH BUBIN AHED TEFOR AN BLUE
180,A GROUP OF WOMEN PLAYING A GAME OF SOCCER ON FIELD,A GROUP OF WOMEN FARIN FOLDED CORK AROUND A ASA
181,A WOMAN IN WHITE SHIRT HOLDING UP A CELLPHONE,A WOMAN IN WHITE SHI HOLD A LETO COTON
182,A WOMAN HOLDING A HELLO KITTY PHONE ON HER HANDS,A WOMAN HOLDING A COLE TO THE PONE ON HER
183,A WOMAN HOLDS UP HER PHONE IN FRONT OF HER FACE,AGIRLOVEN CALD T HER HOUSN OTE EVROA SE
184,A WOMAN CHECKING HER CELL PHONE WITH A HELLO KITTY CASE,A WOMAN ETING HER CELL PHONE WITH A YELLOW TENI COT
185,THE ASIAN GIRL IS HOLDING HER MISS KITTY PHONE,AN ASIAN GIRL IS HOLDING A REMOTE IN COE
186,A BATHROOM WITH BLUE WALLS AND WHITE TILES,A BATHROOM WITH THRE WOWELS AND RED FIRE A
187,A BATHROOM WITH BLUE AND WHITE WALLS,A BATHROOM WITH BLUE AND WHITE WALLS
188,AN EMPTY BATHROOM WITH BLUE WALLS ON THE LIGHTS ON,AN EMPTY BATHROOM WITH TWO DOGS INH A LICONI
189,A WHITE BATHROOM SINK SITTING UNDER A BATHROOM WINDOW,A WHITE BAT ON SINK SITTING UNDER A BATH OPEN
190,A SMALL BATHROOM WITH AN OPEN DESIGN CONCEPT,A SMALL BATHROOM WITH AN OPENE FOWER OUTSIDE
191,A PICTURE FOR RENTALS WITH TWO WOMEN WALKING UP TO THEM,A PITCON OMFIIT TWO WOMEN DROSSING UP PEOPLE
192,BEACH GOERS SET UP UMBRELLAS NEXT TO RENTAL SIGNS WHILE A COP WATCHES, TENNIS PAROF STALK UMBRELLAS NEXT TO A BUNCH OF SIGN AND A CAT WATCH WAY
193,A GROUP OF PEOPLE HANDING OUT WITH LAWN CHAIRS UNDER TWO COLORFUL UMBRELLAS,A GROUP OF PEOPLE HANGING OUT A TE WITH LINE JAIR EX TRE COLORFUL UMBRELLA
194,TWO WOMEN TALK AT A BEACH RENTAL KIOSK,TWO WOMEN HELPED AT A BAKEBAN WIT A RO
195,PEOPLE STANDING NEAR A GUARD IN FRONT OF A RENTAL STORE,PEOPLE STANDING NEAR BED IN FRONT OF A ANP
196,A BIRD IS SITTING ON A BOWL OF BIRDSEED,A BIRD WIS SITTING ON A BOR OF GIE SI
197,A BLUE BIRD SITTING ON TOP OF A BOWL OF SEED,A BLUE BIRD SITTING ON TOP OF A BERVE TREE
