Index,Reference,Hypothesis
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A BIRD WALKING ON SLOWS ANPATIAR I TURBE
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A BENS WALKING INSIDE OF A PASSENGER NAR E
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,A GIRD WALKING ON A WILE FIELD IN PASSE FIELD AN
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A WHITE AND WHITE BIRD N PARKING BYAN ANI  AIE AR
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,CAT TOS UP SMALL CAT SOWING TARWAY I IN AR WITEN XT TO TABLE AE
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,AN OLD DOG LAYING ON A BED WITH A BED
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,A GROUP OF BABY COD IT POT SITTING IN TO EAT ON T ROUND
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,A DOG WITH A BANI AND A BOOK ON A PILLOW
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,A BIG DOLL ILAYING ON ON OVER BED UNDER A BALL
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,A CLOCK SHAPED LIKE A COWHAS COMING ON E SI
42,A CLOCK THAT LOOKS LIKE AN APPLE A PENGUIN AND A POTTED PLANT,A BLOCK THAT LOOK LIKE AN APPLE AA ATENGUN AND OLER TRAFFIC
43,A RED APPLE WITH A CLOCK INSIDE OF IT,A RED APPLE S SET UP IN IT IT ON A 
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,AAON CLOCK WIT A CASE LIKE AN APPLE
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE,A PLASTIC APPLES A ON  CAT OF SURFACE
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH,APERSON IN TOPO OIN OP OTOTE TIPE
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER,GAP OF PEOPLE ON HORSES RACING A FIELD
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,TE PEOPLE BASEAL WOT OSINA PIZTA
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH,THE HORSEES OUT LACNG EACH OTHER ALONG THE BEACH
50,A BLACK AND WHITE PHOTO OF JOCKEYS RIDING THEIR HORSES,A BATHROOM WITH A PHOTO OF SATAS RIVING IN A BOKER
51,A PASSENGER TRAIN MOVING DOWN THE TRAIN ON A BRIDGE,TWO PASSENGER PRAIN OVING DOWN THE TRAIN ARUN A BRIDGE
52,A LARGE LONG TRAIN ON A STEEL TRACK,A LARGE LONGF TRACK ON A WIL TRAFFIC TAC
53,A TRAIN THAT IS ON A RAIL OVER A BRIDGE,A TRAIN THAT IS ON A RAIL OVER A BRIDGE
54,A TRAIN ON TOP OF AN OVERPASS BRIDGE SET OF TRAIN TRACKS WITH FIELDS ON BOTH SIDE,A TRAIN ON TOP OF A HOT PASK A WET OF TRAIN TRACKS IN TOA TANGO PA
55,TRAIN MOVING ALONG RAISED TRACKS WITH MOUNTAIN IN BACKGROUND,TRAIN MOVING ALONG GRAIN TRACKS WITH MOUNTAINS IN THE BACKGROUND
56,A TEDDY BEAR SITTING IN FRONT OF A PILE OF BOXES,THIS TEDDY BEAR WITH BILLOW IN  TACK OF PILES A COC
57,A TEDDY BEAR NEXT TO FOUR BOXES ON THE FLOOR,A TRAIN WITAN RANGE EXTO A BOSAE
58,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF MANY BOXES,A TEDDY BEAR SITTING ON THE GROUND ON TOMP OF SOME SRAUK WITIT
59,A TEDDY BEAR IS SITTING IN FRONT A GROUP OF BOXES,A TEDDY BEAR SITTING IN FRONT OF A DERTE PLAZA
60,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES,A COUPLE OF TEDDY BEARS SITTING NEXT TO SOME BLAXES
61,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVE,A ZEBRA TRANS ON THE BEACH IN FRONT OF AN ARLEA
62,A SEAGULL STANDING NEAR THE OCEAN ON THE SAND,A ZEBRA PLAN HANGON AN ELEPHANT IN A COI
63,A SEAGULL STANDING ON THE SAND NEAR THE WATER,A STREET ANC O AN O SAILING NEAR THE WATER
64,THE BIG BIRD IS STANDING ON THE BEACH BY THE WATER,A BIG BOG WHO IS TANDING IN A TOIS BA
65,A SEAGULL STANDING ON THE SAND OF A BEACH,A TEEBIR STANDING ON THE GRAN  ATEE
66,A BUS FULL OF HAPPY TOURISTS DRIVES DOWN THE STREET,A BUNK FULL OF COFFE AR  SI TOW O A
67,DOUBLE DECKER BUS WITH PEOPLE ON THE TOP FLOOR ON ROAD,DOUBLE DECKER BUS WITH PEOPLE ON THE TOP OF AONROAD
68,A DOUBLE DECKER BUS WITH PEOPLE WAVING FROM THE TOP,A DOUBLE DECKER BUS IS PIKE WARING A CUP O SOF
69,A DOUBLE DECKER BUS DRIVING DOWN A STREET,A DOUBLE DECKER BUS RIDING DOWN TA STREET TA
70,RED DOUBLE DECKER BUS WITH PEOPLE STANDING ON TOP,ECK DOUBLE DECKER BUS SITINTI TARN ON POP
71,A MAN LEANING HIS MOUTH DOWN TO A PLATE THAT HAS A SANDWICH ON IT AND A BLUE WATER BOTTLE BEHIND IT,A MAN ARING NOW ON I ATES  ON AOTN BLUE WATER BOTE
72,A MAN TAKING A BITE OF A SANDWICH WITHOUT USING HIS HANDS,A MAN TAKING A BOTTL OF EXFENCDOG USING HIS HAND
73,A MAN EATING A SANDWICH OFF OF A WHITE PLATE,E MEN SANDING IT THE OFFOF A WI CAS
74,A SMILING GUY STICKING HIS FACE NEAR A BIG SANDWICH,A KIND OF GUYS EATIN BATE TRISMA TANA
75,WITHOUT USING HANDS A MAN TRIES TO BITE A PAIR OF SANDWICHES,ESID ENGY HAND A MAN TRIES TO BITE NAN A FANT
76,A HUSKY STANDS BY AS A SKIER STANDS THERE,A HUSKE TORN FI OF LEAR ONAN A PA
77,A PERSON ON SOME SKIS AND A DOG IN THE SNOW,A PERSON ON COMPUTER AN A BED ON A SIK
78,A MAN ON SKIS WITH A DOG NEXT TO HIM,A MAN ON SKING WITH A DOG NEX  
79,A MAN ON SNOW SKIS WITH HIS DOG,A WAN ON A SNOW A IT I A PON
80,A PERSON RIDING SKIS ON TOP OF A SNOW COVERED SLOPE NEAR A DOG,A PERSON RIDING  ING ON TOP OF A SNOW COVERED SLOPE NEAR A DOG
81,A GIRAFFE REACHING UP TO SOME TREE BRANCHES,A GIRAFFE ENT A HOUCHA IN A GREWEN FIELD
82,A GIRAFFE STANDING UNDER A LEAF FILLED TREE,A GIRAFFE XTANDING ONBOT OF GROOP COSE INA TREE
83,THE GIRAFFE EXTENDS UPWARD WHILE EATING FROM THE BRANCHES OF A TREE,A GIRAFFE IS TANDING AAORA WILK LEANING ON THE BRANCABOVE A TRE
84,A GIRAFFE THAT IS STANDING IN THE GRASS,A GIRAFFE THAT IS STANDING IN THE GRASS
85,A TALL GIRAFFE STRETCHES TO REACH HIGH LEAVES ON A TREE,A TALL GIRAFFE STRETCHED TO IS TILE LONS ON THE FENT
86,THE PALACE OF WESTMINSTER FEATURING ELIZABETH TOWER THAT HOLDS BIG BEN,A PAER OF EA CAR IT  I YON DELIVITOUS FLOWER OE IT BATGROUND
87,A BRIDGE NEXT TO A TALL BUILDING AND THE BIG BEN TOWER,A GRAZE NAKE BASEBALL FIELED  A FIELD ANDA TOWER
88,A CASTLE IS SHOWN ON THE WATER NEXT TO A BRIDGE,A CATHROOM IS SHOWN ON A BATHROOM EXT TOLIBERATO
89,AN OLD CLOCK TOWER STANDS NEAR A BRIDGE AND OTHER LARGE OLD MEDIEVAL TYPE STRUCTURES,AN OLD CLOCK TOWER STANDS AMONG A TREEN AND OTHER LARGE OLD LECOPLE TYPE FLECTONO
90,THE BIG BEN CLOCK TOWER TOWERING OVER THE CITY OF LONDON,A BASEBALL TOWER  CARRI A INTETA PLATE
91,MAN RELAXING NEAR A TRAIL CLOSED SIGN ON THE GROUND,AV RACK AND WHITE BA OTE ON AN UMBRELLAS
92,A MAN SITTING ON A WALL NEXT TO WATER NEXT TO A BARRIER,A MAN SITTING ON A WAG WIT OME WATER IN ABE
93,A MAN WITH HIS SHIRT OFF SITTING BY THE SHORELINE SUNNING HIMSELF,A MAN WITH A SHIROF STANDING BY HI TLON NSIDE OF HE O
94,A SIGN LAYING ON A LUSH GREEN FIELD NEAR A BODY OF WATER,A SIN RIDE ELEPHANT TO A FIELD WITH A MODLE OF WATER
95,A MAN WHO IS SITTING DOWN NEXT TO A BODY OF WATER,AN OLD PEOPLE SITTING SAKD NEXT TO A BODY OF WATER
96,A PHOTO TAKEN FROM A CAR LOOKING AT A SKATEBOARDER ON THE SIDE OF THE ROAD,A HIRDE HOSA MATTON ICAR LOKING AN A SKATEBOARD RO
97,A ROAD FILLED WITH CARS IN A DESERT,A ROAD FILLED WITH CARS ON THE GRAS OF OF AILDE
98,A MAN WALKING DOWN A STREET NEXT TO A ROAD FILLED WITH CARS,A MAN WALKING DOWN A STREET NEXT TO A LADE AND SILVER FIRE 
99,VIEW FROM INSIDE OF A CAR OF CARS ON ROAD AND A MAN ON THE SIDE OF THE ROAD,TE OPEN INHED OF A CAR  CARS AND A LANN  ON AEGER
100,MAN RIDING A SKATE BOARD TOWARDS THE TRAFFIC ON A TWO LANE ROADWAY,MAN RIDING HIS SKATEBOARD TOWARDS HIS RACCET ON A TELANE ROADWAY
101,A GROUP OF PEOPLE GATHERED AROUND A TABLE FILLED WITH FOOD,A GROUP OF PEOPLERE GATHERED AROUND A TABLE FILL IT FOO
102,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE AROUND IT,A LONG TABLE WITH MANY CONTINUTS OF FOOD ON IT AND MANY PEOPLE AROUND IT
103,PEOPLE ARE LINED UP ALONG A LONG PICNIC TABLE,TWO BOWLT IN BA A WALL ANA WALL TICIN KATE
104,GATHERING OF PEOPLE DISHING OUT FOOD SET ON A LONG TABLE WITH CHECKERED TABLECLOTH,A BATHROOM WITH TWO HOSES MAL TONER TED ON A WALL AN OLDING ATENTER BADE ON WAL
105,A GROUP OF PEOPLE EATING FOOD AT AN OUTDOOR PICINIC,A BIRTLAY PIEC OF OTEM FOOD AT AN OUTDOOR KITCHEN
106,A CAT LAYING ON A TOILET SEAT WITH ITS PAWS INSIDE,A BAT TO ON A TOILET OT WITH A TOG AND BLACK
107,A BLACK AND GRAY CAT IS SITTING ON A TOILET,AMANCAN GRAY CARIS SITTING IN A PAR
108,A CAT SITTING ON THE EDGE OF THE TOILET LOOKING TOWARD THE OPEN BATHROOM DOOR,A CAT SITTING IN THE BARK PIAIS LOKING TO THE OPEN BASAN DOOR
109,A CAT SITS ON THE EDGE OF A TOILET,A CAT ISSEEPN ON WAY OF A TOILEW
110,A CAT IS LAYING ON A TOILET SEAT,HE COUCH IS LOWING ON A COVERE FATE
111,A CAT SITS ON TOP OF A TOILET BOWL,A TRASSIT ON TOP OF A TOR LIT SIN
112,A SMALL CAT SITS PERCHED ON THE BACK OF A TOILET,SMAP CAT WITH I HIRK ON THE BACK OF HIS ERRAT  A CACE
113,A CAT SITTING ON THE BACK OF A TOILET BOWL WITH NO TANK,A CAT SITTING IN THE BACK OF A POLOPHON WITH SNOWY CON
114,A SMALL CAT SITS ON TOP OF A WHITE TOILET MISSING ITS SEAT IN A BATHROOM,A SMALL CAT SITS ON TOP OF A WIGE TOILET AND A PIENTE OF SINK IN A BATHROOM
115,A CAT SITTING ON A TOILET IN A BATHROOM,A CAT LAYING ON A TOIL IN A BATHROOM
116,AN ANGLED SHOT OF A FULLY STOCKED KITCHEN WITH WOODEN CABINETS,AN OLDCOAT DOCKED POLICE DOCK TENNIS AWODEN ACAMERA
117,AN OPEN KITCHEN IS SHOWN WITH LIGHT BROWN CABINETS,AN OLDER KITCHEN WITH SONEITH LIGHTS ROUN FAN
118,SOME WOOD CABINETS IN A LARGE HOME KITCHEN,A  FOOD CABINET IN A LARGE PANE KITCHEN
119,A KITCHEN WITH A SINK DISHWASHER AND MICROWAVE OVEE,A KITCHEN ENI DISHBALTOT AND MOCOWOVE OVEN
120,A KITCHEN FILLED WITH WOODEN CABINETS AND A MICROWAVE OVEN,A KITCHEN FORSA SITTING ONA IN OPOPATED OVON
121,A BUNCH OF FRUIT SITS IN FRONT OF A PORTRAIT,A BOCK OF FRUD SITS IN FRONT OF A BISA
122,SOME ART WORK WITH A MAN WITH A HAT ON AND SOME FRUIT IN A BOWL,SOME OLPULT WITH A MAN WITH A HAT ON AND SETI IN A BO
123,A PAINTING OF A MAN SMILING BEHIND A TABLE WITH FRUIT,A PAINTING OF A MAN IS SMILING AWO A TAHER OF FOOD
124,A PAINTING OF A BOWL OF FRUIT SITTING IN FRONT OF ANOTHER PAINTING,A PATE AF A BOWL OF FOUIT TAT A CONSOLE AN OTER TAN
125,THIS IS A STILL LIFE OF FRUIT AND AN OLD MAN,A SKOS AS ARIENI OFFUT AND UMBELLA ANI
126,A LITTLE GIRL IS HOLDING ON TO A HAIR BRUSH,A LITTLE GIRL IS HOLDING ONTO AR HUL BATHO
127,A BABY GIRL IS HOLDING A PINK BRUSH AS SHE SCRATCHES HER HEAD,A BABY GIRL IS OVWOKING A BOD IT IN IS HIRT IS HER TA
128,A YOUNG GIRL COMBING HER HAIR WITH A PINK COMB,A YOUNG GIRL SNOLING IP HER HAIL WITH A CET OF PHONE
129,A GIRL GRABS HER HAIR AND HOLDS ONTO HER HAIRBRUSH,A BROWN BRAS CANAN ANRA DA
130,THE YOUNG GIRL IS BRUSHING HER HAIR,A YOUNG GIRL IS TRETCHED HER HEAD
131,TWO BABIES SITTING ON THEIR POTTIES IN THE BATHROOM,TWO ZADS AGA AN BY PATY IN A BATHROOM IN A FIELD
132,TWO NAKED BABIES ON TRAINING TOILETS IN A BATHROOM,TWO VACATABIES ON GREEN IN A ROW BETWEEN TA BATHROOM AND 
133,A SET OF TWINS WHO ARE TAKING A BATH,A PIDE TOIET WITH A DECORATIVE HAD 
134,A COUPLE OF LITTLE GIRLS SITTING NEXT TO EACH OTHER IN A BATHROOM,A COUPLE OF LITTLE BEARS SITTING NEXT TO EACH OTHER IN A BATHM
135,TWO CHILDREN ARE PRACTICING USING THE POTTY NEXT TO EACH OTHER,TWO CHILDREN ARE CROSS I ANIN A SANE RIDING E TESIDE
136,A MAN IN A WET SUIT RIDING A WAVE ON A SURF BOARD,A MAN IN A A KI DON RIDING A SURFBOARD
137,THERE IS A MALE SURFER THAT IS RIDING IN THE WAVE,THERE IS A WILD SURFE THAT IS RIDING TOUGH THE TE A
138,A MAN ON A SURF BOARD RIDES A WAVE,AN WEELD ON A SURFBOARD RIDES E WAVER
139,A SURFER IN THE OCEAN ON THE CREST OF A WAVE,A SURF IN THE OCEAN SURFS ON A WAVE
140,A MAN THAT IS ON A SURFBOARD IN THE WATER,A MAN WHAT IS ON A TENNIS BALL IN THE WALL
141,A TEDDY BEAR SITS BY A KEYBOARDS AND MICROPHONE,A TEDDY BEAR SITS BY TWO BAGS AND A NICOTROLE
142,STUFFED BEAR WEARING GLASSES WITH ELECTRONIC AUDIO EQUIPMENT,TUFFED PEER WEARING GLAS USI ARECTONEN ORE
143,A TEDDY BEAR THAT IS DRESS IN GLASSES AND IS LISTENING TO AN IPOD,A TEDDY BEAR NEX TO A CO BLUSK AND GLASSES INK OPEN A AAO
144,A VERY CUTE TEDDY BEAR WITH GLASSES AND SOME ITEMS,ADAYO TRAIN PULING THROUGH A GRAS ITEN TET ON A COR
145,A STUFFED BEAR A KEYBOARD AN IPOD AND MICROPHONE,A STUFFED BEAR A IN BOOR A HIE DOG AND A MARKETT
146,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS A FIREPLACE,A DINNER TABLE WITH FOUR CHAIRS A TWO POTTED HAG AND A FIRE PLALE
147,A DINING ROOM WITH SOME PLANTS ARE SEEN,A DINING ROOM BITS OND PLANTS ARE SEATENI
148,A FIREPLACE AND DINING TABLE IN A DINING ROOM,A HIRH PRADE AND GAS IN FRONT OF A NIVER
149,A WOODEN TABLE WITH FOUR WOODEN CHAIRS IN FRONT OF TWO WINDOWS,A WOODEN TABLE WITH FOUR WOODEN CHAIRS AN LARGE FADIN DON
150,A ROOM WITH PLANTS ON LITTLE TABLES BY THE WINDOWS, BI CA ON A LITTLE PASE INSIDE O ADOD
151,A STATUE DEPICTING A BEAR BREAKING INTO A CAR,A STATUE DEPICING A BEAR BRITAN AOP
152,A MAN POSES WITH A PICTURE OF A BEAR AND A CAR,A MAN POSESG WITH A PICTURE OF A BARNER AND A COW
153,A STATUE OF A BEAR ON A CAR USED AS A WARNING ABOUT THE BEARS,A PIRSON ATTACS A BAGAN ON A TILE IC I A RUNMING ABOUT TON
154,YES BEARS CAN RIP OPEN CARS AND HURT THE OCCUPANTS,JET ARPLANE RIP OPEN CARS AN WORKO
155,A STATUE OF A LARGE BROWN BEAR TEARING OFF A CARS DOOR,A STATUE OF A LARGE BLENDER DRAIN PAT A CAR DOOR
156,TWO MEN JUMPING UP TO HEAD A SOCCER BALL,TEN TRAN WALKING UP TO A METAL TACKE BAK
157,A CLOSE UP OF TWO PEOPLE PLAYING SOCCER,A PIKE IT A KICENA IS HAD I BLACK O
158,SOCCER PLAYERS TRY TO GAIN POSSESSION OF THE BALL,A SOCCER TOT IS CROWE TO GAIN POSSESSION OF THE BAT
159,A MAN HITTING A SOCCER BALL WITH HIS HEAD,A MAN HITTING A SOCCER BALL WITH HIS ET
160,TWO OPPONENTS ARE PLAYING DURING A SOCCOR GAME,POLEPONAS ARE SINING DANIN TRAFFY RETIN
161,WE SEE A DOUBLE DECKER BUS WIT A COMPARTMENT IN THE SIDE,VECLE OUBLE DECKER RISE WITH EHONEN INSIDE OF I
162,A DOUBLEDECKER BUS TURNED IN TO A TRAVELING SHOWCASE FOR A UNIVERSITY,A DOUBLE DECKER BUS TRRING PONOR TRAVELING A COSE FURGIN OL TISATER
163,A DOUBLE DECKER BUS SITTING ON A GREEN FIELD,A DOUBLE DECKRE OFFIBES ON A STREET FIELD
164,A DOUBLEDECKER BUS IS PARKED IN A LARGE FIELD,A DOUBLE DECKER BUS IS PARKED IN A LARGE FIELD
165,A NORTHUMBRIA BUS IS PARKED IN A FIELD,A HOSATA RED PASSOM PARSE IN A FIL
166,A DESK WITH TWO COMPUTER SCREENS AND A CECIL COOPER BOBBLE HEAD,A DESKROOM WITH TWO CON PUTER ANEN IN GASES WITH PUPOF BOTTLE ON
167,A CLOSE OF A BOBBLE HEAD DOLL WITH A COMPUTER IN THE BACKGROUND,A CLOSE OF A GOBE HAS DOG WITI COMPUTER IN A RACKTOP
168,A BOBBLE HEAD BASEBALL FIGURINE ON A DESK,A FLADING AT HORSE TRACKTICING A ON FAN
169,A BOBBLE HEAD IS SHOWN NEXT TO COMPUTER SCREENS,A BATHROOM COTES SONIN NEXT TO TO BAN AN S
170,A BASEBALL PLAYER BOBBLE HEAD NEXT TO TWO COMPUTER MONITORS ON A DESK,A BASEBALL PLAYER ON HIS HEAD NEXT TTWO COMPUTER MONITORS IN A BACKGGROUND
171,A FIELD WITH VARIOUS WILDLIFE AND TREES IN THE BACKGROUND,A FIELD WITH VARIOUS SMALL BLOCK AND TREES IN THE BACKGROUND
172,ZEBRAS AND WORT HOGS LIVING TOGETHER ON THE PLAINS,A BA HOLDING A BAPE  BAT ANA BASE TOGETHER ON A FIELD
173,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES,A GROUP OF ZEBRAS ANA PULLED BY SOME TREES
174,MANY ANIMALS IN A FIELD WITH TREES AND BUSHES IN THE BACKGROUND,THREE ANIMALS ON A FIELD WITH FOOD AND BUSHES IN THE BACKGROUND
175,THE GROUP OF ZEBRAS ARE IN THE FIELD,A RESGROUP OF ZEBRAS ARKED IN I FIELD
176,A GROUP OF WOMEN RUNNING AFTER A SOCCER BALL,A GROUP OF WOMEN RUNNING AFTER A SOCCER RAL
177,GIRLS FACE TO A SOCCER BALL DURING A GAME,A GASS PLATE IT A SUCCER BALL DURING A GAME
178,YOUNG FEMALES PLAYING SOCCER ON A GREEN SOCCER FIELD,YOUNG FOMALES PLAYING SOCCER ON A GREEN COCCER FIELD
179,A SOCCER GAME WHERE A GIRL IN WHITE IS DRIBBLING AHEAD OF THE GIRL IN BLUE,A SOCCEVISION WITH A BLO AND WITE IT LIVING AHEAD OF A AG ANGRE
180,A GROUP OF WOMEN PLAYING A GAME OF SOCCER ON FIELD,A GROUP OF WOMEN PLARING A GIEL OF SOCCER ON A FIELD
181,A WOMAN IN WHITE SHIRT HOLDING UP A CELLPHONE,A WOMAN IN WHITE SHIRT HOLDING UP A CELL PHONE
182,A WOMAN HOLDING A HELLO KITTY PHONE ON HER HANDS,A WOMAN HOLDING E HELLOW FAS DON IT AR A
183,A WOMAN HOLDS UP HER PHONE IN FRONT OF HER FACE,A LOMAN HALD ERS ORN OT OF TE ACI
184,A WOMAN CHECKING HER CELL PHONE WITH A HELLO KITTY CASE,A WOMAN CETTING HER COG HONE WITH HER HAEL COODING IR
185,THE ASIAN GIRL IS HOLDING HER MISS KITTY PHONE,ANTAN GIRL IN A CODEN WITH AR NEW STREET COLER
186,A BATHROOM WITH BLUE WALLS AND WHITE TILES,A BATHROOM WITH SINK WALLS AND WHITE TIRE
187,A BATHROOM WITH BLUE AND WHITE WALLS,A BATHROOM WITH BLUE AND WHITE WOWERS
188,AN EMPTY BATHROOM WITH BLUE WALLS ON THE LIGHTS ON,AN EMPTY BATHROOM WITH BLUE BOARDS ON THE WHITE OND
189,A WHITE BATHROOM SINK SITTING UNDER A BATHROOM WINDOW,A WHITE BATHROM SINKIS SINGING UNDER A BATH
190,A SMALL BATHROOM WITH AN OPEN DESIGN CONCEPT,A SMALL BATHROOM WITH A PORPEN BAG ON E BEK
191,A PICTURE FOR RENTALS WITH TWO WOMEN WALKING UP TO THEM,A PISON FAN WITH E TWO WOMEN DRESKING UP TO TE
192,BEACH GOERS SET UP UMBRELLAS NEXT TO RENTAL SIGNS WHILE A COP WATCHES,TWO TAIRI PARKED IMBRELLAS NEXT TO WUNTER SIGN WHILE A COSS WALKON
193,A GROUP OF PEOPLE HANDING OUT WITH LAWN CHAIRS UNDER TWO COLORFUL UMBRELLAS,A GROUP OF PEOPLE HONING ARG WITH ONE HOSAN AI O A AT
194,TWO WOMEN TALK AT A BEACH RENTAL KIOSK,TWO WOMAN CROSSE AT A INC BRINT WITH TE OKE
195,PEOPLE STANDING NEAR A GUARD IN FRONT OF A RENTAL STORE,PEOPLE STANDING NEAR A CAD AN BO ON AEAN
196,A BIRD IS SITTING ON A BOWL OF BIRDSEED,A BIRD IS SITTING ON A BORT OFOCAN
