Index,Reference,Hypothesis
55,TRAIN MOVING ALONG RAISED TRACKS WITH MOUNTAIN IN BACKGROUND,TRAIN MOVING ALONG RAY OF TRACKS WITH SOME IN TACKON
56,A TEDDY BEAR SITTING IN FRONT OF A PILE OF BOXES,I TEDDY BEAR WIT ENHIDET IN INFRONTMENT OF A TILE O CLOCK
57,A TEDDY BEAR NEXT TO FOUR BOXES ON THE FLOOR,IG TEDY BEAR EXT TO CUR OXITHOWIN TE APER
58,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF MANY BOXES,A TEDDY BEAR IING IN ROUN A TRA WEARING WATER
59,A TEDDY BEAR IS SITTING IN FRONT A GROUP OF BOXES,A TEDDY BEAR S SITTING BEHIDE I DIFFERENT GLASSES
60,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES,A GROUPLE OF TEDDY BEARS SITTING NEXT TO SOME BOXES
61,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVE,A BILT GO DOWN THE STREET IN FRONT OF A ROD AN APT
62,A SEAGULL STANDING NEAR THE OCEAN ON THE SAND,A SEAGULL PATING TOIN A BUILDIN IN  MOWN
63,A SEAGULL STANDING ON THE SAND NEAR THE WATER,A SABOS AING OUT TO SAND AN APUROF WATER
64,THE BIG BIRD IS STANDING ON THE BEACH BY THE WATER,THE BAN BARO IS TANDING WIT E A TIT FRON
65,A SEAGULL STANDING ON THE SAND OF A BEACH,A SEA BUS PACTING ON THE SIDE OF E MOTAN
66,A BUS FULL OF HAPPY TOURISTS DRIVES DOWN THE STREET,A BUK FULL OF PASSINWAD ON A RIING ACOWD INTT
67,DOUBLE DECKER BUS WITH PEOPLE ON THE TOP FLOOR ON ROAD,DOUBLE DECKER BARG INTER ON THE PACK WILL ONEI E
68,A DOUBLE DECKER BUS WITH PEOPLE WAVING FROM THE TOP,A DOUBLE DECKER BUS IS SISE HAR A COUBLE STOP
69,A DOUBLE DECKER BUS DRIVING DOWN A STREET,A DOUBLE DECKER BUS DRIVING DOWN A STREET 
70,RED DOUBLE DECKER BUS WITH PEOPLE STANDING ON TOP,A RED DOUBLE DECKER BUS ITH PEOBL STANDING ON THE TOP
71,A MAN LEANING HIS MOUTH DOWN TO A PLATE THAT HAS A SANDWICH ON IT AND A BLUE WATER BOTTLE BEHIND IT,A MANMADING CELL TONE TO A PLAT WITH A SANDWICH ON A IEN WATER ON IT
72,A MAN TAKING A BITE OF A SANDWICH WITHOUT USING HIS HANDS,A MAN TAKING UP OUT OF DESFENT TATU IT I HAN
73,A MAN EATING A SANDWICH OFF OF A WHITE PLATE,A MUSITN SETTING GRAT OF A WHITE CATE
74,A SMILING GUY STICKING HIS FACE NEAR A BIG SANDWICH,A SMILING GUY STIKING HIS FACE TOR A KIXAMET
75,WITHOUT USING HANDS A MAN TRIES TO BITE A PAIR OF SANDWICHES,A BALCONY IN HAN A MAL FLIES A PATE IT WAR SANDWICHES
76,A HUSKY STANDS BY AS A SKIER STANDS THERE,A HESEGER HAIRS BY AS A COMPUTER TAN
77,A PERSON ON SOME SKIS AND A DOG IN THE SNOW,A AWOMAN IS AI WIH A DOG AND HE SELFING
78,A MAN ON SKIS WITH A DOG NEXT TO HIM,A MAN ON SKI WITH A DOG NEXT TO A OUNTREN
79,A MAN ON SNOW SKIS WITH HIS DOG,A WOAN IS STAND TIA INA A PAT
80,A PERSON RIDING SKIS ON TOP OF A SNOW COVERED SLOPE NEAR A DOG,A PERSON RIDING SKS ON TOP OF A SNOW COVERED SLOPE NEAR A BON
81,A GIRAFFE REACHING UP TO SOME TREE BRANCHES,A GIRAFFE SATING ON TOP OF TREENO A DIRTE TREE
82,A GIRAFFE STANDING UNDER A LEAF FILLED TREE,A GIRAFFE STANDING ABO O BOET TOTE O A FI
83,THE GIRAFFE EXTENDS UPWARD WHILE EATING FROM THE BRANCHES OF A TREE,A GIRAFFE IX AND EATS SUBORD WHILE EATING FROM A BRANCHES ON A TREB
84,A GIRAFFE THAT IS STANDING IN THE GRASS,A GILAFFE THAT IS TANDING ON THE GRASS
85,A TALL GIRAFFE STRETCHES TO REACH HIGH LEAVES ON A TREE,A TALL GIRAFFE STRETCHED IIBAGE HIGHA MISPOET
86,THE PALACE OF WESTMINSTER FEATURING ELIZABETH TOWER THAT HOLDS BIG BEN,THE PANALA E FLESHO  IITER ETIN ERIIN TE VISITIFE FLOWER SACI ETIN BAN
87,A BRIDGE NEXT TO A TALL BUILDING AND THE BIG BEN TOWER,A BRA EIT ON A TALL BUILDING AN ES IN TOWN
88,A CASTLE IS SHOWN ON THE WATER NEXT TO A BRIDGE,A CASTLE IS SHOWN ON THE WATER NEXT TO A BRICKHA
89,AN OLD CLOCK TOWER STANDS NEAR A BRIDGE AND OTHER LARGE OLD MEDIEVAL TYPE STRUCTURES,AN OLD CLOCK TLOWER STANDS NEAR A STREE AND BATHROOM LARGE HOLD OF TEZEBAL TIGT STRUCTURE
90,THE BIG BEN CLOCK TOWER TOWERING OVER THE CITY OF LONDON,BIG BASEBALL TOWER ARRI IN TV AN RESTO
91,MAN RELAXING NEAR A TRAIL CLOSED SIGN ON THE GROUND,AIRAEI NEXT TOO HIT IN COUNTED ON THE GRAFF
92,A MAN SITTING ON A WALL NEXT TO WATER NEXT TO A BARRIER,A MAN SINTING ON A WOL IN SOME WATER NEXT TO A DRINK
93,A MAN WITH HIS SHIRT OFF SITTING BY THE SHORELINE SUNNING HIMSELF,AMAN WITH A SHIRT UP SITTING BY THE CORHIND SIN IN E O
94,A SIGN LAYING ON A LUSH GREEN FIELD NEAR A BODY OF WATER,A SID LAYD ON A ESHGREEN FIELD WITH A WRIT LIGHT
95,A MAN WHO IS SITTING DOWN NEXT TO A BODY OF WATER,A MAN THAT IS SITTING AR NEXT TO A BODY OF WATER
96,A PHOTO TAKEN FROM A CAR LOOKING AT A SKATEBOARDER ON THE SIDE OF THE ROAD,A TE PHOTO TAKEN ON TINTY CAUKAT IN  OATET DOORGROUN IN FRONT OF THE ROAD
97,A ROAD FILLED WITH CARS IN A DESERT,A ROSE FILLED WITH FLOWERS IN A GASSIN R
98,A MAN WALKING DOWN A STREET NEXT TO A ROAD FILLED WITH CARS,MAEN DIVIN DOWN STREET NEX TOA ROAD FILLED WITH FIRE SIGNS AN O
99,VIEW FROM INSIDE OF A CAR OF CARS ON ROAD AND A MAN ON THE SIDE OF THE ROAD,E APEEN HID OF A CAR IN CARS AN ENASO ATR
100,MAN RIDING A SKATE BOARD TOWARDS THE TRAFFIC ON A TWO LANE ROADWAY,MAN RIDING A SKATEBOARD TOWARDS THE TRAFFIC ON A TWO LAINE ROADWAY
101,A GROUP OF PEOPLE GATHERED AROUND A TABLE FILLED WITH FOOD,A PERSON INTO GATHERED ARAS A CI WACHIFUL LOK FOAN
102,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE AROUND IT,A LOGE TABLE WITH MANY CONTAINERS WITH FOOD ON IT AND MAN POBORD WRAKIN
103,PEOPLE ARE LINED UP ALONG A LONG PICNIC TABLE,EX BOS CLIME DOWN THE LONG ON COA WIT A LALL IT A PINK TABLE
104,GATHERING OF PEOPLE DISHING OUT FOOD SET ON A LONG TABLE WITH CHECKERED TABLECLOTH,A GATHERING OT VAIBL CATE IT OUT INTLU AND ON THE WALL  VEICLE  IT OTECTURES AS STATE WITH FLAWE
105,A GROUP OF PEOPLE EATING FOOD AT AN OUTDOOR PICINIC,A GROUP OF PEOPLE EATING FOOD AT ACOWBURSI
106,A CAT LAYING ON A TOILET SEAT WITH ITS PAWS INSIDE,A CAT LAYIS ON A PLAY O CEZA AN E SAUSE IN ELECON
107,A BLACK AND GRAY CAT IS SITTING ON A TOILET,A GROUP BLACK AND GREY CATS SITTING ON ACOOTHER A
108,A CAT SITTING ON THE EDGE OF THE TOILET LOOKING TOWARD THE OPEN BATHROOM DOOR,A CAT SITTING OND AHONCE WITH A TADET OPEN TO TE OPEN RABYPIN FOOR
109,A CAT SITS ON THE EDGE OF A TOILET,A DASK IS IN ON THE EDG IT ANCLOSUR
110,A CAT IS LAYING ON A TOILET SEAT,THE TAT IS LAYING ON THE BEDY OF THE BAY
111,A CAT SITS ON TOP OF A TOILET BOWL,A BLACKIT ON TOP OF A PHOTOTRA
112,A SMALL CAT SITS PERCHED ON THE BACK OF A TOILET,A SMALL CAT IS APEACHED ON THE BACK OF A TARIOR
113,A CAT SITTING ON THE BACK OF A TOILET BOWL WITH NO TANK,A CAT SITTING ON THE BACK OF A PORWEL WITH AMON INI
114,A SMALL CAT SITS ON TOP OF A WHITE TOILET MISSING ITS SEAT IN A BATHROOM,A SMALL CAT SITS ON TOP OF A WHITE TOILET IN EA SINC NEXT TO A BATHROOM
115,A CAT SITTING ON A TOILET IN A BATHROOM,A CAT STANDING ON TE PLANYE IN A BATHROOM
116,AN ANGLED SHOT OF A FULLY STOCKED KITCHEN WITH WOODEN CABINETS,A ROAD  DORKHA ON T TROP ON E AIRCOE RIVIN CATIC
117,AN OPEN KITCHEN IS SHOWN WITH LIGHT BROWN CABINETS,AN OPEN KITCTEN IS SHOWN WITH BIKES ON A CABI
118,SOME WOOD CABINETS IN A LARGE HOME KITCHEN,AVEGEIGERATIN CABINET IN A LARGE CLAINTED KITCHEN
119,A KITCHEN WITH A SINK DISHWASHER AND MICROWAVE OVEE,A KITCHEN SOD COT DISHMASHER TALL AND MACOWAVE CARBIN
120,A KITCHEN FILLED WITH WOODEN CABINETS AND A MICROWAVE OVEN,A KITCHEN FOVEWILE SITTING COUNTER I ANPAKERS A VETRAB
121,A BUNCH OF FRUIT SITS IN FRONT OF A PORTRAIT,A BUNCH OF GROUP MEN SITS IN FRONT OF FORT
122,SOME ART WORK WITH A MAN WITH A HAT ON AND SOME FRUIT IN A BOWL,SOME HARDWORKWIRTH A MAN WITH A HAT ON AND SOME PIT IN A MIA
123,A PAINTING OF A MAN SMILING BEHIND A TABLE WITH FRUIT,AVINTAGE OF A MAN SMASING BEHIND A TABLE AND FOOD ON E O
124,A PAINTING OF A BOWL OF FRUIT SITTING IN FRONT OF ANOTHER PAINTING,A TAT OF A BOWL OF FOOD SITTING ON THE FRONT OF A HODIN TAB
125,THIS IS A STILL LIFE OF FRUIT AND AN OLD MAN,THIS KAS AS TER LIFE ANAT AN A OBAN
126,A LITTLE GIRL IS HOLDING ON TO A HAIR BRUSH,A LITTLE GIRL IS FADING ON TO A HITTE BENCH
127,A BABY GIRL IS HOLDING A PINK BRUSH AS SHE SCRATCHES HER HEAD,A BATED GIRL WITH A SWUNAA INFON SOS SCRATCHES HER HEAD
128,A YOUNG GIRL COMBING HER HAIR WITH A PINK COMB,A YOUNG GIRL IS HOLDING HER HAIR NA IN PHONE
129,A GIRL GRABS HER HAIR AND HOLDS ONTO HER HAIRBRUSH,A OF BATIN ANIMALS ON A TURAN ON A SHEEP
130,THE YOUNG GIRL IS BRUSHING HER HAIR,TE YOUNG GIRLIS BESHEN HER AIR OTIN A BOD
131,TWO BABIES SITTING ON THEIR POTTIES IN THE BATHROOM,TWO LADYS SITTING ON THEIR PEY WITH A OPOOTIN 
132,TWO NAKED BABIES ON TRAINING TOILETS IN A BATHROOM,YOUN BAGY BABIT OME TRAINS AND TOILETS IN A BATHROOM
133,A SET OF TWINS WHO ARE TAKING A BATH,A SITY TWIDS WO A DICIC BED AN II O  MOER
134,A COUPLE OF LITTLE GIRLS SITTING NEXT TO EACH OTHER IN A BATHROOM,A COUPLE OF LITTLE GIRLS SITTING NEXT TO EACH OTHER IN A BATHROOM
135,TWO CHILDREN ARE PRACTICING USING THE POTTY NEXT TO EACH OTHER,THI VISION WAK CECTITON  A GANE ESPLAYEN AN COFFEE CABIN
136,A MAN IN A WET SUIT RIDING A WAVE ON A SURF BOARD,A MAN ON A DEN SET RIDING A WAVE ON A SURFBOARD
137,THERE IS A MALE SURFER THAT IS RIDING IN THE WAVE,THERE IS A WOLD SURFER THAT IS RIDING THROUGH THE AIR
138,A MAN ON A SURF BOARD RIDES A WAVE,AN MAN ON A SURFBOARD RIDE THOUGH WATERWAV
139,A SURFER IN THE OCEAN ON THE CREST OF A WAVE,A SURFER AT THE OCEAN OF THE CREST OF A PWAYER
140,A MAN THAT IS ON A SURFBOARD IN THE WATER,A MAN IND A TELEVN BOARDING E WATER
141,A TEDDY BEAR SITS BY A KEYBOARDS AND MICROPHONE,A TEDDY BEAR SITS FLING THROUGH BIARDS AND A MICROPAV
142,STUFFED BEAR WEARING GLASSES WITH ELECTRONIC AUDIO EQUIPMENT,STUFFED BEAR WEARING LASSES N ELECTROTIC PARTY ON TEE
143,A TEDDY BEAR THAT IS DRESS IN GLASSES AND IS LISTENING TO AN IPOD,A TEDDY BEAR ET AR SITTDRESSED IN A MOCES  PIN OW STANDING NONTE FI
144,A VERY CUTE TEDDY BEAR WITH GLASSES AND SOME ITEMS,A GREEN CREEN TO A FEWE WITH LARGE ONTROL FIRE HYDRANT
145,A STUFFED BEAR A KEYBOARD AN IPOD AND MICROPHONE,A SILVER BEAR AND GLOR AN HIGH GLOVES NEAR THE MARCROWAVE
146,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS A FIREPLACE,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS AND A FIREPLACE
147,A DINING ROOM WITH SOME PLANTS ARE SEEN,A DINING ROOM WITH SOME CIANPLES ARE SITTING IN THE LIGHT OP OFA BIDN
148,A FIREPLACE AND DINING TABLE IN A DINING ROOM,A BAIRCAS A PA ISIN A SIDOIT
149,A WOODEN TABLE WITH FOUR WOODEN CHAIRS IN FRONT OF TWO WINDOWS,A WOODEN TABLE WITH FOUR WOODEN CHAIRS AND ON TO AN MOUSE
150,A ROOM WITH PLANTS ON LITTLE TABLES BY THE WINDOWS,A TABLE WITH PANTS ON  LITTE TAKE INSIDE OF A TABLE
151,A STATUE DEPICTING A BEAR BREAKING INTO A CAR,A STATUE DETICTING A BEAR BREATINAGE IT A PO
152,A MAN POSES WITH A PICTURE OF A BEAR AND A CAR,A MAN PASN T WATE A PICTURE OF A TABLE ATH A COFFEE
153,A STATUE OF A BEAR ON A CAR USED AS A WARNING ABOUT THE BEARS,A PITURACUTED UP A DOR ON THE SIDE INWITH A LONE IN A WIT BAI
154,YES BEARS CAN RIP OPEN CARS AND HURT THE OCCUPANTS,GES PLAYERS CAN RIP OVER CARS AND HERT BEON THE FENTS
155,A STATUE OF A LARGE BROWN BEAR TEARING OFF A CARS DOOR,STATUE OF ARCHWA VERY VERY SMALL INTE A CAR ON TE WATER
156,TWO MEN JUMPING UP TO HEAD A SOCCER BALL,TI I TATIN RESTE ATA HOV O TO
157,A CLOSE UP OF TWO PEOPLE PLAYING SOCCER,A POSEN O SING A ITE A TATIC ON A TATE
158,SOCCER PLAYERS TRY TO GAIN POSSESSION OF THE BALL,SOCCER EPARITES TO TRY TO GAN A POCESSION OF THE A
159,A MAN HITTING A SOCCER BALL WITH HIS HEAD,A MAN HITTING A SOCCER BALL WITH HIS HAD
160,TWO OPPONENTS ARE PLAYING DURING A SOCCOR GAME,TWO EPONENTS FORAIN MEDURING TA SOCCER DIFFEN FONOE
161,WE SEE A DOUBLE DECKER BUS WIT A COMPARTMENT IN THE SIDE,A TWO DOUBLE DECKER LUG INCO HARTEN ON EA SIDE
162,A DOUBLEDECKER BUS TURNED IN TO A TRAVELING SHOWCASE FOR A UNIVERSITY,A DOUBLE DECKER BUS TURNED IN TO TRAVELIN SOWCAY FORISINS
163,A DOUBLE DECKER BUS SITTING ON A GREEN FIELD,A GROUP OF DUCT ARE WALKING DON A BON GASSE FIELD
164,A DOUBLEDECKER BUS IS PARKED IN A LARGE FIELD, DOUBLE DECKER BUS IS PARKED ON A LARGE FIELDIA
165,A NORTHUMBRIA BUS IS PARKED IN A FIELD,A BUK AFE OF BRUSH AN PARK ON TEA
166,A DESK WITH TWO COMPUTER SCREENS AND A CECIL COOPER BOBBLE HEAD,A DESK T WITH TWO COMPUTER IS AT AND A SIECE OF PEOPE BOTTLING AT
167,A CLOSE OF A BOBBLE HEAD DOLL WITH A COMPUTER IN THE BACKGROUND,A CLOS OF A GRAVEL HEAD DOG AT AINEAD IN THE BACKGROUND
168,A BOBBLE HEAD BASEBALL FIGURINE ON A DESK,A MATER HEAD FACE CROSS A  WNG DI A NIGTSY
169,A BOBBLE HEAD IS SHOWN NEXT TO COMPUTER SCREENS,A BOBY PID STANDING NEXT TA MOTER IN E SCOO
170,A BASEBALL PLAYER BOBBLE HEAD NEXT TO TWO COMPUTER MONITORS ON A DESK,A BASEBALL PLAYER BOTBLE HEADLAY NEXT TO TWO COMPUTER MONITORS ON A DESK
171,A FIELD WITH VARIOUS WILDLIFE AND TREES IN THE BACKGROUND,A VEHICLETH VARIOUS WALLBIGS AND TREES IN THE BACKGROUNRUND
172,ZEBRAS AND WORT HOGS LIVING TOGETHER ON THE PLAINS,A BABERD OF ATE AAIN IN I TIT ON OTEDA
173,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES,A GROUP OF ZEBRA IN A FIELD BY SOME TREES
174,MANY ANIMALS IN A FIELD WITH TREES AND BUSHES IN THE BACKGROUND,MA ANIMLI A FIELD WITH TREE AND BUSHES ON THE BACKGROUND
175,THE GROUP OF ZEBRAS ARE IN THE FIELD,SE GROUP OF ZEBRAS ARE A HIN I FIELD
176,A GROUP OF WOMEN RUNNING AFTER A SOCCER BALL,A GROUP OF WOMEN RUNNING AFTER A SOCCER BALL
177,GIRLS FACE TO A SOCCER BALL DURING A GAME,A ROCKE PAY AIG DUST BALL IN A FIELDD
178,YOUNG FEMALES PLAYING SOCCER ON A GREEN SOCCER FIELD,YOLD ZEBRA IS PARTING SOCCER ON TE GRAZ OVE FIELD
179,A SOCCER GAME WHERE A GIRL IN WHITE IS DRIBBLING AHEAD OF THE GIRL IN BLUE,A SECROCITION A WREY WAL AND WATER ATET OF LOVING AN BUNH OF ICE ONE FOR IND FIELD
180,A GROUP OF WOMEN PLAYING A GAME OF SOCCER ON FIELD,A GROUP OF WODEN PAYES TANDER TOLK AROUND A A UNCOF TREE
181,A WOMAN IN WHITE SHIRT HOLDING UP A CELLPHONE,A WOMAN IN WHITE SHIRT HOLDANG OTER COUC O A
182,A WOMAN HOLDING A HELLO KITTY PHONE ON HER HANDS,A WOMAN HOLDING COLOW TII OLL A
183,A WOMAN HOLDS UP HER PHONE IN FRONT OF HER FACE,A LOMAN HOLDS HER FOLOAN TIP O ER WITA SELDIN
184,A WOMAN CHECKING HER CELL PHONE WITH A HELLO KITTY CASE,A WOMAN A PICTURE ON HER WELL PHONE WITH A PEDULT INI TATE
185,THE ASIAN GIRL IS HOLDING HER MISS KITTY PHONE,AN ASAN GIRL IS HOLDING A HERMANT A PART
186,A BATHROOM WITH BLUE WALLS AND WHITE TILES,A BATHROOM WITH TRE WALLS AND RID TIDE AN TIN
187,A BATHROOM WITH BLUE AND WHITE WALLS,A BATHROOM IN A BUE AND WHITE BAL
188,AN EMPTY BATHROOM WITH BLUE WALLS ON THE LIGHTS ON,A CANCY BOYCIN WIT DOGS ON AN ITE POR
189,A WHITE BATHROOM SINK SITTING UNDER A BATHROOM WINDOW,THE WHITE BATHROOM SINK SSITTING UNDER A BATHOPINK
190,A SMALL BATHROOM WITH AN OPEN DESIGN CONCEPT,A SMALL BATHROOM LIVE HAS OPEN SAWER OUTSIDE
191,A PICTURE FOR RENTALS WITH TWO WOMEN WALKING UP TO THEM,A PITCHUR ARONI WIT TLD AND REGAN UPTOL
