Index,Reference,Hypothesis
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,O POWDLED ON AGE BOLDISPLAYI BOOD WHILE OTHERS AR LA
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,KAERWALKING NIGHT WITH A BACKTAN
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A BARRENT WALKING SCREEN WITH A TRAFFIC EIINIE
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A BUICE WALKING INSIDE OF AN AVICUR LI AIR
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,A BIRD WALKES ON THE TILE TA IN CATASURI
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A WHITE AND BLACK BIRD TOKING BEAND AIO CHAIR
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,BLACK CLOSAR OFAN DARG CARRI IN BG T AIRPORE
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,AN OLD DOG LAYING ON A BENCH WITH A BOD
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,O EVITION OFF IPOR TESITION 
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,A DOG WITH A BOX AND A BOOK ON A COLLECT
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,SBACE DOG LAYING ON TOP OF A BED UNDRESS UP
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,A CLOCK SHAPED LIKE AN ETN CIIMA 
42,A CLOCK THAT LOOKS LIKE AN APPLE A PENGUIN AND A POTTED PLANT,A CLOCK THAT LOOKS LIKE A CATTL A TENGUIN AND A AWELANT
43,A RED APPLE WITH A CLOCK INSIDE OF IT,TAR HASIE TAFFE INSIDE O T
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,OM ALON TOP TO A SHAPE NEXT ON ARTE
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE,A PLASTIC APLE AOR TWO ECURCLES
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH,BORSE IR STUCK IN THE PERSON A TOP OV O
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER,ALOF HORSES RACED ON IM
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,TWO NTOBO PICLES A EATOTER
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH,THE HORSES ARE RACING EACH OTHER AROUND THE BEACH
50,A BLACK AND WHITE PHOTO OF JOCKEYS RIDING THEIR HORSES,A BLACK AND WAY BORDER IT A SECT IN A GRAVINPA
51,A PASSENGER TRAIN MOVING DOWN THE TRAIN ON A BRIDGE,ATA TACTIT IN MAVING DELEPANTI ON CURB
52,A LARGE LONG TRAIN ON A STEEL TRACK,A LARGE HOMA TRAIN  EING SARED
53,A TRAIN THAT IS ON A RAIL OVER A BRIDGE,A PATURE TE THAT IS ON A RAILOBAN BRIDGE
54,A TRAIN ON TOP OF AN OVERPASS BRIDGE SET OF TRAIN TRACKS WITH FIELDS ON BOTH SIDE,TRAIN ON TOP OF AN OLTE PASSENGR ET OF TRAIN SET IN FIELD ON POT
55,TRAIN MOVING ALONG RAISED TRACKS WITH MOUNTAIN IN BACKGROUND,TRAIN MOVING ALONG RAY TRACKS WITH SOME ANTACK OT
56,A TEDDY BEAR SITTING IN FRONT OF A PILE OF BOXES,A TEDDY BEAR IS INCIDENT IN EFRECTION OF A TILECOCK
57,A TEDDY BEAR NEXT TO FOUR BOXES ON THE FLOOR,ATERNEXT TO FO OXYSON PAPE
58,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF MANY BOXES,A VENDOR OGRON TOAN WOP
59,A TEDDY BEAR IS SITTING IN FRONT A GROUP OF BOXES,A TEDDY BEAR IS SITTING IN THE PIRE WIT INEN GLASSES
60,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES,A OF TEDDY BEAR SITTING NEXT TO SOME BOXES
61,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVE,A PEDE TAG DON TE TREECH IN FRONT OF A RAVIN BENCE
62,A SEAGULL STANDING NEAR THE OCEAN ON THE SAND,A SEAGULL AN PIE OLO COUNT
63,A SEAGULL STANDING ON THE SAND NEAR THE WATER,RESY LOSS ANT OTHER SAND NEAR A WATER
64,THE BIG BIRD IS STANDING ON THE BEACH BY THE WATER,THE RAINCOB IS TANDING IN THE IN FRONT
65,A SEAGULL STANDING ON THE SAND OF A BEACH,A SEABULL TACTING ON THE SAND
66,A BUS FULL OF HAPPY TOURISTS DRIVES DOWN THE STREET,A TOPTOOF PASSING CUTE I AAI TRAVN
67,DOUBLE DECKER BUS WITH PEOPLE ON THE TOP FLOOR ON ROAD,OVLE JENTY BAR PEPES ON THE TRACKTOR OF HE RAD
68,A DOUBLE DECKER BUS WITH PEOPLE WAVING FROM THE TOP,A DOUBLE DECKER BUSITIN VERA SOE TOP
69,A DOUBLE DECKER BUS DRIVING DOWN A STREET,A DOUBLE DECKER BUS DRIVING DOWN A STREET
70,RED DOUBLE DECKER BUS WITH PEOPLE STANDING ON TOP,AOLD DOUBLE ECKER BUS AND PEOPLE STANDING ON THE TOP
71,A MAN LEANING HIS MOUTH DOWN TO A PLATE THAT HAS A SANDWICH ON IT AND A BLUE WATER BOTTLE BEHIND IT,A MAN MOVI ISELF DOWN TO PLAPE WITH TA SANDWIH ANA ENTY WATER ONT
72,A MAN TAKING A BITE OF A SANDWICH WITHOUT USING HIS HANDS,A MAN TAKING A BOT OF DECEMT THIT SIHAN
73,A MAN EATING A SANDWICH OFF OF A WHITE PLATE,TUINISEN OFP OF A WHITE PASE
74,A SMILING GUY STICKING HIS FACE NEAR A BIG SANDWICH,A SMILE OF GUY TAKIN IS FACE DERA EXAMNE
75,WITHOUT USING HANDS A MAN TRIES TO BITE A PAIR OF SANDWICHES,ABOUT SY HAN A AN VAE ANPART WA ASANGE
76,A HUSKY STANDS BY AS A SKIER STANDS THERE,A HUSSANGER STANDS BY AT A SECURE TAN
77,A PERSON ON SOME SKIS AND A DOG IN THE SNOW,IMONTO STETA DOG IN E SET
78,A MAN ON SKIS WITH A DOG NEXT TO HIM,A MAN ON TEKIS WITH A DOG NEXT TO HIM
79,A MAN ON SNOW SKIS WITH HIS DOG,TLAN IN A SY PET AA
80,A PERSON RIDING SKIS ON TOP OF A SNOW COVERED SLOPE NEAR A DOG,A PERSON RIDINGS ON TOP OF A SNOW COVERED SLOPE NEAR A BOX
81,A GIRAFFE REACHING UP TO SOME TREE BRANCHES,A GIRAFFE SIT ON UPA LITTE TREE
82,A GIRAFFE STANDING UNDER A LEAF FILLED TREE,A GIRAFFE STANDING OVER TWO TORRAGE E
83,THE GIRAFFE EXTENDS UPWARD WHILE EATING FROM THE BRANCHES OF A TREE,A GIRAFFE EXTEN AWORD WHILE LEATING RON THE BRANCHES OF A TREE
84,A GIRAFFE THAT IS STANDING IN THE GRASS,A GIRAFFE THAT IS HANGING IN THE GRASS
85,A TALL GIRAFFE STRETCHES TO REACH HIGH LEAVES ON A TREE,A TALL GIRAFFE STRETCHED E BEHIND AMISAT
86,THE PALACE OF WESTMINSTER FEATURING ELIZABETH TOWER THAT HOLDS BIG BEN,THE PALEC TEFLECTION METER FEATDURING IIMAGE OF  POWER AY DD AN
87,A BRIDGE NEXT TO A TALL BUILDING AND THE BIG BEN TOWER,A BRIDGE NEXT TO A TALL BUILDING AND ID ANDOUN
88,A CASTLE IS SHOWN ON THE WATER NEXT TO A BRIDGE,A CAPTLE IS SHOWN ON THE BATER NEXT TO A BRIDGE
89,AN OLD CLOCK TOWER STANDS NEAR A BRIDGE AND OTHER LARGE OLD MEDIEVAL TYPE STRUCTURES,AN OLD CLOCK TOWER STANDS NEAR A TREEL AND LEATER LR LD EZEBO IPE STRUCTURE
90,THE BIG BEN CLOCK TOWER TOWERING OVER THE CITY OF LONDON,BIG BASECLOCK TOWER ARE IN TE CITY LYSTIC
91,MAN RELAXING NEAR A TRAIL CLOSED SIGN ON THE GROUND,MADIRACTIS NEXT TO A MERGE CON ON THE GRASS
92,A MAN SITTING ON A WALL NEXT TO WATER NEXT TO A BARRIER,A MAN SITTING ON A ROK NOE WATER A DRINK
93,A MAN WITH HIS SHIRT OFF SITTING BY THE SHORELINE SUNNING HIMSELF,MAN WITH HIS SHIRT UFF SITTING BY THE SHORELINE SIGN IN ITOP
94,A SIGN LAYING ON A LUSH GREEN FIELD NEAR A BODY OF WATER,A SIGN LAYING ON AN ECE GREEN FIELD WITH  GRAKE LIGHT
95,A MAN WHO IS SITTING DOWN NEXT TO A BODY OF WATER,A MAN THAT IS SITTING POARING NEXT TO A BODY OF WATER
96,A PHOTO TAKEN FROM A CAR LOOKING AT A SKATEBOARDER ON THE SIDE OF THE ROAD,TRE PHOTO POKIN IN A CARK WITH ATAT FOREGONOF THE ROAD
97,A ROAD FILLED WITH CARS IN A DESERT,A ROD FILLED WITH BOS AND A DASSEN
98,A MAN WALKING DOWN A STREET NEXT TO A ROAD FILLED WITH CARS,ON WALIN DOWN STREET ENTOA ROAD FILLED WITH FIRE SIGNS
99,VIEW FROM INSIDE OF A CAR OF CARS ON ROAD AND A MAN ON THE SIDE OF THE ROAD,VIEW OF OM INSIDE OF E CAR IT CARS AND IGAGE  SHOWN ADR
100,MAN RIDING A SKATE BOARD TOWARDS THE TRAFFIC ON A TWO LANE ROADWAY,MAN RIDING A SKATEBOARD TOWARDS THE TRAFFIC ON A TWO LANED ROADWAY
101,A GROUP OF PEOPLE GATHERED AROUND A TABLE FILLED WITH FOOD,AERBO GATHERED AR ON A TTE WALTIPL OF TEN
102,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE AROUND IT,TWO LOG TABLE WITH MANY CONTAINERS WITH FOOD ON IT AND MAN PEOPLE GRAPIN
103,PEOPLE ARE LINED UP ALONG A LONG PICNIC TABLE,PEOPLE LIMB DOWN THE LAWALONG WITH A PIC TABLE
104,GATHERING OF PEOPLE DISHING OUT FOOD SET ON A LONG TABLE WITH CHECKERED TABLECLOTH,GATHERING OF BETIFUL FACEOU BLU AT ON THE WALL IN OPENSOMDECKER AVO WLALL
105,A GROUP OF PEOPLE EATING FOOD AT AN OUTDOOR PICINIC,A GROUP OF PEOPLE EATING FOOD AT OWVERT
106,A CAT LAYING ON A TOILET SEAT WITH ITS PAWS INSIDE,A CAT LAYING ON A TRAG ASING A CAR IN THE OCAN
107,A BLACK AND GRAY CAT IS SITTING ON A TOILET,BLACK AND GREY PANTS SITTING ON CATAR
108,A CAT SITTING ON THE EDGE OF THE TOILET LOOKING TOWARD THE OPEN BATHROOM DOOR,A CAT SITTING ON THE FANC OF A TRACKAT TIKING TO THE OPEN RASIN DOOR
109,A CAT SITS ON THE EDGE OF A TOILET,A CAT IS IN SOME DAD IN RAIN
110,A CAT IS LAYING ON A TOILET SEAT,AT A PLANE IN A CENDESS TATE
111,A CAT SITS ON TOP OF A TOILET BOWL,A DRACKET ON TOP OF A TIBING
112,A SMALL CAT SITS PERCHED ON THE BACK OF A TOILET,A SMALL JET IKS PERCHED ON THE BACK OF A TARE
113,A CAT SITTING ON THE BACK OF A TOILET BOWL WITH NO TANK,A CAT SITTING ON THE BACK OF A TARTA WITH MON POPE
114,A SMALL CAT SITS ON TOP OF A WHITE TOILET MISSING ITS SEAT IN A BATHROOM,A SMALL HAT SITS ON TOP OF A WHITE TOILET AND FEW IE XIN THE BACKGROUND
115,A CAT SITTING ON A TOILET IN A BATHROOM,A CAT SITTING ON A CATERBAT
116,AN ANGLED SHOT OF A FULLY STOCKED KITCHEN WITH WOODEN CABINETS,A MOTDORKEDON TOPNEAR OWOODEN CAT
117,AN OPEN KITCHEN IS SHOWN WITH LIGHT BROWN CABINETS,AN OPENTICTION IS SHOWN WITH BIKES ON A CAB
118,SOME WOOD CABINETS IN A LARGE HOME KITCHEN,SECI TREE COMTATMENTS IN A LARGE CAN KITCHEN
119,A KITCHEN WITH A SINK DISHWASHER AND MICROWAVE OVEE,SA KITCHEN SEN FISHMATER AND METAA OVEN
120,A KITCHEN FILLED WITH WOODEN CABINETS AND A MICROWAVE OVEN,A KITCHEN POL I SITIN ONECOATER
121,A BUNCH OF FRUIT SITS IN FRONT OF A PORTRAIT,A BUNCH OF FOOT  SITS ININD A POLT
122,SOME ART WORK WITH A MAN WITH A HAT ON AND SOME FRUIT IN A BOWL,SOME HARTWORK WITH A MAN WITH A HAT ON AND SOME POKIN A BA
123,A PAINTING OF A MAN SMILING BEHIND A TABLE WITH FRUIT,A BINTING OF A MAN TADING BEHIND A TABLE AN
124,A PAINTING OF A BOWL OF FRUIT SITTING IN FRONT OF ANOTHER PAINTING,AOF A BOWL OF BU SITTING ON THE SITE OF A HOTERA
125,THIS IS A STILL LIFE OF FRUIT AND AN OLD MAN,THI PACE OF A STILL LIGT OR AN AN O VAN
126,A LITTLE GIRL IS HOLDING ON TO A HAIR BRUSH,A LITTLE GIRL IS TANDERED NEXT TO PATER BECH
127,A BABY GIRL IS HOLDING A PINK BRUSH AS SHE SCRATCHES HER HEAD,A BABY GIRL IS LONGWAY IN SOSCRATCHES HER HAT
128,A YOUNG GIRL COMBING HER HAIR WITH A PINK COMB,A YOUNG GIRL OWING AR PAR I PHONE
129,A GIRL GRABS HER HAIR AND HOLDS ONTO HER HAIRBRUSH,TE GROWFASTEN ANIMALS ON A TURNAN LO
130,THE YOUNG GIRL IS BRUSHING HER HAIR,THEA REAL SECTION CAAN
131,TWO BABIES SITTING ON THEIR POTTIES IN THE BATHROOM,TWO MATENS SITTING ON THE TIRES IN A BARKON
132,TWO NAKED BABIES ON TRAINING TOILETS IN A BATHROOM,TWO BAGY BASES ON TRAINS AN OTES IN A BATHFOM
133,A SET OF TWINS WHO ARE TAKING A BATH,A PITTY TWIN IN A VICNIC PAT
134,A COUPLE OF LITTLE GIRLS SITTING NEXT TO EACH OTHER IN A BATHROOM,COUPRA OF LITTLE GIRLS SITTING NEXT TO EACH OTHER IN THE BACK
135,TWO CHILDREN ARE PRACTICING USING THE POTTY NEXT TO EACH OTHER,TO TISON AT TAXITION AGAIN APPLAN NEXT T EACH OTHER
136,A MAN IN A WET SUIT RIDING A WAVE ON A SURF BOARD,A MAN AAX STRIDIN AI NEX SURFBOARD
137,THERE IS A MALE SURFER THAT IS RIDING IN THE WAVE,THERE IS A O SURSON THAT IS LIDING IN THE AIN
138,A MAN ON A SURF BOARD RIDES A WAVE,A MAN ON A SURFBOARD RIDES A A
139,A SURFER IN THE OCEAN ON THE CREST OF A WAVE,ASURF AN THE OCEAN OF TONTRESTIN PLAYER
140,A MAN THAT IS ON A SURFBOARD IN THE WATER,A MAN AND AN ELEPHANT BOADING THE WATER
141,A TEDDY BEAR SITS BY A KEYBOARDS AND MICROPHONE,A TEDDY BEAR SITS BY TWO BOYS AND AN OCOPA
142,STUFFED BEAR WEARING GLASSES WITH ELECTRONIC AUDIO EQUIPMENT,STOPPED PEER WEARING GLASSES AND ELECPOTIC PATI ONAN
143,A TEDDY BEAR THAT IS DRESS IN GLASSES AND IS LISTENING TO AN IPOD,A TEDDY BEAR WOTCASEIS DRESSED IN GASED INESTEN MASSIVE LO
144,A VERY CUTE TEDDY BEAR WITH GLASSES AND SOME ITEMS,A GEEN TLANTS IFING VIEW OF LARGE TRUNKFIRHID
145,A STUFFED BEAR A KEYBOARD AN IPOD AND MICROPHONE,A SILVER BEAR AN BORD HIGH BOVE AND A MICROPO
146,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS A FIREPLACE,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS AND A FIREPLACE
147,A DINING ROOM WITH SOME PLANTS ARE SEEN,A DINING ROOM WITH SOME CLANPS ARE SEE
148,A FIREPLACE AND DINING TABLE IN A DINING ROOM,A ARTON  ATAN SITING IN TA SIDE
149,A WOODEN TABLE WITH FOUR WOODEN CHAIRS IN FRONT OF TWO WINDOWS,A WOODEN TABLE WITH FOUR WOODEN CHAIRS AONETO MOUSE
150,A ROOM WITH PLANTS ON LITTLE TABLES BY THE WINDOWS,AIT PLANT ON A MOTORCACLE INSIDE OF A ROD
151,A STATUE DEPICTING A BEAR BREAKING INTO A CAR,A STATUE DEPICTING A BEAR FREET IMAGE OFO
152,A MAN POSES WITH A PICTURE OF A BEAR AND A CAR,A MAN POSES WIKH A PICTURE OF A TABE AN A CAR
153,A STATUE OF A BEAR ON A CAR USED AS A WARNING ABOUT THE BEARS,A PICTUAL CUP OF A DOOR INSIDE I IT A LONN OF OUTDOOR
154,YES BEARS CAN RIP OPEN CARS AND HURT THE OCCUPANTS,THEASFARS CAN RIP OPEN CAR AND CURTAIN BEON THE TETS
155,A STATUE OF A LARGE BROWN BEAR TEARING OFF A CARS DOOR,STATUE OF A LARGE AN VATY VERY SMALL OR
156,TWO MEN JUMPING UP TO HEAD A SOCCER BALL,TMIN TAKEN NEX TIS AT A HOKTOP
157,A CLOSE UP OF TWO PEOPLE PLAYING SOCCER,A COSO SIT ON ON WITE TOCK
158,SOCCER PLAYERS TRY TO GAIN POSSESSION OF THE BALL,SOCCER TRAIS TRY TO GEN E POCESSION OF THE BACK
159,A MAN HITTING A SOCCER BALL WITH HIS HEAD,A MAN HITTING A SOCCER BALL WITH HIS HEAD
160,TWO OPPONENTS ARE PLAYING DURING A SOCCOR GAME,TWO APHONAS FARMIEN DURING A STOCCER DAY
161,WE SEE A DOUBLE DECKER BUS WIT A COMPARTMENT IN THE SIDE,TWO CEN DOUBLE DECKER LAR IN COMPARTMENT INSIDE
162,A DOUBLEDECKER BUS TURNED IN TO A TRAVELING SHOWCASE FOR A UNIVERSITY,A DOUBLE DECKER BUS TURNED INTO TRAVELING CHOASE CURTAINSES
163,A DOUBLE DECKER BUS SITTING ON A GREEN FIELD,A PROLESSER WALKES ON THE MOT ASSO FIELD
164,A DOUBLEDECKER BUS IS PARKED IN A LARGE FIELD,ADOGE DECKER BUS IS PARKED ON A LARGE ME
165,A NORTHUMBRIA BUS IS PARKED IN A FIELD,UNAXTROA TRACK IN  ORTOP AT
166,A DESK WITH TWO COMPUTER SCREENS AND A CECIL COOPER BOBBLE HEAD,A DESKOOM WITH TWO COMPUTER SWINS AKACS OF PEOPLE BOTTLE AT
167,A CLOSE OF A BOBBLE HEAD DOLL WITH A COMPUTER IN THE BACKGROUND,A CLOSE OF A TRAVEL HEAD DOG WITH A COMPURTE IN THE BACKGROUND
168,A BOBBLE HEAD BASEBALL FIGURINE ON A DESK,A FATER DEKSE PARKED WITH MOMINS ON A BES
169,A BOBBLE HEAD IS SHOWN NEXT TO COMPUTER SCREENS,A BOTE PHOTO SHOWN NEXT TO AMOTORS INST
170,A BASEBALL PLAYER BOBBLE HEAD NEXT TO TWO COMPUTER MONITORS ON A DESK,A BASEBALL PLAYER BOTBLED HEAD NEXT TO TWO COMPUTER MONITORS ON A DESK
171,A FIELD WITH VARIOUS WILDLIFE AND TREES IN THE BACKGROUND,A VEHICLE VARIOUS BLOLLED BY SOME TREES IN THE BACKGROUND
172,ZEBRAS AND WORT HOGS LIVING TOGETHER ON THE PLAINS,A BLUE BILDING COCKDI II ON
173,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES,AGOP OF ZEBRA IN A FIELD BY SOME TREES
174,MANY ANIMALS IN A FIELD WITH TREES AND BUSHES IN THE BACKGROUND,MAN ANIMALS IN TA FIEL WITH TREE AND LISH ON THE BACKGROUND
175,THE GROUP OF ZEBRAS ARE IN THE FIELD,THE GROUP OF SKIERS ARE IN THIS FILD
176,A GROUP OF WOMEN RUNNING AFTER A SOCCER BALL,A GROUP OF WOMEN RUNNING AFTER A SOCCER BALL
177,GIRLS FACE TO A SOCCER BALL DURING A GAME,A ROUGHTAY  TRUCBAL IN
178,YOUNG FEMALES PLAYING SOCCER ON A GREEN SOCCER FIELD,YOD PVO IS PLAYING SOCCER ON A GREEN SOPPER FIELD
179,A SOCCER GAME WHERE A GIRL IN WHITE IS DRIBBLING AHEAD OF THE GIRL IN BLUE,A SECEGATION ONE DOOR IN WAT IS OTIN ITE AFR ONUNIT
180,A GROUP OF WOMEN PLAYING A GAME OF SOCCER ON FIELD,O GROUP OF WOMEN ANIN ATER TALKING OUN 
181,A WOMAN IN WHITE SHIRT HOLDING UP A CELLPHONE,A WOMAN IN WHITE SHIRT HOLDING LOTE TAPTA
182,A WOMAN HOLDING A HELLO KITTY PHONE ON HER HANDS,TO OTAN HATIN COLOR SITTIN ON
183,A WOMAN HOLDS UP HER PHONE IN FRONT OF HER FACE, OOAN POLPS HER FATHER IN FRONT OF A DINCIN
184,A WOMAN CHECKING HER CELL PHONE WITH A HELLO KITTY CASE,A WOMAN TECKING HER CELL PHONE WITH A EVAL IDNY STRET
185,THE ASIAN GIRL IS HOLDING HER MISS KITTY PHONE,AN ASIAN WHEEL IS HOARDING AMIT ATAR
186,A BATHROOM WITH BLUE WALLS AND WHITE TILES,A BATHROOM WITH TWO COWS ONE I
187,A BATHROOM WITH BLUE AND WHITE WALLS,A BALTON ITBEND WI WALL
188,AN EMPTY BATHROOM WITH BLUE WALLS ON THE LIGHTS ON,ANENCY BOXYCE ANE WALLS ON THA NIGHTTOME
189,A WHITE BATHROOM SINK SITTING UNDER A BATHROOM WINDOW,THE WHITE BASHON SINK SITTING UNDER A BATHROPEN
190,A SMALL BATHROOM WITH AN OPEN DESIGN CONCEPT,A SMALL BATHROOM AN OPEN KY OUTSIDE
191,A PICTURE FOR RENTALS WITH TWO WOMEN WALKING UP TO THEM,A ICTUR OON IT I TODAN BELSING UPTO I
192,BEACH GOERS SET UP UMBRELLAS NEXT TO RENTAL SIGNS WHILE A COP WATCHES,SINCARRIA SUT INBELLAS NEXT TO A BUNCOF SIGN AND A CAT WATCH
193,A GROUP OF PEOPLE HANDING OUT WITH LAWN CHAIRS UNDER TWO COLORFUL UMBRELLAS,A GROUP OF PEOPLE HANGING OUT WITH LAN CAIR WITH COLORFULTRAR
194,TWO WOMEN TALK AT A BEACH RENTAL KIOSK,TWO WOTER TOPED AT AN A TRICK RASS
195,PEOPLE STANDING NEAR A GUARD IN FRONT OF A RENTAL STORE,PEOPLE STANDING NEAR A BAR IN FRONT OF AN AN
196,A BIRD IS SITTING ON A BOWL OF BIRDSEED,A BREAKES TO THE COFFE BALL AN A
197,A BLUE BIRD SITTING ON TOP OF A BOWL OF SEED,AY BEAR SITTIN TOP OF A VEDIN EET
198,A BIRD WITH ITS RING SPAN SITTING ON A BOWL WITH FEED IN IT,BIRD WITH A STRING STAND SITTING ON A PELAMTIC UNDERNT
199,A BLUE BLACK AND WHITE BIRD A BOWL OF BIRDSEED,I ON A ATERPLANA ASE
200,A BIRD WITH OUTSTRETCHED BLUE WINGS IS SITTING ON SOME BIRD FEEDER,A BURS ITH OUTFOOT ITOLWAYS IS SITTING ON SOME BIRTH FEEDER
201,A GUY SLIDING TO A BASE IN BASEBALL,A GUY FLIDING OA WICK ON I BOR
202,A BASEBALL GAME AS SEEN THROUGH THE SAFETY NETTING BEHIND THE BATTER,A BASEBALL EINR TPNANTA BACGROUND
203,PROFESSIONAL BASEBALL PLAYERS IN THE MIDDLE OF A GAME,AFESRAL BASEBYCE HAS RON OE OF IT
