Index,Reference,Hypothesis
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A FORAS IS WAS IN FRID ITH A DIN AE
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A BARRENT WALKING ETWEEN A TRAFFIC A I IE
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A GOSE WALKING INSIDE OF AN HABICURIAL ERO
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,A BUT WALKING ON A TILED TAB IN CABE SILIN
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A WHITE AND BLAK BIRD FOKING BY A TABLE ITIA A CHAI
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,TAK CLOSEER IN TALL GRACS DOG CARY IN AN BENGE ININ THE AIRPOL
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,AN OLD LOLL LAYING ON A BANCH WITH A BUILDING
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,A BISI ALL IOR TU INI A LAN
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,A DOG WITH A BUNKET INAN A BOOK ON A COLLENT
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,A BASE DOG LAYING ON TOP OF A BED UNDER A BOV
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,A CLOCK SHAPED LIKE A DETN SITINOR 
42,A CLOCK THAT LOOKS LIKE AN APPLE A PENGUIN AND A POTTED PLANT,A CLOCK THAT LOOKS LIKE A CATTLE ITATTENGUIN AND A OULICLANP
43,A RED APPLE WITH A CLOCK INSIDE OF IT,A POPOF TA HALFI TOCK INSIDE E TR N TREE
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,SOMEA LONG TOK WITH A ZOOP NOOKING HER FAC
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE,WITH A PLASTIC APIN A FORM  TWO VESERTES
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH,AWORKICET STOPPED IN THE TRATON ON TOP OF  COCIN FART
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER,A KIKBOL HORSH HIS RACED ON GATER
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,E INTE E PICCER T A T
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH
50,A BLACK AND WHITE PHOTO OF JOCKEYS RIDING THEIR HORSES,A WALKING WA BORDER OT A BATIN A RIDIN AS
51,A PASSENGER TRAIN MOVING DOWN THE TRAIN ON A BRIDGE,A CAT TAKIG TIME AVING DEMET CATTING ON CERT
52,A LARGE LONG TRAIN ON A STEEL TRACK,A LARGE MOMMY TRAIN INA FIL TRAR
53,A TRAIN THAT IS ON A RAIL OVER A BRIDGE,A PATCHER THAT IS ON A RAIL OF ON BRIDGE
54,A TRAIN ON TOP OF AN OVERPASS BRIDGE SET OF TRAIN TRACKS WITH FIELDS ON BOTH SIDE,TRAIN ON TOP OF AN OLSE PASSAN GRI ET OF A TRAIN STEP IN E FIELD ON CLOSE
55,TRAIN MOVING ALONG RAISED TRACKS WITH MOUNTAIN IN BACKGROUND,ATRAIN MOVING ALONG WAVE TRACKS WITH COUNTAIN  AN TACKS ON  BEACH
56,A TEDDY BEAR SITTING IN FRONT OF A PILE OF BOXES,A TEDDY BEAR LITTING ITEN IN FRONT OF A AFIREI FOR
57,A TEDDY BEAR NEXT TO FOUR BOXES ON THE FLOOR,TO TARIS ARE NEXT TO PAR BOXES IN TE FED
58,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF MANY BOXES,A TEDBER ITING ON THE GROUN ON  AIN WALL
59,A TEDDY BEAR IS SITTING IN FRONT A GROUP OF BOXES,A TEDDY BEAR IS SITTING IN HA TAT WIT IFKING GLASSES
60,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES,A COUPLE OF TEDDY BEAR SITTING NEXT TO SOME BOXES
61,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVE,PAC PIZZA SANG DOUN A PIZZA IN FRONT OF A WADEN AC
62,A SEAGULL STANDING NEAR THE OCEAN ON THE SAND,A SEAGULK AN ONPENER OLL O O  COUNTER
63,A SEAGULL STANDING ON THE SAND NEAR THE WATER,A RESTY WOS AND  OTHER SITTING ON A COPURAR WATER
64,THE BIG BIRD IS STANDING ON THE BEACH BY THE WATER,THE MANE DOG IS STANDING INE IN FRONT
65,A SEAGULL STANDING ON THE SAND OF A BEACH,A CITY BUS TACKERING ON THE SIDE OF A O
66,A BUS FULL OF HAPPY TOURISTS DRIVES DOWN THE STREET,A TUK FULL OF PARKED IN T ETAN IT ARIDING TI
67,DOUBLE DECKER BUS WITH PEOPLE ON THE TOP FLOOR ON ROAD,WOBLE DENTI BAR PEATES ON THE TAP FLOOR OF A ROOM
68,A DOUBLE DECKER BUS WITH PEOPLE WAVING FROM THE TOP,A DOUBLE DESKER BUS IIT ONAR AT TUBE TOP
69,A DOUBLE DECKER BUS DRIVING DOWN A STREET,A COUBLE DECKER BUS DRIVING DOWN A STREET
70,RED DOUBLE DECKER BUS WITH PEOPLE STANDING ON TOP,AN OLD DOUBLE ANIBUS AND PEOPLE STANDING ON TOP
71,A MAN LEANING HIS MOUTH DOWN TO A PLATE THAT HAS A SANDWICH ON IT AND A BLUE WATER BOTTLE BEHIND IT,A MAN LEVN HIMCELF DOWN TO A PLAKE WITH A SANDWICH ON A ANKY WATER ONIT
72,A MAN TAKING A BITE OF A SANDWICH WITHOUT USING HIS HANDS,A MAN TAKING A BOT OF ASSEMBICE WTOUT USISI HANGING
73,A MAN EATING A SANDWICH OFF OF A WHITE PLATE,MAN EATING A SANNG EA TOP OF A WHITE CATE
74,A SMILING GUY STICKING HIS FACE NEAR A BIG SANDWICH,TA SMILING GUY SKEEKING HIS FACE NEAR A KIXJAMIA
75,WITHOUT USING HANDS A MAN TRIES TO BITE A PAIR OF SANDWICHES,ABOUT EA A HAN AN HAS SIES AND PLATE OF FALOF SANDWICHES
76,A HUSKY STANDS BY AS A SKIER STANDS THERE,A HUSTINGER STANDS BY A A SEPUTE TONE
77,A PERSON ON SOME SKIS AND A DOG IN THE SNOW,A ICEN MONTIN TI I DOG AND A SILKN
78,A MAN ON SKIS WITH A DOG NEXT TO HIM,A MAN ON TIKIN WIT A DOG NEXT TO ON
79,A MAN ON SNOW SKIS WITH HIS DOG,A LIVROOM WITH STASSPI AND A I
80,A PERSON RIDING SKIS ON TOP OF A SNOW COVERED SLOPE NEAR A DOG,A PERSON WIDING KS ON TOP OF A SNOW COVERED SLOKE NEAR A BOX
81,A GIRAFFE REACHING UP TO SOME TREE BRANCHES,A GIRAFFE SAKING A UPIN  GRIEN FIEL
82,A GIRAFFE STANDING UNDER A LEAF FILLED TREE,A GIRAFFE STANDING OVEN IT TO TORGE ANAT
83,THE GIRAFFE EXTENDS UPWARD WHILE EATING FROM THE BRANCHES OF A TREE,A GIRAFFE EXTENDING ITS ABARD WHILE EATING FROM THE BRANCHES OF A TREE
84,A GIRAFFE THAT IS STANDING IN THE GRASS,A TIRAFFE THAT IS HANDING IN THE GRASS
85,A TALL GIRAFFE STRETCHES TO REACH HIGH LEAVES ON A TREE,A TALL GIRAFFE STRETCHED CAACH AHIN AMES PLATE
86,THE PALACE OF WESTMINSTER FEATURING ELIZABETH TOWER THAT HOLDS BIG BEN,THE PALLOP REFLECTINON TEIR FEAURI AN IIMAGE OF THE FLOWER TAA INID HAN
87,A BRIDGE NEXT TO A TALL BUILDING AND THE BIG BEN TOWER,A BONEXT TO A TALL BUILDING AND SKIS AN MOUNT
88,A CASTLE IS SHOWN ON THE WATER NEXT TO A BRIDGE,A CAPTE IS SHOWN ON THE BATER NEXT TO A BRIDGE
89,AN OLD CLOCK TOWER STANDS NEAR A BRIDGE AND OTHER LARGE OLD MEDIEVAL TYPE STRUCTURES,AN OLD CLOCK FOWER STANDS NEAR A TREEN AND LEATHER LARGE OLD AZEBRA TYPE STRUCTURE
90,THE BIG BEN CLOCK TOWER TOWERING OVER THE CITY OF LONDON,TO BIG BASECLOCK OWER IN A CALY IN E SEADY ALENTA
91,MAN RELAXING NEAR A TRAIL CLOSED SIGN ON THE GROUND,TALL DIRECTION NEXT TO A MEGN CI ON THE GRAFSS
92,A MAN SITTING ON A WALL NEXT TO WATER NEXT TO A BARRIER,A MAN SITTING ON A BOG ITSOME WATER A DRINK
93,A MAN WITH HIS SHIRT OFF SITTING BY THE SHORELINE SUNNING HIMSELF,MAN WITH IS SHIRT UFF SITTING BY THE SHORELINE SONIN HIS TOP
94,A SIGN LAYING ON A LUSH GREEN FIELD NEAR A BODY OF WATER,A SIGN LAYING ON AN ECE GREEN FIELD WITH A A BRIK LIGHT
95,A MAN WHO IS SITTING DOWN NEXT TO A BODY OF WATER,A MAN TAT IS SITTING HOLL NEXT TO A BODY OF WATER
96,A PHOTO TAKEN FROM A CAR LOOKING AT A SKATEBOARDER ON THE SIDE OF THE ROAD,A THREE PHIRTE HOLDING O IN A TAR LITATET FORGRONON TOF THE ROAD
97,A ROAD FILLED WITH CARS IN A DESERT,A ROSE VIEL WITH DOLLS IN A DASSING ROOM
98,A MAN WALKING DOWN A STREET NEXT TO A ROAD FILLED WITH CARS,OAN WALKING DOWN STREET AN TO A ROAD FILLED WITH FOES N
99,VIEW FROM INSIDE OF A CAR OF CARS ON ROAD AND A MAN ON THE SIDE OF THE ROAD,VIEOFE INPIDED E CAR ON CARS AN EGNAT HOM AT A THROW
100,MAN RIDING A SKATE BOARD TOWARDS THE TRAFFIC ON A TWO LANE ROADWAY,MAN RIDING A SKATEBOARD TOARDS THE TRAFFIC ON A TWO LANE ROADWAY
101,A GROUP OF PEOPLE GATHERED AROUND A TABLE FILLED WITH FOOD,PA BERK ANFO AVERED AROUND A TATE WITH A TAOP OF BEON
102,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE AROUND IT,A LOG TABLE WITH MANY CONTAINERS WITH FOOD ON IT AND MANY PEOPLE WRAPPING
103,PEOPLE ARE LINED UP ALONG A LONG PICNIC TABLE,PEOPLE LIMB DOWN THE LAN ALONG IT ICNIC TABLE
104,GATHERING OF PEOPLE DISHING OUT FOOD SET ON A LONG TABLE WITH CHECKERED TABLECLOTH,CATERING O BEAUTIFUL FAGD SOWN NBLU SAD ON THE WALL IN OPENMDECOR TABEIN FLAL
105,A GROUP OF PEOPLE EATING FOOD AT AN OUTDOOR PICINIC,A GROUP OF PEOPLE EATING FOOD AT AN OWDARKAT
106,A CAT LAYING ON A TOILET SEAT WITH ITS PAWS INSIDE,A CAT LAYIS ON A TRAY CHEESING A SAUG IN OCION
107,A BLACK AND GRAY CAT IS SITTING ON A TOILET,A BLACK AND GREY CAT IS SITTING ON A CATER A
108,A CAT SITTING ON THE EDGE OF THE TOILET LOOKING TOWARD THE OPEN BATHROOM DOOR,A CAT SITTING ON A FONCE OF THE TECKET WIKIN TAT E OPEN BAT INDAR
109,A CAT SITS ON THE EDGE OF A TOILET,A CET IS IN SOME DISH IT ONCONET
110,A CAT IS LAYING ON A TOILET SEAT,THE TRACK IS LAYING IN A CITY OF TH STREET
111,A CAT SITS ON TOP OF A TOILET BOWL,A BLESK IT ON TOP OF A TOILET 
112,A SMALL CAT SITS PERCHED ON THE BACK OF A TOILET,A SMALL CAT TAKING PACE ON THE BACK OF A PALIER
113,A CAT SITTING ON THE BACK OF A TOILET BOWL WITH NO TANK,A CAT SITTING ON THE BACK OF A TILETOL WITH NO PINTER
114,A SMALL CAT SITS ON TOP OF A WHITE TOILET MISSING ITS SEAT IN A BATHROOM,A SMALL CAT SITS ON TOP OF A WHITE TOILET ANDFE IE NEXT IN A BACKGROUND
115,A CAT SITTING ON A TOILET IN A BATHROOM,A CAT SITTING ON A PLATE IN A CAT
116,AN ANGLED SHOT OF A FULLY STOCKED KITCHEN WITH WOODEN CABINETS,A MOTE DOCKED ON SOP ONAR COMPUTER IN CAT
117,AN OPEN KITCHEN IS SHOWN WITH LIGHT BROWN CABINETS,AN OPEN KITCHEN IS SHOWN WITH BIKE ON A CAT
118,SOME WOOD CABINETS IN A LARGE HOME KITCHEN,VEEA TRE NPATTET IN A LARGE PANTED KITCHEN
119,A KITCHEN WITH A SINK DISHWASHER AND MICROWAVE OVEE,A KITCHIN CEN ASTISHMASHER AND METALAT OVEN
120,A KITCHEN FILLED WITH WOODEN CABINETS AND A MICROWAVE OVEN,A KITCHEN AYS ESIIN ORME AIS A DETO
121,A BUNCH OF FRUIT SITS IN FRONT OF A PORTRAIT,A BUNCH OF FOOD AN SITS IN FRONT OF FORK
122,SOME ART WORK WITH A MAN WITH A HAT ON AND SOME FRUIT IN A BOWL,SOME HARTWARK WITH A MAN WITH A HAT ON AND SOME POKIN A BUT
123,A PAINTING OF A MAN SMILING BEHIND A TABLE WITH FRUIT,A PAINTING OF A KNIFE MILING BEHIND A TABLE AN FOOD
124,A PAINTING OF A BOWL OF FRUIT SITTING IN FRONT OF ANOTHER PAINTING,A SKITCATN OF A BOWL OF SUT SITTING ON THE FRONT OF A HETETATE
125,THIS IS A STILL LIFE OF FRUIT AND AN OLD MAN,I SPASE IT A STAN LIGHT ONON AN AN UE MAN
126,A LITTLE GIRL IS HOLDING ON TO A HAIR BRUSH,A LITTNG GIRL IS INER HAN TO HIT A BLASH
127,A BABY GIRL IS HOLDING A PINK BRUSH AS SHE SCRATCHES HER HEAD,A BAKED GIRL IS ONEWAT IN FRONT OF CES AND SCRATCHES HER HAT
128,A YOUNG GIRL COMBING HER HAIR WITH A PINK COMB,A SON GOR ISOWING HER TAL IN PICE PHONE
129,A GIRL GRABS HER HAIR AND HOLDS ONTO HER HAIRBRUSH,A GIRL PLAFFIN ANIMALS ON TER ANOK
130,THE YOUNG GIRL IS BRUSHING HER HAIR,THE YOUNG GIRL IS FESIOLIN HER HAND
131,TWO BABIES SITTING ON THEIR POTTIES IN THE BATHROOM,TWO MADENS SITTING ON THEIR HILS ITH A BOCKONA
132,TWO NAKED BABIES ON TRAINING TOILETS IN A BATHROOM,TWO BAKY BABIS OM DRINKING OILS IN A BATHROOM
133,A SET OF TWINS WHO ARE TAKING A BATH,A TEDY TWINS ON A ICI AT
134,A COUPLE OF LITTLE GIRLS SITTING NEXT TO EACH OTHER IN A BATHROOM,A COUPLE OF LITTLE GIRLS SITTING NEXT TO EACH OTHER IN A BATHROOM
135,TWO CHILDREN ARE PRACTICING USING THE POTTY NEXT TO EACH OTHER,TO TOAT TAXICIN AAN APAN ETO EACH OTHER
136,A MAN IN A WET SUIT RIDING A WAVE ON A SURF BOARD,A MAN THAT IS OT  TE DRY AN HAIN OX A STOVE FLOARD
137,THERE IS A MALE SURFER THAT IS RIDING IN THE WAVE,THERE IS A TILE PERSON THAT IS WLITING INE AN
138,A MAN ON A SURF BOARD RIDES A WAVE,A MAN ON A SURFBOARD RIDES A ETE
139,A SURFER IN THE OCEAN ON THE CREST OF A WAVE,A SURF IN THE OCEAN OF TO CRASTIN TLOILERS
140,A MAN THAT IS ON A SURFBOARD IN THE WATER,A MAN THAT IS ON A PLAT HOLDING IN ATE
141,A TEDDY BEAR SITS BY A KEYBOARDS AND MICROPHONE,A TEDDY BEAR SITS BY TWO BOARS AND AN MICOPAE
142,STUFFED BEAR WEARING GLASSES WITH ELECTRONIC AUDIO EQUIPMENT,STOP BEAR WEARING GLASSES AND ARET POTIC PATY ONAND
143,A TEDDY BEAR THAT IS DRESS IN GLASSES AND IS LISTENING TO AN IPOD,A TEDDY BEAR IT CASSES DRESSED IN GAUCES PINOSTAN METE BOT
144,A VERY CUTE TEDDY BEAR WITH GLASSES AND SOME ITEMS,A GEEN SLAN WITH AVIEW OF WALL INTON OR IG
145,A STUFFED BEAR A KEYBOARD AN IPOD AND MICROPHONE,A SILVER BEAR AN FOURING AN HIGH BOVE AND A MARKET
146,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS A FIREPLACE,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS AND A FIREPLACE
147,A DINING ROOM WITH SOME PLANTS ARE SEEN,A DINING MAM ITH SOME PLANTS ARE SIINGIN E 
148,A FIREPLACE AND DINING TABLE IN A DINING ROOM,A DARKAN WITH A BAN SITING ON THE DIRTIN
149,A WOODEN TABLE WITH FOUR WOODEN CHAIRS IN FRONT OF TWO WINDOWS,A WOODEN TABLE WITH FOUR WOODEN CHAIRS AND LONIT N MOUSE
150,A ROOM WITH PLANTS ON LITTLE TABLES BY THE WINDOWS,A TABLE WITH PLATS ON AN OTTE TABLE INSIDE OF A TABLE
151,A STATUE DEPICTING A BEAR BREAKING INTO A CAR,A STATUE DEPICTING A BATTER FREIT INAGE IF A PO
152,A MAN POSES WITH A PICTURE OF A BEAR AND A CAR,A MAN POSE TAK A PICTURE OF A PATER AND A BALL
153,A STATUE OF A BEAR ON A CAR USED AS A WARNING ABOUT THE BEARS,A PICTURE APUP OF A DOOR ONTESIDE IS IT A LONN OF OUDOOR
154,YES BEARS CAN RIP OPEN CARS AND HURT THE OCCUPANTS,THE ASKCHAIRS CAN RIP OPEN CARS AND CURTAINY ON THE SETS
155,A STATUE OF A LARGE BROWN BEAR TEARING OFF A CARS DOOR,STATUE OF A LARGE GREN VERY VERY SMALL CAR AND DORS
156,TWO MEN JUMPING UP TO HEAD A SOCCER BALL,CON I MANI ODINE TOATA COFF TOP
157,A CLOSE UP OF TWO PEOPLE PLAYING SOCCER,BIG COATE IT A SION IN BIKE TOCK
158,SOCCER PLAYERS TRY TO GAIN POSSESSION OF THE BALL,A SOCCER COS TRY TO TAN THE PROCESSION OF A BAT
159,A MAN HITTING A SOCCER BALL WITH HIS HEAD,A MAN HITTING A SOCCER BALL IT HIS HEAD
160,TWO OPPONENTS ARE PLAYING DURING A SOCCOR GAME,TWO APONAS AR ONIINDURING A SOCCER DAY
161,WE SEE A DOUBLE DECKER BUS WIT A COMPARTMENT IN THE SIDE,TWO TWEO DOUBLE DECKER LUG IN MPARTN  EACSIDE
162,A DOUBLEDECKER BUS TURNED IN TO A TRAVELING SHOWCASE FOR A UNIVERSITY,A DOUBLE DECKER BUS TURNED INTO TRAVELING COSBE PURCHASISB
163,A DOUBLE DECKER BUS SITTING ON A GREEN FIELD,A COUPLE OF ELPAN WALKING DON TA HOUT PACK OF A FIELD
164,A DOUBLEDECKER BUS IS PARKED IN A LARGE FIELD,A CIRFEN DECKER BUS IS PARKE FOM A LARGE NID
165,A NORTHUMBRIA BUS IS PARKED IN A FIELD,A BRUDA THROUGH A GRASS IN A ARTON D
166,A DESK WITH TWO COMPUTER SCREENS AND A CECIL COOPER BOBBLE HEAD,A DESKOL WITH TWO COMPUTER SWINGS ATASES OF PEOPLE BOBBLE EM
167,A CLOSE OF A BOBBLE HEAD DOLL WITH A COMPUTER IN THE BACKGROUND,A CLOSNE OF A GRAVEL HEAT DOG WITH A ANHOLD IN THE BACKGROUND
168,A BOBBLE HEAD BASEBALL FIGURINE ON A DESK,A FLOGY HID FASE CROSSN O A FOI ON A BUS
169,A BOBBLE HEAD IS SHOWN NEXT TO COMPUTER SCREENS,A BOBE TOTI SHOWNG NEXT TO HIM OERS IN HIS TAR
170,A BASEBALL PLAYER BOBBLE HEAD NEXT TO TWO COMPUTER MONITORS ON A DESK,A BASEBALL PLAYER BOBBLED HEAD NEXT TO TWO COMPUTER MONITORS ON A DESK
171,A FIELD WITH VARIOUS WILDLIFE AND TREES IN THE BACKGROUND,A VEHICLIT VARIOUS WOL ONIN TREES IN THE BACKGROUNDUND
172,ZEBRAS AND WORT HOGS LIVING TOGETHER ON THE PLAINS,A BUEBERD IF BOSAN ATIN O CIK ON IT
173,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES,A COP OF ZEBRA IN A FIELD BY SOME TREES
174,MANY ANIMALS IN A FIELD WITH TREES AND BUSHES IN THE BACKGROUND,MAN ANIMALS IN A FIEL WITH TWED AN LOSHIS IN THE BACKPROUND
175,THE GROUP OF ZEBRAS ARE IN THE FIELD,THI GROUP OF ZEBRAS ARE IN THIS FIELD
176,A GROUP OF WOMEN RUNNING AFTER A SOCCER BALL,A GROUP OF WOMEN LOONING AFTER A SOCCER BAWL
177,GIRLS FACE TO A SOCCER BALL DURING A GAME,A LONG WAY IN A TUCT BALL IN
178,YOUNG FEMALES PLAYING SOCCER ON A GREEN SOCCER FIELD,YOUG ZEBRA IS PLAYING SOCCER ON A GREEN SOCCER FIELD
179,A SOCCER GAME WHERE A GIRL IN WHITE IS DRIBBLING AHEAD OF THE GIRL IN BLUE,A SOCCEGATION ON A WILL AND WATING WIT EESIIDE AT A WO A E
180,A GROUP OF WOMEN PLAYING A GAME OF SOCCER ON FIELD,OM POPE WMIN FOM IT TOET CALKING ON A O
181,A WOMAN IN WHITE SHIRT HOLDING UP A CELLPHONE,A WOMAN IN WHITE SHIRT WILDH A LETOF CALPOP
182,A WOMAN HOLDING A HELLO KITTY PHONE ON HER HANDS,A WOMAN HOLDING A COLLOW TIA O
183,A WOMAN HOLDS UP HER PHONE IN FRONT OF HER FACE,A VEW OPAN POLES ARE FOLLOWED IN FRONT OF A GIL SIGN
184,A WOMAN CHECKING HER CELL PHONE WITH A HELLO KITTY CASE,A WOMAN TURKING HER CELL PHONE WITH A ERULT IN E TREE
185,THE ASIAN GIRL IS HOLDING HER MISS KITTY PHONE,AN ASIAN GIRL IS HOLDING A HER MISIPITY TON
186,A BATHROOM WITH BLUE WALLS AND WHITE TILES,A BATHROOM WITH TWO WALLS OVER A TIT
187,A BATHROOM WITH BLUE AND WHITE WALLS,A BALCAN IN A BO AND WHITE WALL
188,AN EMPTY BATHROOM WITH BLUE WALLS ON THE LIGHTS ON,A ANANTY BOXI IN AY WALLS ON A NIGHTSTORT
189,A WHITE BATHROOM SINK SITTING UNDER A BATHROOM WINDOW,THE WHITE BATHROOM SINK ISVITTING UNDER A BATHROOM SINK
190,A SMALL BATHROOM WITH AN OPEN DESIGN CONCEPT,A SMALL BAT IN A MIDDLE IN OPEN TON OUTSIDE
191,A PICTURE FOR RENTALS WITH TWO WOMEN WALKING UP TO THEM,A MAN JUSIONG A I TOWOMAN WALKING UP TO THE
192,BEACH GOERS SET UP UMBRELLAS NEXT TO RENTAL SIGNS WHILE A COP WATCHES,SI TAROF SE INBUILDINGS NEXT TO A BUNCH OF SIGNS AND A CAT WATCHWAY
193,A GROUP OF PEOPLE HANDING OUT WITH LAWN CHAIRS UNDER TWO COLORFUL UMBRELLAS,A GROUP OF PEOPLE HANGING OUT IT LONG CHAIR NI COLORFILIN TAR
194,TWO WOMEN TALK AT A BEACH RENTAL KIOSK,TWO WOTER TALK AT IS A DRINK IN GRASS
195,PEOPLE STANDING NEAR A GUARD IN FRONT OF A RENTAL STORE,PEAPLE STANDID NEAR A BAR IN FRONT OF MAANA
196,A BIRD IS SITTING ON A BOWL OF BIRDSEED,A BIRD ITS HITH A COFFEE BALL AT DRESS
