Index,Reference,Hypothesis
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,A MAN AT BAT TETTING CLOSES WITH A TACTORN ONSIDE BESIDE HIM PAYER BE A COSE I T DAO
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,AKOTTER IS WAITING FOR THE PITCH TO BE SED
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE TITCH
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A BASEBALL PLAYER HOLDING A BATNETO A BASE
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,TWO MEN PLAY TE NINTENDO WII CONSOL WHILE TWO OTHERS WATCH
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO FRIENDS ARE PLAYING WITH EACH OTHER ON THE WII
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,TWO TEZEMBAS ARE PLAYING VIDEO GAME WHILE OTHERS WATCH
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTE
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,TO TO POER TI CHAIRS ATTING VOO WHILE OTHERS LOKE ON
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A BIRD WALKING THROUGH A TRAFFICASIANTIKIN
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A ZOOSE WALKING INSIDE OF A CAFETERIA BILA
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,A BIRD WALKING ONA COR DOAD IN A CAPPY FIELD
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A WHITE AND WHITE BIRD IS BOSKING BY A RIND
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,A GLOSE OF A DOG LAYIN IN A BAGTIBL
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,AN OLD GUY LAYING ON A BED WITH A BOOK
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,A RIUPY BABIE DALL IS TOKE IE COMPUTER  FO
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,A DOG WITH A BUNNET AND A BOOK ON A PILLOW
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,A BABY DOL LAYING ON TOP OF A BED UNDER A BOV
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,A CLOCK SAPED LIKE AN APPLE SITING ON
42,A CLOCK THAT LOOKS LIKE AN APPLE A PENGUIN AND A POTTED PLANT,A CLOCK THAT LOOKS LIKE AN APPLE ATPENDAND ON A POWER PANT
43,A RED APPLE WITH A CLOCK INSIDE OF IT,A BED ANIMAL  IS TAPING BI
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,AN ALAN TOP WITH A SAKE LAKIN EMTE
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE,A PLASTIC APPLE PIT TO THE TURFACE
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH,BURSES IT DOFFI PLICE IN CO COK CUPE
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER,GROUP OF PEOPLE ON HORSES RAZING TOGETHER
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,THREE PIOZLE BASESERCE ON A BEACH
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH
50,A BLACK AND WHITE PHOTO OF JOCKEYS RIDING THEIR HORSES,A BLACK AND WHITE PHOTO OF BACKY BRIDING BOK
51,A PASSENGER TRAIN MOVING DOWN THE TRAIN ON A BRIDGE,A TRASSENGER TRAIN MOVING DOWN THE STREET ON BRIDGE
52,A LARGE LONG TRAIN ON A STEEL TRACK,A LARGE LUMBO GRASS IN A FIELD GRAS
53,A TRAIN THAT IS ON A RAIL OVER A BRIDGE,A TRAIN THAT IS ON A RAILROAD RIDGE
54,A TRAIN ON TOP OF AN OVERPASS BRIDGE SET OF TRAIN TRACKS WITH FIELDS ON BOTH SIDE,A TRAIN ON TOP OF AN OVERPASSER SET OF TRAIN TRACK WITH FIELD ON BOTSI
55,TRAIN MOVING ALONG RAISED TRACKS WITH MOUNTAIN IN BACKGROUND,TRAIN MOVING ALONG WAVE TRACKS WITH MOUNTAIN IN BACKGROUND
56,A TEDDY BEAR SITTING IN FRONT OF A PILE OF BOXES,TA TEDDY BEAR IS SITTING IN FRONT OF A FILE OF FUCK
57,A TEDDY BEAR NEXT TO FOUR BOXES ON THE FLOOR,A TEDDY BEAR NEX TO FAR BOXES IN A FIET
58,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF MANY BOXES,A TEDDY BEAR SITTING IN A GEIN TUNK IN THE WATER
59,A TEDDY BEAR IS SITTING IN FRONT A GROUP OF BOXES,A TEDDY BEAR SITTING INSRONT OF A GRAP OF FROSTE
60,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES
61,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVE,A SEABULL STANDS ON THE BEACH IN FRONT OF A RI
62,A SEAGULL STANDING NEAR THE OCEAN ON THE SAND,A FEDA PAYIR NEING THE ELEPHANT IN FENC
63,A SEAGULL STANDING ON THE SAND NEAR THE WATER,A SEABULL SIRFING AN OE SAILR NEAR THE WATER
64,THE BIG BIRD IS STANDING ON THE BEACH BY THE WATER,THE BIG DOG IS SETTING IN THE BIIG BAG
65,A SEAGULL STANDING ON THE SAND OF A BEACH,A SEA GULL STANDING ON THE FRANCH OF A MAC
66,A BUS FULL OF HAPPY TOURISTS DRIVES DOWN THE STREET,A CUP FULL OF PARFIS FEELEN ARE OTED DOWN IN THE STREET
67,DOUBLE DECKER BUS WITH PEOPLE ON THE TOP FLOOR ON ROAD,DOUBLE DECKER BUS WITH PEOPLE ON THE PARK DOR OF ROAD
68,A DOUBLE DECKER BUS WITH PEOPLE WAVING FROM THE TOP,A DOUBLE DECKER BUS WITH APEDANAS FOM THE SOP
69,A DOUBLE DECKER BUS DRIVING DOWN A STREET,A DOUBLE DECKER BUS DRIVING DOWN THE STREET
70,RED DOUBLE DECKER BUS WITH PEOPLE STANDING ON TOP,RED DOUBLE DECKER BUS WITH PEOPLE STANDING ON TOP
71,A MAN LEANING HIS MOUTH DOWN TO A PLATE THAT HAS A SANDWICH ON IT AND A BLUE WATER BOTTLE BEHIND IT,A MAN EDING HIS MOUT DOWNSUITPLACE AND IN FRONT OF A BLUE WATER BON
72,A MAN TAKING A BITE OF A SANDWICH WITHOUT USING HIS HANDS,A MAN TAKING UP BOUT OF A FENCE WITHOUT USING HIS HAND
73,A MAN EATING A SANDWICH OFF OF A WHITE PLATE,MAN EATING SANDWICH OFF OF A WHITE PLATE
74,A SMILING GUY STICKING HIS FACE NEAR A BIG SANDWICH,A SMILING GUY SKIKS HIS FACE NEAR A GID SANDWICH
75,WITHOUT USING HANDS A MAN TRIES TO BITE A PAIR OF SANDWICHES,WITHOUT USING HAN AOUNSIDE A BIKE FARA FENCE
76,A HUSKY STANDS BY AS A SKIER STANDS THERE,A HUTSER STANDS BY AT A SKIER PAND
77,A PERSON ON SOME SKIS AND A DOG IN THE SNOW,A PERSON ON SO SKI AND A DOG IN THE SNOW
78,A MAN ON SKIS WITH A DOG NEXT TO HIM,A MAN ON SKIS WITH A DOG NEXT TO HIM
79,A MAN ON SNOW SKIS WITH HIS DOG,A MOAN IN A FA OF FID WITH APE
80,A PERSON RIDING SKIS ON TOP OF A SNOW COVERED SLOPE NEAR A DOG,A PERSON RIDING ON TOP OF A SNOW COVERED SLOPE NEAR A DOG
81,A GIRAFFE REACHING UP TO SOME TREE BRANCHES,A GIRAFFE EAKING UP TO O TREE ON A TE
82,A GIRAFFE STANDING UNDER A LEAF FILLED TREE,A GIRAFFE STANDING UNDER A TEEF TAR TEET
83,THE GIRAFFE EXTENDS UPWARD WHILE EATING FROM THE BRANCHES OF A TREE,A GIRAFFE IS TAIN A WARD WALKING ON THE BRANKES OF A FOED
84,A GIRAFFE THAT IS STANDING IN THE GRASS,A GIRAFFE THAT IS FENDNG IN THE GRASS
85,A TALL GIRAFFE STRETCHES TO REACH HIGH LEAVES ON A TREE,A TALL GIRAFFE STET TO EACH EYE LEAVES ONTE FENC
86,THE PALACE OF WESTMINSTER FEATURING ELIZABETH TOWER THAT HOLDS BIG BEN,THE PALA REFLECTION SAS BECURING DELIITOUS POWER I I BEN
87,A BRIDGE NEXT TO A TALL BUILDING AND THE BIG BEN TOWER,A BRIDGE NEXT TO A TALL BUILDING AND FRIDGE BI
88,A CASTLE IS SHOWN ON THE WATER NEXT TO A BRIDGE,A TOCCER IS SHOWN ON THE WATER NEXT TO A BRIDGE
89,AN OLD CLOCK TOWER STANDS NEAR A BRIDGE AND OTHER LARGE OLD MEDIEVAL TYPE STRUCTURES,AN OLD CLOCK TOWER STANDS NEAR GREEN AND OTHER LARGE OLD MEDEBA TITE STRUCTURE
90,THE BIG BEN CLOCK TOWER TOWERING OVER THE CITY OF LONDON,TWO BIG BIG CLOCK TOWERS COWERI ON A CITY OF LUNT
91,MAN RELAXING NEAR A TRAIL CLOSED SIGN ON THE GROUND,TAN ELACTIN NETAL PORGE SIGN ON THE GROUND
92,A MAN SITTING ON A WALL NEXT TO WATER NEXT TO A BARRIER,A MAN SITTING ON A WALL NEXT TOTHE WATER TA BOD
93,A MAN WITH HIS SHIRT OFF SITTING BY THE SHORELINE SUNNING HIMSELF,A MAN WITH A SHIRT SITTING BY THE FORIN CONI
94,A SIGN LAYING ON A LUSH GREEN FIELD NEAR A BODY OF WATER,A SIGN WAYIN ON AN OCE GREEN FIELD WITH BIG LIGHT
95,A MAN WHO IS SITTING DOWN NEXT TO A BODY OF WATER,A MAN WHO IS SITTING DOND NEXT TO A BODY OF WATER
96,A PHOTO TAKEN FROM A CAR LOOKING AT A SKATEBOARDER ON THE SIDE OF THE ROAD,A PHOTO TAKEN FROM A PROGRESS O IT SKATEBOARD E IN THE PEROD
97,A ROAD FILLED WITH CARS IN A DESERT,A ROAD FILLED WITH COWS IN TA DESERT
98,A MAN WALKING DOWN A STREET NEXT TO A ROAD FILLED WITH CARS,A MAN WALKING DOWN A STREET NEX RAILROAD FILLED WITH SAVS
99,VIEW FROM INSIDE OF A CAR OF CARS ON ROAD AND A MAN ON THE SIDE OF THE ROAD,E IS HE INSIDE OF A CAR CARVED ON BUILDING INFOM ATA TD
100,MAN RIDING A SKATE BOARD TOWARDS THE TRAFFIC ON A TWO LANE ROADWAY,MAN RIDING A SKATEBOARD TOWARDS THE TRAFFIC ON A TWO RAINED ROADWAY
101,A GROUP OF PEOPLE GATHERED AROUND A TABLE FILLED WITH FOOD,A GROUP OF PEOPLE GATHERED AROUND A TABLE FILLE OF FOOD
102,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE AROUND IT,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE AROUND IT
103,PEOPLE ARE LINED UP ALONG A LONG PICNIC TABLE,OPOAT CLIMBED UP ALO ALONG A PIC TABLE
104,GATHERING OF PEOPLE DISHING OUT FOOD SET ON A LONG TABLE WITH CHECKERED TABLECLOTH,BATROOM OF PEOPLE PIMOUT TO THAT ON A HALL  O ETER BASWALL
105,A GROUP OF PEOPLE EATING FOOD AT AN OUTDOOR PICINIC,A GROUP OF PEOPLE EATING FOOD AT AN OUTDOOR TAT
106,A CAT LAYING ON A TOILET SEAT WITH ITS PAWS INSIDE,A CAT LAYING ON A PLAILET WITH A CAR IN FONT
107,A BLACK AND GRAY CAT IS SITTING ON A TOILET,A BLACK AND GRAY CAT IS SITTING ON A TOILET
108,A CAT SITTING ON THE EDGE OF THE TOILET LOOKING TOWARD THE OPEN BATHROOM DOOR,A CAT SITTING ON THE COS OT THE CHAIR OPEN TOAR THE OPEN DATHROOM DOOR
109,A CAT SITS ON THE EDGE OF A TOILET,A CAT SITS ON THE EDGE OF A TOILET
110,A CAT IS LAYING ON A TOILET SEAT,A CAT IS LAYING ON A SIDED PATE
111,A CAT SITS ON TOP OF A TOILET BOWL,A BAT SITS ON TOP OF A SAILUT
112,A SMALL CAT SITS PERCHED ON THE BACK OF A TOILET,A SMALL CAT IS PERCHED ON THE BACK OF A TOIL
113,A CAT SITTING ON THE BACK OF A TOILET BOWL WITH NO TANK,A CAT SITTING IN THE BACK OF A POILAT BOWL WITH SMOKE
114,A SMALL CAT SITS ON TOP OF A WHITE TOILET MISSING ITS SEAT IN A BATHROOM,A SMALL CAT SITIN TOP OF A WHITE TOILET AND TO I SINK IN A BATHROOM
115,A CAT SITTING ON A TOILET IN A BATHROOM,A CAT SLAYING ON A BAL IN A MOUTH
116,AN ANGLED SHOT OF A FULLY STOCKED KITCHEN WITH WOODEN CABINETS,AN ANGLED SHOCK OLOCOP IT NEAR A WOODEN CEN
117,AN OPEN KITCHEN IS SHOWN WITH LIGHT BROWN CABINETS,AN OPEN KITCHEN IS SOWING WITH BIKES ON THE COUC
118,SOME WOOD CABINETS IN A LARGE HOME KITCHEN,A WIG CABINET IN A LARGE CLEAN KITCHEN
119,A KITCHEN WITH A SINK DISHWASHER AND MICROWAVE OVEE,A KITCHEN SINK DITTENTEN AND MITIAD OVEN
120,A KITCHEN FILLED WITH WOODEN CABINETS AND A MICROWAVE OVEN,A KITCHEN FILLED WITH WOODEN CABINETS AND COPEATED OVEN
121,A BUNCH OF FRUIT SITS IN FRONT OF A PORTRAIT,A BUNCH OF SEEP SITS IN FRONT OF A FURF
122,SOME ART WORK WITH A MAN WITH A HAT ON AND SOME FRUIT IN A BOWL,SOME ARTWORK WITH A MAN WITH A HAT ON AND SOME FUIT NABOK
123,A PAINTING OF A MAN SMILING BEHIND A TABLE WITH FRUIT,A PAINTING OF A MAN STANDING BEHIND A TABE OF FOOD
124,A PAINTING OF A BOWL OF FRUIT SITTING IN FRONT OF ANOTHER PAINTING,A OF A BAIR OF FOUID SITTING IN FRONT OF ANOTER
125,THIS IS A STILL LIFE OF FRUIT AND AN OLD MAN,THIS IS A STAILLITE AFRATE AND ABILDIN
126,A LITTLE GIRL IS HOLDING ON TO A HAIR BRUSH,A LITTEN BED WISH COLDING AND FE ON A BAS
127,A BABY GIRL IS HOLDING A PINK BRUSH AS SHE SCRATCHES HER HEAD,A BABY GIRL IS HOLDING A PINK BRUNT STRATCHES HER HEAD
128,A YOUNG GIRL COMBING HER HAIR WITH A PINK COMB,A YOUNG GIRL SNIDING HER HAIRIN  PHONE
129,A GIRL GRABS HER HAIR AND HOLDS ONTO HER HAIRBRUSH,GIRL WRAPPED IN ANIMAL OR HER ERO
130,THE YOUNG GIRL IS BRUSHING HER HAIR,THE YOUNG GIRL IS JUFFEDING HER HAIR
131,TWO BABIES SITTING ON THEIR POTTIES IN THE BATHROOM,TWO LADIES SITTING ON THEIR PATES IN TA BATHROOM
132,TWO NAKED BABIES ON TRAINING TOILETS IN A BATHROOM,TWO NAZED BABIES AND FRAMING TOILET IN A BATHROOM
133,A SET OF TWINS WHO ARE TAKING A BATH,A PARY PLAS IN A FECTORAL CAT
134,A COUPLE OF LITTLE GIRLS SITTING NEXT TO EACH OTHER IN A BATHROOM,COUPLE OF LITTLE GIRL SITTING NEXT TO ABETUR IN A BATHROOM
135,TWO CHILDREN ARE PRACTICING USING THE POTTY NEXT TO EACH OTHER,TWO CHILDREN ARE TRAFTICING BATING THE PAY NEXT TO EACH OTHER
136,A MAN IN A WET SUIT RIDING A WAVE ON A SURF BOARD,A MAN INBET TO GIDIN RIDE ON A SURFBOARD
137,THERE IS A MALE SURFER THAT IS RIDING IN THE WAVE,THERE IS A MALE SURFER THAT IS RIDING IN THE AVE
138,A MAN ON A SURF BOARD RIDES A WAVE,A MAN ON A SURFBOARD RIDES THE WAVE
139,A SURFER IN THE OCEAN ON THE CREST OF A WAVE,A SURFER IN THE OCEAN OF THE TRAMP OF A WAVE
140,A MAN THAT IS ON A SURFBOARD IN THE WATER,A MAN WITH A DOG SURFBOARD IN THE WATER
141,A TEDDY BEAR SITS BY A KEYBOARDS AND MICROPHONE,A TEDDY BEAR SITS BY TWO BEARS IN A MARKETIN
142,STUFFED BEAR WEARING GLASSES WITH ELECTRONIC AUDIO EQUIPMENT,STUFED BEAR WEARING GLASSES ELECCOTT AND HORT DOG
143,A TEDDY BEAR THAT IS DRESS IN GLASSES AND IS LISTENING TO AN IPOD,A TEDDY BEAR HAS HITS DRESSED IN OFFIC IN OINI
144,A VERY CUTE TEDDY BEAR WITH GLASSES AND SOME ITEMS,A VERY CLEAN CITTY FIELLED WITH GLASSES AN FONT OF IT
145,A STUFFED BEAR A KEYBOARD AN IPOD AND MICROPHONE,A STUFFED BEAR AND BOAR AN IBOG AND A MARKET
146,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS A FIREPLACE,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS AND A PIRE
147,A DINING ROOM WITH SOME PLANTS ARE SEEN,A DINING ROOM WITH SOME PLANTS ARE SEETN
148,A FIREPLACE AND DINING TABLE IN A DINING ROOM,A FIREPLACE AND BINE CITR IN A DARN
149,A WOODEN TABLE WITH FOUR WOODEN CHAIRS IN FRONT OF TWO WINDOWS,A WOODEN TABLE WITH FOUR WOODEN CHAIRS IN FRONT OF CLO WINDOW
150,A ROOM WITH PLANTS ON LITTLE TABLES BY THE WINDOWS,A ROOM WITH SANKS AND A LITTLE TABLE INSIDE A WINDOW
151,A STATUE DEPICTING A BEAR BREAKING INTO A CAR,A STATUE OF DEPICTING A BEAR BREAPING AGIT
152,A MAN POSES WITH A PICTURE OF A BEAR AND A CAR,A MAN PASES WITH HA PICTURE OF A BELLER IN A CA
153,A STATUE OF A BEAR ON A CAR USED AS A WARNING ABOUT THE BEARS,A PICTUR OF A BEAR ON A AG WITH A LAIN ABOT HAID
154,YES BEARS CAN RIP OPEN CARS AND HURT THE OCCUPANTS,YES BEARS CAN RIP OPEN CARS AND HERC THE OFFICER
155,A STATUE OF A LARGE BROWN BEAR TEARING OFF A CARS DOOR,STATUE OF A LARGE BROWN BEAR CARRING OS A CAR FLOOR
156,TWO MEN JUMPING UP TO HEAD A SOCCER BALL,TE TAN TANDING NEXT TO A BETTER BOCCE BALL
157,A CLOSE UP OF TWO PEOPLE PLAYING SOCCER,A PLATE WITH OF SI PIZZA PLAYING SOCC
158,SOCCER PLAYERS TRY TO GAIN POSSESSION OF THE BALL,SOCCER PLAYERS TI TO GIN POSESSION AF THE BALL
159,A MAN HITTING A SOCCER BALL WITH HIS HEAD,A MAN HITTING A SOCCER BALL WITH HIS HEAD
160,TWO OPPONENTS ARE PLAYING DURING A SOCCOR GAME,TWO OPBUNNANTS ARE PLAYING DURING A SOCCER GAME
161,WE SEE A DOUBLE DECKER BUS WIT A COMPARTMENT IN THE SIDE,VE TWO DOUBLE DECKER BUS WITH A COMPARTMENT IN THE SED
162,A DOUBLEDECKER BUS TURNED IN TO A TRAVELING SHOWCASE FOR A UNIVERSITY,A DOUBLE DECKER BUS TURNED IN TO TRAVELING SOPY FURGINSES
163,A DOUBLE DECKER BUS SITTING ON A GREEN FIELD,A DOUBLE DECKER BUS SETTING ON A GREEN FIELD
164,A DOUBLEDECKER BUS IS PARKED IN A LARGE FIELD,A DOUBLE DECKER DUSKIS PARKED IN A LARGE FIELD
165,A NORTHUMBRIA BUS IS PARKED IN A FIELD,A BATANTRIA BUS WIS PARKED IN A FIELD
166,A DESK WITH TWO COMPUTER SCREENS AND A CECIL COOPER BOBBLE HEAD,A DESK FILLED WITH TWO COMPUTER PIN AN IN PE PIPER BOTTLE
167,A CLOSE OF A BOBBLE HEAD DOLL WITH A COMPUTER IN THE BACKGROUND,A CLOSE OF A BOBLE HOT DOG WITH A COMPUTER IN THE BACKGROUND
168,A BOBBLE HEAD BASEBALL FIGURINE ON A DESK,A FOBERHEAD BAS BOCE ANLIN ON A DESK
169,A BOBBLE HEAD IS SHOWN NEXT TO COMPUTER SCREENS,A BOTBE OF HOODED FON AND PODEN FED
170,A BASEBALL PLAYER BOBBLE HEAD NEXT TO TWO COMPUTER MONITORS ON A DESK,A BASEBALL PLAYER BOTBLE HEAD WITH TWO COMPUTER MONITORS ON THE DESK
171,A FIELD WITH VARIOUS WILDLIFE AND TREES IN THE BACKGROUND,A FIELD WITH VARIOUS WALDLIFES AND TREES IN THE BACKGROUND
172,ZEBRAS AND WORT HOGS LIVING TOGETHER ON THE PLAINS,THE BIGA IN  JET ADIN TOGETHER IN E FIED
173,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES
174,MANY ANIMALS IN A FIELD WITH TREES AND BUSHES IN THE BACKGROUND,MANY ANIMALS IN A FIELD WITH FOOD AND BOOKIES IN THE BACKGROUND
175,THE GROUP OF ZEBRAS ARE IN THE FIELD,THE GROUP OF ZEBRAS ARE IN THE FIELD
176,A GROUP OF WOMEN RUNNING AFTER A SOCCER BALL,A GROUP OF WOMEN RUNNING AFTER A SOCCER BALL
177,GIRLS FACE TO A SOCCER BALL DURING A GAME,A GIRAFF PAYE IT SOCKER BALL BILD
178,YOUNG FEMALES PLAYING SOCCER ON A GREEN SOCCER FIELD,YOUNG FEMALES PLAYING SOCCER ON A GREEN SOCCER FIELD
179,A SOCCER GAME WHERE A GIRL IN WHITE IS DRIBBLING AHEAD OF THE GIRL IN BLUE,A SACCER GAME IN A GIRL IN WHITE WITH RIBBING IHEAD BEFORE A BRU
180,A GROUP OF WOMEN PLAYING A GAME OF SOCCER ON FIELD,A GROUP OF WOMEN PLAYING KAME OF SOCCER ON A FIELD
181,A WOMAN IN WHITE SHIRT HOLDING UP A CELLPHONE,A WOMAN IN WHITE SHIRT HOLDING UP A CELL PHONE
182,A WOMAN HOLDING A HELLO KITTY PHONE ON HER HANDS,A WOMAN HOLDING A TELLOW PETTY PHONE
183,A WOMAN HOLDS UP HER PHONE IN FRONT OF HER FACE,A WOMAN HOLDS HER PHONE IN FRONT OF HER FAST
184,A WOMAN CHECKING HER CELL PHONE WITH A HELLO KITTY CASE,A WOMAN TECKING HER CELL PHONE WITH A PELLOW TITY CASE
185,THE ASIAN GIRL IS HOLDING HER MISS KITTY PHONE,THE ASIAN GIRL IS HOLDING A MISS CITY CUNER
186,A BATHROOM WITH BLUE WALLS AND WHITE TILES,A BATHROOM WITH BLUE WINES AND WED TILES
187,A BATHROOM WITH BLUE AND WHITE WALLS,A BATHROOM WITH BLUE AND WHITE TILE
188,AN EMPTY BATHROOM WITH BLUE WALLS ON THE LIGHTS ON,AN EMPTY BATHROOM WITH BLUE WALLS AND THE LIGHT HAN
189,A WHITE BATHROOM SINK SITTING UNDER A BATHROOM WINDOW,A WHITE BATHROOM SINK SITTING UNDER A BATHRUBING
190,A SMALL BATHROOM WITH AN OPEN DESIGN CONCEPT,A SMALL BATHROOM WITH AN OPEN BULSE
191,A PICTURE FOR RENTALS WITH TWO WOMEN WALKING UP TO THEM,TISNISSI SORANGE IS WITH TWO WOMEN BEAKING UPPITE
192,BEACH GOERS SET UP UMBRELLAS NEXT TO RENTAL SIGNS WHILE A COP WATCHES,TWIK PAILORS SET UP UMBRELLAS NEXT TO BUNOT SINS WEN A CAT YAT
193,A GROUP OF PEOPLE HANDING OUT WITH LAWN CHAIRS UNDER TWO COLORFUL UMBRELLAS,A GROUP OF PEOPLE HANDING OUP WITH LINE BIS AND TWO COLORFUL UMBRELLAS
194,TWO WOMEN TALK AT A BEACH RENTAL KIOSK,TWO WOMEN TALKED AT A BIG BRINKEN FIELD
195,PEOPLE STANDING NEAR A GUARD IN FRONT OF A RENTAL STORE,PEOPLE STANDING NEAR BED IN FRONT OF AN BENC
196,A BIRD IS SITTING ON A BOWL OF BIRDSEED,A BIRD IS SITTING ON A BOWL OF DIRD BEEM
197,A BLUE BIRD SITTING ON TOP OF A BOWL OF SEED,A BLUE BIRD SITTING ON TOP OF A BOL OF SEES
