Index,Reference,Hypothesis
74,A SMILING GUY STICKING HIS FACE NEAR A BIG SANDWICH,A SMILING GUY SITS HIS FACE NEAR I SANDWICH
75,WITHOUT USING HANDS A MAN TRIES TO BITE A PAIR OF SANDWICHES,WITHOUT USING HAND AONSIDE SO BIKE FAR A SAN
76,A HUSKY STANDS BY AS A SKIER STANDS THERE,A HUSKEY STANDS BY AS A SKIER STANDS
77,A PERSON ON SOME SKIS AND A DOG IN THE SNOW,A PERSON ON TWOME SKIS AND A DOG IN THE SNOW
78,A MAN ON SKIS WITH A DOG NEXT TO HIM,A MAN ON SKIS WITH A DOG NEXT TO HIM
79,A MAN ON SNOW SKIS WITH HIS DOG,SNOWING ON THE SNOW SKIS WITH A SOW
80,A PERSON RIDING SKIS ON TOP OF A SNOW COVERED SLOPE NEAR A DOG,A PERSON LIDING ON TOP OF A SNOW COVERED SLOPE NEAR A DOG
81,A GIRAFFE REACHING UP TO SOME TREE BRANCHES,A GIRAFFE EACING UP TO E TREES IN THE FIELD
82,A GIRAFFE STANDING UNDER A LEAF FILLED TREE,A GIRAFFE STANDING UNDER A TREEF TAR TREE
83,THE GIRAFFE EXTENDS UPWARD WHILE EATING FROM THE BRANCHES OF A TREE,A GIRAFFE EXTANDS AWARD WALKING ON THE BRANCHES OF A ZREE
84,A GIRAFFE THAT IS STANDING IN THE GRASS,A GIRAFFE THAT IS STANDING IN THE GRASS
85,A TALL GIRAFFE STRETCHES TO REACH HIGH LEAVES ON A TREE,A TALL GIRAFFE STRETCHED TO REACH HIGH LEAVES ON THE FEAC
86,THE PALACE OF WESTMINSTER FEATURING ELIZABETH TOWER THAT HOLDS BIG BEN,THE PALAC REFLECTION THER PEACTERING ELYFITOUS FLOWER OL BIG DEN
87,A BRIDGE NEXT TO A TALL BUILDING AND THE BIG BEN TOWER,A BRIDGE NEXT TO A TALL BUILDING  AND TE TE
88,A CASTLE IS SHOWN ON THE WATER NEXT TO A BRIDGE,A TRAFFLER IS SHOWN ON THE WATER NEXT TO A BRIDGE
89,AN OLD CLOCK TOWER STANDS NEAR A BRIDGE AND OTHER LARGE OLD MEDIEVAL TYPE STRUCTURES,AN OLD CLOCK TOWER STANDS NEAR A GREEN AND OTHER OLD MAZIVA BITE TOCTURE
90,THE BIG BEN CLOCK TOWER TOWERING OVER THE CITY OF LONDON,BIG OCK TOWER TOWERR WITH A CITY BLAT
91,MAN RELAXING NEAR A TRAIL CLOSED SIGN ON THE GROUND,TLAN ELACES NIGPAL POGE SIGN ON THE GROUND
92,A MAN SITTING ON A WALL NEXT TO WATER NEXT TO A BARRIER,A MAN SITTING ON A WALL NEXT TO THE WATER NEXTO A BAS
93,A MAN WITH HIS SHIRT OFF SITTING BY THE SHORELINE SUNNING HIMSELF,A MAN WITH A SHIRT SITTING BY THE FLORLINE SIGNY
94,A SIGN LAYING ON A LUSH GREEN FIELD NEAR A BODY OF WATER,A SIGN LAYING ON AN ICE GREEN FIELD WITH GRIG LIGHT
95,A MAN WHO IS SITTING DOWN NEXT TO A BODY OF WATER,A MAN WIT IS SITTING STAND NEXT TO A BODY OF WATER
96,A PHOTO TAKEN FROM A CAR LOOKING AT A SKATEBOARDER ON THE SIDE OF THE ROAD,A PHOTO TAKEN FROM PROGRESSIN A SKATEBOARD IN ON OF THE ROAD
97,A ROAD FILLED WITH CARS IN A DESERT,A ROAD FILLED WITH TARS IN AE DENSER
98,A MAN WALKING DOWN A STREET NEXT TO A ROAD FILLED WITH CARS,A MAN WALKING DOWN A STREET NEXT TO A ROAD FILLED WITH CARS
99,VIEW FROM INSIDE OF A CAR OF CARS ON ROAD AND A MAN ON THE SIDE OF THE ROAD,EISEN INSIDE OF A CAR CARS AND HODEN IN FRONT OF ID DOOR
100,MAN RIDING A SKATE BOARD TOWARDS THE TRAFFIC ON A TWO LANE ROADWAY,MAN RIDING A SKATEBOARD TOWARDS THE TRAFFIC ON A TWO RAIN ROADWAY
101,A GROUP OF PEOPLE GATHERED AROUND A TABLE FILLED WITH FOOD,A GROUP OF PEOPLE GATHERED AROUND A TABLE PABLE OF FOOD
102,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE AROUND IT,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE AROUND IT
103,PEOPLE ARE LINED UP ALONG A LONG PICNIC TABLE,PEOPLE LINED UP A LOLL ALONG APIC TABLE
104,GATHERING OF PEOPLE DISHING OUT FOOD SET ON A LONG TABLE WITH CHECKERED TABLECLOTH,AROOM OF PEOPLE DISKING OUT FOOD SATE ON A HALLTABLE WITH EFRET FATWALL
105,A GROUP OF PEOPLE EATING FOOD AT AN OUTDOOR PICINIC,A GROUP OF PEOPLE EATING FOOD AT AN OUTDOOR PAM
106,A CAT LAYING ON A TOILET SEAT WITH ITS PAWS INSIDE,A CAT LAYING ON A TOILET WITH A TOB INFRONTF
107,A BLACK AND GRAY CAT IS SITTING ON A TOILET,A BLACK AND GRAY CAT IS SITTING ON A TOILET
108,A CAT SITTING ON THE EDGE OF THE TOILET LOOKING TOWARD THE OPEN BATHROOM DOOR,A CAT SITTING IN THE OUCE OF THE TOILET OPEN TOWARD THE OPEN BATHROOM DOOR
109,A CAT SITS ON THE EDGE OF A TOILET,A CAT SITS ON THE EDGE OF A TOILET
110,A CAT IS LAYING ON A TOILET SEAT,A CAT IS LAYING ON A SILET SIT
111,A CAT SITS ON TOP OF A TOILET BOWL,A CUT SITS ON TOP OF A TOILET SINK
112,A SMALL CAT SITS PERCHED ON THE BACK OF A TOILET,A MACOP IS SITTED ON THE BACK OF A TOILER
113,A CAT SITTING ON THE BACK OF A TOILET BOWL WITH NO TANK,A CAT SITTING IN THE BACK OF A TOILET BOLL WITH SMOKE SINK
114,A SMALL CAT SITS ON TOP OF A WHITE TOILET MISSING ITS SEAT IN A BATHROOM,A SMALL CAT SITS ON TOP OF A WHITE TOILET INTIN DISTANCE IN A BATHROOM
115,A CAT SITTING ON A TOILET IN A BATHROOM,A CAT SITTING ON A TOILET IN A BAS
116,AN ANGLED SHOT OF A FULLY STOCKED KITCHEN WITH WOODEN CABINETS,AN ANGLED SHOCK TOSOK SITCHEN IT AME WOODEN CABINET
117,AN OPEN KITCHEN IS SHOWN WITH LIGHT BROWN CABINETS,AN OPEN KITCHEN IS SHOWN WITH WHITES ON THE TOR
118,SOME WOOD CABINETS IN A LARGE HOME KITCHEN,SUVE WOOD CABINETS IN A LARGE CLAM KITCHEN
119,A KITCHEN WITH A SINK DISHWASHER AND MICROWAVE OVEE,A KITCHEN SINK SITEN SIN AND NETEWAVE CITTEN
120,A KITCHEN FILLED WITH WOODEN CABINETS AND A MICROWAVE OVEN,A KITCHEN FILLED WITH WOODEN CABINETS AND CONECEATR OVEN
121,A BUNCH OF FRUIT SITS IN FRONT OF A PORTRAIT,A BUNCH OF FRUIT SITS IN FRONT A TOBE
122,SOME ART WORK WITH A MAN WITH A HAT ON AND SOME FRUIT IN A BOWL,SOME ARTWOK WITH A MAN WITH A HAT ON AND SOME FRUIT NIBBLE
123,A PAINTING OF A MAN SMILING BEHIND A TABLE WITH FRUIT,A PAINTING OF A NAN STILING BEHIND A TABEG OF FRUIT
124,A PAINTING OF A BOWL OF FRUIT SITTING IN FRONT OF ANOTHER PAINTING,A SIIK OF A BOWL OF FRUIP SITTING IN FRONT OF ANOTHER TAB
125,THIS IS A STILL LIFE OF FRUIT AND AN OLD MAN,THIS IS O FER LITE A FRUIT AND ENPL RONS
126,A LITTLE GIRL IS HOLDING ON TO A HAIR BRUSH,A LITTLE GIRL IS HOLDING ON TOA FOA BAS
127,A BABY GIRL IS HOLDING A PINK BRUSH AS SHE SCRATCHES HER HEAD,A BABY GIRL IS HOLDING A TINFRONT SCRATCHES HER HEAD
128,A YOUNG GIRL COMBING HER HAIR WITH A PINK COMB,A YOUNG GIRL SMINGING FOR HEA WITH A PINK PHONE
129,A GIRL GRABS HER HAIR AND HOLDS ONTO HER HAIRBRUSH,GIRL WRAPBIN ANIMAL O ARIN A
130,THE YOUNG GIRL IS BRUSHING HER HAIR,A YOUNG GIRL IS BRUSHING HER HAIR
131,TWO BABIES SITTING ON THEIR POTTIES IN THE BATHROOM,TWO LADIES SITTING ON THEIR BEDDERS IN A BATHROOM
132,TWO NAKED BABIES ON TRAINING TOILETS IN A BATHROOM,TWO NATED BABYS AND FRAMING BOYS IN A BATHROOM
133,A SET OF TWINS WHO ARE TAKING A BATH,A PAIRY TOYLET IN A BATO HAT
134,A COUPLE OF LITTLE GIRLS SITTING NEXT TO EACH OTHER IN A BATHROOM, SECONLED LITTLE GIRL SITTING NEXT TO EACH OTHER IN A BATHROOM
135,TWO CHILDREN ARE PRACTICING USING THE POTTY NEXT TO EACH OTHER,TWO CHILDREN ARE TRASFITING ASING THE FORL NEXT TO EACH OTHER
136,A MAN IN A WET SUIT RIDING A WAVE ON A SURF BOARD,A MAN IN JETSI RIDING A WAVE ON A SURFBOARD
137,THERE IS A MALE SURFER THAT IS RIDING IN THE WAVE,THERE IS A MALE SURFER THAT IS RIDING IN THE WAVE
138,A MAN ON A SURF BOARD RIDES A WAVE,A MAN ON A SURFBOARD RIDES A WAVE
139,A SURFER IN THE OCEAN ON THE CREST OF A WAVE,A SURFER IN THE OCEAN ON THE TRAMP OF A WAVE
140,A MAN THAT IS ON A SURFBOARD IN THE WATER,A MAN THAT IS ON A SURFBOARD IN THE WATER
141,A TEDDY BEAR SITS BY A KEYBOARDS AND MICROPHONE,CONTEDDY BEAR SITS BY TWE BOARDS IN A MUTOCON
142,STUFFED BEAR WEARING GLASSES WITH ELECTRONIC AUDIO EQUIPMENT,STUFFED BEAR WEARING GLASSES IN AREC COTIN CARDWALK
143,A TEDDY BEAR THAT IS DRESS IN GLASSES AND IS LISTENING TO AN IPOD,A TEDDY BEAR AS SITS DRESSED IN GLASSES IN OKEN ANET
144,A VERY CUTE TEDDY BEAR WITH GLASSES AND SOME ITEMS,A GEYN SINK SITTING FATED WITH GLASSES AND SOME O
145,A STUFFED BEAR A KEYBOARD AN IPOD AND MICROPHONE,A STULFIE BEAR INDOOR AN IGH BOVE AND A MIKE
146,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS A FIREPLACE,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS AND A FIRE
147,A DINING ROOM WITH SOME PLANTS ARE SEEN,A DINING ROOM WITH SOME PLANTS ARE SEENN
148,A FIREPLACE AND DINING TABLE IN A DINING ROOM,A FIREPLACE AND BIN CITARE IN A DING ROOM
149,A WOODEN TABLE WITH FOUR WOODEN CHAIRS IN FRONT OF TWO WINDOWS,A WOODEN TABLE WITH FOUR WOODEN CHAIRS IN FRONT OF TA WINDOW
150,A ROOM WITH PLANTS ON LITTLE TABLES BY THE WINDOWS,A GROOM SLANKS AND LITTLE TABLE INSIDE A WINDOW
151,A STATUE DEPICTING A BEAR BREAKING INTO A CAR,A STATUE DEPICTING A BEAR BREAKING MUSIC
152,A MAN POSES WITH A PICTURE OF A BEAR AND A CAR,A MAN POSES WITH THE PICTURE OF A BURDER AND A FUS
153,A STATUE OF A BEAR ON A CAR USED AS A WARNING ABOUT THE BEARS,A CRITIATE HOK OF A BEAR IN THE TAGENT IT A ROOIN E OUK DOOR
154,YES BEARS CAN RIP OPEN CARS AND HURT THE OCCUPANTS,YES THERS CAN RIP OPEN CARS AND PERCH THE OFFICER
155,A STATUE OF A LARGE BROWN BEAR TEARING OFF A CARS DOOR,A STATUE OF A LARGE BROWN BEAR STARING OFF A CAR DOOR
156,TWO MEN JUMPING UP TO HEAD A SOCCER BALL,TE SMAN GANZING NEXT TO A BETTER BOCKER BALL
157,A CLOSE UP OF TWO PEOPLE PLAYING SOCCER,A PLATE GOUP OF TRO PEOPLE PLAYING BOX
158,SOCCER PLAYERS TRY TO GAIN POSSESSION OF THE BALL,SOCCER PLAYERS TRI TO GAME POSSESSIONAL TEBALL
159,A MAN HITTING A SOCCER BALL WITH HIS HEAD,A MAN HITTING A SOCCER BALL WITH HIS TEAT
160,TWO OPPONENTS ARE PLAYING DURING A SOCCOR GAME,TWO F WOMANS ARE PLAYING DURING A SOCCER GAME
161,WE SEE A DOUBLE DECKER BUS WIT A COMPARTMENT IN THE SIDE,VET DOUBLE DECKER BUS WITH A COBUTENT IN THE SIDE
162,A DOUBLEDECKER BUS TURNED IN TO A TRAVELING SHOWCASE FOR A UNIVERSITY,A DOUBLE DECKER BUS TURNED IN TO TRAVELING TOATTA SURGING BIS
163,A DOUBLE DECKER BUS SITTING ON A GREEN FIELD,A DOUBLE DECKER BUS SITTING ON A GREEN FIELD
164,A DOUBLEDECKER BUS IS PARKED IN A LARGE FIELD,A DOUBLE DECKER BUSKER PARKED IN A LARGE FIELD
165,A NORTHUMBRIA BUS IS PARKED IN A FIELD,A BAKANTIA BUS IS PARKED IN A FIELD
166,A DESK WITH TWO COMPUTER SCREENS AND A CECIL COOPER BOBBLE HEAD,A DESK WITH TWO COMPUTER STANS ONS AN FOR CUPER BOTTLE
167,A CLOSE OF A BOBBLE HEAD DOLL WITH A COMPUTER IN THE BACKGROUND,A CLOSE OF A BOBBER HEAD DOG WITH A COMPUTER IN THE BACK
168,A BOBBLE HEAD BASEBALL FIGURINE ON A DESK,A GLOB AND HEAD BASEBALL WASING ROON ON A DESK
169,A BOBBLE HEAD IS SHOWN NEXT TO COMPUTER SCREENS,A BOBLE HOOD IS SITTING NEX A COMPUTER KE
170,A BASEBALL PLAYER BOBBLE HEAD NEXT TO TWO COMPUTER MONITORS ON A DESK,A BASEBALL PLAYER BOBBLE HEAD WITH TWO COMPUTER MONITORS ON THE DESK
171,A FIELD WITH VARIOUS WILDLIFE AND TREES IN THE BACKGROUND,A FIELD WITH VARIOUS WILDLIFES AND TREES IN THE BACKGROUND
172,ZEBRAS AND WORT HOGS LIVING TOGETHER ON THE PLAINS,A ZEBRA IN GESS IT EEBY GIN IN THE FRIND
173,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES
174,MANY ANIMALS IN A FIELD WITH TREES AND BUSHES IN THE BACKGROUND,MANY ANIMALS IN A FIELD WITH FROOD AND BUSHES IN THE BACKGROUND
175,THE GROUP OF ZEBRAS ARE IN THE FIELD,A GROUP OF ZEBRAS ARE IN THE FIELD
176,A GROUP OF WOMEN RUNNING AFTER A SOCCER BALL,A GROUP OF WOMEN RUNNING AFTER A SOCCER BALL
177,GIRLS FACE TO A SOCCER BALL DURING A GAME, GIRFE PLAYS WITIT BOCKETBALL IN FASF
178,YOUNG FEMALES PLAYING SOCCER ON A GREEN SOCCER FIELD,YOUNG FEMALES PLAYING SOCCER ON A GREEN SOPCER FIELD
179,A SOCCER GAME WHERE A GIRL IN WHITE IS DRIBBLING AHEAD OF THE GIRL IN BLUE,A FATER GAME AND A GIL IN WHITE WITH RIBBING HEAD BEFORE INGE
180,A GROUP OF WOMEN PLAYING A GAME OF SOCCER ON FIELD,A GROUP OF WOMEN PLAYING A GAM OF SOCCER ON A FIELD
181,A WOMAN IN WHITE SHIRT HOLDING UP A CELLPHONE,A WOMAN IN WHITE SHIRT HOLDING UP A CELL PHONE
182,A WOMAN HOLDING A HELLO KITTY PHONE ON HER HANDS,A WOMAN HOLDING A PHONO TITI PHONE
183,A WOMAN HOLDS UP HER PHONE IN FRONT OF HER FACE,A WOMAN HOLDS HER PHONE IN FRONT OF HER FACE
184,A WOMAN CHECKING HER CELL PHONE WITH A HELLO KITTY CASE,A WOMAN TRECKING HER CELL PHONE WITH A TELLO TNSAC
185,THE ASIAN GIRL IS HOLDING HER MISS KITTY PHONE,THE ASIAN GIRL IS HOLDING A MISSCITYPHONE
186,A BATHROOM WITH BLUE WALLS AND WHITE TILES,A BATHROOM WITH BLE WALNS AND WHITE TILES
187,A BATHROOM WITH BLUE AND WHITE WALLS,A BATHROOM WITH BLUE AND WHITE TILES
188,AN EMPTY BATHROOM WITH BLUE WALLS ON THE LIGHTS ON,AN EMPTY BATHROOM WITH BLUE WALLS AND LIGHT ON
189,A WHITE BATHROOM SINK SITTING UNDER A BATHROOM WINDOW,A WHITE BATHROOM SINK SITTING UNDER A BATHROOM SINK
190,A SMALL BATHROOM WITH AN OPEN DESIGN CONCEPT,A SMALL BATHROOM WITH AME OPEN SAT
191,A PICTURE FOR RENTALS WITH TWO WOMEN WALKING UP TO THEM,DISANSES ALOUNGE A GAT O WOMAN WOLDING UP PETE
192,BEACH GOERS SET UP UMBRELLAS NEXT TO RENTAL SIGNS WHILE A COP WATCHES,TWO SRELLERS SET UP UMBRELLAS NEXT TO VUNT OF SINS WHENE A CRACK WALK
193,A GROUP OF PEOPLE HANDING OUT WITH LAWN CHAIRS UNDER TWO COLORFUL UMBRELLAS,A GROUP OF PEOPLE HANGING OUP WITH LIN BAS ANSTREE COLORFUL UMBRELLAS
194,TWO WOMEN TALK AT A BEACH RENTAL KIOSK,TWO WOMEN TOLKED AT A BIG BRANKYN FIELD
195,PEOPLE STANDING NEAR A GUARD IN FRONT OF A RENTAL STORE,PEOPLE STANDED NEAR UMBRELLAS IN FRONT OF AN BENCH
