Index,Reference,Hypothesis
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,O TE CACOIV E PLAKE MINY O VAHGLES PREAD  ONTENS BY
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF POPPLES STANDING IN A POT IT A STAVE BOX
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,TWO PASSAGE INTWO CORRAGE IMIGE POR ANE OPE
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A BURGIGE LOTTI RIPE THROUGH A DINING MOD
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A BERR TOSKING CONTOA AN SHACKE DOG IN A STETET
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A CISE WALKS ON INSIDE OF A CASEREAN AR
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,A COUPER OF OFFIEN SHITS AY ASHOW OFA MELITARY AND A COLPON
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A PIPE OF MITEBERD I BERKE IT  ASO AKS ANH A CAUES
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,CAT CLOSE UP OF CAR SNOW LAING SIIT A FENC IN A PONCH OF BESE
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,A PUBIC OEN LAN ON A BENC WITH A WID
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,ERSAN TAKING OFFO PUTTI GSHI PART WINE
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,A DOG WITH A BUNY IS IND A BOOK ON A LASS TA
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,A BABY DOG LAYING ON ITS COPERO BED N A AA STRE
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,A SATAP SHAPED LIKE AN OPPLE NANON 
42,A CLOCK THAT LOOKS LIKE AN APPLE A PENGUIN AND A POTTED PLANT,A CLOS TATCH OF LAKE AND APPLE AGREEN AND A PALET BATO  PISTAN
43,A RED APPLE WITH A CLOCK INSIDE OF IT,A AT A CARIC ALOCOS TREE FOT
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,A LOK TOCKS TO THE SAFETY OF THE AMPI  
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE,A PLASTIC APPLE IS DO EC  TINKE SWREPS
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH,ARA PERSONS IS JUCT IN E SENTIN  TONT OF SECOS TO SUNSET
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER, PEOPLE AN POURSES RANCING TOGETHER
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,TWO PAMPLES PAKEP WAL AN SIT ON TOP
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH,THE HORSES ARE PACING EACH OTHER ON BEACH
50,A BLACK AND WHITE PHOTO OF JOCKEYS RIDING THEIR HORSES,PEOPLE PISING A PELLO ON TO MO TRONCYCLES  TE KINT
51,A PASSENGER TRAIN MOVING DOWN THE TRAIN ON A BRIDGE,A PASSENGE TOMIN RIATE PET DOWN THE TRING ON A FRISBEE
52,A LARGE LONG TRAIN ON A STEEL TRACK,A LARGE TUMK TRYING BUS IN A STREET
53,A TRAIN THAT IS ON A RAIL OVER A BRIDGE,A TRAIN THAT IS ON THE RAIL OVER A BRIDGE
54,A TRAIN ON TOP OF AN OVERPASS BRIDGE SET OF TRAIN TRACKS WITH FIELDS ON BOTH SIDE,T CLOSE OP OF A TONK PATHSHE LEAD OP TRAIN TASTE FIELDS ON TOS
55,TRAIN MOVING ALONG RAISED TRACKS WITH MOUNTAIN IN BACKGROUND,TRAIN MOVING ALONG TRA TRACKS WITH LOCES E KAKIN
56,A TEDDY BEAR SITTING IN FRONT OF A PILE OF BOXES,TE TEDDY BEAR WITH IS CHINEIR TEETH AN OTHER PILES  ON A FOREST
57,A TEDDY BEAR NEXT TO FOUR BOXES ON THE FLOOR,A TEDDY BEAR NEXT TO E LOT OT AZA
58,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF MANY BOXES,AESTONE CHURCH ITTIN HUSPR ON A BONCES OL OGS YSEL
59,A TEDDY BEAR IS SITTING IN FRONT A GROUP OF BOXES,A TEDDY BEAR IS STANDING IN FRONT OF PATES OF SOT IN  CAK
60,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES,A COUPLE OF TABLE THAT ARE SITTING NEXT TO SOME PENCHES
61,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVE,SOM PEOPLET STICF PROFFE ON IT ASBA OR  MIK
62,A SEAGULL STANDING NEAR THE OCEAN ON THE SAND,A CITYBRELL SIN AN SLYZING ANFHEN ANSIGN ON IT
63,A SEAGULL STANDING ON THE SAND NEAR THE WATER,A CITARFECET TENIGHTN A CITY HOK DU HER CLOCK
64,THE BIG BIRD IS STANDING ON THE BEACH BY THE WATER,IKID ISIN A PABE  IS STANDING  A AT PIKE
65,A SEAGULL STANDING ON THE SAND OF A BEACH,AS TURN SACCLE WITH E SIZE OF BACK ON HE BRIDGEEN
66,A BUS FULL OF HAPPY TOURISTS DRIVES DOWN THE STREET,A POCTURE OF PACTICEN DRUST N OODES ANFRON O PEOPLE LOOKNG
67,DOUBLE DECKER BUS WITH PEOPLE ON THE TOP FLOOR ON ROAD,I OF A LETTLE HOSE SOME DEPATED ON A COUT DOOR IT BEDING IT BASTIC RIGHT
68,A DOUBLE DECKER BUS WITH PEOPLE WAVING FROM THE TOP,A CLOSL DUCTOR BUS T IDEOSTIC LI IXO ON OP
69,A DOUBLE DECKER BUS DRIVING DOWN A STREET,TTHREE COUPLES AT ARE BUS CRIDING DOWN A STREET
70,RED DOUBLE DECKER BUS WITH PEOPLE STANDING ON TOP,A TED COUPLE DAN BUS WOTKIN E STAN ON I 
71,A MAN LEANING HIS MOUTH DOWN TO A PLATE THAT HAS A SANDWICH ON IT AND A BLUE WATER BOTTLE BEHIND IT,A MAN LAKING A SNOKE ANOTE  A FRISOR HANDLING ON A HERDOF WA
72,A MAN TAKING A BITE OF A SANDWICH WITHOUT USING HIS HANDS,A MAN TAKING A PORT OF STIONS 
73,A MAN EATING A SANDWICH OFF OF A WHITE PLATE,A KISEN WITH OP AS AN RET EDGARD
74,A SMILING GUY STICKING HIS FACE NEAR A BIG SANDWICH,A SMILING GUY SICKING HIS FACE OF RY AN SAVAGE OF SOUP
75,WITHOUT USING HANDS A MAN TRIES TO BITE A PAIR OF SANDWICHES,E HAF BOTIN HANDS ARE EATING TRALS ONMOON WITEXSIDE CHESE
76,A HUSKY STANDS BY AS A SKIER STANDS THERE,A PERSON STADING BOT  OOT O PACE
77,A PERSON ON SOME SKIS AND A DOG IN THE SNOW,AOPESON ROOM SIN ACATE AND A DOCK IN SERCUT
78,A MAN ON SKIS WITH A DOG NEXT TO HIM,A MAN ON SCHIS WITH A DOG NEXT TO AIA
79,A MAN ON SNOW SKIS WITH HIS DOG,O HAVO SITIS EL FOR LIG AE
80,A PERSON RIDING SKIS ON TOP OF A SNOW COVERED SLOPE NEAR A DOG,A PERSON IS  ON TOP OF A SNOW COVERING SA DOG
81,A GIRAFFE REACHING UP TO SOME TREE BRANCHES,OAN A GIRAFFE PEACHING ONTEON END OF A FIELD
82,A GIRAFFE STANDING UNDER A LEAF FILLED TREE,A GIRAFFE IS STANDING OUT OF A TREE FOR SIT ON ET
83,THE GIRAFFE EXTENDS UPWARD WHILE EATING FROM THE BRANCHES OF A TREE,A CIRAFFE SIX OTHRE WORD IT AN OTEN ND SOME BRANCHES OF A FIELD
84,A GIRAFFE THAT IS STANDING IN THE GRASS,A GIRAFFE BATIS STANDING ON TE STEET
85,A TALL GIRAFFE STRETCHES TO REACH HIGH LEAVES ON A TREE,ATOP OF WRALF STRIKED INTO C LOIN FOR A PICTREN
86,THE PALACE OF WESTMINSTER FEATURING ELIZABETH TOWER THAT HOLDS BIG BEN,A POE OF RUSTIC AT TOASTING ARIETLY LET I EYES O AND BIK BANT
87,A BRIDGE NEXT TO A TALL BUILDING AND THE BIG BEN TOWER,THREE OBJECTS TO A TRO FOOWITH AM INTIN I
88,A CASTLE IS SHOWN ON THE WATER NEXT TO A BRIDGE,A CASTLE IS SHOWING ON THE WATER NEXT TO AN ORSMETA VETER
89,AN OLD CLOCK TOWER STANDS NEAR A BRIDGE AND OTHER LARGE OLD MEDIEVAL TYPE STRUCTURES,AN OLD CLASS TOP STANDS NEAR A TREES AS OTHERS LARGE OA EOPLE TRI TO AC
90,THE BIG BEN CLOCK TOWER TOWERING OVER THE CITY OF LONDON,BIG BIG CLOCK TOWERIG UP TE TOWER WIT A SBEA SICH A FRISBAN
91,MAN RELAXING NEAR A TRAIL CLOSED SIGN ON THE GROUND,ANERSECTON OR TALLAS IN A STREET RO T POBIC ROUN
92,A MAN SITTING ON A WALL NEXT TO WATER NEXT TO A BARRIER,APAN SITIT I COMO BOWL ITH CESOM WATTER AND SOANFOOD
93,A MAN WITH HIS SHIRT OFF SITTING BY THE SHORELINE SUNNING HIMSELF,MAN WITH A SHIRT OF SITTING BY THE SHORTNEXT TO ING HIM SELFI
94,A SIGN LAYING ON A LUSH GREEN FIELD NEAR A BODY OF WATER,A SIGN LAYING ALON A STREEN FIELD NEAR A CUNDERING THE TUB
95,A MAN WHO IS SITTING DOWN NEXT TO A BODY OF WATER,A CANATE SITTING ON A WOT NEXT TO A ODLET IN E WATER
96,A PHOTO TAKEN FROM A CAR LOOKING AT A SKATEBOARDER ON THE SIDE OF THE ROAD,A PHOTO APER ON OAN INS OF A GEX STREET  COSEATT ROAD
97,A ROAD FILLED WITH CARS IN A DESERT,A SOMEONE ETTING A ROD WITH EOL TOWERS BA GETER
98,A MAN WALKING DOWN A STREET NEXT TO A ROAD FILLED WITH CARS,APISE OF LIGHTY STREET NEXT TO AVERALPA PASTES AN WORTES TEADE BO PAVE
99,VIEW FROM INSIDE OF A CAR OF CARS ON ROAD AND A MAN ON THE SIDE OF THE ROAD,MATEN TAC IN A CAR WITH CARS AND IHENDING AN THE AOES SERFACE
100,MAN RIDING A SKATE BOARD TOWARDS THE TRAFFIC ON A TWO LANE ROADWAY,A MAN RIDING A SKATEBOARD TOWARDS THE TRAFFIC OF HIS FAMILY TO A PLATE
101,A GROUP OF PEOPLE GATHERED AROUND A TABLE FILLED WITH FOOD,A POTG OUT OF A RONTA A I O EVOTI
102,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE AROUND IT,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE COWISON
103,PEOPLE ARE LINED UP ALONG A LONG PICNIC TABLE,PEOPLE LIND UP  A LONG PICNIC CAKE
104,GATHERING OF PEOPLE DISHING OUT FOOD SET ON A LONG TABLE WITH CHECKERED TABLECLOTH,L CLOSE TO ATER OF THE BOYAL POS WHILE HEOTHER RES AR ON THE TALL IN A BANAN DIRANC CHARACTERS AND SIT ON A PAT
105,A GROUP OF PEOPLE EATING FOOD AT AN OUTDOOR PICINIC,A PERSON A OKIN FATED TACKEG OUT ON APRO
106,A CAT LAYING ON A TOILET SEAT WITH ITS PAWS INSIDE,AK CAKE THAT IS ILL WITH  SPIECES OF WIE AND CIIN
107,A BLACK AND GRAY CAT IS SITTING ON A TOILET,A BLACK AND GREY PAT IS SITTING OXTO A PAT
108,A CAT SITTING ON THE EDGE OF THE TOILET LOOKING TOWARD THE OPEN BATHROOM DOOR,A KAT SITTING ON HE BOUCH WOT A TAKE WACKET ON A TALL FIELDIN  ONAOD
109,A CAT SITS ON THE EDGE OF A TOILET,A TRAY OF CAT SITS ON A HED IN DISPLAY
110,A CAT IS LAYING ON A TOILET SEAT,A TURK O  GES WIT ROAD  DUGE ANTALIGT
111,A CAT SITS ON TOP OF A TOILET BOWL,A CHOW SIT OS UP IN  TOILITTLE BO
112,A SMALL CAT SITS PERCHED ON THE BACK OF A TOILET,A SMALL CAT IS ESQITCHED ON A BIKE IN  TORS AN A SKY
113,A CAT SITTING ON THE BACK OF A TOILET BOWL WITH NO TANK,A CAT SITTING ON THE BACK OF A WHITE RUSSO N INISH REVERTE
114,A SMALL CAT SITS ON TOP OF A WHITE TOILET MISSING ITS SEAT IN A BATHROOM,MAAONO OT ICOPLE AN OTING A DAPTOT
115,A CAT SITTING ON A TOILET IN A BATHROOM,A CAT SITTING ON A PARTMENT OF CATPIS
116,AN ANGLED SHOT OF A FULLY STOCKED KITCHEN WITH WOODEN CABINETS,AN ANGRO SHOT OF BESTORK PITCES OF A WOODEN CASTLE
117,AN OPEN KITCHEN IS SHOWN WITH LIGHT BROWN CABINETS,A POST IN OPDON TRICKS N I SO WITH LIGHTS OWN THEHAT
118,SOME WOOD CABINETS IN A LARGE HOME KITCHEN,SEVERAL PLE OF APIS IN AN ART IF A KITCHEN
119,A KITCHEN WITH A SINK DISHWASHER AND MICROWAVE OVEE,AKITON NEXT  OT A DISH O ODO VERY MAROOM T OLTEN TET
120,A KITCHEN FILLED WITH WOODEN CABINETS AND A MICROWAVE OVEN,KO TEEN OLS DITH WAYING PIECE NEXT TO LOGGAGE TACKN
121,A BUNCH OF FRUIT SITS IN FRONT OF A PORTRAIT,A BUNCH OF PEI THINGS SITS IN FRONT OF A PORCANTOMAT
122,SOME ART WORK WITH A MAN WITH A HAT ON AND SOME FRUIT IN A BOWL,SOME CAR IF A MAN WITH A HAT ON HASSY BILE
123,A PAINTING OF A MAN SMILING BEHIND A TABLE WITH FRUIT,PAINTAIN OF A MAN IS TUTING OUTHINE THE TABLE ELD FIDING A TONNET ATTE CAT
124,A PAINTING OF A BOWL OF FRUIT SITTING IN FRONT OF ANOTHER PAINTING,ABONGE TAKING OOF BOTS ABOUT A TA A EETAP T CACKER TACK
125,THIS IS A STILL LIFE OF FRUIT AND AN OLD MAN,A SCARES N A STOVE TABERPODIN IN AN APNI DARK
126,A LITTLE GIRL IS HOLDING ON TO A HAIR BRUSH,OGAN OF OS BAG ON TIIN  OT T BAT
127,A BABY GIRL IS HOLDING A PINK BRUSH AS SHE SCRATCHES HER HEAD,A BABY GIRL WHAT IS HOLDING A CAKEBOT WITH A SPRITCHES ER MET
128,A YOUNG GIRL COMBING HER HAIR WITH A PINK COMB,SOPOR PAS GIRL WITH A COMPY ANSTRYSPECT ON A ON CAIR
129,A GIRL GRABS HER HAIR AND HOLDS ONTO HER HAIRBRUSH,A GIRL PLAPS A HAR IN THE FIELD ONE LUSIN SHIRT
130,THE YOUNG GIRL IS BRUSHING HER HAIR,A IMA GIL IS BRUSHING UP HE EY A RUSTIC BRIK
131,TWO BABIES SITTING ON THEIR POTTIES IN THE BATHROOM,TWO NABORS SITTING UP LIE  WAVLES AN DECORATE ENGINAL PAK
132,TWO NAKED BABIES ON TRAINING TOILETS IN A BATHROOM,TWO NAKED BRUGGIS OR TRAINIMS O BOXON A BACK OF AND TI STR
133,A SET OF TWINS WHO ARE TAKING A BATH,A FASET  CAAN A JET OUT BAT  IT OJIT COERED I LO
134,A COUPLE OF LITTLE GIRLS SITTING NEXT TO EACH OTHER IN A BATHROOM,TAL O LITTLE GO BAG ON THE PINK CUB SITTING AN BATHROO
135,TWO CHILDREN ARE PRACTICING USING THE POTTY NEXT TO EACH OTHER,SON SHOWING A HALPIIS ANE BUSA A A  BY A TRA
136,A MAN IN A WET SUIT RIDING A WAVE ON A SURF BOARD,MAN AN ANANCING A GRIIS ONA ENSSMEC LO P
137,THERE IS A MALE SURFER THAT IS RIDING IN THE WAVE,A DESO O SITON AND A BITE WIT BLU ALLY STU
138,A MAN ON A SURF BOARD RIDES A WAVE,A MAN OW A I SURF ON IT A QUIET TITWIN  RI
139,A SURFER IN THE OCEAN ON THE CREST OF A WAVE,A SURFER IN THE OCEAN ON THE CREST OF A WAVES
140,A MAN THAT IS ON A SURFBOARD IN THE WATER,A BAN THAT IS SOLE I PEC OAN SOCES
141,A TEDDY BEAR SITS BY A KEYBOARDS AND MICROPHONE,ATEDDY BEAR SITS QUITYNTO A PAR OF S OV E I DROG A BLOT
142,STUFFED BEAR WEARING GLASSES WITH ELECTRONIC AUDIO EQUIPMENT,STUFFED BEAR WEARING GLASSES ELECTRONIC ONE ON SWINGEN I
143,A TEDDY BEAR THAT IS DRESS IN GLASSES AND IS LISTENING TO AN IPOD,KEDDY BOARD  SEV OUN DRESS IN DOTS AND ACETATOES NAR SEVERAL AGON A DIRT OPEN WITH NEXE PAE
144,A VERY CUTE TEDDY BEAR WITH GLASSES AND SOME ITEMS,A VEVRY CUTE WITH ROTHE LIDS AN TRY FOR A IS
145,A STUFFED BEAR A KEYBOARD AN IPOD AND MICROPHONE,BOT SA TIRED ON THE BOARD AN ICEBAL SITTING AT A MARKETBALL
146,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS A FIREPLACE,A DINNER TABLE WITH FOUR CHAIRS A TWO OTTUM PLATES AND A RIGHT FECIC 
147,A DINING ROOM WITH SOME PLANTS ARE SEEN,THE DINING LEGS ON TLALS ARE SETTINGITE
148,A FIREPLACE AND DINING TABLE IN A DINING ROOM,A SIN TAN SITTSG ON A FIFT UNDER LUGAGES
149,A WOODEN TABLE WITH FOUR WOODEN CHAIRS IN FRONT OF TWO WINDOWS,WHITE TALY WITH PANCLE OF ARNE CHAIRS IN FRONT OF TWO BIN NAS
150,A ROOM WITH PLANTS ON LITTLE TABLES BY THE WINDOWS,A NUS ANDWICH PACK N AN ORS OF E O SIDE OF IZAAR
151,A STATUE DEPICTING A BEAR BREAKING INTO A CAR,A STATUE OF A FIFTING OF TEAIR E GRATING INTO A PLT 
152,A MAN POSES WITH A PICTURE OF A BEAR AND A CAR,A MAN OPPOSINSITS FOR A PICTURE OF A AOR ITEN A CELPHONE
153,A STATUE OF A BEAR ON A CAR USED AS A WARNING ABOUT THE BEARS,A FROTIOF OJECTICAN ENESTL PARNIC TO APLAT WITH MOTEPACES IOOTE ON TO
154,YES BEARS CAN RIP OPEN CARS AND HURT THE OCCUPANTS,TOKEN ON  EXPIRES CAM REVOCUS CARGE AS BIRT TE YOUNG FINS
155,A STATUE OF A LARGE BROWN BEAR TEARING OFF A CARS DOOR,A STATUE OF STANDING EBEARS IN E YELDA IIS OVI FENC
156,TWO MEN JUMPING UP TO HEAD A SOCCER BALL,TGAOUS BARANAS ARE POMPARE WITH EE ON IT
157,A CLOSE UP OF TWO PEOPLE PLAYING SOCCER,A CLOSE U PIX AP O OVE PLANE IT SOMETE 
158,SOCCER PLAYERS TRY TO GAIN POSSESSION OF THE BALL,SOCCER RISS TRIE TO GALONG POSESSION OF A RED
159,A MAN HITTING A SOCCER BALL WITH HIS HEAD,A MAN HITTING A SOCCER BALL IT HIS HEAD
160,TWO OPPONENTS ARE PLAYING DURING A SOCCOR GAME,TWO E BONIS AR KITE DURYING CECEBRATION OT TOKE
161,WE SEE A DOUBLE DECKER BUS WIT A COMPARTMENT IN THE SIDE,TO STUEN CAM NATS HIS EYES WIT E RED ON EING E STACKIS
162,A DOUBLEDECKER BUS TURNED IN TO A TRAVELING SHOWCASE FOR A UNIVERSITY,A DOUBLE DECKER BUS DIRECTLY ATISE TAVELIN SHOWS TAPORE FES
163,A DOUBLE DECKER BUS SITTING ON A GREEN FIELD,A TOP WITH ANGER BUTS SATDING ON A STEET FIELD
164,A DOUBLEDECKER BUS IS PARKED IN A LARGE FIELD,JUCFUS AFTER WATCH IS PAST INAL SKORS
165,A NORTHUMBRIA BUS IS PARKED IN A FIELD,AN ORPENTIN MIG LASTER SHEEP IN A FIELD
166,A DESK WITH TWO COMPUTER SCREENS AND A CECIL COOPER BOBBLE HEAD,A DESK WITH TWO COMPUTER SCREENS AND A CISA GROUP OF WAKERS  OBEA
167,A CLOSE OF A BOBBLE HEAD DOLL WITH A COMPUTER IN THE BACKGROUND,ALEPONT POSE  OF A PORSIN ON MOUT ITH A STANERA TA ON A SOE COURT
168,A BOBBLE HEAD BASEBALL FIGURINE ON A DESK,FOKAN AT FASEBALL TRE THOUGH A TRAIN
169,A BOBBLE HEAD IS SHOWN NEXT TO COMPUTER SCREENS,A BAFBLE KAYIS STANDING NEXT TO TOOTHEF TWO BS ON PI
170,A BASEBALL PLAYER BOBBLE HEAD NEXT TO TWO COMPUTER MONITORS ON A DESK,A BASEBALL PLAYER FOLLOWING HEAD NEXT TO TWO COMCUTE FOTERTORS ON I HASE
171,A FIELD WITH VARIOUS WILDLIFE AND TREES IN THE BACKGROUND,A FIELD UP AREAS OF SOM LIFE AND TREES IN BACK CO
172,ZEBRAS AND WORT HOGS LIVING TOGETHER ON THE PLAINS,FOPROS OF O A PAP AND FO EDGE CA IGIN A BUT
173,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES
174,MANY ANIMALS IN A FIELD WITH TREES AND BUSHES IN THE BACKGROUND,MANY ANIMALS ON A FIELD WITH TRAN AND BUSHES OF A MATU DONUT
175,THE GROUP OF ZEBRAS ARE IN THE FIELD,A DOG GROUP OF ZEBRAS YARD IT NE TOGETHER
176,A GROUP OF WOMEN RUNNING AFTER A SOCCER BALL,A PINK PANANICAN WATCH OF APPLE WITH SOCCER TOT ON A RED PAT
177,GIRLS FACE TO A SOCCER BALL DURING A GAME,A CO OT OR EXGER ARKED I PALL IN IN A E
178,YOUNG FEMALES PLAYING SOCCER ON A GREEN SOCCER FIELD,YOUNG FEMALES PLAYING SOMET ON THE GREEN ONE FIELD
179,A SOCCER GAME WHERE A GIRL IN WHITE IS DRIBBLING AHEAD OF THE GIRL IN BLUE,E SIXIN TATE  REFALD OT ONE OT OF TWO KATS OF TRAY ATSEN A FIEL
180,A GROUP OF WOMEN PLAYING A GAME OF SOCCER ON FIELD,A GID IT WOOD TENI LAY IN A SOCCR ON  AED
181,A WOMAN IN WHITE SHIRT HOLDING UP A CELLPHONE,FAN MAN ON WHITE SHIRT ORKING UP A SUFT LAN
182,A WOMAN HOLDING A HELLO KITTY PHONE ON HER HANDS, OLDIN A ALDET UP BA ITH OAN SURFEN
183,A WOMAN HOLDS UP HER PHONE IN FRONT OF HER FACE,A WOM IN POLICE HER PHONE IN FRONT OF A DENCE
184,A WOMAN CHECKING HER CELL PHONE WITH A HELLO KITTY CASE,A PERSON RITN AN A ON COUSEAN A SYCON PIE IN  DESTO
185,THE ASIAN GIRL IS HOLDING HER MISS KITTY PHONE,TAKI SHOR ON ES IT BET AN MUST BE A POTE
186,A BATHROOM WITH BLUE WALLS AND WHITE TILES,AA PATROM WITH A DIFLOTI AN SO O UP
187,A BATHROOM WITH BLUE AND WHITE WALLS,A SKIRTER HOLDING CAMERED EAR SHEETS AN A BOLLS
188,AN EMPTY BATHROOM WITH BLUE WALLS ON THE LIGHTS ON,AN EMPTY LAT OIT I LOTS OF BIKE SK
189,A WHITE BATHROOM SINK SITTING UNDER A BATHROOM WINDOW,A WHITE BATROM SAPTION SITTING UNDER A FASH MENTA
190,A SMALL BATHROOM WITH AN OPEN DESIGN CONCEPT,A SMALL DOG OF IN GRLS ARE POKING ITH A FRONT OF A CAPPIZAE
191,A PICTURE FOR RENTALS WITH TWO WOMEN WALKING UP TO THEM,A PICTURE PROPELS I T IIN FO BARTS IMMAGE OF I
192,BEACH GOERS SET UP UMBRELLAS NEXT TO RENTAL SIGNS WHILE A COP WATCHES,A AN RABED CASTER BUT IS ON A T OF A LN STREET
