Index,Reference,Hypothesis
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,SCO EROCYCLES OLDING OE OTROLER SON INAGAGE CROPO LIAN
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,A SPON PAZZA PUTTONA OZA PASTE ALSON O A BA
16,A MAN ON SKIS FLY THROUGH THE SKY,EA AAON SPONAS  LINE RANDES IN A A
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,A SKIER TAKES OFF AOFF A STEEM HOL
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,A WAT SANDING O ON A SUWAT ON WAT IN  A
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,ASETANCRICLIN AN MOT ITCHAN OVEN IN O
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLYING THROUGH THE AIR HOLDING A TENNICAL
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER AND A BATTER STANDS ONPLAY WITH THE CAPTUR OF I COSON   AT OEDO
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,ANA IIN AA OR A WAKIN A O A OFUL A O I A DY INTE AT
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,A HANDLE IS EATEN ON A PIGETA ONION
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEBALL PLAYER DOG SITS AT A VASEMONA BENCHO
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,OE IN A OL DIR VIEM OF A BATHROOM WHILE IN ASINA S
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,WOMAN AL COLMEN PLAYING ON EACHWIN ON ER L ITOTER FALL
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO FRIENDS ARE WAITING WITH EACH OTHER HININ I E O
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH, KITCHE O IT OI OLIK IT VAAG FORWA AN CAR
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF PEOPLE STANDING LAR OE I TOE
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,TWO COGE NETRTWO PORAGE ARGE BUILDINGS ON I T I OS ABOBIIN
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,TWO FONTE AN GETTIN RED TOON A DINING TOP
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A HARAN WALKING ON TAROUNE SERF AN ELEPHANT  FIELDA
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A POLICE ROLLING INSIDE OF A DOWNN STREET IN ARE
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,AN ONTER ALL RO IS UNERE WOD OF A CABITERIA
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A ROB OF MITERBERGERS ORKIN FILY OFFAN SOM CHARS
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,AT HERD OF FO CAT NOT LAYING IN A BER F IN A WOO
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,A WOO O O E RAINS ON A BAG OV THE RI
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,ATA AT IS SITTING IN IINSII ONWALK
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,A TODD IN A BAT O ISA PIZBRU A IE SITTING AN A TABLE
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,A BABY DOLN LAYING NEX TOP O AI IT OMEN IN A
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,AZAGE SHAPED LAYING OUT ON A SMALL DIR CABE
42,A CLOCK THAT LOOKS LIKE AN APPLE A PENGUIN AND A POTTED PLANT,A BLOK THAT LOOK LIK AT ABALE T A PENGUIN AND A PODDED BACKGORD
43,A RED APPLE WITH A CLOCK INSIDE OF IT,AN ANIMAL EGRAMING SIDE IN A 
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,A MAAN PONSA SHAFE WALKING IN IT ON AR
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE,AA HOLDING A PLASTIC APPLE AIN A ODI O TINK SORCS
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH,A SAN JOPIN A TEN ON TOPO TOTATIONWAY
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER,A PIPLE ON THE HORSE IT IS READY SIT TOGETHER
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,A UE BATROOM PANIN A O ON I SIT
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH,THE HORSES ARE PACING EACHOTER AN A AWANE SHAT IN THE SNOW
50,A BLACK AND WHITE PHOTO OF JOCKEYS RIDING THEIR HORSES,N OPEN AN L N AMBRELLAS HADER UNEA
51,A PASSENGER TRAIN MOVING DOWN THE TRAIN ON A BRIDGE,A CATI TIING RIDY  A DOUNI RAING ON A FRISBEE
52,A LARGE LONG TRAIN ON A STEEL TRACK,A LARGE BUP DRIVING ON A HO RAD
53,A TRAIN THAT IS ON A RAIL OVER A BRIDGE,A TRAIN THAT IS ON A RAILING FROM THE BRIDGE
54,A TRAIN ON TOP OF AN OVERPASS BRIDGE SET OF TRAIN TRACKS WITH FIELDS ON BOTH SIDE,MRA ON OCK OAN ON GRASS AND HEAD LON TRAIN GRAVING IN FIELD ONI
55,TRAIN MOVING ALONG RAISED TRACKS WITH MOUNTAIN IN BACKGROUND,TRAIN MOVING ALONG HE BASE GRACK  IN THE OTAIN INH SODYO
56,A TEDDY BEAR SITTING IN FRONT OF A PILE OF BOXES,AGI INA BEAR AING A AN WATER O ON A WIL  FI
57,A TEDDY BEAR NEXT TO FOUR BOXES ON THE FLOOR,T TEDDY BEAR IN TREE IN TE HORSES OFF ON A WID
58,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF MANY BOXES,OPE PAN AR WOIN O IN APO IN ON RODTRAN
59,A TEDDY BEAR IS SITTING IN FRONT A GROUP OF BOXES,A TEDDY BEAR WAS SITTING OND A WODING I BOXAN SIN ONTROL
60,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES,A OPE BOL TORA SITTING NEXT TO SAME PIZZAS
61,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVE,A A ATA A AIN AN EPOR AN TAK
62,A SEAGULL STANDING NEAR THE OCEAN ON THE SAND,A SINGARETTE SANIN IS DOSAN AFPE ISIDE ON E TABE
63,A SEAGULL STANDING ON THE SAND NEAR THE WATER,A SETS SITING ON A GANSITIN E AIR PAR
64,THE BIG BIRD IS STANDING ON THE BEACH BY THE WATER,A YOUNG MADY I ATI HIS TO WONIN A O ONTO
65,A SEAGULL STANDING ON THE SAND OF A BEACH,A CITY PE ACKING ON THE SIDEWOF ROAD LEDGE
66,A BUS FULL OF HAPPY TOURISTS DRIVES DOWN THE STREET,ABOY BURKING ON E TAKA IDS A POR AROT OF ONO
67,DOUBLE DECKER BUS WITH PEOPLE ON THE TOP FLOOR ON ROAD,WOKAN IN A HOUSN IN A O HOL DOOR AN DILL I IRO
68,A DOUBLE DECKER BUS WITH PEOPLE WAVING FROM THE TOP,A COSI DENTIN LOT IIN IIN IN FOM A CO
69,A DOUBLE DECKER BUS DRIVING DOWN A STREET,A DOUBLE DEMPER BUS RUNING DOWN A STREET
70,RED DOUBLE DECKER BUS WITH PEOPLE STANDING ON TOP,ADOUBLE MEN TAROSS WITH PINAN STANDIN ON E BAR
71,A MAN LEANING HIS MOUTH DOWN TO A PLATE THAT HAS A SANDWICH ON IT AND A BLUE WATER BOTTLE BEHIND IT,A MAN HOLDING A SMALL PHOE AS A BAN STANDWIY ON A RA OUSE
72,A MAN TAKING A BITE OF A SANDWICH WITHOUT USING HIS HANDS,A MAN TIKIN A BOTTOM OF SEVERAL PEOP IAN AN A EPUTATION IIN A ROD O A HODE
73,A MAN EATING A SANDWICH OFF OF A WHITE PLATE,A YOUNG MIIS HANDWAIKER OUT  A E MAD BENCH OVEREROM
74,A SMILING GUY STICKING HIS FACE NEAR A BIG SANDWICH,A SMILING GUY SLEEPN I WACE ANINKING SANDY SOE
75,WITHOUT USING HANDS A MAN TRIES TO BITE A PAIR OF SANDWICHES,A GOUP OF PATE IF OTMA BO AN RAS CAS FORKS AND BEGESON IT
76,A HUSKY STANDS BY AS A SKIER STANDS THERE,A BUS AS A TONS BALL ON THE SETITTO A MAN
77,A PERSON ON SOME SKIS AND A DOG IN THE SNOW,ERSIN ROO SINS AND TISN AR TOP IT RAC TOBE BO
78,A MAN ON SKIS WITH A DOG NEXT TO HIM,A MAN ON HS MEE SCUT DOG NEXT TO TH BO
79,A MAN ON SNOW SKIS WITH HIS DOG,A BATHROOM SCENE IS CACE ITH A DIVING ROOM
80,A PERSON RIDING SKIS ON TOP OF A SNOW COVERED SLOPE NEAR A DOG,A PERSON S ST ON TOP OF A SNOW COVERED A CEILN NEAR A BALL
81,A GIRAFFE REACHING UP TO SOME TREE BRANCHES,TO WOMEN WOAT AR TENNIS IN AN A WOTINALLGAT
82,A GIRAFFE STANDING UNDER A LEAF FILLED TREE,A TIRAFFE IS STEAME ONTO VISION ANAOR IN THE SIPER
83,THE GIRAFFE EXTENDS UPWARD WHILE EATING FROM THE BRANCHES OF A TREE,A GIRAFFE IS STANDIN  AR IN EADEN R SO BRANCHES ON E WEAT
84,A GIRAFFE THAT IS STANDING IN THE GRASS,A RIDEPORK IN TRIVEA DOON SA TAIN BAD
85,A TALL GIRAFFE STRETCHES TO REACH HIGH LEAVES ON A TREE,ALLTO WITH AN MASH STRIPED TO SANDWICH ARE ON MAT ANWA TO
86,THE PALACE OF WESTMINSTER FEATURING ELIZABETH TOWER THAT HOLDS BIG BEN,A POWER IT A FRONT OF ADO TOBD AREA LAMER ON A PILEUP IN ON A BLA WALL
87,A BRIDGE NEXT TO A TALL BUILDING AND THE BIG BEN TOWER,A GRAN COMPI STANS ONII AN A A ABORD
88,A CASTLE IS SHOWN ON THE WATER NEXT TO A BRIDGE,A CASTEE HTIS SHOWN PIAN ON IT NEXT TO A BUGAGE
89,AN OLD CLOCK TOWER STANDS NEAR A BRIDGE AND OTHER LARGE OLD MEDIEVAL TYPE STRUCTURES,AN OLD CLOCK TOWER SANDIN NEAR A CRANE AND OTHERFO O O PEOPLE DRYINAN ONING ON A HORS
90,THE BIG BEN CLOCK TOWER TOWERING OVER THE CITY OF LONDON,AA BING BABY ALE TOWER OP OF THE PAD T E SINDI IN TERGROUND
91,MAN RELAXING NEAR A TRAIL CLOSED SIGN ON THE GROUND,A LIA CO CLOCK ON A MITE AROUND OM BUILDING
92,A MAN SITTING ON A WALL NEXT TO WATER NEXT TO A BARRIER,A MAN SIRVING IN A BOWL USE A LOT OF CUSTAV
93,A MAN WITH HIS SHIRT OFF SITTING BY THE SHORELINE SUNNING HIMSELF,A MAN WITH A SHIRT SITTING BY THE SHOWR OF SETTING OM SANDWI
94,A SIGN LAYING ON A LUSH GREEN FIELD NEAR A BODY OF WATER,A SIGN ND GAME O ANHOS RIDING BODIN OVAN DURIN A ROAD
95,A MAN WHO IS SITTING DOWN NEXT TO A BODY OF WATER,A WAN I SITTING ON A HORD NEXT TO A PODA IN THE WATER
96,A PHOTO TAKEN FROM A CAR LOOKING AT A SKATEBOARDER ON THE SIDE OF THE ROAD,A HIRD OF LOOKING OUT OF A AN WITIN O TRA HOR IN A DO I
97,A ROAD FILLED WITH CARS IN A DESERT,A GIRL PAYING A ROAD TH WI TADLS DOWN A A COMPUTE
98,A MAN WALKING DOWN A STREET NEXT TO A ROAD FILLED WITH CARS,OL ALKING A SREEN PENCHES OER INI FIELD AN O WATE
99,VIEW FROM INSIDE OF A CAR OF CARS ON ROAD AND A MAN ON THE SIDE OF THE ROAD,A MAN INHIDING A CAR WIT PERSON HOLDING A BAT OM ETIND O THE RIL
100,MAN RIDING A SKATE BOARD TOWARDS THE TRAFFIC ON A TWO LANE ROADWAY,AMAN RIDING A SKATEBOARD TOWARDS THE TRAFFIC LOVING DON ON AWAY ONWAY
101,A GROUP OF PEOPLE GATHERED AROUND A TABLE FILLED WITH FOOD,A GROUP OF PEOPLE JAP AROUND TABLE FILLED FOOD
102,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE AROUND IT,A LONG TABLE AMANY CONTAINER SOMETHING ON IT AND MANY PEOPLE RO
103,PEOPLE ARE LINED UP ALONG A LONG PICNIC TABLE,PEOPLE AN ONE DOG ANO FOT IN ALOLL ELECNIC AC
104,GATHERING OF PEOPLE DISHING OUT FOOD SET ON A LONG TABLE WITH CHECKERED TABLECLOTH,AI ATER A  ILE HORSE BIL WAKIN A WHILE ALDING AOTER SRID A DINK FOM HE WALK
105,A GROUP OF PEOPLE EATING FOOD AT AN OUTDOOR PICINIC,A REME LIWAY AI PLANE RIDING OUT ON THE DOR
106,A CAT LAYING ON A TOILET SEAT WITH ITS PAWS INSIDE,A AT ON I BIL WITH VERY ANY IEN A BI AN I
107,A BLACK AND GRAY CAT IS SITTING ON A TOILET,A LAUGH AND GREY MAN IS SITTING ON A TRINK BAR
108,A CAT SITTING ON THE EDGE OF THE TOILET LOOKING TOWARD THE OPEN BATHROOM DOOR,A SI AREAD TO E TUN WALE IN  TALL BEHIND A BATFORM
109,A CAT SITS ON THE EDGE OF A TOILET,AGRAT OF CATI SITS ON A SADEWIC 
110,A CAT IS LAYING ON A TOILET SEAT,A TRAK TRACKSIN DROLING DOWN A TADIN ROAD
111,A CAT SITS ON TOP OF A TOILET BOWL,A BATHROOM ITH AT TUB I AOLITE TOE
112,A SMALL CAT SITS PERCHED ON THE BACK OF A TOILET,SMALL BALNSI BOAT OTEHI AN EER TA O HIGH 
113,A CAT SITTING ON THE BACK OF A TOILET BOWL WITH NO TANK,CAT LAYING ON THE BACK OF BED RED IT  OON ON  AOR
114,A SMALL CAT SITS ON TOP OF A WHITE TOILET MISSING ITS SEAT IN A BATHROOM,ASMALWAN OLD AN OFOT OF OOIO IT EPICLE IT STOPPED IN THE BACKGROUND
115,A CAT SITTING ON A TOILET IN A BATHROOM,A CAT SITTING ON A BOKMADE ON THE TATE
116,AN ANGLED SHOT OF A FULLY STOCKED KITCHEN WITH WOODEN CABINETS,AN ANBRAGE SHOP WODER STOP TOTURT WAITING CAU
117,AN OPEN KITCHEN IS SHOWN WITH LIGHT BROWN CABINETS,A BOY IN EMPTY KITCHEN IS SHOWN WITH LINGIN ON HAN
118,SOME WOOD CABINETS IN A LARGE HOME KITCHEN,A HOLDE FAL INCIDIN A ENTOP OF A KITCHEN
119,A KITCHEN WITH A SINK DISHWASHER AND MICROWAVE OVEE,A POKIN SININ IE OOCOSONSOWAL TOAN OIN A
120,A KITCHEN FILLED WITH WOODEN CABINETS AND A MICROWAVE OVEN,A PATAN MO PLAYING KABE IN TOON IN AN 
121,A BUNCH OF FRUIT SITS IN FRONT OF A PORTRAIT, CHILDREN AN PA SITS IN FRONT OF A WIJA
122,SOME ART WORK WITH A MAN WITH A HAT ON AND SOME FRUIT IN A BOWL,PHONE TA MAN WITH A HAT ON MESTY BI
123,A PAINTING OF A MAN SMILING BEHIND A TABLE WITH FRUIT,A PAINTING OFA MAI SOME ILON WAT ON A TABLE A FITIN A TABLE N A PAT
124,A PAINTING OF A BOWL OF FRUIT SITTING IN FRONT OF ANOTHER PAINTING,A OUPER BOLL ROUND THE TOP OF A BOLD INIT A ISBASBOR
125,THIS IS A STILL LIFE OF FRUIT AND AN OLD MAN,THIS CAS MAY STID ONE MIRROR AND A OINA DOG
126,A LITTLE GIRL IS HOLDING ON TO A HAIR BRUSH,A WOMAN HON A DOG IS SITTING SIDA DESH IN A IE BAT
127,A BABY GIRL IS HOLDING A PINK BRUSH AS SHE SCRATCHES HER HEAD,A BABY GIRL IS HOLDIN PIKERTH IT A SKIRT IS POED 
128,A YOUNG GIRL COMBING HER HAIR WITH A PINK COMB,A L N OM IT NIN CARGR IN IN A A ON
129,A GIRL GRABS HER HAIR AND HOLDS ONTO HER HAIRBRUSH,A GIRL GRABS A HAIRAND WALOKING ALONG AR OIN A FILD
130,THE YOUNG GIRL IS BRUSHING HER HAIR,KINGAN HIN A ROSE BRUSHININ AAN IN  BOR O ROD
131,TWO BABIES SITTING ON THEIR POTTIES IN THE BATHROOM,TWO NATIVES SIT IN FRA WAS ON ABAL
132,TWO NAKED BABIES ON TRAINING TOILETS IN A BATHROOM,TOUNAKED LADIES AR TRAINING A ROAL PAYING IT ABA ON MAN
133,A SET OF TWINS WHO ARE TAKING A BATH,A ERSAN  TAN ANING A TALLMAN WALKIN IN  A AN A E
134,A COUPLE OF LITTLE GIRLS SITTING NEXT TO EACH OTHER IN A BATHROOM,OO WIT ROOM BAEN IN FRONT OF A CITY BAT
135,TWO CHILDREN ARE PRACTICING USING THE POTTY NEXT TO EACH OTHER,A RODING ON HIEIN A TI ON ONA POR AI
136,A MAN IN A WET SUIT RIDING A WAVE ON A SURF BOARD,A MAN T MAT SEATING BY A ON A DESSASORT
137,THERE IS A MALE SURFER THAT IS RIDING IN THE WAVE,AA IE STERTO AND A I LOOKING ON HE TUV
138,A MAN ON A SURF BOARD RIDES A WAVE,A WORPAN ITING A MAN IN A BUE SURFBOARD IN A ECTATER
139,A SURFER IN THE OCEAN ON THE CREST OF A WAVE,A SERF AN TEO SHON IN CREST ON A WIET
140,A MAN THAT IS ON A SURFBOARD IN THE WATER,A BEAR HAS DOUPEF DISE ON TE O 
141,A TEDDY BEAR SITS BY A KEYBOARDS AND MICROPHONE,A TEDDY BEAR SITS INWIIO T E MIRROR OINE FRONT OF THE WOD
142,STUFFED BEAR WEARING GLASSES WITH ELECTRONIC AUDIO EQUIPMENT,STUFFED BEAR WEARING GLASSES IT ELECTRONIC WALK ON WOPEN ILD
143,A TEDDY BEAR THAT IS DRESS IN GLASSES AND IS LISTENING TO AN IPOD,A BROTTER AND TEDDY BEAR WIT A AS FRADRESS AN GLASSES PIZZES AND AAN IN O OIN O
144,A VERY CUTE TEDDY BEAR WITH GLASSES AND SOME ITEMS,A EER HE IS LING ROOM WITH CONCH AND FOUR ON LAERS
145,A STUFFED BEAR A KEYBOARD AN IPOD AND MICROPHONE,ABSBALE PLAYER GAMIN ON TE WAR IN THE TENNIS BALL IT A ANWARG BAT
146,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS A FIREPLACE,A DINNER TABLE WITH FOUR CHAIRS TWO ONOLANS AND RED GROSS
147,A DINING ROOM WITH SOME PLANTS ARE SEEN,A DINING ROOM WITH SOME PLANES ARE SETTING ON OUR
148,A FIREPLACE AND DINING TABLE IN A DINING ROOM,A CLOCK IN SIN ON A O CONTER OF AN 
149,A WOODEN TABLE WITH FOUR WOODEN CHAIRS IN FRONT OF TWO WINDOWS,WOODEN T LAG WITH WHITE CHAIRS ALLVER OF TWO IG MOUSE
150,A ROOM WITH PLANTS ON LITTLE TABLES BY THE WINDOWS,A PUNCH OF PANAAN OOTA WIZ OTE TAE
151,A STATUE DEPICTING A BEAR BREAKING INTO A CAR,A STATUE OF A WOTDE BEER GRAKIN AND CHOPER ONPAT
152,A MAN POSES WITH A PICTURE OF A BEAR AND A CAR,A MAN WAS ENNIS WOR A PICTURE OF A BIN AN OIN RO
153,A STATUE OF A BEAR ON A CAR USED AS A WARNING ABOUT THE BEARS,LOKIN AAII ONA MOTOR BAK IX TOALATER I S N
154,YES BEARS CAN RIP OPEN CARS AND HURT THE OCCUPANTS,A S PIRE STANF REMOTEAN CARS AND FURTIO ON THE SIL
155,A STATUE OF A LARGE BROWN BEAR TEARING OFF A CARS DOOR,A GIRAFFE OLDIN AGER IN A BRECK CO AN OKING E INA FOL
156,TWO MEN JUMPING UP TO HEAD A SOCCER BALL,A EEL HAS A I BO THAT IS ON TEA
157,A CLOSE UP OF TWO PEOPLE PLAYING SOCCER,Y COTRIL PIKES OF MANY DIFFERENT LAKES AN NARO
158,SOCCER PLAYERS TRY TO GAIN POSSESSION OF THE BALL,A SUCCE WITE HOUS ATTRACTID IN THE POSITION OF A MONITOR
159,A MAN HITTING A SOCCER BALL WITH HIS HEAD,A MAN KITTING A SOCCER BALL ON PESENTE
160,TWO OPPONENTS ARE PLAYING DURING A SOCCOR GAME,TWO LAMAS ARE HIGT IN A DICKOF SAIN WATER
161,WE SEE A DOUBLE DECKER BUS WIT A COMPARTMENT IN THE SIDE,A LITTLE SOER HOLDING O WASH IN A BID ON A OKINSI
162,A DOUBLEDECKER BUS TURNED IN TO A TRAVELING SHOWCASE FOR A UNIVERSITY,A DOUBLE DECKER RUS TURINED ON A TEN TRAVELING OKASE WEARING RAS A
163,A DOUBLE DECKER BUS SITTING ON A GREEN FIELD,A DOUBLE DOKER BOK FIIN ON TE OF A MIULTN
164,A DOUBLEDECKER BUS IS PARKED IN A LARGE FIELD,AMAL RAN SAES IN WATCH IS RIDING ON OCO
165,A NORTHUMBRIA BUS IS PARKED IN A FIELD,A AN ANJOING IN A GRASS IN A FIEL IN E FED
166,A DESK WITH TWO COMPUTER SCREENS AND A CECIL COOPER BOBBLE HEAD,EXT WITH CUBIN ER STREENS AND A CITY PEOPLE WALKIN AN A AAR RA OVA WATER WILE E RIDO E
167,A CLOSE OF A BOBBLE HEAD DOLL WITH A COMPUTER IN THE BACKGROUND,MATIN E OE KIN ON BO ON AOTIT MADI AA ACOURT
168,A BOBBLE HEAD BASEBALL FIGURINE ON A DESK,A BLOCK OF ELEPAS FAING IN WAY ANE OSIN
169,A BOBBLE HEAD IS SHOWN NEXT TO COMPUTER SCREENS,A BATTER MATER SERFING NEXT TO GIT A OSO BAIS A ABALL
170,A BASEBALL PLAYER BOBBLE HEAD NEXT TO TWO COMPUTER MONITORS ON A DESK,A BASEBALL PLAYER BOBBLE HID NEXT TO TWO EEN FITERS ON THE HISIDE
171,A FIELD WITH VARIOUS WILDLIFE AND TREES IN THE BACKGROUND,AMAII GEAL WITH VARIOUS WALDIN LITIN TREES IN A PAKAR
172,ZEBRAS AND WORT HOGS LIVING TOGETHER ON THE PLAINS,ALITTLE GILL AING ON A DO AN BA AND PI BA
173,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES,A COOP OF ZEBRAS IN AN OLD IL BY COME TRAINS
174,MANY ANIMALS IN A FIELD WITH TREES AND BUSHES IN THE BACKGROUND,ABE AN LOOKS ON A PIDA INN A DEDISHOLIN A BATERON 
175,THE GROUP OF ZEBRAS ARE IN THE FIELD,BARGE BILT OF ZEBRIS ARE IN A FRONK OF ATBOAD
176,A GROUP OF WOMEN RUNNING AFTER A SOCCER BALL,AIN O WIVEN VEGAN APPL WTH SAUCAD BON AN ON A PA
177,GIRLS FACE TO A SOCCER BALL DURING A GAME,A TABLE AN IN TO A RONTE PALE I AN
178,YOUNG FEMALES PLAYING SOCCER ON A GREEN SOCCER FIELD,YOUPHY ANDS GRAN SOMEOL IN HE GREEN ON A FIELD
179,A SOCCER GAME WHERE A GIRL IN WHITE IS DRIBBLING AHEAD OF THE GIRL IN BLUE,THI IANS AR ON WATE IN E MIL OFER WATEROO ON NEXT TO THE OCEANIN TE 
180,A GROUP OF WOMEN PLAYING A GAME OF SOCCER ON FIELD,A IIN WITO OIN A SIDWAR ON AO
181,A WOMAN IN WHITE SHIRT HOLDING UP A CELLPHONE,A MONE IT A BIC SCEBORDIN ON TE TOOT
182,A WOMAN HOLDING A HELLO KITTY PHONE ON HER HANDS,AA AN AN AN ANIN ELEPHANT ENEPANT
183,A WOMAN HOLDS UP HER PHONE IN FRONT OF HER FACE,AN ODI HOLDS HER PHONE IN FRONT OF HER MAS
184,A WOMAN CHECKING HER CELL PHONE WITH A HELLO KITTY CASE,A WOMAN LAK IN A WATSI A RIDING ON A IC IN   WATER
185,THE ASIAN GIRL IS HOLDING HER MISS KITTY PHONE,A BICKY SHOWE  TE ATIR MAN AS BANUP ON THE ROM
186,A BATHROOM WITH BLUE WALLS AND WHITE TILES,A WHATE ROOM WITH A CLOCK AND A A BA ON E TO
187,A BATHROOM WITH BLUE AND WHITE WALLS,A WOMAN WALKING IN WI SHIELS IN THE BOVS
188,AN EMPTY BATHROOM WITH BLUE WALLS ON THE LIGHTS ON,AN EMPTY LOT OF BO O WOLLS ON RIDING STRAT
189,A WHITE BATHROOM SINK SITTING UNDER A BATHROOM WINDOW,TE WHITE DRAK COSING IN SITTING UNDER A BRADO MIN
190,A SMALL BATHROOM WITH AN OPEN DESIGN CONCEPT,A SMALL DOG EATING MOD AN HOLKING  SANA I A SANA
191,A PICTURE FOR RENTALS WITH TWO WOMEN WALKING UP TO THEM,A PICTURE RATS IN A TO IN A BOW T
192,BEACH GOERS SET UP UMBRELLAS NEXT TO RENTAL SIGNS WHILE A COP WATCHES,AEN SHATES OF A IDER IN CEREAIS AN MITIBLE OLD LONDONS
193,A GROUP OF PEOPLE HANDING OUT WITH LAWN CHAIRS UNDER TWO COLORFUL UMBRELLAS,A GROUP OF EL RIKING ON HORSE BI CODIN OD  IN OKIN IN A RODE
194,TWO WOMEN TALK AT A BEACH RENTAL KIOSK,TWO DFART TOLKER AT A BEAGE RECKING KIOS IN A FELD
195,PEOPLE STANDING NEAR A GUARD IN FRONT OF A RENTAL STORE,A SALL STANDING NEAR A GLOE AN ORANGE AN IE II
196,A BIRD IS SITTING ON A BOWL OF BIRDSEED,A BIRD IS SITTING ON A BEAER IL
