Index,Reference,Hypothesis
115,A CAT SITTING ON A TOILET IN A BATHROOM,A GAD RIDING ON A SURFBOARDIN AWAV
116,AN ANGLED SHOT OF A FULLY STOCKED KITCHEN WITH WOODEN CABINETS,RIDAY ABOARD IN OT  BO ON AC DURING A CATR
117,AN OPEN KITCHEN IS SHOWN WITH LIGHT BROWN CABINETS,THE MIDDLE OF A KITCHEN IS SHOWING I WIGHT ONDAY
118,SOME WOOD CABINETS IN A LARGE HOME KITCHEN,SPOIN CAT SINS BOV ARGE IN THAT KITCHEN
119,A KITCHEN WITH A SINK DISHWASHER AND MICROWAVE OVEE,A WOMEN T IG CA IN OOMODITIAL SOTE IN A CODIN ROOM IT
120,A KITCHEN FILLED WITH WOODEN CABINETS AND A MICROWAVE OVEN,A KITCHONMAN IS FATING OAR A LOWDY RAN ON A HILL
121,A BUNCH OF FRUIT SITS IN FRONT OF A PORTRAIT,A LARGE AM OMAN MANA SITS IN  A FIEL ORA DRIV
122,SOME ART WORK WITH A MAN WITH A HAT ON AND SOME FRUIT IN A BOWL,SOARA MAN AN HAT ON OUTSIN THE A
123,A PAINTING OF A MAN SMILING BEHIND A TABLE WITH FRUIT,A TADDON MAN SKADING AON TO WARN TOT TOI A REE
124,A PAINTING OF A BOWL OF FRUIT SITTING IN FRONT OF ANOTHER PAINTING,O IOAN O I PIZZA AING OE OIN A I E
125,THIS IS A STILL LIFE OF FRUIT AND AN OLD MAN,THIS BIS AA STANDLINE IN FORM IN AN ON I
126,A LITTLE GIRL IS HOLDING ON TO A HAIR BRUSH,A PIT OF WITDEN GORLS HOLDING YOWN TO AA WASH
127,A BABY GIRL IS HOLDING A PINK BRUSH AS SHE SCRATCHES HER HEAD,A BABY GIRL IS IN ON A CARGE USHE SPATCHES ONER
128,A YOUNG GIRL COMBING HER HAIR WITH A PINK COMB,A DOG ANESIDES IT A COUC A LYING IN HE HAIR ON A WAKE BO
129,A GIRL GRABS HER HAIR AND HOLDS ONTO HER HAIRBRUSH, GIRL LAUGS A HAIR IN  FO  HOLDIING A BOLLOWO
130,THE YOUNG GIRL IS BRUSHING HER HAIR,AANIN A CAK ER BUS BRASHIN EA A ONINO
131,TWO BABIES SITTING ON THEIR POTTIES IN THE BATHROOM,TWO BOS SITTING IN O NOSOD CAR
132,TWO NAKED BABIES ON TRAINING TOILETS IN A BATHROOM,TPAKY BABES AND WO BODETS IN AN ARA
133,A SET OF TWINS WHO ARE TAKING A BATH,A MATE TREET ON THE BIKE OF MEN AND PEOPLE IN UNE REL
134,A COUPLE OF LITTLE GIRLS SITTING NEXT TO EACH OTHER IN A BATHROOM,AMALL PAPER A I IS PLATE WITH A ABABL BAT OF PA
135,TWO CHILDREN ARE PRACTICING USING THE POTTY NEXT TO EACH OTHER,TAS A TRAITEN O BICK OMON ID E ROAD NAX TO A REDER
136,A MAN IN A WET SUIT RIDING A WAVE ON A SURF BOARD,AANON BATS ARE RIDING A BOVE NEX TOIN IN WATER
137,THERE IS A MALE SURFER THAT IS RIDING IN THE WAVE,A CI O MOUSE SIRTIN AIIN DRIVIN CONTROL IN A MIRROR
138,A MAN ON A SURF BOARD RIDES A WAVE,AMAN IN WHITE SURF FOLEE WITH BROCCO BOL ONIT
139,A SURFER IN THE OCEAN ON THE CREST OF A WAVE,A SURFER IN THE OCEAN OF A CRESTIN A WAVE
140,A MAN THAT IS ON A SURFBOARD IN THE WATER,OMAN ON LIVINGN OFIN A OLL AI
141,A TEDDY BEAR SITS BY A KEYBOARDS AND MICROPHONE,TIY OBER SIATS AR ANGIS FUT ON ICE IN FOD ONI
142,STUFFED BEAR WEARING GLASSES WITH ELECTRONIC AUDIO EQUIPMENT,A STUFF COMPUTER ERIN IIAN  ELECTRONIC BOK OINMOSOO
143,A TEDDY BEAR THAT IS DRESS IN GLASSES AND IS LISTENING TO AN IPOD,COMPUTER AN AN WONIT SEMERAL AL DRESS CAN SES PIZZAS AN OMO EA
144,A VERY CUTE TEDDY BEAR WITH GLASSES AND SOME ITEMS,A WOMAN LEAYING UNOLD ON A EO O ON CHAIR ON OF LAKS
145,A STUFFED BEAR A KEYBOARD AN IPOD AND MICROPHONE,A SANT BEAR ON PELL WATER IN AONI IT A MAN WASING ONO
146,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS A FIREPLACE,A DINNER TABLE WITH FOUR CHAIRS IN TO BUDDED LANTS AN CARPOSH
147,A DINING ROOM WITH SOME PLANTS ARE SEEN,A BANANA A ITD SOME PANS OR SIL
148,A FIREPLACE AND DINING TABLE IN A DINING ROOM,A TOCK IS A POLA A IN A DOWNE INO
149,A WOODEN TABLE WITH FOUR WOODEN CHAIRS IN FRONT OF TWO WINDOWS,IN TABLE IN OP OF AKIN CHEN ES TI I FRONT OF TWO MOTOBAS
150,A ROOM WITH PLANTS ON LITTLE TABLES BY THE WINDOWS,A DIFFEN OR PLAND AND OVERBAD IN IN THE WATER
151,A STATUE DEPICTING A BEAR BREAKING INTO A CAR,A STATUE INFINTING A BEAR RADAN TO
152,A MAN POSES WITH A PICTURE OF A BEAR AND A CAR,AN ORF ANTO BENSI WITH IFFESHRIMIN MANARA AND A BUFEO
153,A STATUE OF A BEAR ON A CAR USED AS A WARNING ABOUT THE BEARS, TAT WITI E WIE WAIN N EXTO E COR OFANA
154,YES BEARS CAN RIP OPEN CARS AND HURT THE OCCUPANTS,APAN SPARES AND AINERABLE PACS WITH RONIARA BOTS ON A BOWL
155,A STATUE OF A LARGE BROWN BEAR TEARING OFF A CARS DOOR,A MAN N IN A LARG TO ONIN DERIN APTO AIN ARAN N WOMAN
156,TWO MEN JUMPING UP TO HEAD A SOCCER BALL,A MD OF A O IN CASE ON THE TABLE
157,A CLOSE UP OF TWO PEOPLE PLAYING SOCCER,ALIT BAS TRASSENGERRAING ASINA O
158,SOCCER PLAYERS TRY TO GAIN POSSESSION OF THE BALL,A SURFBOARD IS TRYING TO GI POSITION ON ABAD ON TE WATER
159,A MAN HITTING A SOCCER BALL WITH HIS HEAD,A MAN WAITING A SOCCER FOR A BAT HIS LED
160,TWO OPPONENTS ARE PLAYING DURING A SOCCOR GAME,TWO POMNS ARE HINGING ALONG SOMEWIR UREN OCEAN
161,WE SEE A DOUBLE DECKER BUS WIT A COMPARTMENT IN THE SIDE,TOAIIN A HORSE O I HIRD ON A ZO FE
162,A DOUBLEDECKER BUS TURNED IN TO A TRAVELING SHOWCASE FOR A UNIVERSITY,A DOUBLE DECKER BUS TURING INTON OP TH OCEAN KIYS RIDING ONTESNO
163,A DOUBLE DECKER BUS SITTING ON A GREEN FIELD,AN OUDDECTER BOY IS SITTING DOWN THE TROD FIELD
164,A DOUBLEDECKER BUS IS PARKED IN A LARGE FIELD,AZA ONIT OP ON ON TAT O NEAR A CIZZA
165,A NORTHUMBRIA BUS IS PARKED IN A FIELD,AE TAL TOK WITH O HAA CON
166,A DESK WITH TWO COMPUTER SCREENS AND A CECIL COOPER BOBBLE HEAD,ADES WITH KEYBOARDINT STRETES ITH SIAL PEOPLE WALKING ON TE RON
167,A CLOSE OF A BOBBLE HEAD DOLL WITH A COMPUTER IN THE BACKGROUND,ACROSS AND A BLACK TIE DRAWIN NEXTER IN A ROM NOR
168,A BOBBLE HEAD BASEBALL FIGURINE ON A DESK,ALLAT PLAYS ON HADI IA IN BAL S
169,A BOBBLE HEAD IS SHOWN NEXT TO COMPUTER SCREENS,A ELEPHANT IS SHADOW NEXT TO THE BRSH ONOSIN OFAN EF
170,A BASEBALL PLAYER BOBBLE HEAD NEXT TO TWO COMPUTER MONITORS ON A DESK,A BASEBALL PAYER RIDING E NEXT TO TWO COMPUTER ORANGES ON A FESTMAL
171,A FIELD WITH VARIOUS WILDLIFE AND TREES IN THE BACKGROUND,A MAN WITH VERY SMONG DOGIN TREES IN A BCK  HAKGROND
172,ZEBRAS AND WORT HOGS LIVING TOGETHER ON THE PLAINS,A MAN LEAING DOG HALKING OK O  A ON BENC
173,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES, HERD OF GROUP OF ZEBRAS IN A FIELD BY SOME TREES
174,MANY ANIMALS IN A FIELD WITH TREES AND BUSHES IN THE BACKGROUND,MAT AND ANIMALS ANPILE O GRAZE TOAIN I ZEBRA
175,THE GROUP OF ZEBRAS ARE IN THE FIELD,AFILLED WITH DIFF PAPREST AREO A IN  FAG
176,A GROUP OF WOMEN RUNNING AFTER A SOCCER BALL,A GROU OF ITIN LOONING OUT OF  SHOPIN ON A LAPHTOM
177,GIRLS FACE TO A SOCCER BALL DURING A GAME,A MANN WIT SNI BOARD WHILE ON A SURFBOARD
178,YOUNG FEMALES PLAYING SOCCER ON A GREEN SOCCER FIELD,ARA VELOLS AR V SUBERN ON RAIN SUNER DATE
179,A SOCCER GAME WHERE A GIRL IN WHITE IS DRIBBLING AHEAD OF THE GIRL IN BLUE,A MON AND A YELLOW WALK BEHIND A AE  WALKING TLU IILI ON AN UMBRELLA
180,A GROUP OF WOMEN PLAYING A GAME OF SOCCER ON FIELD,A GROUP OF PO ONOLLON A MOTORCYCLE CARKS NAR VEO RI
181,A WOMAN IN WHITE SHIRT HOLDING UP A CELLPHONE,A WOMAN IN REDYN SHIRTS HANDING TEN BALL ONA TAN
182,A WOMAN HOLDING A HELLO KITTY PHONE ON HER HANDS,A POTO WALF  ING IN  FOR OF A RES
183,A WOMAN HOLDS UP HER PHONE IN FRONT OF HER FACE,A WOMAN HOLDS HER PHONE IN FRONT OF HER FACE
184,A WOMAN CHECKING HER CELL PHONE WITH A HELLO KITTY CASE,A IN A O BU  WINDOW WITH A COUG AI O
185,THE ASIAN GIRL IS HOLDING HER MISS KITTY PHONE,A AG AND A GARAFFE AR RADING IN SFIL ONLEPHANT
186,A BATHROOM WITH BLUE WALLS AND WHITE TILES,A BAV HORSES INN A WOG ONIN A TORN O
187,A BATHROOM WITH BLUE AND WHITE WALLS,AA BAN PIN A MAT IN IN GLASS
188,AN EMPTY BATHROOM WITH BLUE WALLS ON THE LIGHTS ON,AN EMPTY MOGOV ROOMAT AS O ICE 
189,A WHITE BATHROOM SINK SITTING UNDER A BATHROOM WINDOW,FOUR GIL USING HA SITTING UNDER A RED WOMAN
190,A SMALL BATHROOM WITH AN OPEN DESIGN CONCEPT,A SMALL BAK OF DIFFORANA I SOMAR IN SITI
191,A PICTURE FOR RENTALS WITH TWO WOMEN WALKING UP TO THEM,A POUPLE RIDING A SURSEBOARDSKIRD IN TALL BO E SON E AD
192,BEACH GOERS SET UP UMBRELLAS NEXT TO RENTAL SIGNS WHILE A COP WATCHES,A BREEN TRUCKEF SEN BOLLER ALS ATING THE STAND ON THE GAT RO
193,A GROUP OF PEOPLE HANDING OUT WITH LAWN CHAIRS UNDER TWO COLORFUL UMBRELLAS,A GROUP OF PEOPLE TAND  RODG O A HORSA AOE AOEN HORSEN HO
194,TWO WOMEN TALK AT A BEACH RENTAL KIOSK,TWO LINES WALK ON A BEACH RINING KIN ON SNOW
195,PEOPLE STANDING NEAR A GUARD IN FRONT OF A RENTAL STORE,A PERSIN IN HAR EPRAE WHILE OMAN IT II UBORD
196,A BIRD IS SITTING ON A BOWL OF BIRDSEED,A BITT PAPER IS SITTING ON E IANMI OTE ONIR
197,A BLUE BIRD SITTING ON TOP OF A BOWL OF SEED,A PEOPLE INSIN A KIND OFL VESIN ONTABE
