Index,Reference,Hypothesis
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEBALL PLAYER HOLDS HIS BACK ANDWAITS FOR THE PITCH
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A BASEBALL PLAYER HOLDING THE DACK TO A FA
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,TWO MEN PLAY SITTING UNDER A CONSOLE WHILE THE OTHERS WATCH
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO FRIENDS ARE PLAYING WITH EACH OTHER ON THE WII
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,TWO BETO BEDS ARE PLAYING VIDEO GAMES WHILE OTHERS RIDE
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,TWOTWO POLAGE BEAGE BOYS PLAYING WII WHILE OTHERS LOOK ON
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A BIRD IS WALKING RIGHT THROUGH A DIAMOND
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A BIRD WALKING THROUGH A CAECU
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A BOSE BROCK INSIDE OF A CAFSERIA AREA
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,A BIRD WALKING ILEO CATTERI
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A WHITE NMIBERD WORKING BYA ACHAIR
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,THE PLOS OF A STON PLAY IN A VASA BOOT
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,AN OLD DOG LAYING ON A BED WITH A BOOK
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,GIVING A BATY OFF WITH SITTY CONPETE ON
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,A DOG WITH A BONET AND A BOOK ON A PILLOW
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,A BASE DOG LAYING ON TOP OF A BAK NDER A BUX
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,A CLOCK SHAPED LIKE AN APPLE SITTING ON I
42,A CLOCK THAT LOOKS LIKE AN APPLE A PENGUIN AND A POTTED PLANT,A CLOCK THAT LOOKS LIKE AN APPLE A PENDUIN AND A POWER PLANT
43,A RED APPLE WITH A CLOCK INSIDE OF IT,A RED APPLE STOPPING BIKE
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,AN ALONG CLOCK CITY SHAPED LIKE AN APPLE
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE,A PLASTIC CAPIN OK TABLE SURFACE
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH,BRIRK DOWY TITI OP  TOV SOT
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER,AGROUP OF PEOPLE ON HORSES RACING TOGETHER
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,THREE PEOPLE IN SOIRBOK ON PIZZ
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH,THE HORSES ARE RACING TO EACH OTHER ALONG THE BEACH
50,A BLACK AND WHITE PHOTO OF JOCKEYS RIDING THEIR HORSES,A BLACK AND WHITE PHOTO OF BRACKAND RIVING I
51,A PASSENGER TRAIN MOVING DOWN THE TRAIN ON A BRIDGE,AFS A TRAIN MEAVING DOWN THE TRAIN ONTOIK
52,A LARGE LONG TRAIN ON A STEEL TRACK,A LARGE LONG KIT IN TE TRASS
53,A TRAIN THAT IS ON A RAIL OVER A BRIDGE,A TRAIN THAT IS ON A RAILOE A BRIDGE
54,A TRAIN ON TOP OF AN OVERPASS BRIDGE SET OF TRAIN TRACKS WITH FIELDS ON BOTH SIDE,A TRAIN ON TOP OF AN OVERTAC  SET OF TRAIN TRACK FIELD ON TO
55,TRAIN MOVING ALONG RAISED TRACKS WITH MOUNTAIN IN BACKGROUND,TRAIN MOVING ALONG RAIGE TRACKS WITH MOUNTAIN IN THE BACKGROUND
56,A TEDDY BEAR SITTING IN FRONT OF A PILE OF BOXES,A TEDDY BEAR IS SITTING IN FRONT OF A PILE COCK
57,A TEDDY BEAR NEXT TO FOUR BOXES ON THE FLOOR,T NEXT TO FOU BOXSON
58,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF MANY BOXES,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF A CLOCK
59,A TEDDY BEAR IS SITTING IN FRONT A GROUP OF BOXES,A TEDDY BEAR SITTING IN FRONT OF A GRIFFRENT GLASSES
60,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES
61,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVE,A SIZA STANDS ON THE CIEK IN FRONT OF A RAVE
62,A SEAGULL STANDING NEAR THE OCEAN ON THE SAND,A SBUS ONA FE TERESTED SENT
63,A SEAGULL STANDING ON THE SAND NEAR THE WATER,A SEAGULL STANDING ON THE SAND NEAR THE WATER
64,THE BIG BIRD IS STANDING ON THE BEACH BY THE WATER,THE PAPER STANDS IN THE BABIKE
65,A SEAGULL STANDING ON THE SAND OF A BEACH,A SEABURL STANDING ON THE SAND
66,A BUS FULL OF HAPPY TOURISTS DRIVES DOWN THE STREET,A BUX FULL OF TACFIC WITH SIG DOWN
67,DOUBLE DECKER BUS WITH PEOPLE ON THE TOP FLOOR ON ROAD,YOVEAL DICER CALS IT SEATING ON THE SASFOR ORE
68,A DOUBLE DECKER BUS WITH PEOPLE WAVING FROM THE TOP,A DOUBLE DESKER BUS WITH POPER WAITING FOM THE STOP
69,A DOUBLE DECKER BUS DRIVING DOWN A STREET,A DOUBLE DECKER BUS DRIVING DOWN A STREET
70,RED DOUBLE DECKER BUS WITH PEOPLE STANDING ON TOP,RED DOUBLE DECKER BUS WITH PEOPLE STANDING ON TOP
71,A MAN LEANING HIS MOUTH DOWN TO A PLATE THAT HAS A SANDWICH ON IT AND A BLUE WATER BOTTLE BEHIND IT,A MANL FLOTOOATAND OUT  E WATER
72,A MAN TAKING A BITE OF A SANDWICH WITHOUT USING HIS HANDS,A MAN TAKING A BITE OP A SANDWICH WISTOUT PUSIN HIS HAND
73,A MAN EATING A SANDWICH OFF OF A WHITE PLATE,MAN EATING A SANDWICH OFF OF A WHITE PITE
74,A SMILING GUY STICKING HIS FACE NEAR A BIG SANDWICH,A SMILING GUD SRACE FOR A DECENT
75,WITHOUT USING HANDS A MAN TRIES TO BITE A PAIR OF SANDWICHES,WITHOUT USING PANS TAN AR FLIES TE BIKE INTERSECTO
76,A HUSKY STANDS BY AS A SKIER STANDS THERE,A HUSTY STANDS BY OF STEER TANE
77,A PERSON ON SOME SKIS AND A DOG IN THE SNOW,A PETN SOME TREES AND A DOG OF TE SI
78,A MAN ON SKIS WITH A DOG NEXT TO HIM,A MAN ON SKIS WITH A DOCK NEXT T
79,A MAN ON SNOW SKIS WITH HIS DOG,A MAN ET TO TO I I
80,A PERSON RIDING SKIS ON TOP OF A SNOW COVERED SLOPE NEAR A DOG,A PERSON ON TOP OF A SNOW COVERED SLOPE NEAR A BY
81,A GIRAFFE REACHING UP TO SOME TREE BRANCHES,A GIRAFFE EACS A CUTUBRD
82,A GIRAFFE STANDING UNDER A LEAF FILLED TREE,A GIRAFFE STANDING INE STREET FILLED
83,THE GIRAFFE EXTENDS UPWARD WHILE EATING FROM THE BRANCHES OF A TREE,THE GRAFFIC STANDS AORD WHILE EATING FROM THE BRANCHES OF A TREE
84,A GIRAFFE THAT IS STANDING IN THE GRASS,A GIRAFFE THAT IS STANDING ON THE GRASS
85,A TALL GIRAFFE STRETCHES TO REACH HIGH LEAVES ON A TREE,A TALL GRAFF STRETCHED TO REACH I LEADS OM THE T
86,THE PALACE OF WESTMINSTER FEATURING ELIZABETH TOWER THAT HOLDS BIG BEN,THE PALACE OF LECTTER TAK CARRYING OVER TEDENT TOLER HOLS A BAT
87,A BRIDGE NEXT TO A TALL BUILDING AND THE BIG BEN TOWER,RX ONG AHOUS
88,A CASTLE IS SHOWN ON THE WATER NEXT TO A BRIDGE,A CASTLE IS SHOWN ON THE WATER NEXT TO A BRIDGE
89,AN OLD CLOCK TOWER STANDS NEAR A BRIDGE AND OTHER LARGE OLD MEDIEVAL TYPE STRUCTURES,AN OLD CLOCK TOWER STANDS NEAR A TREE AND OTHER LRGE OLD MEDEVOL TYPE STRUCTURE
90,THE BIG BEN CLOCK TOWER TOWERING OVER THE CITY OF LONDON,A BIGBAL TOWR ARIO CITY PLAT
91,MAN RELAXING NEAR A TRAIL CLOSED SIGN ON THE GROUND,SAN ELECTION LIT TRAIL STAT SIGN ON THE GROUND
92,A MAN SITTING ON A WALL NEXT TO WATER NEXT TO A BARRIER,A MAN SITTING ON A LOG WATER
93,A MAN WITH HIS SHIRT OFF SITTING BY THE SHORELINE SUNNING HIMSELF,A MAN WITH HIS SHIRT OFF SITTING BY THE SHORMINE SUN
94,A SIGN LAYING ON A LUSH GREEN FIELD NEAR A BODY OF WATER,A SIGN LAYING ON AN OCE GREEN FIELD WITH VEPARK
95,A MAN WHO IS SITTING DOWN NEXT TO A BODY OF WATER,AN ANPUTA SITTING STAND NEXT TO A BODY OF WATER
96,A PHOTO TAKEN FROM A CAR LOOKING AT A SKATEBOARDER ON THE SIDE OF THE ROAD,AN ERTER TAKEN SOM PTOGRAPI SKATEBOARD THEROA
97,A ROAD FILLED WITH CARS IN A DESERT,A ROAD FILLED WITH CARS TOGETHER
98,A MAN WALKING DOWN A STREET NEXT TO A ROAD FILLED WITH CARS,A MAN WALKING DOWN A STREET NEXT TO A RED FILLED WITH SINS
99,VIEW FROM INSIDE OF A CAR OF CARS ON ROAD AND A MAN ON THE SIDE OF THE ROAD,TANSIN INSIDE OF A CAR OF CARS ANEITLY OUTSIDE OF THE ROAD
100,MAN RIDING A SKATE BOARD TOWARDS THE TRAFFIC ON A TWO LANE ROADWAY,MAN RIDING A SKATEBOARD TOWARDS THE TRAFFIC ON A TWO LANED ROADWAY
101,A GROUP OF PEOPLE GATHERED AROUND A TABLE FILLED WITH FOOD,O PEOPLE GATHERED AROUND A TABLE OVERI
102,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE AROUND IT,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE AROUND IT
103,PEOPLE ARE LINED UP ALONG A LONG PICNIC TABLE,PEOPLE LINED UP A LONG PICNIC TABLE
104,GATHERING OF PEOPLE DISHING OUT FOOD SET ON A LONG TABLE WITH CHECKERED TABLECLOTH, PEOPLEOS SIT ON A WALL TALEWALL
105,A GROUP OF PEOPLE EATING FOOD AT AN OUTDOOR PICINIC,A GROUP OF PEOPLE EATING FOOD AT AOUTWORK
106,A CAT LAYING ON A TOILET SEAT WITH ITS PAWS INSIDE,WITH CAT LAYING ON A TOILET CAR INSIDE
107,A BLACK AND GRAY CAT IS SITTING ON A TOILET,A BLACK AND GREY CAT IS SITTING ON A TRAILER
108,A CAT SITTING ON THE EDGE OF THE TOILET LOOKING TOWARD THE OPEN BATHROOM DOOR,A CAT SITTING INSONT OF THI TATER OPEN TOTHE OPEN DASS INFOOR
109,A CAT SITS ON THE EDGE OF A TOILET,A JET SITS ON THE EDGE OF A FRATE
110,A CAT IS LAYING ON A TOILET SEAT,THE SICIS LAYING ON SOTO STIT
111,A CAT SITS ON TOP OF A TOILET BOWL,A DESKSIT ON TOP OF A PORTER
112,A SMALL CAT SITS PERCHED ON THE BACK OF A TOILET,MACRAFK IS PERCHED ON THE BACK OF A RORLR
113,A CAT SITTING ON THE BACK OF A TOILET BOWL WITH NO TANK,A CAT SITTING IN THE BACK OF A CURVOL WITH SNOW
114,A SMALL CAT SITS ON TOP OF A WHITE TOILET MISSING ITS SEAT IN A BATHROOM,A SMALL CAT SITS ON TOP OF A WHITE TOILET ANDSEN ITS SEAT IN A BACKGROUND
115,A CAT SITTING ON A TOILET IN A BATHROOM,A CAT SITTING ON A TABN TAT
116,AN ANGLED SHOT OF A FULLY STOCKED KITCHEN WITH WOODEN CABINETS,AN ABLE STOP OLSUCK ANWOODEN PANE
117,AN OPEN KITCHEN IS SHOWN WITH LIGHT BROWN CABINETS,AN OPEN KITCHEN IS SHOWN WITH LIGHTGROUND TODIT
118,SOME WOOD CABINETS IN A LARGE HOME KITCHEN,OF WOOD CABNET IN A LARGE HOME PIGEON
119,A KITCHEN WITH A SINK DISHWASHER AND MICROWAVE OVEE,A KITCHEN SINK DISHWASHER AND AN ENTELOPE OVEN
120,A KITCHEN FILLED WITH WOODEN CABINETS AND A MICROWAVE OVEN,A KITCHEN FILLED WIS SITTING AT ET
121,A BUNCH OF FRUIT SITS IN FRONT OF A PORTRAIT,A BUNCH OF FRUIT SITS INFRONT OF A PORTRAIT
122,SOME ART WORK WITH A MAN WITH A HAT ON AND SOME FRUIT IN A BOWL,SOME ARTOR WITH A MAN WITH A HAT ON AND SOME FRUITINABLE
123,A PAINTING OF A MAN SMILING BEHIND A TABLE WITH FRUIT,A PAINTING OF A MAN SMILING BEHIND A TABLE
124,A PAINTING OF A BOWL OF FRUIT SITTING IN FRONT OF ANOTHER PAINTING, OF A BOWL OF TRAT SITTING IN FRONT OF ANOTHER CA
125,THIS IS A STILL LIFE OF FRUIT AND AN OLD MAN,THIS IS A STALLIFE SHOT AN AN ORPIAN
126,A LITTLE GIRL IS HOLDING ON TO A HAIR BRUSH,A LITTLE GIRL IS HOLDING UP TO A HAID BRUSH
127,A BABY GIRL IS HOLDING A PINK BRUSH AS SHE SCRATCHES HER HEAD,A BABY GIRL IS HOLDING A PINK BRUSH  STRETCHES HER HEAD
128,A YOUNG GIRL COMBING HER HAIR WITH A PINK COMB, GIRL SWINGING HER HAID WITH  TO SHOP
129,A GIRL GRABS HER HAIR AND HOLDS ONTO HER HAIRBRUSH,VERN WRASTING ANIMALS ON TURN A
130,THE YOUNG GIRL IS BRUSHING HER HAIR,THE YOUNG GIRL IS BRUSHING HER PANT
131,TWO BABIES SITTING ON THEIR POTTIES IN THE BATHROOM,TV SITTING IN EIR PATY IN THE BACKGROUN
132,TWO NAKED BABIES ON TRAINING TOILETS IN A BATHROOM,TWO NAKED BABIES ON TRAINI TOILETS IN A BACKGROOUMD
133,A SET OF TWINS WHO ARE TAKING A BATH,A SET OF TWIS ON A FECTIC PAT
134,A COUPLE OF LITTLE GIRLS SITTING NEXT TO EACH OTHER IN A BATHROOM,SEVERAL OF LITTLE GIRLS SITTING NEXT TO EACH OTHER IN A BACK
135,TWO CHILDREN ARE PRACTICING USING THE POTTY NEXT TO EACH OTHER,APIDEA PRAFTICING BEIN DIPAY NEXT TOOTER
136,A MAN IN A WET SUIT RIDING A WAVE ON A SURF BOARD,A MAN ISECTLLY DIINLAVE IN A SURFBOARD
137,THERE IS A MALE SURFER THAT IS RIDING IN THE WAVE,THERE IS AMALE SURFER THAT IS RIDING  THE WAVE
138,A MAN ON A SURF BOARD RIDES A WAVE,A MAN ON A SURFBOARD RIDE A
139,A SURFER IN THE OCEAN ON THE CREST OF A WAVE,A SURFER IN THE OCEAN OF THE CREST OF A WAVE
140,A MAN THAT IS ON A SURFBOARD IN THE WATER,A MAN THAT IS ON A SURFBOARD IN A LOT
141,A TEDDY BEAR SITS BY A KEYBOARDS AND MICROPHONE,TEDDY BEAR SITS BY A KEYBOARD AND MICROPAVE
142,STUFFED BEAR WEARING GLASSES WITH ELECTRONIC AUDIO EQUIPMENT,STUFFED BEAR WEARING GLASSES I ELECTRONIC AL YO
143,A TEDDY BEAR THAT IS DRESS IN GLASSES AND IS LISTENING TO AN IPOD,A TEDDY BEAR PECTO DRESSED IN GLASSES INSISINES
144,A VERY CUTE TEDDY BEAR WITH GLASSES AND SOME ITEMS,A VERY CUTE FOTY FINOGRAS CATEN ONI
145,A STUFFED BEAR A KEYBOARD AN IPOD AND MICROPHONE,A STUFF BEAR KEYBOARD HIGBUG AND A MICROWAVV
146,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS A FIREPLACE,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS AND A FIREPLACE
147,A DINING ROOM WITH SOME PLANTS ARE SEEN,A DINING ROOM WITH SOME PLANTS ARE SEEN
148,A FIREPLACE AND DINING TABLE IN A DINING ROOM,A FIREPLACE IN SOME TR PLANTER ANS
149,A WOODEN TABLE WITH FOUR WOODEN CHAIRS IN FRONT OF TWO WINDOWS,A WOODEN TABLE WITH FOUR WOODEN CHAIRS IN FRONT OF TWO WINDOWS
150,A ROOM WITH PLANTS ON LITTLE TABLES BY THE WINDOWS,BLUE PLANT ON METER TACE INSIDE A WINDOW
151,A STATUE DEPICTING A BEAR BREAKING INTO A CAR,A STATUE DEPICTING A BEAR BREAKING INTO IT
152,A MAN POSES WITH A PICTURE OF A BEAR AND A CAR,A MAN POSES WITH A PICTURE OF A BURGER AND A CLOCK
153,A STATUE OF A BEAR ON A CAR USED AS A WARNING ABOUT THE BEARS,ECITUAT EX OVE BER ON IS HAND IN FOVE ROOMIN ABOUVGI
154,YES BEARS CAN RIP OPEN CARS AND HURT THE OCCUPANTS,YES BEARS CAN RIP OPEN CARS AND BORKEONENTS
155,A STATUE OF A LARGE BROWN BEAR TEARING OFF A CARS DOOR,STATUE OF A LARGE BRON BEAR TURRIN OFF HE CURB TOOR
156,TWO MEN JUMPING UP TO HEAD A SOCCER BALL,TWO MEN JEEJESTIS A A TRAFFIC CALT
157,A CLOSE UP OF TWO PEOPLE PLAYING SOCCER,A CLOSE UP OF TWO PEOPLE PLAYING SOC
158,SOCCER PLAYERS TRY TO GAIN POSSESSION OF THE BALL,SOCCER PLAYERS TRY TO GETIN POSSESSION OF THE BALL
159,A MAN HITTING A SOCCER BALL WITH HIS HEAD,A MAN HITTING A SOCCER BALL WITH HIS HEAD
160,TWO OPPONENTS ARE PLAYING DURING A SOCCOR GAME,TWO ABUNDES ARE PLAYING DIFFERENT SOPAY
161,WE SEE A DOUBLE DECKER BUS WIT A COMPARTMENT IN THE SIDE,BUC OUBLE DECKER BUS WITH A PUNMEN INSID
162,A DOUBLEDECKER BUS TURNED IN TO A TRAVELING SHOWCASE FOR A UNIVERSITY,A DOUBLE DECKER BUS TURNED INTO TRAVELING COCAT FORTCORS
163,A DOUBLE DECKER BUS SITTING ON A GREEN FIELD,A DOUBLE DECKER BUX SITTING ON A GREEN FIELD
164,A DOUBLEDECKER BUS IS PARKED IN A LARGE FIELD,DOUVLE DECKER BUSERS PARKED IN A LARGE FIELD
165,A NORTHUMBRIA BUS IS PARKED IN A FIELD,A ASONED BRASSES PARKED I
166,A DESK WITH TWO COMPUTER SCREENS AND A CECIL COOPER BOBBLE HEAD,DESKFILLED WITH TRUE COMPUTER SCREENS A SIECE OF PAPER BROBEC
167,A CLOSE OF A BOBBLE HEAD DOLL WITH A COMPUTER IN THE BACKGROUND,A FONT OF A BOBL HYRIOGWITA COMPUTER IN TRACK
168,A BOBBLE HEAD BASEBALL FIGURINE ON A DESK,A BLOBAND WHIDE BASEBALL BABEN ESET
169,A BOBBLE HEAD IS SHOWN NEXT TO COMPUTER SCREENS,A BOBIC HIT IS SHOWN NEXT TO COMPUTER STRES
170,A BASEBALL PLAYER BOBBLE HEAD NEXT TO TWO COMPUTER MONITORS ON A DESK,A BASEBALL PLAYER BOBBLED HEAD NEXT TO TWO COMPUTER MONITORS ON A DESK
171,A FIELD WITH VARIOUS WILDLIFE AND TREES IN THE BACKGROUND,A FILLED WITH VARIOUS WILDLIFE AND TREES IN THE BACKGROUND
172,ZEBRAS AND WORT HOGS LIVING TOGETHER ON THE PLAINS,TO BE HODIN EKO WITH A TED
173,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES,A GROUP OF ZEBRAS INA FIELD BY SOME TREES
174,MANY ANIMALS IN A FIELD WITH TREES AND BUSHES IN THE BACKGROUND,THREE ANIMALS IN A FIELD WITH TREES AND BUSHES IN THE BACKGROUND
175,THE GROUP OF ZEBRAS ARE IN THE FIELD,EGROUP OF ZEBRAS ARE IN THE SIEL
176,A GROUP OF WOMEN RUNNING AFTER A SOCCER BALL,A GROUP OF WOMEN LOONING AFTER A SOCCER BALL
177,GIRLS FACE TO A SOCCER BALL DURING A GAME,SMALL PACE WITH SOME TALL BIIN
178,YOUNG FEMALES PLAYING SOCCER ON A GREEN SOCCER FIELD,YOUNG FMLS PLAYING SOCCER ON A GREEN SOCCER FIELD
179,A SOCCER GAME WHERE A GIRL IN WHITE IS DRIBBLING AHEAD OF THE GIRL IN BLUE,A SOCERGAME WITH A GIRL IN WHITE EXPLIBER AT EI 
180,A GROUP OF WOMEN PLAYING A GAME OF SOCCER ON FIELD,A GROUP OF WOMEN PLAYING STAME SOCCER ON FIELD
181,A WOMAN IN WHITE SHIRT HOLDING UP A CELLPHONE,A WOMAN IN WHITE SHIRT HOLDING UP A CELLPHONE
182,A WOMAN HOLDING A HELLO KITTY PHONE ON HER HANDS,A WOMAN HOLDING A YELLOW GREE BRUS
183,A WOMAN HOLDS UP HER PHONE IN FRONT OF HER FACE,A WOMAN HOLDS HER PHONE IN FRONT OF HER FENCE
184,A WOMAN CHECKING HER CELL PHONE WITH A HELLO KITTY CASE,A WOMAN TECES HER CELL PHONE WITH A YELLOW PT
185,THE ASIAN GIRL IS HOLDING HER MISS KITTY PHONE,THE ASIAN GERL IS HOLDING HER MICITY POP
186,A BATHROOM WITH BLUE WALLS AND WHITE TILES,A BATHROOM WITH SEA WALLS AND WHITE TIE
187,A BATHROOM WITH BLUE AND WHITE WALLS,A BATHROOM WIT CLE ANG WHITE BUS
188,AN EMPTY BATHROOM WITH BLUE WALLS ON THE LIGHTS ON,AN EMPTY BOX WITH WIT TEBOARDS IN THE LIGHT
189,A WHITE BATHROOM SINK SITTING UNDER A BATHROOM WINDOW,A WHITE FASHIOMED SINK SITTING UNDER A BAK
190,A SMALL BATHROOM WITH AN OPEN DESIGN CONCEPT,A SMALL BATHROOM WITH AN OPEN SIN
191,A PICTURE FOR RENTALS WITH TWO WOMEN WALKING UP TO THEM,A KITCHON FERUN WIES TWO WOMEN WOOKING UP TO THEM
192,BEACH GOERS SET UP UMBRELLAS NEXT TO RENTAL SIGNS WHILE A COP WATCHES,TWO CHAITERS SET UP UMBRELLAS NEXT TO BUNCH OF SIGNS WHILE A COP WATC
193,A GROUP OF PEOPLE HANDING OUT WITH LAWN CHAIRS UNDER TWO COLORFUL UMBRELLAS,A GROUP OF PEOPLE HANGING OUP IT WANGE IT COLORFUL
194,TWO WOMEN TALK AT A BEACH RENTAL KIOSK,TWO WOMEN TALK AT A BEACH RICK COMPUTER
195,PEOPLE STANDING NEAR A GUARD IN FRONT OF A RENTAL STORE,PEOPLE STANDING NEAR A DAR IN FRONT OF A BENC
196,A BIRD IS SITTING ON A BOWL OF BIRDSEED,A BIRD IS SITTING ON THE FOAR OF BIRS
197,A BLUE BIRD SITTING ON TOP OF A BOWL OF SEED,A BLUEBIRD SITTING ON TOP OF A ROAD
198,A BIRD WITH ITS RING SPAN SITTING ON A BOWL WITH FEED IN IT,A BIRD WITH ITS WRINDS STAN SITTING ON A FLOOR WITH FOOD IN IT
199,A BLUE BLACK AND WHITE BIRD A BOWL OF BIRDSEED,A WLACK AND WHITE  PERSON
200,A BIRD WITH OUTSTRETCHED BLUE WINGS IS SITTING ON SOME BIRD FEEDER,A BIRD OF OUTDOOR COOLWAY IS SITTING ON TOPBIRD FATED
201,A GUY SLIDING TO A BASE IN BASEBALL,A GUY GLIDING THOUG A BASE INA POL
202,A BASEBALL GAME AS SEEN THROUGH THE SAFETY NETTING BEHIND THE BATTER,A BASEBALL AMER SWINGS TOUGH THE SATN IN BEHIND THE BACKGROUND
203,PROFESSIONAL BASEBALL PLAYERS IN THE MIDDLE OF A GAME,POFECHORAL BUSE PAR FORMERS IN THE MIDDLE OF
204,A GROUP OF MEN DURING A BASEBALL GAME WITH WALL IN THE BACKGROUND,IGITER BANGUAGE PASE LIKE A FIK TALL BASK
