Index,Reference,Hypothesis
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEBALL PLAYER ON A PLUT BAT IN INSIIN E DIVER
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A BASEBALL PARRIER HOLDING A BAKET  CEAT
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,TWO ROOM TAILED IN AN UNDERBY CONSOL WHILE TWO OTHERS WHITH
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO FRIENDS ARE PLAYING WITH EACH OTHER ON THE WIA
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,TWO WITH TWO BIRDS AN A PART VISRO VE WHILE HELDLI LOGE
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF PEOPLE STANDING IN A ROOM WITH OM ON A PLAT
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,O PIED GEAN TOYS PLAYIN THE WOOD WHILE OTHERS LOOK ON
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,PAPER WITH WAFOF RED CHES IT ONANI
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A VERY WALKYNG ACOOM WITH A HAPETATOR IN A LORTONRM
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A BOLICE WALKING INSIDE OF A PASSEGE THROUGH RA BORD
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,A BIRD WALKING ON A TONY POR IN PASSAGEO RA
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A WHITE AND WHITE BIRD IS GASTIND BY A TABLE
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,LAD FLOTU OF YAN TO WARING O SEIN IN THE ROAD
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,AN ELD DOG LAYING ON A BEAD DISA BOL
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,A WINPOF PAPE TOLL WITH A BOOK A BLUE COMPUTER  WATE
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,A SAUCE WITH A VOE AND A BOOK ON A PILLOW
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,A BEIGE DOG LAYING ON TOP OF A BED UNDER A BAT
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,A COP TINS PROFET AFTER SWINGING ON A KENC
42,A CLOCK THAT LOOKS LIKE AN APPLE A PENGUIN AND A POTTED PLANT,TA CLOCK THAT LOOKS LIKE AN ARBL OF ENDIN AMOPOLICACCAAAL
43,A RED APPLE WITH A CLOCK INSIDE OF IT,A BIR AN I CLULF IN FINT
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,A ALONG TUCK TO THE FREET OF TE ARTWAY SAC
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE,OFA PLASTIC DEPPE DOT  NEXT TO TE SOUPCE
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH,A PERSON PI JUMPING A PIS O OP APPOASH O SOMETING
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER,A PIG BUK HOLSTS A BREACE IN A CHAIR
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,TEW PEOPLE  BOTES THAIR DRESE T FUNISMENT
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH,REHORTSES ARE VASACLEACH OTHERED ABOVE THE BOACH
50,A BLACK AND WHITE PHOTO OF JOCKEYS RIDING THEIR HORSES,A BLACK AND WHITE PHOTO OF BLACKOND DRIVING A A
51,A PASSENGER TRAIN MOVING DOWN THE TRAIN ON A BRIDGE,A CAT PAYIS PLAYING MOOKING DOWN THE STEKY ON A FRISBE
52,A LARGE LONG TRAIN ON A STEEL TRACK,A LARGE MONGETI IT A SOL
53,A TRAIN THAT IS ON A RAIL OVER A BRIDGE,A CAN THAT IS ON THE RAIL OF A GRAN BITER
54,A TRAIN ON TOP OF AN OVERPASS BRIDGE SET OF TRAIN TRACKS WITH FIELDS ON BOTH SIDE,TRAN ON TOP OF AN OPEN PASSENGER TO CATCH A STRING BACK AN A FIELD ONBO PLA
55,TRAIN MOVING ALONG RAISED TRACKS WITH MOUNTAIN IN BACKGROUND,TRAIN MOVING ALONG A TRACKS WIT SUN AN TACKE
56,A TEDDY BEAR SITTING IN FRONT OF A PILE OF BOXES,TWO TEDDY BEAR IXTO TE IUP OF A PILED  POA
57,A TEDDY BEAR NEXT TO FOUR BOXES ON THE FLOOR,O SKI AKIN ON A SI BOD ON E SON SLOP
58,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF MANY BOXES,A TEDDYJER IS PLAYING AE GOVERAS COT E TOTT E WALL
59,A TEDDY BEAR IS SITTING IN FRONT A GROUP OF BOXES,A TEDDY BEAR SITTING IN FRONT OF A PAPE SOLTE A
60,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES,A BLUE PETTY BUS SITTING NEXT TO ETHON BUSAS
61,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVE,A SKOBOR TRAMS OUND A DEASH IN FRONT OF THEIR IDYSIC
62,A SEAGULL STANDING NEAR THE OCEAN ON THE SAND,A SKINGER SKATING TA HOS RAL O A AN
63,A SEAGULL STANDING ON THE SAND NEAR THE WATER,A SIT AN II O SI AN PICTU BAL
64,THE BIG BIRD IS STANDING ON THE BEACH BY THE WATER,THE BIG TOD IN E TANA IN THE DEIG BY
65,A SEAGULL STANDING ON THE SAND OF A BEACH,A SEBA RESTING ON THE PLAN OF A MIT
66,A BUS FULL OF HAPPY TOURISTS DRIVES DOWN THE STREET,A CUP PHOSE AT I CELITADED DOWN E DENO
67,DOUBLE DECKER BUS WITH PEOPLE ON THE TOP FLOOR ON ROAD,SOBE PATCHER BOS AS TEPE ON THE TALT TIOW ON THE RAN
68,A DOUBLE DECKER BUS WITH PEOPLE WAVING FROM THE TOP,A DOUBLE BUSE BUS I KITCHEN ROOM WIT LOOKING TON
69,A DOUBLE DECKER BUS DRIVING DOWN A STREET,A COUPLE DECKER BUSS DRIVING DOWN A TREET
70,RED DOUBLE DECKER BUS WITH PEOPLE STANDING ON TOP,AR DOUVLE AN TE BOARD IPIN O WATING ON TOP
71,A MAN LEANING HIS MOUTH DOWN TO A PLATE THAT HAS A SANDWICH ON IT AND A BLUE WATER BOTTLE BEHIND IT,A MAN LEADING HIS MOUTH ON A BOOKCAKE AND IN FRONT OF A A WATER WATE
72,A MAN TAKING A BITE OF A SANDWICH WITHOUT USING HIS HANDS,A MAN TAKING A BIT OF IS FENCES ITHOUT USING NEWSPAPE
73,A MAN EATING A SANDWICH OFF OF A WHITE PLATE,A LAVOM ISANDING THE TAP OF A WHITE TOILET
74,A SMILING GUY STICKING HIS FACE NEAR A BIG SANDWICH,A STIMAY DIVES A OM TRAIGHT CURS IS TANDIN
75,WITHOUT USING HANDS A MAN TRIES TO BITE A PAIR OF SANDWICHES,THE BOUT IN DID HAND A MAN GRIDES ABOUT A BARE PAN
76,A HUSKY STANDS BY AS A SKIER STANDS THERE,PIS UP PINK CANS BY WIT ITONER BED
77,A PERSON ON SOME SKIS AND A DOG IN THE SNOW,A POKIN ON TINNIS BISES AND A DOG IN HA FIRT
78,A MAN ON SKIS WITH A DOG NEXT TO HIM,A LAT ON SITTING TOT A DOG NEXT ONE E
79,A MAN ON SNOW SKIS WITH HIS DOG,A ROD OT A TO TANING N TO AI
80,A PERSON RIDING SKIS ON TOP OF A SNOW COVERED SLOPE NEAR A DOG,A PERSON LAYING A CEC ON TOP OF A SNOW COVERED TLOT FOR A DOG
81,A GIRAFFE REACHING UP TO SOME TREE BRANCHES,A GIRAFFE INTO AN UPRANA WOTAN POSE
82,A GIRAFFE STANDING UNDER A LEAF FILLED TREE,A GIRAFFE INEN PAMBER IN A ROOM AND TELEIN KITCHE
83,THE GIRAFFE EXTENDS UPWARD WHILE EATING FROM THE BRANCHES OF A TREE,A GLASS IS PATDIN  A HORAGE WELLEING ON THE BLANKET OF A CAR
84,A GIRAFFE THAT IS STANDING IN THE GRASS,A BLACK THAT IS SAILING ON THE GRASS
85,A TALL GIRAFFE STRETCHES TO REACH HIGH LEAVES ON A TREE,A TALL GIRAFFES DRESSED IT TEDIS TIE A EANS OSER
86,THE PALACE OF WESTMINSTER FEATURING ELIZABETH TOWER THAT HOLDS BIG BEN,A PALLER OF MUSANG PAR I CARRY AN INTERVEE TOW  OLN TI CAN
87,A BRIDGE NEXT TO A TALL BUILDING AND THE BIG BEN TOWER,A ROOM WITH TALL BATE AN AN E ANDEA TOWER
88,A CASTLE IS SHOWN ON THE WATER NEXT TO A BRIDGE,A CRAFTING IS SHOWN ON THE WAWER NEXT TO A BUILDING
89,AN OLD CLOCK TOWER STANDS NEAR A BRIDGE AND OTHER LARGE OLD MEDIEVAL TYPE STRUCTURES,AN OLD CLOCK OWLE TATINTADIN OF FRIG AND ETY LARGE OLD LAGENTI SLICES OF AL
90,THE BIG BEN CLOCK TOWER TOWERING OVER THE CITY OF LONDON,KI BIG OR CABLE  ANLEON AN EATINT FOOT
91,MAN RELAXING NEAR A TRAIL CLOSED SIGN ON THE GROUND,AN RECK IT MAKTECOT DOWN ON THE GROND
92,A MAN SITTING ON A WALL NEXT TO WATER NEXT TO A BARRIER,A MAN DEPICTS UP A BALL NIING THE WATER BYSBUILDING
93,A MAN WITH HIS SHIRT OFF SITTING BY THE SHORELINE SUNNING HIMSELF,A MAN WITH A SHIRT OP SITDING YTE POL ON A SINEWALKID
94,A SIGN LAYING ON A LUSH GREEN FIELD NEAR A BODY OF WATER,A SIGN RIDING ON A TREE FIELD ITN BLUE AWY
95,A MAN WHO IS SITTING DOWN NEXT TO A BODY OF WATER,A MORT TEER WITTENG SENTER NEXT TO A BODY OF WAXES ON IT
96,A PHOTO TAKEN FROM A CAR LOOKING AT A SKATEBOARDER ON THE SIDE OF THE ROAD,A PHOTO PAKENON A HARGE IN  HAT BASEI ON O TERO
97,A ROAD FILLED WITH CARS IN A DESERT,THE ROAD SAR OF A PARK IN A VENE TA
98,A MAN WALKING DOWN A STREET NEXT TO A ROAD FILLED WITH CARS,A MAN WALKING DOWN A STREET WITH TO LOADS AND FILLEDET CARS N
99,VIEW FROM INSIDE OF A CAR OF CARS ON ROAD AND A MAN ON THE SIDE OF THE ROAD,TANCES INSIDE OF A CAR WI CARS AND SITTING ON THE SIDE OF THINDOW
100,MAN RIDING A SKATE BOARD TOWARDS THE TRAFFIC ON A TWO LANE ROADWAY,MAN RIDING A SKATEBOARD HOLDIN TRAFFIC ON U LANE WOR WAY
101,A GROUP OF PEOPLE GATHERED AROUND A TABLE FILLED WITH FOOD,A GROUP OF PEOPLE GATHERED AROUND A SCHOOL BUS OVER THE CORT
102,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE AROUND IT,A LONG TABLE WIMANI CONTAINIR PICTURES ON IT AND MANY PEOPLE WAGE IT
103,PEOPLE ARE LINED UP ALONG A LONG PICNIC TABLE,UL AN ATBUS WI A LO PICNICTICI
104,GATHERING OF PEOPLE DISHING OUT FOOD SET ON A LONG TABLE WITH CHECKERED TABLECLOTH,AGAT O OF PEOPLE WA O MOTON TET ON A WALL A  KIS IN THE BAL
105,A GROUP OF PEOPLE EATING FOOD AT AN OUTDOOR PICINIC,A GROUP OF NEOPLE WIING SKIS AT AN OUTDOOR PI 
106,A CAT LAYING ON A TOILET SEAT WITH ITS PAWS INSIDE,A CAT LAYING ON A TOILET WITH A CAR IN SUN
107,A BLACK AND GRAY CAT IS SITTING ON A TOILET,AMERICAN BASE BAME IS SVI IT READY
108,A CAT SITTING ON THE EDGE OF THE TOILET LOOKING TOWARD THE OPEN BATHROOM DOOR,A PES SITTING ON A BORD OF PICKBODS LOISKING TOWARDS THE OPEN BOCLIN DOOR
109,A CAT SITS ON THE EDGE OF A TOILET,A TRAK SITS ON THE EDGE OF A BILD
110,A CAT IS LAYING ON A TOILET SEAT,A CAT IS LAYING ON A PIBLIC SCOET
111,A CAT SITS ON TOP OF A TOILET BOWL,A CAT SITTS ON TOP OF A TOLET SIN
112,A SMALL CAT SITS PERCHED ON THE BACK OF A TOILET,A SMALL CAT TIKS PITCHED ON THE BACK OF A THROW RO
113,A CAT SITTING ON THE BACK OF A TOILET BOWL WITH NO TANK,A CAT SITTING ON THE BACK OF A TABLE WITH WHITE AN 
114,A SMALL CAT SITS ON TOP OF A WHITE TOILET MISSING ITS SEAT IN A BATHROOM,A SMALL CAT SITS ON UP OF A WHITE TOILET AND A CROUP OF PEOPLE IN THE BACKGROUND
115,A CAT SITTING ON A TOILET IN A BATHROOM,A CAT HANIN ON THE TOILET IN A BATROOM
116,AN ANGLED SHOT OF A FULLY STOCKED KITCHEN WITH WOODEN CABINETS,AN LAR HOS SHOT AT TOS BOCT IN A PAMADIANCAM
117,AN OPEN KITCHEN IS SHOWN WITH LIGHT BROWN CABINETS,AN OLDEN KITCHEN IS SHOWN WITH BITE OTN CHEF
118,SOME WOOD CABINETS IN A LARGE HOME KITCHEN,THE UES PATT IN TA LARGE HANDY PITCHEN
119,A KITCHEN WITH A SINK DISHWASHER AND MICROWAVE OVEE,A PERSON STINGS HIS FORT AN ON ELTOLADE ODEN
120,A KITCHEN FILLED WITH WOODEN CABINETS AND A MICROWAVE OVEN,A KIRCHON STAYS WITH BULE ADIMALS ON A ICROWAV WAM
121,A BUNCH OF FRUIT SITS IN FRONT OF A PORTRAIT,A BUNCH OF PEOPLE SITS IN FRONT OF A HORSEGE
122,SOME ART WORK WITH A MAN WITH A HAT ON AND SOME FRUIT IN A BOWL,SOME ARDOR IS A WAITER WITH A TACK ON IN FRONT OF ETEE
123,A PAINTING OF A MAN SMILING BEHIND A TABLE WITH FRUIT,A FOUNTN OF A UNINE LYN UNDER A BILTIN TO
124,A PAINTING OF A BOWL OF FRUIT SITTING IN FRONT OF ANOTHER PAINTING,A PITUTE OF A BOWL OF FRUITS SITTING IN FRONT OF ANOTHER PASON
125,THIS IS A STILL LIFE OF FRUIT AND AN OLD MAN,OM SKIL AN TILL LIGHTS A FRISBEE INTO A ROD
126,A LITTLE GIRL IS HOLDING ON TO A HAIR BRUSH,A LITTLE BOY IS HOLDING ON A POOL FOR A WA
127,A BABY GIRL IS HOLDING A PINK BRUSH AS SHE SCRATCHES HER HEAD,A BABY GIRL IS HOLDING ON AE BRUNCH AN  IS GRAFP TOETHER
128,A YOUNG GIRL COMBING HER HAIR WITH A PINK COMB,A YOUNG GIRL SWIMGING HER HAIR WITH SNOW COVERED
129,A GIRL GRABS HER HAIR AND HOLDS ONTO HER HAIRBRUSH,ABROH BATHLIVING ROOM IT TE WITEN ON E WITI CATE
130,THE YOUNG GIRL IS BRUSHING HER HAIR,A YOUNG GIRL IS TRETCHING HER HAIR
131,TWO BABIES SITTING ON THEIR POTTIES IN THE BATHROOM,TWO LADIES SITTING A WITE POWLE IN A BEDSTRON
132,TWO NAKED BABIES ON TRAINING TOILETS IN A BATHROOM,ATWO RANCE BRASES ON GREEN INROAD AND TWO BACKGROUND
133,A SET OF TWINS WHO ARE TAKING A BATH,A CITY STREET IS IN A ECIA PLAT FORN 
134,A COUPLE OF LITTLE GIRLS SITTING NEXT TO EACH OTHER IN A BATHROOM,A COUPLE OF LITTLE GIRLS SITTING NEXT TO EACH OTHER IN A BACKROUND
135,TWO CHILDREN ARE PRACTICING USING THE POTTY NEXT TO EACH OTHER,TWO POLE GA PARKED INON OPEN  CIVING NEXT TOO EACH OTHER
136,A MAN IN A WET SUIT RIDING A WAVE ON A SURF BOARD,A MAN WIN A SKIT BRIDE HANDING ON A SKATEBOARD
137,THERE IS A MALE SURFER THAT IS RIDING IN THE WAVE,THERE IS A YARROW PERSON THAT IS RIDING IN THE ROAD OF PAPLE
138,A MAN ON A SURF BOARD RIDES A WAVE,A MAN AND A SURF BOARD RIES AS NOO
139,A SURFER IN THE OCEAN ON THE CREST OF A WAVE,A SERFE AND LOTION OF TE CACH ITH A WIVE
140,A MAN THAT IS ON A SURFBOARD IN THE WATER,A MAN WATER GLOWING FRISBEE ANIN E ROLA
141,A TEDDY BEAR SITS BY A KEYBOARDS AND MICROPHONE,A TODY BED WITH CHAIRS TA BORS AND MEGGY SOM
142,STUFFED BEAR WEARING GLASSES WITH ELECTRONIC AUDIO EQUIPMENT,TOCCER PLAYER WEARING GLASSES WIT ELECTRONICS ON E O
143,A TEDDY BEAR THAT IS DRESS IN GLASSES AND IS LISTENING TO AN IPOD,A TEDDY GEAR APPED TIN WITH BLUSH AND BASES NAKE OPEN HAREN
144,A VERY CUTE TEDDY BEAR WITH GLASSES AND SOME ITEMS,A BIRD TENS TO THE TOU WITH LOCKS OF DRINKUL FAT
145,A STUFFED BEAR A KEYBOARD AN IPOD AND MICROPHONE,A STUFFED BEER AN BOARD AND HIG DOGS AND A MIRCICELLER
146,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS A FIREPLACE,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PANTS AND A PILEPIEST
147,A DINING ROOM WITH SOME PLANTS ARE SEEN,A DINING ROWITUE AND PANS ARE SEATED  A O
148,A FIREPLACE AND DINING TABLE IN A DINING ROOM,A FIRE PLACE AN PLAYING PIZZA IN A DORNE
149,A WOODEN TABLE WITH FOUR WOODEN CHAIRS IN FRONT OF TWO WINDOWS,A WOODEN TOBLEIT WOR A WOODIN TOWARD A BLACK TO WINDOWS
150,A ROOM WITH PLANTS ON LITTLE TABLES BY THE WINDOWS,PIZZE WITH PAN AND LEATHER BRINK INSIDE OF A PLATE
151,A STATUE DEPICTING A BEAR BREAKING INTO A CAR,A STATUE OF POOKING A VERY BREAKING I
152,A MAN POSES WITH A PICTURE OF A BEAR AND A CAR,A MAN POSES WITH A PICTURE OF A BEBRA AND A COW
153,A STATUE OF A BEAR ON A CAR USED AS A WARNING ABOUT THE BEARS,A PITUROCAP OF A BE ON THE TINEVIS OF A WOMIN ABOVE IT
154,YES BEARS CAN RIP OPEN CARS AND HURT THE OCCUPANTS,TSBARS PLAYING WI OPEN CARS OVER ORECTOS
155,A STATUE OF A LARGE BROWN BEAR TEARING OFF A CARS DOOR,STATUE OF A LARGE BROWN BEAR STARING AOLEIN CARIN DOOR
156,TWO MEN JUMPING UP TO HEAD A SOCCER BALL,CEAN AN IN GIVING NEXT T A HATTER TAPE BALL
157,A CLOSE UP OF TWO PEOPLE PLAYING SOCCER,THIS PIS IS A PINKAN AN STANIN WAT
158,SOCCER PLAYERS TRY TO GAIN POSSESSION OF THE BALL,SOCCERD PILOWS TRIE TO GIN I POSSESSION OF THE BANITO
159,A MAN HITTING A SOCCER BALL WITH HIS HEAD,A MAN HITTING A SOCCER BALL WITH HIS HEND
160,TWO OPPONENTS ARE PLAYING DURING A SOCCOR GAME,TO EPONS IN FAT AIN TIDIN A COUSAGE O  PAPER
161,WE SEE A DOUBLE DECKER BUS WIT A COMPARTMENT IN THE SIDE,A PIG DOUBLE DECKER BUS WITH A AN UNMENT IN THE BAK
162,A DOUBLEDECKER BUS TURNED IN TO A TRAVELING SHOWCASE FOR A UNIVERSITY,A DOUBLE DECKER BUS TURING HIM WITH TROVELN POSES FOR A INPICTU
163,A DOUBLE DECKER BUS SITTING ON A GREEN FIELD,A SEVERAL DECRAT BOS SETTING ON E IN FLOOR
164,A DOUBLEDECKER BUS IS PARKED IN A LARGE FIELD,A DOUVER BUKER BUSES ARE TWO LARGE DOR ON
165,A NORTHUMBRIA BUS IS PARKED IN A FIELD,A ONTULAR BUS IS CLOCKED IN A MILDING
166,A DESK WITH TWO COMPUTER SCREENS AND A CECIL COOPER BOBBLE HEAD,RESTROOM WITH PIECE OF HUN STREMENT A AND PIECE OF PAPER BOTTLE O
167,A CLOSE OF A BOBBLE HEAD DOLL WITH A COMPUTER IN THE BACKGROUND,A CLOSE OF A RABBLE HILLSOD WITH A COMPUTER IN HE BACGROUND
168,A BOBBLE HEAD BASEBALL FIGURINE ON A DESK,A BOLL IN A GROUP ORE PEOPLE MA ON A BASH
169,A BOBBLE HEAD IS SHOWN NEXT TO COMPUTER SCREENS,A BAT OF TITIS SHOWN NEXT TO PA AN TON SELTI
170,A BASEBALL PLAYER BOBBLE HEAD NEXT TO TWO COMPUTER MONITORS ON A DESK,A BASEBALL PLATER BOTTLES AS A A TWO COMPUTER BOXES OND DESK
171,A FIELD WITH VARIOUS WILDLIFE AND TREES IN THE BACKGROUND,A FIELD WITH VARIOUS WALL BONEN HANGING IN THE BACKGROUND
172,ZEBRAS AND WORT HOGS LIVING TOGETHER ON THE PLAINS,A BLUE BURGEN LOCK OF O  DEN SISIT ON A TABLE
173,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES,A GROUP OF PAPERS ON A PEEL SPICE N DETREES
174,MANY ANIMALS IN A FIELD WITH TREES AND BUSHES IN THE BACKGROUND,MANY ANIMALS IN A FIELD WITH TWO AND BUSHES IN THE BACKGROUND
175,THE GROUP OF ZEBRAS ARE IN THE FIELD,TESON OF PEZBRAS ARE SIN ITH TIL
176,A GROUP OF WOMEN RUNNING AFTER A SOCCER BALL,A GROUP OF LIVING LIGEN ATTOOR SOCCER BALL
177,GIRLS FACE TO A SOCCER BALL DURING A GAME,COG FACE WITH A STUFFED TALL BI COR BEA
178,YOUNG FEMALES PLAYING SOCCER ON A GREEN SOCCER FIELD,YOUNG FEMALE OSPLANE TOPPER ON A GREEN PARKING I
179,A SOCCER GAME WHERE A GIRL IN WHITE IS DRIBBLING AHEAD OF THE GIRL IN BLUE,A PTACTER BAN WITH A GIL AN WHITE IXCUSING A HEAD TE DIRECT AND BLUE
180,A GROUP OF WOMEN PLAYING A GAME OF SOCCER ON FIELD,A GROUP OF WOMEN FILL IN OLLY SORK AN ANTY AT
181,A WOMAN IN WHITE SHIRT HOLDING UP A CELLPHONE,A WOMAN IN WHITE SHIRT HOLDING UP A SIDETIN
182,A WOMAN HOLDING A HELLO KITTY PHONE ON HER HANDS,A WOMAN HOLDING A PELLOW TI TE TOILET ON
183,A WOMAN HOLDS UP HER PHONE IN FRONT OF HER FACE,A WOMAN HOLDS A RON OTE EN VASE
184,A WOMAN CHECKING HER CELL PHONE WITH A HELLO KITTY CASE,A WOMAN TETTING HER CELL PHONE WITH A UPILLOW SITTING TABLE
185,THE ASIAN GIRL IS HOLDING HER MISS KITTY PHONE,A ATAN BEIS HOLDING AMIS TO HOLDE
186,A BATHROOM WITH BLUE WALLS AND WHITE TILES,A BATHROOM WITH BLUE WALLS AND WHOD TIBES
187,A BATHROOM WITH BLUE AND WHITE WALLS,A BONTAN IN A FOODIN E A BALL
188,AN EMPTY BATHROOM WITH BLUE WALLS ON THE LIGHTS ON,AN EMPTY BOP HOLDIN BLUE YART ON A WHITE TOND
189,A WHITE BATHROOM SINK SITTING UNDER A BATHROOM WINDOW,A WHITE POP OF INK IS SITTING UNDER A BATHWIRE
190,A SMALL BATHROOM WITH AN OPEN DESIGN CONCEPT,A SMALL BAK INA TRAIN AS POCHING A TRACKS ON THE TRAID
191,A PICTURE FOR RENTALS WITH TWO WOMEN WALKING UP TO THEM,A KICCEN FIESESED WITH TWO WOMEN BRUSHENG UP PITEA
192,BEACH GOERS SET UP UMBRELLAS NEXT TO RENTAL SIGNS WHILE A COP WATCHES,TWO CORS HANDA UMBRELLAS NEXT T AVENTI PON AND A LOKOT GLASSE
193,A GROUP OF PEOPLE HANDING OUT WITH LAWN CHAIRS UNDER TWO COLORFUL UMBRELLAS,A GROUP OF PIZZA HANGN A HALL WITH LONG JAC AND A PATTE COLORFUL N TEN
194,TWO WOMEN TALK AT A BEACH RENTAL KIOSK,TWO WOMEN TOSPE THAT IS EATIN FRECH WITH FOIO 
195,PEOPLE STANDING NEAR A GUARD IN FRONT OF A RENTAL STORE,PEOPLE STANDING NEAR A BHEG IN FRONT OF A BENCHCH
196,A BIRD IS SITTING ON A BOWL OF BIRDSEED,A BREADWIST FO A COMBERBOWL OF BERVD ON MET
