Index,Reference,Hypothesis
14,SCHOOL BOYS SIT CROSS LEGGED IN FRONT OF A CHALKBOARD SIGN IN A VINTAGE BLACK AND WHITE PHOTO,A DRG SEER CYLCES O AE OVEJE IT SNO O INTA DIROKAN RID OA
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,A SKIBOARD SNOW DOWN WHILE SODING A MOTORCYCLE
16,A MAN ON SKIS FLY THROUGH THE SKY,A EBA O MANO SKIS LIE ON TISNO
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,A SKIER TAKES OUT WHILE STEIM ON
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,AN OE DOR I ATIAA AA IT
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,A STAER TRILIN ING BON ON EACH OTHER AT A PARK
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLYING A AIR HRING A BIG A WAR
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER IN A GANET STANCE AT HOME PLATE NEAR WITH A CATCHER TOPOE SHO OA EIN HIM
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,A RINA DRA OS FOR A FUA ONALARNBORTA A OR  AAN RIDIN
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,A LITTLE LANING BO NEAR STOING OOE
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEBALL PAYER HALDS ONA BAT A BASE FOR THE PITCH
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE, MUDDY BALL BARRI OANES ON A BAS
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,GIRS AN LAY IN A JUNBER ARASINT WHILE LOTIN OTHER ATTACHED
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,A GRP OF TWO FRIENDS ARE VEIN WITH EACH OKER CARK IN TH PLATFOR
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,AN ELEPAT TU WIT MANI TANININ AN OTI ONA IN ROL
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF MEN STANDING IN A ROOM OF SOME ROS
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,TO MUROR ON TOWER ANJASRIERAR TWO POLOF JEMA CIGAS OLE ONE ON WY WHILE NOTHERS O
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A BAG IS WALKING RIGHT TOU A DINUT REAL RAN
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A ROD WITH A PARROT WALKING TOGETHER WITA PASSETE MO ON WAT
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A BU WALK OUTSIDE OF AHANSIN IN A
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA, ESIRTER OIN A BA CI DO AN CAN OSI
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A BATROOLT TWO RINGA LITE AN A TOWER IN FRONT OF DISHL DONUTS AND CHAIRS
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,YAN OAO TOLAR DONT PLAYING IN A RITOA
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,AN OLDER DIRMA LAYING IN BED IN A ROM
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,A MAN HOLDING AOA HOR ABOUT TO STRIV RON THE GROUND
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,ONE DOG I OVERAN AIRPLANE OONE INA BOTEELLOW
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,BEIGE DOG  LAYING ON TOP ON E WEG OVER A MA  FOR
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,A EMPTY CLOCK SHAPED PARK AT OFA CITE OF A HOTBILD
42,A CLOCK THAT LOOKS LIKE AN APPLE A PENGUIN AND A POTTED PLANT,A LOT THAT LOOKS LIKE AN APPL A ANUIN ANE POILE PLANTOP ON  BARKN AT
43,A RED APPLE WITH A CLOCK INSIDE OF IT,A MEN ACTIN A LAUGING SINE ON
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,AN LONG  CAMAS IN A SITY LOKIN YONFORA WO
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE,A PLASTIC OWL WA OPON A OOF A WA TABLE SURFACE
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH,BIDAN IT CURTON IN FOM A RODESIC
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER,AU OF PEOPLE ON HORSES RACING TOGETHER
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,A BERSON GETTING IN E BAG AND ONE OA AEI
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH,A GOUPOF HORSES ARE RACING EACH OTHER ITIN INA SHON WAL
50,A BLACK AND WHITE PHOTO OF JOCKEYS RIDING THEIR HORSES,A BLACK AND WHITE BOARA MONCES ON A MONO BOR
51,A PASSENGER TRAIN MOVING DOWN THE TRAIN ON A BRIDGE,A VERY HAT DOG ARIN DOWN  ON ON E DIRT
52,A LARGE LONG TRAIN ON A STEEL TRACK,A LARGE LOCK RAIN IS ON ON THE DRAVEC
53,A TRAIN THAT IS ON A RAIL OVER A BRIDGE, A TROI THAT HAS IT A RAILIN ROOMOR ANCHIP
54,A TRAIN ON TOP OF AN OVERPASS BRIDGE SET OF TRAIN TRACKS WITH FIELDS ON BOTH SIDE,AATRN OMATO ON ADOWN BIGE HEADIN RELE TRAIN TRACK ON  AC ANWALL
55,TRAIN MOVING ALONG RAISED TRACKS WITH MOUNTAIN IN BACKGROUND,A TRAIN GOING LOW RAS GRAN WITH A CROWNAN ONTE BACKGROUND
56,A TEDDY BEAR SITTING IN FRONT OF A PILE OF BOXES, BANK BEAR AEIN FOR AA RILE ITTE OUT
57,A TEDDY BEAR NEXT TO FOUR BOXES ON THE FLOOR,A TEDDY BEAR NEXT TO A WIT BOXES ON THE FLOR
58,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF MANY BOXES,TEDDY BEARS ANOE BON E CANAR AANI OA
59,A TEDDY BEAR IS SITTING IN FRONT A GROUP OF BOXES,A TEDDY BEAR IS SITTING IN FRONT OF A FRONTOF BOXES
60,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES,MIITAR DASES O INITICO VOSES
61,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVE,I OLDA CROPPE TAK ON ONOF A MIDL OFI
62,A SEAGULL STANDING NEAR THE OCEAN ON THE SAND,A ZEBRILL FADE SITTING UNDER A OLTE WAER IN A FIELD
63,A SEAGULL STANDING ON THE SAND NEAR THE WATER,OF SEAGULL STANDING ON THE SAND NAR APORT WAND
64,THE BIG BIRD IS STANDING ON THE BEACH BY THE WATER,AAK ANA CARK HOSI IN A RA ADY T RI
65,A SEAGULL STANDING ON THE SAND OF A BEACH,A SEBAS TANDING ON THE SIDE OF A ER BAGE
66,A BUS FULL OF HAPPY TOURISTS DRIVES DOWN THE STREET,A BUSH FULL OF CERKAGE WITHMO ARON BROUN
67,DOUBLE DECKER BUS WITH PEOPLE ON THE TOP FLOOR ON ROAD,A WHITE  MOTORCYCLE PODING ON A BACKON WATER WOR RID ONE I
68,A DOUBLE DECKER BUS WITH PEOPLE WAVING FROM THE TOP,A DOUBLE LENKER DARK FIGUR IN ANOA OIN
69,A DOUBLE DECKER BUS DRIVING DOWN A STREET,A DOUBLE DECKER BUS DRIVING DOWN A RAD ROAD
70,RED DOUBLE DECKER BUS WITH PEOPLE STANDING ON TOP,S ELEPHANTER BUS IT A WOSAN STANDING ON TOP
71,A MAN LEANING HIS MOUTH DOWN TO A PLATE THAT HAS A SANDWICH ON IT AND A BLUE WATER BOTTLE BEHIND IT,AN AN THAT IS MOUK UP OE BILL AN A BOTE ONO WATER
72,A MAN TAKING A BITE OF A SANDWICH WITHOUT USING HIS HANDS,A MAN TAKING OUT OF ASSEMBWIGOTIN IN IIOA
73,A MAN EATING A SANDWICH OFF OF A WHITE PLATE,MAN IN A ZEBRA TIE ARE GOING II O
74,A SMILING GUY STICKING HIS FACE NEAR A BIG SANDWICH,A SMILING GUY SEMFI IS GRAZOER IN SOUND HILL
75,WITHOUT USING HANDS A MAN TRIES TO BITE A PAIR OF SANDWICHES,BAT USING TEDER ON ALECTRO DESTAL MOTO IWO SIDESTRA O
76,A HUSKY STANDS BY AS A SKIER STANDS THERE,A MESAIS TARNI OONA OS NELA AI TA
77,A PERSON ON SOME SKIS AND A DOG IN THE SNOW,A HAPE I ROSNIS GEA IT A DOG IN HI SURFBOARD
78,A MAN ON SKIS WITH A DOG NEXT TO HIM,A MAN ARE ON SKIS  INO DOG NETINOA PA
79,A MAN ON SNOW SKIS WITH HIS DOG,A HOLDING PASSENGERS AT A BOCO
80,A PERSON RIDING SKIS ON TOP OF A SNOW COVERED SLOPE NEAR A DOG,A PERSON AON A SKIING ON TOP OF A SNOW COVERED SLOPE VEARA HAR INE WATER
81,A GIRAFFE REACHING UP TO SOME TREE BRANCHES,A GIRAFFE AI AOR NER ON A WINDE INFELD
82,A GIRAFFE STANDING UNDER A LEAF FILLED TREE,AGIGAFFE IS LAIN O E A O O AROW Y A TA DIIN
83,THE GIRAFFE EXTENDS UPWARD WHILE EATING FROM THE BRANCHES OF A TREE,A BIRD A EIN I SOME OTHE WORDS WHILE ATEM AR WI BRANGES AN TEA
84,A GIRAFFE THAT IS STANDING IN THE GRASS,A GIRAFFE THAT IS ANOVE E FRAKONO
85,A TALL GIRAFFE STRETCHES TO REACH HIGH LEAVES ON A TREE,A TONE AN REG VEGE OE SPIN A IN FOOFE DA
86,THE PALACE OF WESTMINSTER FEATURING ELIZABETH TOWER THAT HOLDS BIG BEN,A AMAN SOM ONDOG AN ANIN CAE MIROR AND A MOLE INO I AT
87,A BRIDGE NEXT TO A TALL BUILDING AND THE BIG BEN TOWER,A GRIDGE I NEXT TO A TALL IT UNAN BEIN MOTED
88,A CASTLE IS SHOWN ON THE WATER NEXT TO A BRIDGE,A DARKI PASSENGI SHOWIN AR A MATER AN A TAREA ENT
89,AN OLD CLOCK TOWER STANDS NEAR A BRIDGE AND OTHER LARGE OLD MEDIEVAL TYPE STRUCTURES,AN OLD CLOWDER FOIN BLD NEAR A GREEN INOF A LARGE HOMTO A ZEBRA RANG ONA TREE
90,THE BIG BEN CLOCK TOWER TOWERING OVER THE CITY OF LONDON,TO AN IN A BIG BENICORK TOWER DIOAN AREA IN A CITY OF BILDIN DOK
91,MAN RELAXING NEAR A TRAIL CLOSED SIGN ON THE GROUND,A MAN IN LEDER MIRRORA OBOARD ANIDE TELEPATN
92,A MAN SITTING ON A WALL NEXT TO WATER NEXT TO A BARRIER,A MAN SITTING IN THE WATER IN THE WATER AN SOME BOAT
93,A MAN WITH HIS SHIRT OFF SITTING BY THE SHORELINE SUNNING HIMSELF,A MAN WITH A SHIR SITTING BY A TROD IN SUN ON HIS TOD
94,A SIGN LAYING ON A LUSH GREEN FIELD NEAR A BODY OF WATER,A SIGD LAYING IN LUSH GREEN FILIN ON INO WA
95,A MAN WHO IS SITTING DOWN NEXT TO A BODY OF WATER,AAA POA SITIN AT E A BAUCED IN A BODY OF A WATERIN
96,A PHOTO TAKEN FROM A CAR LOOKING AT A SKATEBOARDER ON THE SIDE OF THE ROAD,A HIROF AA MAN OA AR O PEOPIN AA INA OR ONTE ROAD
97,A ROAD FILLED WITH CARS IN A DESERT,A ROW OF BAT IT BOATS ANI TESIA A
98,A MAN WALKING DOWN A STREET NEXT TO A ROAD FILLED WITH CARS,A INOIN O CREET CUSTOAL WAY FROM A BUILDING FORES
99,VIEW FROM INSIDE OF A CAR OF CARS ON ROAD AND A MAN ON THE SIDE OF THE ROAD,MAN WOMANSIDING A GAARN A RONIRIN MEAL INSIDE A GRAV
100,MAN RIDING A SKATE BOARD TOWARDS THE TRAFFIC ON A TWO LANE ROADWAY,A MAN RIDING A SKATEBOARD TWARIN A DIRACTION NEEXT TO A LINEBORD
101,A GROUP OF PEOPLE GATHERED AROUND A TABLE FILLED WITH FOOD,A LOSEL A PANDAR AN BOR AIIN BORD
102,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE AROUND IT,A LONG TABLE WITH MANY CONTAITORS AROUND ON IT AND MANY PEOPLE AROUND IT
103,PEOPLE ARE LINED UP ALONG A LONG PICNIC TABLE,PEOPLE EOON AROTINRAT ALONG PICNIC DICK
104,GATHERING OF PEOPLE DISHING OUT FOOD SET ON A LONG TABLE WITH CHECKERED TABLECLOTH,A ROWER LOOKING ARED OL O AT A I WILEINIEO ANE TURNAAN O WAL
105,A GROUP OF PEOPLE EATING FOOD AT AN OUTDOOR PICINIC,A RED COG ARE EATING IA LATI OUTFOR OTI
106,A CAT LAYING ON A TOILET SEAT WITH ITS PAWS INSIDE, CAT LAIN AT RAIL IN A FOW ON O
107,A BLACK AND GRAY CAT IS SITTING ON A TOILET,A BLACK AND RAY DANIS SITTING IN FON OUTDOOR
108,A CAT SITTING ON THE EDGE OF THE TOILET LOOKING TOWARD THE OPEN BATHROOM DOOR,A CAT STANDS OVER ONA DENS DININ FONT ON A PACH OIN ONTO DOOR
109,A CAT SITS ON THE EDGE OF A TOILET,E POPE A DOGETT UP SITTIN FON A ITA TIE
110,A CAT IS LAYING ON A TOILET SEAT,TOAGERS OU ATE LINGS ARE ON A TABE
111,A CAT SITS ON TOP OF A TOILET BOWL,A NIT IAN AT TOW ON O OD IN AA
112,A SMALL CAT SITS PERCHED ON THE BACK OF A TOILET,A SIN THAT HANS APPERCON ON A BADOFA MIR A  ATER
113,A CAT SITTING ON THE BACK OF A TOILET BOWL WITH NO TANK,A CAT ON THE BACK OF A TENNIS BALLET A OEA  RAS
114,A SMALL CAT SITS ON TOP OF A WHITE TOILET MISSING ITS SEAT IN A BATHROOM,SMALL CAT LAYN ON TOP OF A ONE TOILET WOIN A ITS IN A BATHROUM TUNT
115,A CAT SITTING ON A TOILET IN A BATHROOM,A BATHROOM ING ON A SO OR A AROM
116,AN ANGLED SHOT OF A FULLY STOCKED KITCHEN WITH WOODEN CABINETS,ARAY TABLEKING OUT IN A OAERIN AAA CER NO CABIE
117,AN OPEN KITCHEN IS SHOWN WITH LIGHT BROWN CABINETS,A WOMAN WOAN KITCHEN IS SORING WHITE ONDANR
118,SOME WOOD CABINETS IN A LARGE HOME KITCHEN,SIODING OABINETIT PREPARS IN A KITCHEN
119,A KITCHEN WITH A SINK DISHWASHER AND MICROWAVE OVEE,OI AG C BATHROOM OVEEDITIAL TOL AN A FLING BRID
120,A KITCHEN FILLED WITH WOODEN CABINETS AND A MICROWAVE OVEN,A KITCHEN BILT INCLUDING PEPPERS AND  DOTE READY INE
121,A BUNCH OF FRUIT SITS IN FRONT OF A PORTRAIT,AA LAGE OLDE ROOMA SITS INA E OA DOP
122,SOME ART WORK WITH A MAN WITH A HAT ON AND SOME FRUIT IN A BOWL,SOMEONE THE MAN AND HAT ON ADS A BOE ANIML
123,A PAINTING OF A MAN SMILING BEHIND A TABLE WITH FRUIT,A TAON MAN SKIING IN A TAE TO TO A RI
124,A PAINTING OF A BOWL OF FRUIT SITTING IN FRONT OF ANOTHER PAINTING, OAAE ITI COLEAN INA IAN
125,THIS IS A STILL LIFE OF FRUIT AND AN OLD MAN,TE SKIRS A STIL LINE INIFORM IN AN OIN ROD
126,A LITTLE GIRL IS HOLDING ON TO A HAIR BRUSH,A BITOF ITTE GILIS HOLDING A YOUN TO A ARAGH
127,A BABY GIRL IS HOLDING A PINK BRUSH AS SHE SCRATCHES HER HEAD,A MABY GIRL IS IN HOMEIT A ASE PUSHE SPARNGES MO
128,A YOUNG GIRL COMBING HER HAIR WITH A PINK COMB,A FOG INSIZA A GIRL AIN RON AR CAIR ON ATE RAILRAY
129,A GIRL GRABS HER HAIR AND HOLDS ONTO HER HAIRBRUSH, GIRL LAUPSAN HAIR AN E SAR DORR HITTING A BALL O
130,THE YOUNG GIRL IS BRUSHING HER HAIR,A WOA OLDING A CAMTAR USBRASHO R AA DOIN OO
131,TWO BABIES SITTING ON THEIR POTTIES IN THE BATHROOM,TWO BOYS SITTING IN A DER IN TOA
132,TWO NAKED BABIES ON TRAINING TOILETS IN A BATHROOM,TE IKIN BASES AND BISER PODUTS IN A AOAAA
133,A SET OF TWINS WHO ARE TAKING A BATH,ERES LITTLE TOY HAND HYIN A BED AND IIN E ID OF
134,A COUPLE OF LITTLE GIRLS SITTING NEXT TO EACH OTHER IN A BATHROOM,AABO O RIDING A PAN IT A OION BAKO MIR
135,TWO CHILDREN ARE PRACTICING USING THE POTTY NEXT TO EACH OTHER,A CHOLDEN ATDIK SNOW IN TE RO IIN TOALETEN
136,A MAN IN A WET SUIT RIDING A WAVE ON A SURF BOARD, AAN ARBAON RIDING A BOAV NEX TER IN E WATER
137,THERE IS A MALE SURFER THAT IS RIDING IN THE WAVE,A GIDE ON A MOLE SURFBOARDIN RIDING A DOI AVER
138,A MAN ON A SURF BOARD RIDES A WAVE,A MAN IN WHITE SURF BOARDING A ROCKER WAVE ON WATER
139,A SURFER IN THE OCEAN ON THE CREST OF A WAVE,A SURFER IN THE OCEAN AR CRESTING THEI WAVES
140,A MAN THAT IS ON A SURFBOARD IN THE WATER,O MAN IN TE VI ARE IN A BOWL IN 
141,A TEDDY BEAR SITS BY A KEYBOARDS AND MICROPHONE,A TEDDY BEAR SITS AROUNASIN ON N AN U O
142,STUFFED BEAR WEARING GLASSES WITH ELECTRONIC AUDIO EQUIPMENT,ASTOFTON BEAR WEARING EYES AND AN ELECTRONIC OL OINROS
143,A TEDDY BEAR THAT IS DRESS IN GLASSES AND IS LISTENING TO AN IPOD,ABAUT AAL OIN I SEVEAL LARDUAL SKIOS IS PIZZA ON UMER
144,A VERY CUTE TEDDY BEAR WITH GLASSES AND SOME ITEMS,A GROUP OF WOMAN IN A YEO A AN AON ACAN FON A FENCE
145,A STUFFED BEAR A KEYBOARD AN IPOD AND MICROPHONE,A SEFFE BEAR ONA BOAT WATER IN A CAI I MAL WATCING  AN IT
146,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS A FIREPLACE,A DINNER TABLE WITH FOUR CHAIRS INTO HUTTED ON IT SIER BY A BORSH
147,A DINING ROOM WITH SOME PLANTS ARE SEEN,A BAN ANDA GASOME KIDS ARE SITTING
148,A FIREPLACE AND DINING TABLE IN A DINING ROOM,A CI ANI IN A BAON DOWNE A
149,A WOODEN TABLE WITH FOUR WOODEN CHAIRS IN FRONT OF TWO WINDOWS,WMAN TABLE IN OP O ANIN CHAIRSTICEF TWO YONHAS
150,A ROOM WITH PLANTS ON LITTLE TABLES BY THE WINDOWS,A DIFFERNT CARE LANES AN A LIVING ROOM WITANER
151,A STATUE DEPICTING A BEAR BREAKING INTO A CAR,A STATUE POTTING A BEAR GRAPG INTO A FO
152,A MAN POSES WITH A PICTURE OF A BEAR AND A CAR,AN OLDFILED ANTIQUE BEDISII INA PICTURE IN A MERLO AN AAVE
153,A STATUE OF A BEAR ON A CAR USED AS A WARNING ABOUT THE BEARS,AAO PHOTE OF PEOPLE RI IINGAISTE A ORNOF AN AN ATN TABE
154,YES BEARS CAN RIP OPEN CARS AND HURT THE OCCUPANTS,A MAN SWARES HEAD INAN MOPEN FAS LIVING ROOMLA EFONTE OF A POLE
155,A STATUE OF A LARGE BROWN BEAR TEARING OFF A CARS DOOR,BATAN A LARGE COT OVERNDIRTEN ATTOP IIN ARA IN WATE
156,TWO MEN JUMPING UP TO HEAD A SOCCER BALL,IMA O MAN DIIN IN A ONE HOIN
157,A CLOSE UP OF TWO PEOPLE PLAYING SOCCER,SOMA ANA CASIN OI OPLYING A SILVER OON
158,SOCCER PLAYERS TRY TO GAIN POSSESSION OF THE BALL, SOCCER PAR IS TRYING TO TAN A POSITIONLA BAT ON E ROAD
159,A MAN HITTING A SOCCER BALL WITH HIS HEAD,A MAN WITING A SOCCER BALL AT HIS LEG
160,TWO OPPONENTS ARE PLAYING DURING A SOCCOR GAME,TWO PONUTS ARE HANGING ON TE SOMEON IRA OTPAN
161,WE SEE A DOUBLE DECKER BUS WIT A COMPARTMENT IN THE SIDE,SO BA IN AO ON TE SURF AROUN A WI
162,A DOUBLEDECKER BUS TURNED IN TO A TRAVELING SHOWCASE FOR A UNIVERSITY,A DOUBLE DECKER BUS TURING THE INAN TAPERIT SHOWCASE READY FOR ASY
163,A DOUBLE DECKER BUS SITTING ON A GREEN FIELD,A GOUP DECTER BOADS SITTING ON  DO TOGETHER
164,A DOUBLEDECKER BUS IS PARKED IN A LARGE FIELD,A BA OF AE ARA O TABOUSE NEX TO
165,A NORTHUMBRIA BUS IS PARKED IN A FIELD,OMAN OS IN A CI WITH ER HADET OON
166,A DESK WITH TWO COMPUTER SCREENS AND A CECIL COOPER BOBBLE HEAD,A DESKA WITH TO COMPUTER STREENS TH SIX PEOPLE WALKING INARO
167,A CLOSE OF A BOBBLE HEAD DOLL WITH A COMPUTER IN THE BACKGROUND,AACLOCK AND LOWER HYDRAWN A TE A AN O
168,A BOBBLE HEAD BASEBALL FIGURINE ON A DESK,ALLPAT BASI ONTOBA IN A IN BA SE
169,A BOBBLE HEAD IS SHOWN NEXT TO COMPUTER SCREENS,A ARA MOTE PATIR SHOW NEXT TO THE IOCA SI OERA MOT
170,A BASEBALL PLAYER BOBBLE HEAD NEXT TO TWO COMPUTER MONITORS ON A DESK,A BASEBALL PLAYER ROTI BED NEXT TO TWO COMPUTER ONINGERS ON A FESTIVA
171,A FIELD WITH VARIOUS WILDLIFE AND TREES IN THE BACKGROUND,A MAN WITH VARIOUS LONG OGAN TREES IN THE BAWN ONROAD
172,ZEBRAS AND WORT HOGS LIVING TOGETHER ON THE PLAINS,A MAN AING DOIT OIN O O A O
173,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES,A DORT OP A GROUP OF ZEBRAS IN A FIELD BY SOME TREES
174,MANY ANIMALS IN A FIELD WITH TREES AND BUSHES IN THE BACKGROUND,O BAN ANMARS AND PEOPLE ARE GRAZED OA I EAGROUD
175,THE GROUP OF ZEBRAS ARE IN THE FIELD,A GIRL IND TO ZEBRAS ARE AN ED ON E FILD
176,A GROUP OF WOMEN RUNNING AFTER A SOCCER BALL,AGROOM OF BIDIN LOVING OUT O THE SHOT  A RATRAN
177,GIRLS FACE TO A SOCCER BALL DURING A GAME,A WAMAN ANIN E FI IN AO ON
178,YOUNG FEMALES PLAYING SOCCER ON A GREEN SOCCER FIELD,PARTOF YOUNG ZEMAS ARFIN SOCCER ON GREN OER DAT
179,A SOCCER GAME WHERE A GIRL IN WHITE IS DRIBBLING AHEAD OF THE GIRL IN BLUE,A OYER ANAL ARE BHINDA IIN IN ARE OF COTEN RA I AN AA
180,A GROUP OF WOMEN PLAYING A GAME OF SOCCER ON FIELD,A GIPEPARING OAON HOTER SOCCER BALL NEAR A AO LIGT
181,A WOMAN IN WHITE SHIRT HOLDING UP A CELLPHONE,A WOMAN IN GERDIN SHIRTS O INA L OR E PON
182,A WOMAN HOLDING A HELLO KITTY PHONE ON HER HANDS,A WOMAN WALKING AING INA OT OIN A
183,A WOMAN HOLDS UP HER PHONE IN FRONT OF HER FACE,A WOMAN HOLDS HER PHONE IN FRONT OF HER FACE
184,A WOMAN CHECKING HER CELL PHONE WITH A HELLO KITTY CASE, OINA OBA AWADA  DO TAN EXTO E BAT
185,THE ASIAN GIRL IS HOLDING HER MISS KITTY PHONE,AGESAN VERARA RAUDIN ER SKILE ANO COS
186,A BATHROOM WITH BLUE WALLS AND WHITE TILES,EAL BATHREME IN A WAG HONIN A TUBE ON
187,A BATHROOM WITH BLUE AND WHITE WALLS, AN A BATHROOM OM WITH O BROLES
188,AN EMPTY BATHROOM WITH BLUE WALLS ON THE LIGHTS ON,AN EMPTY LOTO OINA BASIN A NIC O
189,A WHITE BATHROOM SINK SITTING UNDER A BATHROOM WINDOW,A FOR BROWN SI SITTING UNDER A RED WATER
190,A SMALL BATHROOM WITH AN OPEN DESIGN CONCEPT,A SMALL BALL ON ERFU WATER PACES ON A PIECE OF BA
191,A PICTURE FOR RENTALS WITH TWO WOMEN WALKING UP TO THEM,A POPOF A PIZZAS RESROM IN A BOWL AE N
192,BEACH GOERS SET UP UMBRELLAS NEXT TO RENTAL SIGNS WHILE A COP WATCHES,A BRU TRUCK IT SIVEN UMBRELLAS ALL SUIN E SIN N E CAA
193,A GROUP OF PEOPLE HANDING OUT WITH LAWN CHAIRS UNDER TWO COLORFUL UMBRELLAS,A GROUP OF PEOPLE STANDNAR A RODING ONE O A UMBRELLA N ALAROR
194,TWO WOMEN TALK AT A BEACH RENTAL KIOSK,TWO ORANGEWALK AT A BEACH TRAK N KING ON TE SIDE
195,PEOPLE STANDING NEAR A GUARD IN FRONT OF A RENTAL STORE, BUS ANDING NEAR A EPAN ON ONER IT AI BO
196,A BIRD IS SITTING ON A BOWL OF BIRDSEED,A ITTLE ZEBRA IS SITTING ON THE BIDEN NICE MOTE ER
197,A BLUE BIRD SITTING ON TOP OF A BOWL OF SEED, PEOPLE INTESING A KIND OF BELLAA
198,A BIRD WITH ITS RING SPAN SITTING ON A BOWL WITH FEED IN IT,THERE ARE BOTS ANY SKINNER A SIING OUT ON A BON IN RON
199,A BLUE BLACK AND WHITE BIRD A BOWL OF BIRDSEED,AA OAIN OAN AINFOIN IN THE SNOW
200,A BIRD WITH OUTSTRETCHED BLUE WINGS IS SITTING ON SOME BIRD FEEDER,A COW STANDS INA ROADWAYS IS SITTING ON SOME O RANIA WAT
