Index,Reference,Hypothesis
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,A HOS I IMETSOME OS TGRASS IN
16,A MAN ON SKIS FLY THROUGH THE SKY,IDO MN SKI MARING FLIDNG THROUGH THE SKY NE PARK
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,A SKIER TAKES OFF DOWN HE SKI INE MONTN
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,MA ELEPANTS ON ALAIIN O A AN ON A AA O
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,THE SKIER HAS FINING VIEW FROM A TEREI AN ON  HILL BORD
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN ING HOTHER IN THE BAR WILE UIN A RIN OVE EAT
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER IN HITOGRAPHIT STANDS AT THE PLAY WHERITA CATCHER IN  POSITION IT  CAS A HIT
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,ERAN A MAN SITTING BOARDNE ON ALOAOO OIO II A KITCHEN
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,A MAN ITIMATING ON THE BEACH TO BE WATE
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEBALL PLAYER REROCHERS BAT AND PLAT SOM BAME NAN I SHOLD
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A ASY OLDER AR WITH A MAN OVING ANA ININ BLASSAN
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,A TELEDITON PLAIN IN A LIVING ROOM WHILOIN AND OTHER WASH
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO FRIENDS POPING A UGE AR RIDING ON DOWNTE FED
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,TWO POPE TOY AR ALOWN BILDING TILE BY OPLE
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF OBL STANDING IN A ROOM LING FOM AON ESORD
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,TOEAGE A ZFOR A ANTO COE IMTER IS PLAIN I OO MOTORCYCLE
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A GIRL AN WOKAN RIGHTLY IN A LINEOF DON
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A BEAR WALKING UNERO TANDE IN A LAR DAY
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A BLUE SMALL INSIDE OF CAES WITH A VE
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,UBER WATEN STY ERIII A A ON E TORA
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A WHITE AND WITE ROIT A II TABLE AN AO SHAPER
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK, ANTOS OF AN UMAN DON PLAYING WITH AANVE 
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,A FARGE ELEPANTIN TRAN WITH AMAN GO NAR AREA
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,A OMLA RO TOGETER TOGETHER IN RAN
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,ADULT IN A LAGROM IN A MOADIT OTUMBRELLA
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,A BABY DOG  PLAY OT OTOF A BAD A ARBOL
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,A TROCK SHAW ON INTO APLE SITTIN ON A BORTWATR
42,A CLOCK THAT LOOKS LIKE AN APPLE A PENGUIN AND A POTTED PLANT,A CLOCKDEGER OF A NIGHTA CAOLE IT A HANDRON AND A TOILET HATC
43,A RED APPLE WITH A CLOCK INSIDE OF IT, MAN ANPO JOTING UTEN IN AL WATER
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,TO ON O ON A SATEBOARD ARKEN A BAA
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE,LDIN PLASTIC APLE ANA BO NAR RAPTOVE SAUCE
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH,A HORSE IS PATIN OUP O A ACYC TOPOF AN ENPAN SI
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER,FE PEOPLE ON HORSES RACE TOGETHER
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,A BIG OLO OCES RID AE INO
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH,ANE HORSES ARE GRACING EACH OTHER MOUNDAN MAKE SHOW IN A FIELD
50,A BLACK AND WHITE PHOTO OF JOCKEYS RIDING THEIR HORSES,A ON POPE AE OTA A ARE AD ATADON HORSES
51,A PASSENGER TRAIN MOVING DOWN THE TRAIN ON A BRIDGE,A O ALIT PIN A DIE ARONA MARELINE
52,A LARGE LONG TRAIN ON A STEEL TRACK,A LARGE WATEN RIDING N AIIN CAREN TOD
53,A TRAIN THAT IS ON A RAIL OVER A BRIDGE,A TRAIN THAT IS ON A RAILIN FON A FRIJ
54,A TRAIN ON TOP OF AN OVERPASS BRIDGE SET OF TRAIN TRACKS WITH FIELDS ON BOTH SIDE,A TRAIN OR TOP ANING ON A PA ORSETAN OTHER TRAINER ATA ARIDEA TRANFORM
55,TRAIN MOVING ALONG RAISED TRACKS WITH MOUNTAIN IN BACKGROUND,A TRAIN MOVING A WALL RAIN ROAD IN H LOL OA BUILDING
56,A TEDDY BEAR SITTING IN FRONT OF A PILE OF BOXES,ABATO PLAYER IN A PAO ON A O I
57,A TEDDY BEAR NEXT TO FOUR BOXES ON THE FLOOR,A BAN CONTAINU A BUNCH TO WO BAXES ON A FIELD
58,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF MANY BOXES,VERY LARGE GANANINA BI ARON TAMA WALK
59,A TEDDY BEAR IS SITTING IN FRONT A GROUP OF BOXES,TEDDY BEAR SITTING ON O ONE GAS IN SHURP O O
60,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES,A AT ON VESE TOBE PAA SIRTIN NEXTO SOME PROVINCES
61,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVE,AN OLNEPEN  A E AR TOWN  AAONE RAIL
62,A SEAGULL STANDING NEAR THE OCEAN ON THE SAND,ZEGULLS IN THE GROUND OF ERATE SONE INE WA
63,A SEAGULL STANDING ON THE SAND NEAR THE WATER,A SEAPTE SAND ALOT O SANDOIN AN AIRPOR
64,THE BIG BIRD IS STANDING ON THE BEACH BY THE WATER,OBOO INBEHIND BOGES ANKD ON A BELLON TOP
65,A SEAGULL STANDING ON THE SAND OF A BEACH,ZEBRAS TANDING ON THE SIDEWAL ON EAC
66,A BUS FULL OF HAPPY TOURISTS DRIVES DOWN THE STREET, CROSSBOR TRAVIN O A OERA UNDER A IR
67,DOUBLE DECKER BUS WITH PEOPLE ON THE TOP FLOOR ON ROAD,OTOBA ONA RIDING AMONE OVERWAY IN  WATER
68,A DOUBLE DECKER BUS WITH PEOPLE WAVING FROM THE TOP,ABORD OIN AE ASWAS ON A GON
69,A DOUBLE DECKER BUS DRIVING DOWN A STREET,A DOUBLE DECBRELLA SVIVING DOWN A SNOW ORWATER
70,RED DOUBLE DECKER BUS WITH PEOPLE STANDING ON TOP,A YOUNG ANIN A BASKET HA IS STANDING ON TOP
71,A MAN LEANING HIS MOUTH DOWN TO A PLATE THAT HAS A SANDWICH ON IT AND A BLUE WATER BOTTLE BEHIND IT,A WONG MAN WITING DAN ON  UNER II A ANITO INA ON A
72,A MAN TAKING A BITE OF A SANDWICH WITHOUT USING HIS HANDS,A MAN DINKING OUT OF A SETE  LOT O ONIS HANGING
73,A MAN EATING A SANDWICH OFF OF A WHITE PLATE,A MON SANDWICH TOP OF AMICO A BO
74,A SMILING GUY STICKING HIS FACE NEAR A BIG SANDWICH,Y SMILING GUY INCOSS BACIN ROOM WITH SANWIS ON E O
75,WITHOUT USING HANDS A MAN TRIES TO BITE A PAIR OF SANDWICHES,AIN REDWAN IN MAN APPOPAN WIT TRAINS TIRATONOER ZENICES
76,A HUSKY STANDS BY AS A SKIER STANDS THERE,A  ELEPHNI PAYING ITA A CALLER SIIN DAN
77,A PERSON ON SOME SKIS AND A DOG IN THE SNOW, LIVING ROOM FISBE A ELOW O I IN A SURF
78,A MAN ON SKIS WITH A DOG NEXT TO HIM,A GROUP OF MEN ON SKIS INA WILE NEXT COMPUTER
79,A MAN ON SNOW SKIS WITH HIS DOG,A MANON SINI HADER N ONT O A
80,A PERSON RIDING SKIS ON TOP OF A SNOW COVERED SLOPE NEAR A DOG,A PERSON HOLDS AWASS ON TOP OF A SNOW COVERED SIMOR ANWEAR A YOG
81,A GIRAFFE REACHING UP TO SOME TREE BRANCHES, AINJOR AVE INA ARTE RA ROMIN THE CONTER
82,A GIRAFFE STANDING UNDER A LEAF FILLED TREE,ANILALS IN LAAR FINGANE WATER AIN AA
83,THE GIRAFFE EXTENDS UPWARD WHILE EATING FROM THE BRANCHES OF A TREE,THE GIRAFFEISIIN LOKS  O RD WHILE  YONG UMBRELLA RANGES ABOV E TEE
84,A GIRAFFE THAT IS STANDING IN THE GRASS, ARIIRAFAN STANDING ON A GRAND
85,A TALL GIRAFFE STRETCHES TO REACH HIGH LEAVES ON A TREE,A TAD AND RAFS STRIPED ITOTS MATTE ON A TOIETR
86,THE PALACE OF WESTMINSTER FEATURING ELIZABETH TOWER THAT HOLDS BIG BEN,E COWER NEAR RO  AN TREEN EA CLOUE O AN BAN
87,A BRIDGE NEXT TO A TALL BUILDING AND THE BIG BEN TOWER,A RI UP NEXT TTO AN OLDOLDIN VAO GAME ARAN TOWER
88,A CASTLE IS SHOWN ON THE WATER NEXT TO A BRIDGE,A CASEET IS SHOWN ALONG THE BUILDEX TO A LARGE RACK
89,AN OLD CLOCK TOWER STANDS NEAR A BRIDGE AND OTHER LARGE OLD MEDIEVAL TYPE STRUCTURES,ANBOY OCK TOWER TAD NARY AR AND OTER LARGE LAGE VIDIIE ARO
90,THE BIG BEN CLOCK TOWER TOWERING OVER THE CITY OF LONDON,A BIG CLOCK TOWER IN  A AR O SITTING AO TO
91,MAN RELAXING NEAR A TRAIL CLOSED SIGN ON THE GROUND,NAOL BISE IN GARDEN IL IARO IN A RON BI
92,A MAN SITTING ON A WALL NEXT TO WATER NEXT TO A BARRIER,A MAN SITTING ON A BOLL NEXT TO WATER NEXT TO HIM
93,A MAN WITH HIS SHIRT OFF SITTING BY THE SHORELINE SUNNING HIMSELF,A MAN WITH A SHIRT SITTING BY A SCREEN AND SUNNY ANSET
94,A SIGN LAYING ON A LUSH GREEN FIELD NEAR A BODY OF WATER,A SIGN ARANA BOT DESTRIVES A CAS OE AI
95,A MAN WHO IS SITTING DOWN NEXT TO A BODY OF WATER,AAN WITH A SELI NEXT TO A ARDA A WALKED AOND
96,A PHOTO TAKEN FROM A CAR LOOKING AT A SKATEBOARDER ON THE SIDE OF THE ROAD,AORA OE AN CORN OFTE ROAD ABES ON A IE DRIV
97,A ROAD FILLED WITH CARS IN A DESERT,A VIWAY OF YOLLOW PANS AN CROSSEI
98,A MAN WALKING DOWN A STREET NEXT TO A ROAD FILLED WITH CARS,REEN WOMAN WOLE INAG A EXTERIORONA ODIN ANAN ONOE
99,VIEW FROM INSIDE OF A CAR OF CARS ON ROAD AND A MAN ON THE SIDE OF THE ROAD,MAN AN LNDING OVER I ORIS ON APANA IN A HILL IN ABORMOUN
100,MAN RIDING A SKATE BOARD TOWARDS THE TRAFFIC ON A TWO LANE ROADWAY,AMAN RIDING A SKATEBOARD TOWARDS THE TRAFFIC ONATPUA BIS PO
101,A GROUP OF PEOPLE GATHERED AROUND A TABLE FILLED WITH FOOD,A I AR UNDERROUND AG LAD IN A TR I
102,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE AROUND IT,PAT ON TABLE WI MANY POTABLES AND FOOD ON IT AND MANY PEOPLE ON AKIT
103,PEOPLE ARE LINED UP ALONG A LONG PICNIC TABLE,PEOPLE RING UNDIR ALONE INO WILE A PICNIC TABLE
104,GATHERING OF PEOPLE DISHING OUT FOOD SET ON A LONG TABLE WITH CHECKERED TABLECLOTH,AN AVVERSAN IWATER ANI AN MOTIN ALONE WALL AT A STAWIT ARRITOR AN A ONI
105,A GROUP OF PEOPLE EATING FOOD AT AN OUTDOOR PICINIC,A GROUP OF PEOPLE EATING FOOD AT A OUTEREA
106,A CAT LAYING ON A TOILET SEAT WITH ITS PAWS INSIDE,IT A HALF LING DOWN ONA AO WIH A WALLEIN
107,A BLACK AND GRAY CAT IS SITTING ON A TOILET,A BLACK AND GRAY HAT IS SITTING ON DOOR IN RELLA
108,A CAT SITTING ON THE EDGE OF THE TOILET LOOKING TOWARD THE OPEN BATHROOM DOOR,MAT SITTING ON ON ON TOR AT APAR TO LAN E WIE O AOTE
109,A CAT SITS ON THE EDGE OF A TOILET,A MA CAT WATING FON TE RAL ON THE ROAD
110,A CAT IS LAYING ON A TOILET SEAT,A WAK AOF PEOPLE AN E AIA
111,A CAT SITS ON TOP OF A TOILET BOWL,A BLACK BOT AWING A YOUNG GIRL I PA TOA AN
112,A SMALL CAT SITS PERCHED ON THE BACK OF A TOILET,A MAN SEVERAL SANDBACH ONA A HAD A WAT A ONIN AODEN 
113,A CAT SITTING ON THE BACK OF A TOILET BOWL WITH NO TANK,A CAT SITING THE BACK OF A DOG OIN O OIN AEON
114,A SMALL CAT SITS ON TOP OF A WHITE TOILET MISSING ITS SEAT IN A BATHROOM, DOG ANALIN A TROPIC LATOA LIVING O WAVE WIINA BATTERO AR
115,A CAT SITTING ON A TOILET IN A BATHROOM,A CAT SAYING ON HER HED IT AA BD
116,AN ANGLED SHOT OF A FULLY STOCKED KITCHEN WITH WOODEN CABINETS,ONPIP ONA HOT OF POTA IN TE CORNER A LITE COUNTER
117,AN OPEN KITCHEN IS SHOWN WITH LIGHT BROWN CABINETS,A MARR IN BEHIND A KITCHEN IS SHOWNI LITE OUNE DEN
118,SOME WOOD CABINETS IN A LARGE HOME KITCHEN,A OLD CABINAT WITAER LARGE ANMEAL KITCHEN
119,A KITCHEN WITH A SINK DISHWASHER AND MICROWAVE OVEE,A KITCHEN SANDWICH  A DISHWASH TABLE AND ETO OE WA
120,A KITCHEN FILLED WITH WOODEN CABINETS AND A MICROWAVE OVEN,A KITCHEN PLAN WITA ANE MIRROR AOO
121,A BUNCH OF FRUIT SITS IN FRONT OF A PORTRAIT,ATONA WOMAN SITS IDON IN A WIDA WAT
122,SOME ART WORK WITH A MAN WITH A HAT ON AND SOME FRUIT IN A BOWL,SEVERAL ON MAN ITH A HAT AN WINDOSIN
123,A PAINTING OF A MAN SMILING BEHIND A TABLE WITH FRUIT, DINK AN WINE ON SAIN AA TOTE RIKIO
124,A PAINTING OF A BOWL OF FRUIT SITTING IN FRONT OF ANOTHER PAINTING,AEIN IN A BRIDG A A BON O
125,THIS IS A STILL LIFE OF FRUIT AND AN OLD MAN,A SPIS ASTIIN A MATHROM ON IT ON A WA
126,A LITTLE GIRL IS HOLDING ON TO A HAIR BRUSH,A HURVY BALS FOVING DOWN ESIDE OAO
127,A BABY GIRL IS HOLDING A PINK BRUSH AS SHE SCRATCHES HER HEAD,A BABBY GIRL IS HODING A A BAR SOR SHE SCATCHES HER MOUT
128,A YOUNG GIRL COMBING HER HAIR WITH A PINK COMB,EAR AON RID IN OA AR  IN A ON
129,A GIRL GRABS HER HAIR AND HOLDS ONTO HER HAIRBRUSH,A MIRD PASSING INE WALL WITH A AA PAN
130,THE YOUNG GIRL IS BRUSHING HER HAIR,A WOMAN IS GRACING HE CAN WITH E WET OEDOR
131,TWO BABIES SITTING ON THEIR POTTIES IN THE BATHROOM,A ZOMA BAS SITTING UN ER TOEIDE AN  APEN BY E WAT
132,TWO NAKED BABIES ON TRAINING TOILETS IN A BATHROOM,A RITA ANA I OA GREE IL OMEN IN A BACKPARK
133,A SET OF TWINS WHO ARE TAKING A BATH,A SURFER TO SHIKER ANDING BATAN N E ON ON O BED
134,A COUPLE OF LITTLE GIRLS SITTING NEXT TO EACH OTHER IN A BATHROOM,A LITTLE BAL DON ANDING IR A ROL AN  SNOWBAPARK
135,TWO CHILDREN ARE PRACTICING USING THE POTTY NEXT TO EACH OTHER,A O IAA OI AI AN NEXT TO A WOMAN TO ACH OTE
136,A MAN IN A WET SUIT RIDING A WAVE ON A SURF BOARD,A YOUNG MAN ATSAN RIDING AWAV ON A SURFIRARD
137,THERE IS A MALE SURFER THAT IS RIDING IN THE WAVE,A MAN A WAL SURFING OL BY WANER ONA
138,A MAN ON A SURF BOARD RIDES A WAVE,A MANNALING A SURDBOR EARRINE A I O
139,A SURFER IN THE OCEAN ON THE CREST OF A WAVE,A SURFER IN THE OCEAN WIT FRICT TOER WAVES
140,A MAN THAT IS ON A SURFBOARD IN THE WATER,A MAN OF WATERS OR TIRTE IN A 
141,A TEDDY BEAR SITS BY A KEYBOARDS AND MICROPHONE,A BLACK TOILER SITS ARE ON BODS ANI A BALL
142,STUFFED BEAR WEARING GLASSES WITH ELECTRONIC AUDIO EQUIPMENT,TOP MAN WEARING GLAS ININ TE LIGHTE ON A AT NEAR A
143,A TEDDY BEAR THAT IS DRESS IN GLASSES AND IS LISTENING TO AN IPOD,BATHROOM AND A YELLOW ATAS DRESSED IN AAS ANANTES INCAI ON IE AIN
144,A VERY CUTE TEDDY BEAR WITH GLASSES AND SOME ITEMS, OM ONAN THREE A O AN CHIN ER OIS
145,A STUFFED BEAR A KEYBOARD AN IPOD AND MICROPHONE,OA STUFFED IN AIRAI WERING E HOT O A YNOR BA
146,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS A FIREPLACE,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED GLANTS AND WIREBAC
147,A DINING ROOM WITH SOME PLANTS ARE SEEN,A DINING ROO WITH SOME PLANTS OR SELL
148,A FIREPLACE AND DINING TABLE IN A DINING ROOM,A MARBOR LAYING ON HED WHILE OT A YOUNG MA
149,A WOODEN TABLE WITH FOUR WOODEN CHAIRS IN FRONT OF TWO WINDOWS,AN WODEN TABLE FOLLE OF GREEN CHAIRS IN FRONT TEA SO
150,A ROOM WITH PLANTS ON LITTLE TABLES BY THE WINDOWS,A DELT LAN ON A ROA IN ASIDE A BOAT
151,A STATUE DEPICTING A BEAR BREAKING INTO A CAR,A STATUE PREFICTING A BEAR THE GRAZING ENTEON THE OFOFE BA
152,A MAN POSES WITH A PICTURE OF A BEAR AND A CAR,A MAN BANON TIE BRUSHRIN A A IKIN ONA O
153,A STATUE OF A BEAR ON A CAR USED AS A WARNING ABOUT THE BEARS,A ITALTA IT PARTIBO AN O AY STYLE RININ OIN A A ANA ONP
154,YES BEARS CAN RIP OPEN CARS AND HURT THE OCCUPANTS,MANSPARES CARRYING E BOLAN CARS NEAR ARMAON FENCE  RAIN
155,A STATUE OF A LARGE BROWN BEAR TEARING OFF A CARS DOOR,OROF IR IARAINON IA TI AR ON A WALL
156,TWO MEN JUMPING UP TO HEAD A SOCCER BALL,A MADE PAN IING BI IIN MOTORSOCO
157,A CLOSE UP OF TWO PEOPLE PLAYING SOCCER,AIN A PLATE OF TON DING YE WAVE
158,SOCCER PLAYERS TRY TO GAIN POSSESSION OF THE BALL,SOME ON IIMALS DRIVE TO GA ASITIONA O IN A RAA
159,A MAN HITTING A SOCCER BALL WITH HIS HEAD,A MAN HOLDING A SOCCER BALL WITH A FISBA INE OT
160,TWO OPPONENTS ARE PLAYING DURING A SOCCOR GAME,AETOIC BURNETS WIR CLANDURING HA SOCCER BALL IN  DERAT
161,WE SEE A DOUBLE DECKER BUS WIT A COMPARTMENT IN THE SIDE,IA STTING ON E A E BAS I ONA O KICHEN
162,A DOUBLEDECKER BUS TURNED IN TO A TRAVELING SHOWCASE FOR A UNIVERSITY,A DOUBLE DECKER BUS STIRRING THE INTERTWO TRAVELIN CORING ISPREA ON SID
163,A DOUBLE DECKER BUS SITTING ON A GREEN FIELD,EEA HALF OF A MUL SITTING ON A RI MIELD
164,A DOUBLEDECKER BUS IS PARKED IN A LARGE FIELD,A DEVLE DEMTYR BUS IS PARKED IN A LARGE FI
165,A NORTHUMBRIA BUS IS PARKED IN A FIELD,TOTAS A WAE OUTSID A ROAD PARK 
166,A DESK WITH TWO COMPUTER SCREENS AND A CECIL COOPER BOBBLE HEAD, UNDINSIDE ARTUPEN PESA IS PO SY SOME PEOPLE WATER O
167,A CLOSE OF A BOBBLE HEAD DOLL WITH A COMPUTER IN THE BACKGROUND,THREE FOWS ITH A FIELDOF OTE IREONA OE I A ONA
168,A BOBBLE HEAD BASEBALL FIGURINE ON A DESK,A LITTL TALLIN MA AS WALKON IN CONTOF A STOT
169,A BOBBLE HEAD IS SHOWN NEXT TO COMPUTER SCREENS,A DOPER POER SITTING NEXT TO TWO DITERS AN PTISA IN A PARD
170,A BASEBALL PLAYER BOBBLE HEAD NEXT TO TWO COMPUTER MONITORS ON A DESK,A BASEBALL PLAYER ABOVE E PED NEXT TO TWO COMPUTER MONITORS ON A MESSA
171,A FIELD WITH VARIOUS WILDLIFE AND TREES IN THE BACKGROUND,DOLDEN AR HOLGD UP VARIOS ALONG WHILE ENTREES IN TEIR BANO
172,ZEBRAS AND WORT HOGS LIVING TOGETHER ON THE PLAINS,A HORD HOLDING A AXIN BOTTE OF WIN IN I WAL
173,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES,A GROUP OF ZEBRAS IN A FIELD O SOME TREES
174,MANY ANIMALS IN A FIELD WITH TREES AND BUSHES IN THE BACKGROUND,WORDYN ANIMALS AND HADESHOL MANE SHOW IN THE BACKGROUNDS
175,THE GROUP OF ZEBRAS ARE IN THE FIELD,THERO OF ZINRAS ARE AYIN A HAF
176,A GROUP OF WOMEN RUNNING AFTER A SOCCER BALL,A MAN INS RUNNING AFTER HIS SOCCER BALL OUT IR
177,GIRLS FACE TO A SOCCER BALL DURING A GAME,A LASS BAS TOA OTID FLOWER OVER A 
178,YOUNG FEMALES PLAYING SOCCER ON A GREEN SOCCER FIELD,O MASIN COCI AND SOCCER ONER RADING SOCCAGIES ON PAT
179,A SOCCER GAME WHERE A GIRL IN WHITE IS DRIBBLING AHEAD OF THE GIRL IN BLUE,A BUSAS PA INA ILE GIRL IN TOP OF A RA IINA ARABY WING
180,A GROUP OF WOMEN PLAYING A GAME OF SOCCER ON FIELD,A GOL GOR ON A POTE SID OIN A ESTI
181,A WOMAN IN WHITE SHIRT HOLDING UP A CELLPHONE,A MAN IN WHITE SHILDREN A FIN Y A TRI
182,A WOMAN HOLDING A HELLO KITTY PHONE ON HER HANDS,A OF OLE PAY WITH A AO O SI
183,A WOMAN HOLDS UP HER PHONE IN FRONT OF HER FACE,A WOMAN HOLDS HER PHONE IN FRONT OF A FENCE 
184,A WOMAN CHECKING HER CELL PHONE WITH A HELLO KITTY CASE,A WORMAN IDIN A OO ONONA TABLE HODING O  AI
185,THE ASIAN GIRL IS HOLDING HER MISS KITTY PHONE,A OT MANISA GAN INAWAI ATONSIA RA
186,A BATHROOM WITH BLUE WALLS AND WHITE TILES,A GASS O IT WIN  AOAAN AE
187,A BATHROOM WITH BLUE AND WHITE WALLS,WOMAN ON A BOUNTIN I EROR IN E WALS
188,AN EMPTY BATHROOM WITH BLUE WALLS ON THE LIGHTS ON,A AININ PASICTE WISIN RIT IPO
189,A WHITE BATHROOM SINK SITTING UNDER A BATHROOM WINDOW,A POTOWIT MEN WOLSIN WIL SITTING UNDER A BATHROOM MIRDEW
190,A SMALL BATHROOM WITH AN OPEN DESIGN CONCEPT,A SMALL BOLT IN THE WATER INTATBAS IS AON A WISBER
191,A PICTURE FOR RENTALS WITH TWO WOMEN WALKING UP TO THEM,A FIGIA AOE TO WINE WAKIN ONTE O ROD
192,BEACH GOERS SET UP UMBRELLAS NEXT TO RENTAL SIGNS WHILE A COP WATCHES,TO IT SOME UYELLO OSERI OTINIINE WALK ASIDY UMBRELLA
193,A GROUP OF PEOPLE HANDING OUT WITH LAWN CHAIRS UNDER TWO COLORFUL UMBRELLAS,A GROUP OF PEOPLE IN A YANROM WITH A OINITABL OA N A BA A
194,TWO WOMEN TALK AT A BEACH RENTAL KIOSK,TWO WOMEN TALK ATABI DRINK PATING ON A SKATEBOARD
195,PEOPLE STANDING NEAR A GUARD IN FRONT OF A RENTAL STORE,A A ITTE DOLL SADING NEARA DOG WIN AOING OINO
196,A BIRD IS SITTING ON A BOWL OF BIRDSEED,O PAPRON IS LOOKING AT I OM EER TIABENC
197,A BLUE BIRD SITTING ON TOP OF A BOWL OF SEED,PEOPLE PLAYING IN E BA VIDEO GAME
198,A BIRD WITH ITS RING SPAN SITTING ON A BOWL WITH FEED IN IT,A BID WITH ITS WING SPAN AN SILVER A FO IN IO
199,A BLUE BLACK AND WHITE BIRD A BOWL OF BIRDSEED,ABIRDAN DAR IN YEL BT AEA IN THE SINK
200,A BIRD WITH OUTSTRETCHED BLUE WINGS IS SITTING ON SOME BIRD FEEDER,A OER OL ANGE WIO GLAZES SITTING ON SOER TAN
201,A GUY SLIDING TO A BASE IN BASEBALL,LI IE PADI ON OEN TREES ITIN OI RO A
