Index,Reference,Hypothesis
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE, PLASTIC OW LI ON INE I WRITE TABLE SAUCE
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH,A HORSES PEAPING OUNO A RACOL JOMPING A MOUNTN BEHIND I
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER,FOU PEOPLE ON HORSES RACE TOGETHER
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,THRE YOUNGAR ROUCES A RID ON OTE TE WATER
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH,E HORSES ARE RACING EACH OTHER WOLKIN AOSHON INA FIELD
50,A BLACK AND WHITE PHOTO OF JOCKEYS RIDING THEIR HORSES,A ON PEOPLE AT TING IN A JUMPA ILE RIDING A TID O HORSES
51,A PASSENGER TRAIN MOVING DOWN THE TRAIN ON A BRIDGE,A RA OIGT TRA GOING DOWN THE ROAD A WIRELINESWAY
52,A LARGE LONG TRAIN ON A STEEL TRACK,A LARGE WATER RIDING N A TAN TARN INTIA
53,A TRAIN THAT IS ON A RAIL OVER A BRIDGE,A TRAIN THAT IS ON A RAIL OVER A BRIDGE
54,A TRAIN ON TOP OF AN OVERPASS BRIDGE SET OF TRAIN TRACKS WITH FIELDS ON BOTH SIDE,A TRAIN ON TOPPED ANIN OLO PANO OFGSET OF A TRAINER LAN RIAL TRACK ON
55,TRAIN MOVING ALONG RAISED TRACKS WITH MOUNTAIN IN BACKGROUND,A TRAIN MOVING ALONG RAIN RAD IN TE MO AN ONA BUILDING
56,A TEDDY BEAR SITTING IN FRONT OF A PILE OF BOXES,E BOTCE OF PAYERS IN APIAL ON A O HIG A PAT IZA
57,A TEDDY BEAR NEXT TO FOUR BOXES ON THE FLOOR,AATABE E BEXT TO WOR BOXES ON THE FIEL
58,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF MANY BOXES,TER LARGE PAANON E PAY AR ON TA BANAL WA
59,A TEDDY BEAR IS SITTING IN FRONT A GROUP OF BOXES,TEDDY BEAR SITTING OWN A YARD ONI BOX OF SHRORP BER
60,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES,A AT SOCWIGE TOBE PARAR SITTING NEXT TO SOME BOXES
61,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVE,A WATER IERSIN WAVE THAT ARE OING ATA ONE RAIL
62,A SEAGULL STANDING NEAR THE OCEAN ON THE SAND,A SIADER IS ON THE ROUND OF AN SON IN THE WATER
63,A SEAGULL STANDING ON THE SAND NEAR THE WATER,TO SEAKIRS STA OVER  SAND OUG H NAR WATER
64,THE BIG BIRD IS STANDING ON THE BEACH BY THE WATER,LOKING BEHIND BODI SKA ON AN TE BEAT
65,A SEAGULL STANDING ON THE SAND OF A BEACH,A SEABULL STANDING ON THE SANDO ER A BEACH
66,A BUS FULL OF HAPPY TOURISTS DRIVES DOWN THE STREET, ON POR TRIVING TOA ORI ENEA
67,DOUBLE DECKER BUS WITH PEOPLE ON THE TOP FLOOR ON ROAD,OATIER RIWAY ON MOE OA ROAD ON TE AR
68,A DOUBLE DECKER BUS WITH PEOPLE WAVING FROM THE TOP,ACOUBOR O AAN RID WAITN ON THE ROAD
69,A DOUBLE DECKER BUS DRIVING DOWN A STREET,A DOUBLE DECKER BUS DIVING DOWN A STREET 
70,RED DOUBLE DECKER BUS WITH PEOPLE STANDING ON TOP,AN NDELPA AN BUS I AIS STANDING ON TOP
71,A MAN LEANING HIS MOUTH DOWN TO A PLATE THAT HAS A SANDWICH ON IT AND A BLUE WATER BOTTLE BEHIND IT,A MAN LEAKING N OPDO I TABLE SIT AT A TAP IT ONABON
72,A MAN TAKING A BITE OF A SANDWICH WITHOUT USING HIS HANDS,A MAN DINKING OT OF I SETIC COT UP ON S HANGINGS
73,A MAN EATING A SANDWICH OFF OF A WHITE PLATE,A MAN WEATIN A SANDWICH TOP AND EMIT PATE BO
74,A SMILING GUY STICKING HIS FACE NEAR A BIG SANDWICH,E SMYLING GUYS IN A PICE BACEN ROOM WITH SANDCHISH ONMIL
75,WITHOUT USING HANDS A MAN TRIES TO BITE A PAIR OF SANDWICHES,ITE BAK IT IMAD A POTIN I A NEX TO PAT ON PAT OF SOMEWICHES
76,A HUSKY STANDS BY AS A SKIER STANDS THERE,A O ONA SLOP SMILING NIN HI SKOWER SNOWY DON
77,A PERSON ON SOME SKIS AND A DOG IN THE SNOW,OWOMAN FRISBEE IN SOO IF IN THE SURFBOARD
78,A MAN ON SKIS WITH A DOG NEXT TO HIM,A MAN ON SKIS KIN OFF NEXT TO A PIEL
79,A MAN ON SNOW SKIS WITH HIS DOG,A MAN ON A SNOWY SKI OING A DI  HILL
80,A PERSON RIDING SKIS ON TOP OF A SNOW COVERED SLOPE NEAR A DOG,A PERSON HOLDS WILS ONTOP OF A SNOW COVERED SITTIN NEAR A DOG
81,A GIRAFFE REACHING UP TO SOME TREE BRANCHES,ZEA GIRAFFE ANIN UP O RANA IN THE FONGR
82,A GIRAFFE STANDING UNDER A LEAF FILLED TREE,A GIRAFFE SITDING AROND A AR IN O WIE EN OE GE
83,THE GIRAFFE EXTENDS UPWARD WHILE EATING FROM THE BRANCHES OF A TREE,THE GIRAFFEEING OKSIN  DIRD ONG  UMBRELLA BRANGES AMONG THE TEE
84,A GIRAFFE THAT IS STANDING IN THE GRASS,A GIRAFFE THAT ARE STANDING IN AE GRASS FED
85,A TALL GIRAFFE STRETCHES TO REACH HIGH LEAVES ON A TREE,A DOG AN IRAFFE STRETCHED TI BEACH BEHIND AA TREEF TREE
86,THE PALACE OF WESTMINSTER FEATURING ELIZABETH TOWER THAT HOLDS BIG BEN,SO TOWER NEAR A BRUC O MANY TREEN IEE A FLOWER O A WAY
87,A BRIDGE NEXT TO A TALL BUILDING AND THE BIG BEN TOWER,A ARII UP NEXT TO AN ODLDIN ANAN ARAND TOWER
88,A CASTLE IS SHOWN ON THE WATER NEXT TO A BRIDGE,A PASA IS SHOWN ABONEF THE BID NEXT TO A LARGE TRACK
89,AN OLD CLOCK TOWER STANDS NEAR A BRIDGE AND OTHER LARGE OLD MEDIEVAL TYPE STRUCTURES,AN OLD CLOCK TOWERSTAND NEARY AREN AND UTERLARGE LARGE E CITY IGAANO
90,THE BIG BEN CLOCK TOWER TOWERING OVER THE CITY OF LONDON,A BIG CLOCK TOWER WIT A DAR OCKE STA NE TOK
91,MAN RELAXING NEAR A TRAIL CLOSED SIGN ON THE GROUND,A ARA BIDS A CARD NEAR A TO ANI IN ON DA
92,A MAN SITTING ON A WALL NEXT TO WATER NEXT TO A BARRIER,A MAN SITTING ON A LOCK NEXT TO WATER NEXT TO HIM
93,A MAN WITH HIS SHIRT OFF SITTING BY THE SHORELINE SUNNING HIMSELF,A MAN WITH A SHIRT SITTING BY A SCREEN AN SUNNY IE
94,A SIGN LAYING ON A LUSH GREEN FIELD NEAR A BODY OF WATER,A SIGN REARING A BOT DSTRIVE TO CATCH OUTOF SINROD
95,A MAN WHO IS SITTING DOWN NEXT TO A BODY OF WATER,IA SIAN NEXT TO A YARD ON I WOLKON
96,A PHOTO TAKEN FROM A CAR LOOKING AT A SKATEBOARDER ON THE SIDE OF THE ROAD,A IORAL WALDER AN A CAR ON THE ROADWAY CONXT TO TE CIT ROD
97,A ROAD FILLED WITH CARS IN A DESERT,A RIGEROY OF CA IT CAS ACROSS  STREET
98,A MAN WALKING DOWN A STREET NEXT TO A ROAD FILLED WITH CARS,TR WON OA DI TRAIN EX TO RL ON A OADAY AAN UNRADWAY
99,VIEW FROM INSIDE OF A CAR OF CARS ON ROAD AND A MAN ON THE SIDE OF THE ROAD,AN ANWIL AIN OVER WI CARIS ON COWN INY HILL WIT A INDORBALL
100,MAN RIDING A SKATE BOARD TOWARDS THE TRAFFIC ON A TWO LANE ROADWAY,MAN RIDING A SKATEBOARD TOWARDS THE TRAFFIC ON ITS BELIGT BIROD
101,A GROUP OF PEOPLE GATHERED AROUND A TABLE FILLED WITH FOOD,PPOPL IAR UNDARROUND A TABLE AT FION FOOD
102,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE AROUND IT,A LONG TABLE WITH MANY POTABLES AND FOOD ON IT AND MANY PEOPLE AR  TAMIN
103,PEOPLE ARE LINED UP ALONG A LONG PICNIC TABLE,PEOPLE AN DOR WON ILE APICNIC TABLE
104,GATHERING OF PEOPLE DISHING OUT FOOD SET ON A LONG TABLE WITH CHECKERED TABLECLOTH,AR PERSON AATERS AN AIN IN ONT OF A LARGE WALL TA I OI
105,A GROUP OF PEOPLE EATING FOOD AT AN OUTDOOR PICINIC,A GROUP OF PEOPLE EATING FOOD AT A COUCER PAIN
106,A CAT LAYING ON A TOILET SEAT WITH ITS PAWS INSIDE,A BATWID OON A MIRROOM  WITH A WALLT MIRROR
107,A BLACK AND GRAY CAT IS SITTING ON A TOILET,A BLACK AND GRAY CAT IS SITTING IN A TOILETIT ROIL
108,A CAT SITTING ON THE EDGE OF THE TOILET LOOKING TOWARD THE OPEN BATHROOM DOOR,A SITTING ONO ONA TOE TOILETATE LAING E BO I INA BOL
109,A CAT SITS ON THE EDGE OF A TOILET,A BATHROOM CATR WLAYING ON THE BALL ON THE ROOM
110,A CAT IS LAYING ON A TOILET SEAT,A WAT IRE TIT T IN AMATE O I TOIL
111,A CAT SITS ON TOP OF A TOILET BOWL,A BLACK COT DOWR IN AON WO INI TOILETN
112,A SMALL CAT SITS PERCHED ON THE BACK OF A TOILET,A MIT OT ATAGE A A HOL BED WITH BONON UPOBE
113,A CAT SITTING ON THE BACK OF A TOILET BOWL WITH NO TANK,A BATHROOM WITH A LAT OF  TOIE LAING ON O OIN I
114,A SMALL CAT SITS ON TOP OF A WHITE TOILET MISSING ITS SEAT IN A BATHROOM,A DALL CATOLD IN A TUB WANTO A LIDEN CONUTER LEAPS IEN CABEROT INO
115,A CAT SITTING ON A TOILET IN A BATHROOM,A CAT SITING ON A HOLD IT A TO OO
116,AN ANGLED SHOT OF A FULLY STOCKED KITCHEN WITH WOODEN CABINETS,ANPINK ON A SHOF OF FOR ON A TIN FORMER WIT A COUNTER
117,AN OPEN KITCHEN IS SHOWN WITH LIGHT BROWN CABINETS,CLEANI A KITCHEN IS SHOWN T PLATE ON THE DIC
118,SOME WOOD CABINETS IN A LARGE HOME KITCHEN,A OLD ABINET WITH A O LARGE MEAL KITCHEN
119,A KITCHEN WITH A SINK DISHWASHER AND MICROWAVE OVEE,A KITCHEN SANDIIT A DISHRESHROOM TABLE AND ODOA AWALL
120,A KITCHEN FILLED WITH WOODEN CABINETS AND A MICROWAVE OVEN,A KITCHEN FAIN ANDY CABINET MIRRORA O
121,A BUNCH OF FRUIT SITS IN FRONT OF A PORTRAIT,A IC IT OE WOMAN SITS INON ON A BODE TAB
122,SOME ART WORK WITH A MAN WITH A HAT ON AND SOME FRUIT IN A BOWL,SEVERAN OONA VAN THAT HAVE ORANGES IN IT
123,A PAINTING OF A MAN SMILING BEHIND A TABLE WITH FRUIT,IN TAK AN DINOU SIT IN O TA WITO O
124,A PAINTING OF A BOWL OF FRUIT SITTING IN FRONT OF ANOTHER PAINTING,AE ALE ON A GRIDG AN A BOTXLE OF WAINES
125,THIS IS A STILL LIFE OF FRUIT AND AN OLD MAN,ASPAS A STINK IN A MAO OF IT ON ABL
126,A LITTLE GIRL IS HOLDING ON TO A HAIR BRUSH,A YOT LITTLE BOY IS HOLDING WIL I ONE ONIN AMA
127,A BABY GIRL IS HOLDING A PINK BRUSH AS SHE SCRATCHES HER HEAD,A BAMBED GIRL IS HOLDING A BARE I SHOR SHE SCRATCHES HER MOUTH
128,A YOUNG GIRL COMBING HER HAIR WITH A PINK COMB, AI RUNING A TOB IL HAN O HODING A IA
129,A GIRL GRABS HER HAIR AND HOLDS ONTO HER HAIRBRUSH,A MAN LAGIN AN A WOLE WITH I HER HAD HANN
130,THE YOUNG GIRL IS BRUSHING HER HAIR,A WOMAN IS REACHING AR GAM WITH E WODON  E O
131,TWO BABIES SITTING ON THEIR POTTIES IN THE BATHROOM,TWO LADLES SITTING IN THEIR HOTES OL ON ONON BO
132,TWO NAKED BABIES ON TRAINING TOILETS IN A BATHROOM,A WOY ON AN O I WOMAN PRININ HOLDING A WOMAN IN A BATHROOM
133,A SET OF TWINS WHO ARE TAKING A BATH,A SERTL TOYE SITER ANDING BADRAN HOLDING ONTOP OF IT
134,A COUPLE OF LITTLE GIRLS SITTING NEXT TO EACH OTHER IN A BATHROOM,A LITTLE GIRL GIR STANDING IN A BOM IN A SOO
135,TWO CHILDREN ARE PRACTICING USING THE POTTY NEXT TO EACH OTHER,A WON II IOIN IL OI HODING NEX TO A WOMAN I OTER
136,A MAN IN A WET SUIT RIDING A WAVE ON A SURF BOARD, OUNG MAN WALKS A RIDING A A ON SURFING WADER
137,THERE IS A MALE SURFER THAT IS RIDING IN THE WAVE,A MAN AWILE SURFER WHILE BIDI WATER O A AVE
138,A MAN ON A SURF BOARD RIDES A WAVE,A MAN ON A LIGE SURFBOARD RIDININ A WAV
139,A SURFER IN THE OCEAN ON THE CREST OF A WAVE, SURFER IN THE OCEAN WIN RICS TON A WAVE
140,A MAN THAT IS ON A SURFBOARD IN THE WATER,A MAN WIDING WOVSARBIN ON A BAV
141,A TEDDY BEAR SITS BY A KEYBOARDS AND MICROPHONE,OTOETOR SITS O A TO PONS ADING A BOL
142,STUFFED BEAR WEARING GLASSES WITH ELECTRONIC AUDIO EQUIPMENT,ASTOE MAN WEARING GLASS ISIG LYTRONIC WALK NEAR A OL
143,A TEDDY BEAR THAT IS DRESS IN GLASSES AND IS LISTENING TO AN IPOD,BAOOM IN A YELLOW ARCASE DRESSED IN AVAS BARANDRESS ANA IN ON I BAO
144,A VERY CUTE TEDDY BEAR WITH GLASSES AND SOME ITEMS,OR OM ONIN TRO OKO ANCHIIG E COFFCAS
145,A STUFFED BEAR A KEYBOARD AN IPOD AND MICROPHONE,A SITSAR ODIN PECTOR ON A COTI HAM A WORKOD
146,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS A FIREPLACE,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED LANTS AND FIREPACE
147,A DINING ROOM WITH SOME PLANTS ARE SEEN,A DINING ROOM WITH SOME PLANTS OR CELL 
148,A FIREPLACE AND DINING TABLE IN A DINING ROOM,A O IS LAYING ON TABLE IN A YONOW ROOM
149,A WOODEN TABLE WITH FOUR WOODEN CHAIRS IN FRONT OF TWO WINDOWS,A WODEN TABLE COLORS OF WEN CHAIRS IN FRONT OF TOEVIROS
150,A ROOM WITH PLANTS ON LITTLE TABLES BY THE WINDOWS,A BOE BANANA AND LIVING ROOM BYTSIDE A TOB
151,A STATUE DEPICTING A BEAR BREAKING INTO A CAR,A STATUE PREFICTING A BEAR IN THE RAIDING ENTIN OF A CAR
152,A MAN POSES WITH A PICTURE OF A BEAR AND A CAR,A MAN A O TRIES BRUSHING ON A RA ENY CAR
153,A STATUE OF A BEAR ON A CAR USED AS A WARNING ABOUT THE BEARS,L OKIN COLORFU AN WALKINI STOW LIVING IN AE CA ANTAT ON TE CO
154,YES BEARS CAN RIP OPEN CARS AND HURT THE OCCUPANTS,A MATSPIRIS CARRING IR BOLLIN CARS A ARKIN ONE FENCE ON TE ROID
155,A STATUE OF A LARGE BROWN BEAR TEARING OFF A CARS DOOR,AOO HIR IAREA IT ANIN I O A ON A CAR
156,TWO MEN JUMPING UP TO HEAD A SOCCER BALL,AOUN OF AN DOING AR AN MOTOR SOCCER BAL
157,A CLOSE UP OF TWO PEOPLE PLAYING SOCCER,A WOMANNA PAY OT I BALL O DIIN A ON A FIED
158,SOCCER PLAYERS TRY TO GAIN POSSESSION OF THE BALL,SOMEOF OARS TRY TO GLAN POSITION A GON IN AA
159,A MAN HITTING A SOCCER BALL WITH HIS HEAD,A MAN HOLDING A SOCCER BALL IT FRISBEE
160,TWO OPPONENTS ARE PLAYING DURING A SOCCOR GAME,TO RUS RPLAYN DURING A SOCCER BAY IN A TE ROAD
161,WE SEE A DOUBLE DECKER BUS WIT A COMPARTMENT IN THE SIDE,A LAGER SITTING ON A A A BAR STET ON E ROAD TO SYC
162,A DOUBLEDECKER BUS TURNED IN TO A TRAVELING SHOWCASE FOR A UNIVERSITY,A DOUBLE DECKER BUS DRIVE INTO TRAFFLIN PORDING HIS BRURDEN OF  SID
163,A DOUBLE DECKER BUS SITTING ON A GREEN FIELD,OLIKER BUS STENDING ON ODE O MIELING
164,A DOUBLEDECKER BUS IS PARKED IN A LARGE FIELD,A DOUBLE DECKER BUS IS PARKED IN A LARGE PIE
165,A NORTHUMBRIA BUS IS PARKED IN A FIELD,ATONIT A OE A BAS IN A DOOR PARKED N E TES
166,A DESK WITH TWO COMPUTER SCREENS AND A CECIL COOPER BOBBLE HEAD,A DIT S OCUPIN DRESIS ON A CSAPER WATE O
167,A CLOSE OF A BOBBLE HEAD DOLL WITH A COMPUTER IN THE BACKGROUND,A ICLOS WITH A PONO LAP OO ON A DO  A ON E
168,A BOBBLE HEAD BASEBALL FIGURINE ON A DESK,A LITEVIIN DASEBALL COMMANER IN A PUBLIC A STROOT
169,A BOBBLE HEAD IS SHOWN NEXT TO COMPUTER SCREENS,A OPER CONER STITTING NEXT TO TWOPUTERS IN ATICIA ECARER
170,A BASEBALL PLAYER BOBBLE HEAD NEXT TO TWO COMPUTER MONITORS ON A DESK,A BASEBALL PLAYER ABOV ED NEXT TO TWO COMPUTER MONITORS ON A MESSTON
171,A FIELD WITH VARIOUS WILDLIFE AND TREES IN THE BACKGROUND,A ZELBA LOLKS O VARIAS AWONG BY N TREES IN A BACKGIELD
172,ZEBRAS AND WORT HOGS LIVING TOGETHER ON THE PLAINS,HIRGELS AND HE WAK AN BALDING ON GRAD IN THE WALD
173,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES,A GROUP OF ZEBRAS IN A FIELD O SOME TREES
174,MANY ANIMALS IN A FIELD WITH TREES AND BUSHES IN THE BACKGROUND,O MERY ANIMALS ANE PANN IN A TROLL AN A SHIN IN THE BACKGRASS
175,THE GROUP OF ZEBRAS ARE IN THE FIELD,THE GROUP OF ZEBRAS ARE ANIN THE PAT
176,A GROUP OF WOMEN RUNNING AFTER A SOCCER BALL,A  ONA ENG RUNNING AFTER A SOCCER BALL
177,GIRLS FACE TO A SOCCER BALL DURING A GAME,O MAN PLAYER TO HITING OBISE BALL IN OTE A
178,YOUNG FEMALES PLAYING SOCCER ON A GREEN SOCCER FIELD,TO BASA JOIN SOCCER ON A RADIN SOCCER FES ON A FAL
179,A SOCCER GAME WHERE A GIRL IN WHITE IS DRIBBLING AHEAD OF THE GIRL IN BLUE,A BOMAN A AI PLAYING WITH UMBROLLA ON TOP OF A RO IN B PAING FI
180,A GROUP OF WOMEN PLAYING A GAME OF SOCCER ON FIELD,A GOUN AIN N  ENI ONBAN WIN ASBANAL BA
181,A WOMAN IN WHITE SHIRT HOLDING UP A CELLPHONE,A MAN IN WHITE SHILDIN ISTI ANA TIPO
182,A WOMAN HOLDING A HELLO KITTY PHONE ON HER HANDS,A WOMAN HOLIS SANYING WIT A IOONN OAN
183,A WOMAN HOLDS UP HER PHONE IN FRONT OF HER FACE,A WOMAN HOLDS HER PHONE IN FRONT OF ER FANCE
184,A WOMAN CHECKING HER CELL PHONE WITH A HELLO KITTY CASE,AA WOMAN N RIDING A CELLPHONE N ONA O PODING O O POOO
185,THE ASIAN GIRL IS HOLDING HER MISS KITTY PHONE,ALK ON A ASER CATIN ONO WADIN ORTRESSN IN A RON
186,A BATHROOM WITH BLUE WALLS AND WHITE TILES,A BATHROOM WIT WALL AND A O TOLET A TO
187,A BATHROOM WITH BLUE AND WHITE WALLS,A BATHROOM WITH CLIVER ON THE WALLS
188,AN EMPTY BATHROOM WITH BLUE WALLS ON THE LIGHTS ON, TILET TOSET BA WALLS IN A BRIHT SPON
189,A WHITE BATHROOM SINK SITTING UNDER A BATHROOM WINDOW,A POTOWHITE BATHROOM SINKER SITTING UNDER A BATHROOM VIN
190,A SMALL BATHROOM WITH AN OPEN DESIGN CONCEPT,A SMALL BATHROIM ITH BAT AN TOILET IN A RIT RISE
191,A PICTURE FOR RENTALS WITH TWO WOMEN WALKING UP TO THEM,A BEKI ELEPHANTS OLIR TOA WAK WALKING ON EOPLE N  ROAD
192,BEACH GOERS SET UP UMBRELLAS NEXT TO RENTAL SIGNS WHILE A COP WATCHES,TWO PO SOME UMBRELLAS AN SEIN PEOPLE ASTING A LINE WALKING OODAN UMBRELLAS
193,A GROUP OF PEOPLE HANDING OUT WITH LAWN CHAIRS UNDER TWO COLORFUL UMBRELLAS,A GROUP OF PEOPLE IN A MON OIN SIBLE ON  A AI
194,TWO WOMEN TALK AT A BEACH RENTAL KIOSK,TWO WOMEN TALK AN A BEI TRICK CONTING ON E SKATEBOARD
195,PEOPLE STANDING NEAR A GUARD IN FRONT OF A RENTAL STORE,A BO HO OF GALL SPEEDING NAR A DOAL AWIN I O
196,A BIRD IS SITTING ON A BOWL OF BIRDSEED,A APRON IS LOOKING AUT A OF TE BERT IN A WINDOW
197,A BLUE BIRD SITTING ON TOP OF A BOWL OF SEED,APIZZON A PLAY IN A BOWL AN O MAT
