Index,Reference,Hypothesis
15,SCHOOL CLASS PHOTO FROM THE BOYS SCHOOL OF STANDARD SOUTH CAROLINA,TOR POTTES PAYERS IN FON TO ATE OT AN OBASEBALL CAC
16,A MAN ON SKIS FLY THROUGH THE SKY,A MAN ON SKIS FLIES INTE GRAS
17,THE SKIER TAKES OFF DOWN THE STEEP HILL,A SKIER PATES WHILE THROWIN E IN KIEL
18,A MAN IS SKIING IN MID JUMP ONTO A RAMP,E MAN IS IING INHISBRASH AN KIIN A MOE
19,THE SKIER IS LEANING FORWARD WHILE JUMPING THROUGH THE AIR,A ZEGER IS NEATY FORMAL JUNT IN TOE
20,A MAN FLYING THROUGH HE AIR WHILE RIDING,A MAN FLYING IN THE AIR WHILE RIDING
21,A BASEBALL PLAYER IN A BATTING STANCE AT HOME PLATE WITH THE CATCHER IN POSITION TO CATCH A PITCH,A BASEBALL PLAYER ON A BATTIN SING AT HOME PLATE WITH A BACKET AND TO E PIEC OF PATT AN HIT
22,A MAN AT BAT WAITING FOR A PITCH WITH A CATCHER AND UMPIRE BEHIND HIM AND PLAYERS FROM THE OPPOSING TEAM IN THE DUGOUT,A GILL ON BES WIT A FERS A ITIN A AMAL SIDE A AAND PLALET ITIN A POSIE A AOA
23,A HITTER IS WAITING FOR THE PITCH TO BE THROWN,A SY BEAR IS WAITING FOR THE PICTRE IN E BET
24,A BASEBALL PLAYER HOLDS HIS BAT AND WAITS FOR THE PITCH,A BASEBALL PLAYER WITH AN SUTE BAT AN ONSON TEBAE
25,A BASEBALL PLAYER HOLDING A BAT NEXT TO A BASE,A BASEBALL PLAYER HOLDING A RAP OF TA FIELD
26,TWO MEN PLAY THE NINTENDO WII CONSOLE WHILE OTHERS WATCH,TWO MEN PLAY ON THE UNDO WI CONSOL WHILE TWO OTHERS WATCH
27,TWO FRIENDS ARE PLAYING EACH OTHER ON THE WII,TWO BREADS ARE FLAYING WITH EACH OTHER ON HE LEAK
28,THE TWO MEN ARE PLAYING VIDEO GAMES WHILE OTHERS WATCH,SHEEP WITH SOMHER OF A HORSE PASROGAME  WHILE ALSE LATC
29,A COUPLE OF PEOPLE STANDING IN A ROOM WITH SOME REMOTES,A COUPLE OF PEOPLE STANDING IN A ROOM WITH FON REMOTO
30,TWO COLLEGE AGE BOYS PLAYING WII WHILE OTHERS LOOK ON,EI ETOWERD IN TRAYS TAYING WIN WHILE OTHERS LOK ON
31,A BIRD IS WALKING RIGHT THROUGH A DINING ROOM,A BIRD IS WALKING RED TO A DIRAN
32,A BIRD WALKING THROUGH A CAFETERIA NEXT TO A TABLE,A BIRD WLALKING CATEN WIT AN ATECE IN A KITCHEN
33,A GOOSE WALKING INSIDE OF A CAFETERIA AREA,A BEASE WALKING INSIDE OF AN ASFY EREA DOR
34,A BIRD WALKING ON A TILED FLOOR IN A CAFETERIA,A GID WALKING ON SUNNY SOR INTIT OF BO ARATE
35,A WHITE AND BLACK BIRD IS WALKING BY A TABLE AND SOME CHAIRS,A WHITE AND WHITE BOAT BOKING BY A GRAZING 
36,A CLOSE UP OF A DOLL LAYING IN A BED WITH A BOOK,ARTROP OF MALL PAR SOIN LAYIN ITEMTING INEE 
37,AN OLD DOLL LAYING ON A BED WITH A BOOK,AN OLD DOG LAYING ON A BED ADIRTY BOAD
38,A VINTAGE BABY DOLL WITH THE BOOK GOODY TWO SHOES ON ITS LAP,A GROUP OF ZASA DOL IS WIT TE POP ON E FLAT
39,A DOLL WITH A BONNET AND A BOOK ON A PILLOW,A DOG IS A BONI IN A BOOK ON A PILLOW
40,A BABY DOLL LAYING ON TOP OF A BED UNDER A BOOK,A BEIGE DOG LAYING ON TOP OF A BED UNDER A BOG
41,A CLOCK SHAPED LIKE AN APPLE SITTING ON A COUNTER,A CLOCK SHOWS HAS AN APPE SITTING ON A 
42,A CLOCK THAT LOOKS LIKE AN APPLE A PENGUIN AND A POTTED PLANT,A CLOCKET LOOKS LIKE AN APPLE ATTENDING AN APOLITENECT 
43,A RED APPLE WITH A CLOCK INSIDE OF IT,A BER A I STOP IN FONT
44,AN ALARM CLOCK THAT IS SHAPED LIKE AN APPLE,AN ALON CLOCK TOT THE SINK OF AN APATO
45,A PLASTIC APPLE CLOCK ON A TABLE SURFACE,OF A BASI UMPIN TAK XTO THE SURFES
46,HORSES WITH JOCKEYS RACING ACROSS THE COAST OF SOME BEACH,HORIPI SALKING ONIN ACOSS A COACH IN SOMON
47,A GROUP OF PEOPLE ON HORSES RACING TOGETHER,TO PEOPLE ARE HORSING FRETES IN TA CAR
48,THREE PEOPLE RACE THEIR HORSES DOWN A BEACH,THREE PEOPLE AN BAY TA DES IS O A GIN
49,THE HORSES ARE RACING EACH OTHER ALONG THE BEACH,THE HORSEAS ELEPANTS WI EACH OTHER ABONG THE BEACH
50,A BLACK AND WHITE PHOTO OF JOCKEYS RIDING THEIR HORSES,A BALCROOM WITH PHOTO OF BALKON AIN ATEAN
51,A PASSENGER TRAIN MOVING DOWN THE TRAIN ON A BRIDGE,A CASIIS TAN OVIN DONA TAN ON FRUIT
52,A LARGE LONG TRAIN ON A STEEL TRACK,A LARGE LONG TRUN IX TO
53,A TRAIN THAT IS ON A RAIL OVER A BRIDGE,A IRTRAIN THAT IS ON THE RAILOFROAD ITER
54,A TRAIN ON TOP OF AN OVERPASS BRIDGE SET OF TRAIN TRACKS WITH FIELDS ON BOTH SIDE,TRAIN ON TOP OF AN OPEN PAST A CEDG OF TRAIN TAT FIELD ONOO
55,TRAIN MOVING ALONG RAISED TRACKS WITH MOUNTAIN IN BACKGROUND,TRAIN MOVING ALONG WAY OF TRACKS WITH MOUNTAIN IN TRACKGROUND
56,A TEDDY BEAR SITTING IN FRONT OF A PILE OF BOXES,PU TEDDY BEAR LIT SITTE ON FROP OF A FIRESOT
57,A TEDDY BEAR NEXT TO FOUR BOXES ON THE FLOOR,PEOPLE IN A VEINETION E ARBALL IEN
58,A TEDDY BEAR SITTING ON THE GROUND IN FRONT OF MANY BOXES,A PANGERS SAING ON A IVEE ON TE ONT WALK
59,A TEDDY BEAR IS SITTING IN FRONT A GROUP OF BOXES,A TEDDY BEAR SITTING IN FRONT OF A GRUSOF BOUS 
60,A BIG TEDDY BEAR SITTING NEXT TO SOME BOXES,AKIG TEDDY BEAR SITTING NOX A CODITHON BALKEA
61,A SEAGULL STANDS ON THE BEACH IN FRONT OF A WAVE,A SKI BOAT SAILD AROUND A BEACH IN FRONT OF A REAN
62,A SEAGULL STANDING NEAR THE OCEAN ON THE SAND,A ZEBRA SITING IN A FIELD  N  AN
63,A SEAGULL STANDING ON THE SAND NEAR THE WATER,A SMALL SI I ON SHIRF UNDER A WALL
64,THE BIG BIRD IS STANDING ON THE BEACH BY THE WATER,THE BASE BOWL IS TURI IN THE EIN BA
65,A SEAGULL STANDING ON THE SAND OF A BEACH,A ZEABRA IS STANDING ON THE GRENCE OPENIN
66,A BUS FULL OF HAPPY TOURISTS DRIVES DOWN THE STREET,A BOK POLLS OT IN ELIVIN FORATER DON EE
67,DOUBLE DECKER BUS WITH PEOPLE ON THE TOP FLOOR ON ROAD,SOVAL PATE BON WITH PEOPLE ON THE TOP RAIL ON RAD
68,A DOUBLE DECKER BUS WITH PEOPLE WAVING FROM THE TOP,A DUCKE BUS ABOVE TO PITEN ROMIN POKIN FLOW
69,A DOUBLE DECKER BUS DRIVING DOWN A STREET,A DOUBLE DECKER BUS DRIVING DOWN THE STREET
70,RED DOUBLE DECKER BUS WITH PEOPLE STANDING ON TOP,BAR SOVELING IT A HORSE I PINO TAZING ON TOP
71,A MAN LEANING HIS MOUTH DOWN TO A PLATE THAT HAS A SANDWICH ON IT AND A BLUE WATER BOTTLE BEHIND IT,A MAN LEADING A MOT ON  APO AND IE FRONT OF A WATERATE
72,A MAN TAKING A BITE OF A SANDWICH WITHOUT USING HIS HANDS,A MAN TAKING A BOT OF REFENCH ITHOUT USING NESPAT
73,A MAN EATING A SANDWICH OFF OF A WHITE PLATE,A ESIN SSINMING TLOSS OF A ROD BOAT
74,A SMILING GUY STICKING HIS FACE NEAR A BIG SANDWICH,A SMILING GUY TACEN I PLACE FOR A ITAND
75,WITHOUT USING HANDS A MAN TRIES TO BITE A PAIR OF SANDWICHES,ADOTENS OF HAND AN ARIE ABITE FOA PLAN
76,A HUSKY STANDS BY AS A SKIER STANDS THERE,PATE OF POT STANDS BY WITH EAR ANE ON
77,A PERSON ON SOME SKIS AND A DOG IN THE SNOW,A COOKEN ON COME TABLE AND A DOG ON A SAN
78,A MAN ON SKIS WITH A DOG NEXT TO HIM,A RANON SITTING WITH A DOG NET OHE
79,A MAN ON SNOW SKIS WITH HIS DOG,A YOUNG MANIS NG ANNG IN I  A
80,A PERSON RIDING SKIS ON TOP OF A SNOW COVERED SLOPE NEAR A DOG,A PERSON LAYING  ON TOP OF A SNOW COVERED SLOPE NEAR A BOG
81,A GIRAFFE REACHING UP TO SOME TREE BRANCHES,A GIRAFFE IN SON NUSTE NE A WOODEN POLE
82,A GIRAFFE STANDING UNDER A LEAF FILLED TREE,A GIRAE TANDING TOTHER IN LEAS TROS A E
83,THE GIRAFFE EXTENDS UPWARD WHILE EATING FROM THE BRANCHES OF A TREE,A GIRAFFE IS STANDING BY A HORSE WHILE UNIFOM THE RANGES OF A TREEF
84,A GIRAFFE THAT IS STANDING IN THE GRASS,A BLACK THAT IS TRAIING ON THE GRASS
85,A TALL GIRAFFE STRETCHES TO REACH HIGH LEAVES ON A TREE,A BALL IT ERAFS JUST TE E TI LEAIN ONDET
86,THE PALACE OF WESTMINSTER FEATURING ELIZABETH TOWER THAT HOLDS BIG BEN,TE PALOP OF LUCITURE IS DURING INTO O OWER INE KITCHEN
87,A BRIDGE NEXT TO A TALL BUILDING AND THE BIG BEN TOWER,A GREN NEX  WITH TALL BEAUTIFUL A EES AN TIN OWD
88,A CASTLE IS SHOWN ON THE WATER NEXT TO A BRIDGE,A TATON IS SHOWN ON THE WATER NEXT TO A BUILDING
89,AN OLD CLOCK TOWER STANDS NEAR A BRIDGE AND OTHER LARGE OLD MEDIEVAL TYPE STRUCTURES,AN OLD CLOCK TOWER IN INDER A TREE AND EVY LARGE OLD LOVINBY HIN TRUCA
90,THE BIG BEN CLOCK TOWER TOWERING OVER THE CITY OF LONDON,A BIG OR OWER ALEVANT AN ITI CAT
91,MAN RELAXING NEAR A TRAIL CLOSED SIGN ON THE GROUND,MAN RACKIT MEXO ASOT DON ON TE ROND
92,A MAN SITTING ON A WALL NEXT TO WATER NEXT TO A BARRIER,A MAN SITTS AT AE BALL INO THE WATER I O AA
93,A MAN WITH HIS SHIRT OFF SITTING BY THE SHORELINE SUNNING HIMSELF,A MAN WITH A SHIRT OF SITTING MOTOCLE AN FRYING I SO
94,A SIGN LAYING ON A LUSH GREEN FIELD NEAR A BODY OF WATER,A SID LIDIN OOA E FIELD A OVEOT
95,A MAN WHO IS SITTING DOWN NEXT TO A BODY OF WATER,A MERSON IS SITTIN SON EXT TO A BODY OF WATER
96,A PHOTO TAKEN FROM A CAR LOOKING AT A SKATEBOARDER ON THE SIDE OF THE ROAD,A PHOTO TAKEN FROM A DOG ISIN A ATATION N ON OF THE ROAD
97,A ROAD FILLED WITH CARS IN A DESERT,A ROAD VIEW OF A FAR IN A GREN TA
98,A MAN WALKING DOWN A STREET NEXT TO A ROAD FILLED WITH CARS,A MAN WALKING DOWN A STREET WITH POROADS FILLED WITH CARS
99,VIEW FROM INSIDE OF A CAR OF CARS ON ROAD AND A MAN ON THE SIDE OF THE ROAD,VEHICLES INSIDE OF A CAR WITH CARSAN SITTING ON THE SIDE OF THE RERD
100,MAN RIDING A SKATE BOARD TOWARDS THE TRAFFIC ON A TWO LANE ROADWAY,MAN RIDING A SKATEBOARD POSIN TRAFFIC ON TEEWIN ROAD ROAD
101,A GROUP OF PEOPLE GATHERED AROUND A TABLE FILLED WITH FOOD,A GROUP OF PEOPLE GATHERED AROUND A TABLE FILVE ECONER
102,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE AROUND IT,A LONG TABLE PEPARING A CONTAIN WITH A FOOD ON IT AND MANY PEOPLE WATCH IT
103,PEOPLE ARE LINED UP ALONG A LONG PICNIC TABLE,PEOPLE ON TE LAN  A LOT ICITATE
104,GATHERING OF PEOPLE DISHING OUT FOOD SET ON A LONG TABLE WITH CHECKERED TABLECLOTH,AO OF PEOPLE WITH MO KI AL ON E WALL A HOLDING A TEM KIT IN TE BALL
105,A GROUP OF PEOPLE EATING FOOD AT AN OUTDOOR PICINIC,A PERSON CAKN EATING FOOD AT AN OUTDOOR TABLE
106,A CAT LAYING ON A TOILET SEAT WITH ITS PAWS INSIDE,A CAT LAYING ON A TOILET I WITH  CAL IN FRONT
107,A BLACK AND GRAY CAT IS SITTING ON A TOILET,AMERICAN BAK TRAIN IS SAILED IN ARAV
108,A CAT SITTING ON THE EDGE OF THE TOILET LOOKING TOWARD THE OPEN BATHROOM DOOR,A CAT SITTING IN THE AIR OF CO TRAIL LOOKING TOWARDS THE OPEN DOR INDOOR
109,A CAT SITS ON THE EDGE OF A TOILET,A TRAFF SITS ON LID OF A TRET
110,A CAT IS LAYING ON A TOILET SEAT,A CAT IS LAYING ON A COVE CATE
111,A CAT SITS ON TOP OF A TOILET BOWL,A CAT SITS ON TOP OF TILVE CANE
112,A SMALL CAT SITS PERCHED ON THE BACK OF A TOILET,SMALL CAT ITS PAKED IN THE BACK OF A BOILET
113,A CAT SITTING ON THE BACK OF A TOILET BOWL WITH NO TANK,A CAT SITTING ON THE BACK OF A PATBOL WITH MOTOIN
114,A SMALL CAT SITS ON TOP OF A WHITE TOILET MISSING ITS SEAT IN A BATHROOM,A SMALL CAT SITS ON TOP OF A WHITE TOILET AND PIECE OF SINT IN HE BATHROOM
115,A CAT SITTING ON A TOILET IN A BATHROOM,A CAT LAYING ON A CHAIR WITH A HOUS
116,AN ANGLED SHOT OF A FULLY STOCKED KITCHEN WITH WOODEN CABINETS,AN IMIGL SHOCPED FOL SHOCPIN A AMEDAN CABIC
117,AN OPEN KITCHEN IS SHOWN WITH LIGHT BROWN CABINETS,AN OPEN KITCHEN IS SHOWN WITH LICE OTA CHAR
118,SOME WOOD CABINETS IN A LARGE HOME KITCHEN,THERES EWOF TRAFTIC IN THE WALLS IN A KITCHEN
119,A KITCHEN WITH A SINK DISHWASHER AND MICROWAVE OVEE,A KITCHEN SINK SITWATER AND METYAD OVEN
120,A KITCHEN FILLED WITH WOODEN CABINETS AND A MICROWAVE OVEN,A KITCHEN FALED WITH WOODEN AMINALS AND A MICULATE WOVEN
121,A BUNCH OF FRUIT SITS IN FRONT OF A PORTRAIT,A BUNCH OF PINK SITS IN FRONT OF FORSIN
122,SOME ART WORK WITH A MAN WITH A HAT ON AND SOME FRUIT IN A BOWL,SOME ARORT IS A METUN WITH A LAT ON IN FRONT OF A TABLE
123,A PAINTING OF A MAN SMILING BEHIND A TABLE WITH FRUIT,AONTIP OF A MAN SMILIG AN A TABLE WIT FOOD
124,A PAINTING OF A BOWL OF FRUIT SITTING IN FRONT OF ANOTHER PAINTING,A SAT OF A BOWL OF SHOEP SITTING IN FRONT OF AN OTERPATION
125,THIS IS A STILL LIFE OF FRUIT AND AN OLD MAN,A FOT A FIL LIHT OF FRUIT AND A BOD LA
126,A LITTLE GIRL IS HOLDING ON TO A HAIR BRUSH,A WOODEN BOAT IS BADING ON A FEEL FORA WA
127,A BABY GIRL IS HOLDING A PINK BRUSH AS SHE SCRATCHES HER HEAD,A BARBY GIRL IS HOLDING A EBOK ONISCRI TOETHER
128,A YOUNG GIRL COMBING HER HAIR WITH A PINK COMB,A YOUNG GIRL SLANDING FO ER HAIR WITH A NA CONE
129,A GIRL GRABS HER HAIR AND HOLDS ONTO HER HAIRBRUSH,SEVERAL RASTAN AM   AAR A ON AA
130,THE YOUNG GIRL IS BRUSHING HER HAIR,E YOUNG GIRL IS CECKING HER HAIR
131,TWO BABIES SITTING ON THEIR POTTIES IN THE BATHROOM,TWO MEN TON TE MET ALWAYS IN A BATHROOM
132,TWO NAKED BABIES ON TRAINING TOILETS IN A BATHROOM,TWO HARTE JERSEYS ON GREEN ROAD AN TWO BATRONS
133,A SET OF TWINS WHO ARE TAKING A BATH,A CITY STETI IT A HE RA A 
134,A COUPLE OF LITTLE GIRLS SITTING NEXT TO EACH OTHER IN A BATHROOM,A COUPLE OF LITTLE GIRLS SITTING NEXT TO EACH OTHER IN THA BACKHROUND
135,TWO CHILDREN ARE PRACTICING USING THE POTTY NEXT TO EACH OTHER,TWO COLDREN ON TASKI AN A GAMEOT TANDING NEXT TTO EACH OTHER
136,A MAN IN A WET SUIT RIDING A WAVE ON A SURF BOARD,A MANN AN KI RIDING ON A REXT SKURTBOARD
137,THERE IS A MALE SURFER THAT IS RIDING IN THE WAVE,THERE IS A YEROL PURSOR THAT IS RIDING IN THE ROADER
138,A MAN ON A SURF BOARD RIDES A WAVE,A MAN ANDA SURFBOARD BY TE WA
139,A SURFER IN THE OCEAN ON THE CREST OF A WAVE,ASURFER IN THE OCEAN ON THE TRAS OF A WAVE
140,A MAN THAT IS ON A SURFBOARD IN THE WATER,A MAN WHIT IS INA FRISB IN A MOT
141,A TEDDY BEAR SITS BY A KEYBOARDS AND MICROPHONE,A PATER PITS POR KEBOARD DURING MEGY DAY
142,STUFFED BEAR WEARING GLASSES WITH ELECTRONIC AUDIO EQUIPMENT,SOCP COMPUYER WEARING GLASSES WITH ELECTRONICS ON ILI
143,A TEDDY BEAR THAT IS DRESS IN GLASSES AND IS LISTENING TO AN IPOD,A TEDDY BEAR AT SINK DRESSED IN GLASSES AN SAKING TABEN
144,A VERY CUTE TEDDY BEAR WITH GLASSES AND SOME ITEMS,A BIRY CEAN CITY BE WITH LOTS OF DRINKS ON OINIT
145,A STUFFED BEAR A KEYBOARD AN IPOD AND MICROPHONE,ASTUFF FREER AN BUE HOGH DOG AND A MITOTO
146,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS A FIREPLACE,A DINNER TABLE WITH A FOUR CHAIRS TWO POTTEPANT  AND OE TABLE
147,A DINING ROOM WITH SOME PLANTS ARE SEEN,A DINING ROOM WIT ON FENS PARKINO
148,A FIREPLACE AND DINING TABLE IN A DINING ROOM,AOF BIASE AND VOTY PEOPLE IN THE GRON
149,A WOODEN TABLE WITH FOUR WOODEN CHAIRS IN FRONT OF TWO WINDOWS,A WOODEN TABLE WITH CARAVOEN CARS AND GLAS TUP INDOWS
150,A ROOM WITH PLANTS ON LITTLE TABLES BY THE WINDOWS,PEOPLE WITH TANDS ON A LITTE CIC INSIDE OF A BISE
151,A STATUE DEPICTING A BEAR BREAKING INTO A CAR,A STATUE DEPOKING BEAR BR AKING ICI A
152,A MAN POSES WITH A PICTURE OF A BEAR AND A CAR,A MAN POSES WITH A PICTURE OF A BABOR ON THE SAD
153,A STATUE OF A BEAR ON A CAR USED AS A WARNING ABOUT THE BEARS,A PICTURE  A A BI ONTESID O EACH OF E RAMIN ABOVE HIR
154,YES BEARS CAN RIP OPEN CARS AND HURT THE OCCUPANTS,TSBRS PLAYING UIFAL GITARS AND WORKING ONTPAS
155,A STATUE OF A LARGE BROWN BEAR TEARING OFF A CARS DOOR,TRASE OF A LARGE BROWN BEAR VERY MALL A CARINDOOR
156,TWO MEN JUMPING UP TO HEAD A SOCCER BALL,TEEN AN ENJOE EX TO ATE TOEBAT
157,A CLOSE UP OF TWO PEOPLE PLAYING SOCCER,TIS PAS IS I AANES ANIN COT 
158,SOCCER PLAYERS TRY TO GAIN POSSESSION OF THE BALL,SOCCER PLAYERS TRY TO GET IN POSSESSION OF A DOTES
159,A MAN HITTING A SOCCER BALL WITH HIS HEAD,A MAN KITTING A SOCCER BALL WITH HIS HEAD
160,TWO OPPONENTS ARE PLAYING DURING A SOCCOR GAME,SOM ASSONSANT AT LI INDITING A SOCSAGE OF PAPE
161,WE SEE A DOUBLE DECKER BUS WIT A COMPARTMENT IN THE SIDE,A SING DOUBLE DECKER BUS WITH AN ONAN IN THE BROSS
162,A DOUBLEDECKER BUS TURNED IN TO A TRAVELING SHOWCASE FOR A UNIVERSITY,A DOUBLE DECKER BUS TURN TEN IS TRAVELING SURFI FURGINGTIT
163,A DOUBLE DECKER BUS SITTING ON A GREEN FIELD,A DOUBLE DEKER BANS STANDIG ON ING IN FIELD
164,A DOUBLEDECKER BUS IS PARKED IN A LARGE FIELD,A DOUBLE DECKER BUSIS PARKED IN A LARGE FIELD
165,A NORTHUMBRIA BUS IS PARKED IN A FIELD,AN APENTIAR BUS IS PARKED ON UMBILER
166,A DESK WITH TWO COMPUTER SCREENS AND A CECIL COOPER BOBBLE HEAD,BESTROOM WITH TWO COMPUTER I AND A PIEC OF PIPER BOTTER IT
167,A CLOSE OF A BOBBLE HEAD DOLL WITH A COMPUTER IN THE BACKGROUND,A CLOSE OF A BABO HO DOG WITH A COMPUTER IN  BASKON
168,A BOBBLE HEAD BASEBALL FIGURINE ON A DESK,A BOB AND A BASEBALL PEOPLE NEAT ON A GAS
169,A BOBBLE HEAD IS SHOWN NEXT TO COMPUTER SCREENS,A BOTO POTY SANETS PAN IN SAS
170,A BASEBALL PLAYER BOBBLE HEAD NEXT TO TWO COMPUTER MONITORS ON A DESK,A BASEBALL PLAYER BOTTES UP AN A E COMPUTER BOXES IN BAST
171,A FIELD WITH VARIOUS WILDLIFE AND TREES IN THE BACKGROUND,A FIELD WITH VARIOUS WALL LOTS OF HANGING IN THE BACKGROUND
172,ZEBRAS AND WORT HOGS LIVING TOGETHER ON THE PLAINS,ZEBRA IN LA N ADIN TOTA ON A TAN
173,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES,A GROUP OF PEOPLE IN A FIELD BY SOME TREES
174,MANY ANIMALS IN A FIELD WITH TREES AND BUSHES IN THE BACKGROUND,THRE ANIMALS IN A FIELD WITH SEEN AND GOOKES IN THE BACKGROUND
175,THE GROUP OF ZEBRAS ARE IN THE FIELD,A PERSON OPEN UBRELLS ARE IN TE SI
176,A GROUP OF WOMEN RUNNING AFTER A SOCCER BALL,A GROUP OF WEMING LOKING AT FOR A SOCCER BALL
177,GIRLS FACE TO A SOCCER BALL DURING A GAME,I PA A TUCK BALL DURING COR
178,YOUNG FEMALES PLAYING SOCCER ON A GREEN SOCCER FIELD,YOUNG FEMALE ISE PLAYING SOCCER ON A GREEN TOP OF A WA
179,A SOCCER GAME WHERE A GIRL IN WHITE IS DRIBBLING AHEAD OF THE GIRL IN BLUE,A SOCCER ROON WITH A DIR AND LITE EXPEDIEN AHEAD TE AN V
180,A GROUP OF WOMEN PLAYING A GAME OF SOCCER ON FIELD,A GROUP OF WOMEN PLAYING A FO SOCCER ONTEDE
181,A WOMAN IN WHITE SHIRT HOLDING UP A CELLPHONE,A WOMAN IN WHITE SHIRT HOLDING UP A CELLPHONE
182,A WOMAN HOLDING A HELLO KITTY PHONE ON HER HANDS,A WOMAN HOLDING UMBELLA FETTE BOLL IN OE
183,A WOMAN HOLDS UP HER PHONE IN FRONT OF HER FACE,A WOMAN HOLDS UMBRELLA IN OOF A BOSE
184,A WOMAN CHECKING HER CELL PHONE WITH A HELLO KITTY CASE,A WOMAN JECKING HER CELL PHONE WITH NUTELLO TVT
185,THE ASIAN GIRL IS HOLDING HER MISS KITTY PHONE,HE INGINAL IS HOLDING A ROMAT KIBOARDIN
186,A BATHROOM WITH BLUE WALLS AND WHITE TILES,A BATHROOM WITH ME WALLS AND WHITE TALLS
187,A BATHROOM WITH BLUE AND WHITE WALLS,A BATHROOM AT A SITINTOR WALL
188,AN EMPTY BATHROOM WITH BLUE WALLS ON THE LIGHTS ON,AN EMPTY BASON WIT TO WALLS ON A REST RON
189,A WHITE BATHROOM SINK SITTING UNDER A BATHROOM WINDOW,A WHITE BROT ON PINK IS SITDING UNDER A BRASS IIT
190,A SMALL BATHROOM WITH AN OPEN DESIGN CONCEPT,A SMALL BATHROOM WITH A SOKEN TALL ON TE DOD
191,A PICTURE FOR RENTALS WITH TWO WOMEN WALKING UP TO THEM,A KITCHEN FERCI WITH TWO WOMEN WORKING UPPUTE
192,BEACH GOERS SET UP UMBRELLAS NEXT TO RENTAL SIGNS WHILE A COP WATCHES,PO TAE SET UP UMBRELLAS NEXT TO VUNTA SIGN ADON A TOP WATER
193,A GROUP OF PEOPLE HANDING OUT WITH LAWN CHAIRS UNDER TWO COLORFUL UMBRELLAS,A GROUP OF PEOPLE HANG AROUT WITH LONG JAILAN EX TO COLORFULBAT
194,TWO WOMEN TALK AT A BEACH RENTAL KIOSK,TWO WOMEN CELT BED IN FONT OF PIPA
195,PEOPLE STANDING NEAR A GUARD IN FRONT OF A RENTAL STORE,PEOPLE STINDING NEAR BALLS IN FRONT OF A BANKET
196,A BIRD IS SITTING ON A BOWL OF BIRDSEED,A BIRD PISFOR E CONTER BALL OFBIRTS ON MEAT
197,A BLUE BIRD SITTING ON TOP OF A BOWL OF SEED,A FEW BIRDS SITTING ON TOP OF A BOWL OF CAN
198,A BIRD WITH ITS RING SPAN SITTING ON A BOWL WITH FEED IN IT,A BIRD IT EPONE SAND SITTING ON A HILL WITH SKIN BENIT
199,A BLUE BLACK AND WHITE BIRD A BOWL OF BIRDSEED,O O IN I I AES
200,A BIRD WITH OUTSTRETCHED BLUE WINGS IS SITTING ON SOME BIRD FEEDER,ABOD IT OUTDOOR ROR WAY AS SITTING ON TOO A TEDEN
201,A GUY SLIDING TO A BASE IN BASEBALL,A BUS RIDING O A BLUE B CORT
