Index,Reference,Hypothesis
67,DOUBLE DECKER BUS WITH PEOPLE ON THE TOP FLOOR ON ROAD,O OF I BUS SITTING ON THE RES IA STREET
68,A DOUBLE DECKER BUS WITH PEOPLE WAVING FROM THE TOP,A DOUBLE DESKY BUS I WI WAITNTO
69,A DOUBLE DECKER BUS DRIVING DOWN A STREET,A DOUBLE DECKER BUS RIVING DOWN A STREET
70,RED DOUBLE DECKER BUS WITH PEOPLE STANDING ON TOP,OUBLE ETER BUS ITI IN STITIN ON TOP
71,A MAN LEANING HIS MOUTH DOWN TO A PLATE THAT HAS A SANDWICH ON IT AND A BLUE WATER BOTTLE BEHIND IT,EV O O O OF O
72,A MAN TAKING A BITE OF A SANDWICH WITHOUT USING HIS HANDS,A MAN TAKING A BOUT OF A STANDWICH SAF
73,A MAN EATING A SANDWICH OFF OF A WHITE PLATE,A PIZZA SITTING ON TOP OF A BAT PAT
74,A SMILING GUY STICKING HIS FACE NEAR A BIG SANDWICH,A PINE OF GUYS IPLAT TRIK SANK
75,WITHOUT USING HANDS A MAN TRIES TO BITE A PAIR OF SANDWICHES,AT OPIA AZEPAT AT
76,A HUSKY STANDS BY AS A SKIER STANDS THERE,TO PERSON STANDING BI ON KIER SNOW
77,A PERSON ON SOME SKIS AND A DOG IN THE SNOW,SKII IN SKIS KI COSS E SNOW
78,A MAN ON SKIS WITH A DOG NEXT TO HIM,A MAN ON SKIS IN A WOCK NEXT T
79,A MAN ON SNOW SKIS WITH HIS DOG, A  I KIN IN S
80,A PERSON RIDING SKIS ON TOP OF A SNOW COVERED SLOPE NEAR A DOG,A PERSONON TOP OF A SNOW COVERED SLOPE NEAR A DOCG
81,A GIRAFFE REACHING UP TO SOME TREE BRANCHES,TWO GIRAFFES A AR IN I
82,A GIRAFFE STANDING UNDER A LEAF FILLED TREE,A GIRAFFE IN A OTRE FIL 
83,THE GIRAFFE EXTENDS UPWARD WHILE EATING FROM THE BRANCHES OF A TREE,GIRAFFE AFOR ON LVES ON TA GRANC
84,A GIRAFFE THAT IS STANDING IN THE GRASS, GIRAFFES AN A TENCE IN THE GRASS
85,A TALL GIRAFFE STRETCHES TO REACH HIGH LEAVES ON A TREE,A TALL GIRAFFE STRETCHED TOUGHACH HIGH EI
86,THE PALACE OF WESTMINSTER FEATURING ELIZABETH TOWER THAT HOLDS BIG BEN,A PAA OF LUCKIII A FLOWERS BIL I
87,A BRIDGE NEXT TO A TALL BUILDING AND THE BIG BEN TOWER,A GREY TI I ODEN  TI
88,A CASTLE IS SHOWN ON THE WATER NEXT TO A BRIDGE,A TRATWAB IS SHOWN ON A BACK NEXT TO A BRIDGE
89,AN OLD CLOCK TOWER STANDS NEAR A BRIDGE AND OTHER LARGE OLD MEDIEVAL TYPE STRUCTURES,AN OLD CLOCK TOWER OTERED LARG OLE WIT PEOPLE A OK
90,THE BIG BEN CLOCK TOWER TOWERING OVER THE CITY OF LONDON,A POPLE A ANEAN CITY TA
91,MAN RELAXING NEAR A TRAIL CLOSED SIGN ON THE GROUND,A ELECTION TI TOA TO TO ONI
92,A MAN SITTING ON A WALL NEXT TO WATER NEXT TO A BARRIER,A MAN SITING ON A LOK OF LIT
93,A MAN WITH HIS SHIRT OFF SITTING BY THE SHORELINE SUNNING HIMSELF,A MAN WITH A SHIET AN SIA BIK I
94,A SIGN LAYING ON A LUSH GREEN FIELD NEAR A BODY OF WATER,A SIGN RADING ON EXT GREEN FIELD 
95,A MAN WHO IS SITTING DOWN NEXT TO A BODY OF WATER,AEOPLE SITTING SIT NEXT TO A BODY OF WATER
96,A PHOTO TAKEN FROM A CAR LOOKING AT A SKATEBOARDER ON THE SIDE OF THE ROAD,A PHOTOFI CARED IN CITTHE ROAD
97,A ROAD FILLED WITH CARS IN A DESERT,A ROAD THROUGHS A FOR IN E RA
98,A MAN WALKING DOWN A STREET NEXT TO A ROAD FILLED WITH CARS, TREE T A RED BIHA PIR
99,VIEW FROM INSIDE OF A CAR OF CARS ON ROAD AND A MAN ON THE SIDE OF THE ROAD,E SIDE OF A CAR PARKED IN E TIT ON THE SIDE
100,MAN RIDING A SKATE BOARD TOWARDS THE TRAFFIC ON A TWO LANE ROADWAY, MAN RIDING A SKATEBOARD TOARDS TRAFFIC ON AT ROARDWAY
101,A GROUP OF PEOPLE GATHERED AROUND A TABLE FILLED WITH FOOD,POPE ON AOND A TABLE O
102,A LONG TABLE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE AROUND IT,A LONG TAB LE WITH MANY CONTAINERS OF FOOD ON IT AND MANY PEOPLE AROUND IT
103,PEOPLE ARE LINED UP ALONG A LONG PICNIC TABLE,BOD ONE OP ALONG ICNIC TABLE
104,GATHERING OF PEOPLE DISHING OUT FOOD SET ON A LONG TABLE WITH CHECKERED TABLECLOTH,AIL T ON A WALL A
105,A GROUP OF PEOPLE EATING FOOD AT AN OUTDOOR PICINIC,A GROUP OF PEOPE EATING FOOD AT AN COUNTER GA
106,A CAT LAYING ON A TOILET SEAT WITH ITS PAWS INSIDE,A BATHROOM ON THE TOILETTOBE  
107,A BLACK AND GRAY CAT IS SITTING ON A TOILET,A GREY CAT IS SITTING IN A ROOM
108,A CAT SITTING ON THE EDGE OF THE TOILET LOOKING TOWARD THE OPEN BATHROOM DOOR,A ROI IIN INTOA O OE O ON LOOR
109,A CAT SITS ON THE EDGE OF A TOILET,A BED WIT ON ID IN A TO
110,A CAT IS LAYING ON A TOILET SEAT,A BAS IS LAYING IN A SILET 
111,A CAT SITS ON TOP OF A TOILET BOWL,A SHEK WIT TUP UP IN A TOILET 
112,A SMALL CAT SITS PERCHED ON THE BACK OF A TOILET,A BATHROOM SIT ON THE BEDROOM A TOILET
113,A CAT SITTING ON THE BACK OF A TOILET BOWL WITH NO TANK,A CAT SITTING IN THE BATHROOM TO O TO
114,A SMALL CAT SITS ON TOP OF A WHITE TOILET MISSING ITS SEAT IN A BATHROOM,SMALL CAS SITTING ON SION TA  SE S IN HE BATHROOM
115,A CAT SITTING ON A TOILET IN A BATHROOM,A BATHROOM WITH A I IA BAT
116,AN ANGLED SHOT OF A FULLY STOCKED KITCHEN WITH WOODEN CABINETS,A A KI SHEL IT TO AN WOODEN TAC
117,AN OPEN KITCHEN IS SHOWN WITH LIGHT BROWN CABINETS, OS A KITCHEN IS SHOWN WITH WHITE MOUNT
118,SOME WOOD CABINETS IN A LARGE HOME KITCHEN,ER IROD AP N A LARGE IT KITCHEN
119,A KITCHEN WITH A SINK DISHWASHER AND MICROWAVE OVEE,A KITCHEN IN SITCHEN AND HE MIDDLEOF CITCHEN
120,A KITCHEN FILLED WITH WOODEN CABINETS AND A MICROWAVE OVEN,A KITCHEN FILLIS I SIDEN A
121,A BUNCH OF FRUIT SITS IN FRONT OF A PORTRAIT,A BAS OT FRUIT SITS ON A TABE
122,SOME ART WORK WITH A MAN WITH A HAT ON AND SOME FRUIT IN A BOWL,SOME OFFICE WITH A BARRO THA SAT ON IT
123,A PAINTING OF A MAN SMILING BEHIND A TABLE WITH FRUIT,A BANTA OF 
124,A PAINTING OF A BOWL OF FRUIT SITTING IN FRONT OF ANOTHER PAINTING,OF A BOWL OF FRUIT NBAT OF O
125,THIS IS A STILL LIFE OF FRUIT AND AN OLD MAN,A STOS I STAICES I I
126,A LITTLE GIRL IS HOLDING ON TO A HAIR BRUSH,A LITTLE BOY IS HOLDING NEXT TO A PA 
127,A BABY GIRL IS HOLDING A PINK BRUSH AS SHE SCRATCHES HER HEAD,A LABY GIRL IS IINS RAI A
128,A YOUNG GIRL COMBING HER HAIR WITH A PINK COMB,YOUNG GIRL HINDING HER HAND I I I TOT
129,A GIRL GRABS HER HAIR AND HOLDS ONTO HER HAIRBRUSH,A GIRL WHILEING AN ANIMAL ON OR AN
130,THE YOUNG GIRL IS BRUSHING HER HAIR,A YOUNG BOY IS PLAYIN I BA
131,TWO BABIES SITTING ON THEIR POTTIES IN THE BATHROOM,A MAN SITI EDIN   A BADHROOM
132,TWO NAKED BABIES ON TRAINING TOILETS IN A BATHROOM,TIIS A BABY OING WAIN POE ON E TABED
133,A SET OF TWINS WHO ARE TAKING A BATH,I LITTLE TORIING EX O BED
134,A COUPLE OF LITTLE GIRLS SITTING NEXT TO EACH OTHER IN A BATHROOM,A LITTLE LITTLE GIRL SITTIN AN PIZZA WITH INTA BED
135,TWO CHILDREN ARE PRACTICING USING THE POTTY NEXT TO EACH OTHER,A SODE AT ETI IN IN IOA
136,A MAN IN A WET SUIT RIDING A WAVE ON A SURF BOARD,A MAN IS AN T TATS WAVING A SURFBOARD
137,THERE IS A MALE SURFER THAT IS RIDING IN THE WAVE,VEY MAIL SURFERIT RIDING A  WAVE
138,A MAN ON A SURF BOARD RIDES A WAVE,A MAN ON A SURFBOARD RIDING WAVE
139,A SURFER IN THE OCEAN ON THE CREST OF A WAVE,A SURFER IN THE OCEAN IRESTIN A WAVE
140,A MAN THAT IS ON A SURFBOARD IN THE WATER,A MAN RIDING BOARDIRBOARD IN H WATE
141,A TEDDY BEAR SITS BY A KEYBOARDS AND MICROPHONE,A TEDDY BED SITS WR IT WI AN OETO
142,STUFFED BEAR WEARING GLASSES WITH ELECTRONIC AUDIO EQUIPMENT,O MAN I A I ON A O
143,A TEDDY BEAR THAT IS DRESS IN GLASSES AND IS LISTENING TO AN IPOD,A OTER DESKIT DESSIN DAS
144,A VERY CUTE TEDDY BEAR WITH GLASSES AND SOME ITEMS,A VE CAT I II BASK IT  ONTOP
145,A STUFFED BEAR A KEYBOARD AN IPOD AND MICROPHONE,A SET OF KEYBOARN FONT OF A SANDWAR
146,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS A FIREPLACE,A DINNER TABLE WITH FOUR CHAIRS TWO LOTTED PATS AND FIRELCE
147,A DINING ROOM WITH SOME PLANTS ARE SEEN,A DINING ROOM WITH SOME PLANTS ARE SEATED
148,A FIREPLACE AND DINING TABLE IN A DINING ROOM,A BEDRAM IN SA IS IN A ROO
149,A WOODEN TABLE WITH FOUR WOODEN CHAIRS IN FRONT OF TWO WINDOWS,A WOODEN TABLE WITH O WOODEN CHAIRS AR TOWINDOWS
150,A ROOM WITH PLANTS ON LITTLE TABLES BY THE WINDOWS,A CAN AND A LITTIE TABE AN A LIVROM
151,A STATUE DEPICTING A BEAR BREAKING INTO A CAR,A STATUE DEPICTING A BEAR BREAKIN T
152,A MAN POSES WITH A PICTURE OF A BEAR AND A CAR,AAN CLOSE WITH A PICTURE A A ON A BAK
153,A STATUE OF A BEAR ON A CAR USED AS A WARNING ABOUT THE BEARS,APITUREA OIE BE IN A SA IT A AID ODE
154,YES BEARS CAN RIP OPEN CARS AND HURT THE OCCUPANTS,DES TAIRS TANYING IN OPEN CARS IN PORKAE
155,A STATUE OF A LARGE BROWN BEAR TEARING OFF A CARS DOOR,TR SA AR ON ION  DOR
156,TWO MEN JUMPING UP TO HEAD A SOCCER BALL,TO AIN ESS ISBIE ON A AC
157,A CLOSE UP OF TWO PEOPLE PLAYING SOCCER,A PAS OF  PLAYIN BOC
158,SOCCER PLAYERS TRY TO GAIN POSSESSION OF THE BALL,SOCCER PLAYERS TRYING TO GET IN POSSESSION OF TE BA
159,A MAN HITTING A SOCCER BALL WITH HIS HEAD,A MAN HITTING A SOCCER BALL IN HIS TAM
160,TWO OPPONENTS ARE PLAYING DURING A SOCCOR GAME,AN ASENTANT PAY AYIN AI BACT
161,WE SEE A DOUBLE DECKER BUS WIT A COMPARTMENT IN THE SIDE,TWO PEOPLE WAITING A PARK O A PARKED IE TRUCK
162,A DOUBLEDECKER BUS TURNED IN TO A TRAVELING SHOWCASE FOR A UNIVERSITY,A DOUBLE DECKER BUS TRYING TOTO TAVELI IO TE
163,A DOUBLE DECKER BUS SITTING ON A GREEN FIELD,A POLICE BUSTARS ON A CITY FIELD
164,A DOUBLEDECKER BUS IS PARKED IN A LARGE FIELD,DOUBE DUCKER BUSIS PARKED IN THE NIGT STET
165,A NORTHUMBRIA BUS IS PARKED IN A FIELD,A US TO A BUS IN A ARKED 
166,A DESK WITH TWO COMPUTER SCREENS AND A CECIL COOPER BOBBLE HEAD,IT ITO ITWITH PEOPLE BATE
167,A CLOSE OF A BOBBLE HEAD DOLL WITH A COMPUTER IN THE BACKGROUND,A BOK OF A TOP APYTOPICAL COMPUTER 
168,A BOBBLE HEAD BASEBALL FIGURINE ON A DESK,A MORTIN IT O TUCTIT IN IE
169,A BOBBLE HEAD IS SHOWN NEXT TO COMPUTER SCREENS,A LOTIC PHOTO SITTING NEXT OTOEES
170,A BASEBALL PLAYER BOBBLE HEAD NEXT TO TWO COMPUTER MONITORS ON A DESK,A BASEBALL PLAYER FOLLOED BE NEXT TO A MONITORS ON DESK
171,A FIELD WITH VARIOUS WILDLIFE AND TREES IN THE BACKGROUND,TRE TE GA A A TREES IN E BA
172,ZEBRAS AND WORT HOGS LIVING TOGETHER ON THE PLAINS,A ZEBRA IN  E
173,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES
174,MANY ANIMALS IN A FIELD WITH TREES AND BUSHES IN THE BACKGROUND,TWO ANIMALS AN A I A  
175,THE GROUP OF ZEBRAS ARE IN THE FIELD,BIRCES OF ZEBRA ARE IN THE FIELD
176,A GROUP OF WOMEN RUNNING AFTER A SOCCER BALL,A GROUP OF PEOPL PLAYING FTER SOCCER BALL
177,GIRLS FACE TO A SOCCER BALL DURING A GAME, BAN PLAYEN  BO BALL GAME
178,YOUNG FEMALES PLAYING SOCCER ON A GREEN SOCCER FIELD,YOUNG SOM AS PLAYING SOCCER ON A GREEN SOCCER FIE
179,A SOCCER GAME WHERE A GIRL IN WHITE IS DRIBBLING AHEAD OF THE GIRL IN BLUE,A F ITA FIELD E 
180,A GROUP OF WOMEN PLAYING A GAME OF SOCCER ON FIELD,A GROUP OF MAYE PAER PAIN TOLI ONA FI
181,A WOMAN IN WHITE SHIRT HOLDING UP A CELLPHONE,A WOMAN IN WHITE SHIRT HOLDING AN A BELLPHONE
182,A WOMAN HOLDING A HELLO KITTY PHONE ON HER HANDS,A MAN TANDING ON A PE DESK
183,A WOMAN HOLDS UP HER PHONE IN FRONT OF HER FACE,A WOMAN HOLDS HER PHONE IN FRONT OF POS
184,A WOMAN CHECKING HER CELL PHONE WITH A HELLO KITTY CASE,A WOMAN N EING E SE IN  A CELEPIN
185,THE ASIAN GIRL IS HOLDING HER MISS KITTY PHONE,A ASIN ROOM HOLDING A A MISE CASE
186,A BATHROOM WITH BLUE WALLS AND WHITE TILES,A BATHROOM WITH SOIE WALLS AND WIT TA
187,A BATHROOM WITH BLUE AND WHITE WALLS,A BATHROOM IT SN IN IT TAWL
188,AN EMPTY BATHROOM WITH BLUE WALLS ON THE LIGHTS ON,A TIO IT A CIOAN LAT
189,A WHITE BATHROOM SINK SITTING UNDER A BATHROOM WINDOW,A WHITE BATHROOM SINK  SINK ANDER A BATHROOM
190,A SMALL BATHROOM WITH AN OPEN DESIGN CONCEPT,A SMALL BATHROOM TIH WETRID I
191,A PICTURE FOR RENTALS WITH TWO WOMEN WALKING UP TO THEM,TOUP OF PEOPLE STINDING IN THE MIDD OF A BI
192,BEACH GOERS SET UP UMBRELLAS NEXT TO RENTAL SIGNS WHILE A COP WATCHES,O TARE ONTIN UMBRELLAS NEXT TO UNBERTA ON ACROSSWALK
193,A GROUP OF PEOPLE HANDING OUT WITH LAWN CHAIRS UNDER TWO COLORFUL UMBRELLAS,A GROUP OF PEOPLE ONI BCA
194,TWO WOMEN TALK AT A BEACH RENTAL KIOSK,SIMTINGON  TRAIK THAT IS ON A TRACK IN
195,PEOPLE STANDING NEAR A GUARD IN FRONT OF A RENTAL STORE,PEOPLE STANDING IN AI BEK IN IS
196,A BIRD IS SITTING ON A BOWL OF BIRDSEED,A BIRD IS SITTING ON A BOD OF BIRSE
197,A BLUE BIRD SITTING ON TOP OF A BOWL OF SEED,A PIBEA SITTING ON TOP OF A BOD
198,A BIRD WITH ITS RING SPAN SITTING ON A BOWL WITH FEED IN IT,BIRD TIT DISPLACE A EX SITTIN ON A ITFO
199,A BLUE BLACK AND WHITE BIRD A BOWL OF BIRDSEED,
200,A BIRD WITH OUTSTRETCHED BLUE WINGS IS SITTING ON SOME BIRD FEEDER,A BONGO OE OLAE SITTING ON TOP OF A TABLE
201,A GUY SLIDING TO A BASE IN BASEBALL,A GUY PLADING  AABASEBAME
202,A BASEBALL GAME AS SEEN THROUGH THE SAFETY NETTING BEHIND THE BATTER,A BASEBALL GAMER PAA AAE DURING A BACNE
203,PROFESSIONAL BASEBALL PLAYERS IN THE MIDDLE OF A GAME,A CHILDEN PAYG AN O A FAME
204,A GROUP OF MEN DURING A BASEBALL GAME WITH WALL IN THE BACKGROUND,AABASE BALER B  ABAN BALL
205,PITCHER IN A BASEBALL GAME TRIES TO OUT A PLAYER ATTEMPTING TO STEAL BASE,A SOD OF BASEBALL ARAL LAA
206,AN EMPTY STREET AND STEEPLE WITH A CLOCK ON IT,AN EMPTY TRAIN IS SIN O WITH A CLOCK IN
207,A TALL CLOCK TOWER WITH TREES ALL AROUND,A TOS BOS BIIN IX STREET LIGT
208,A LARGE CLOCK TOWER NEXT TO A SMALL WHITE CHURCH, AK I NEXT TO A TAROW TIT
209,TILTED SHOT OF A CLOCK TOWER ATTACHED TO A BUILDING,A PI TRUCK OF A CLOCK TOWER ATTACHED TO A BUILDING
210,A CLOCK TOWER STANDS ON THE SIDE OF A BUILDING,A BLACK TOWER STANDS ON THE SIDE OF A BUILDING
211,A BANK SIGN THAT ALSO HAS A CLOCK ATTACHED TO IT,A SIGN TIN OKI TO A BARKING LOK I PARK TE
212,A SIGN HANGING OF THE SIDE OF A BUILDING ON TOP OF A CLOCK,A SLIGN HANGN ON THE SIDE OF A SILTING ON TOP OF A TOP
213,A PHOTOGRAPH OF KEY BANK WITH A CLOCK UNDER THE SIGN,A VETY RAD I TE  CLOCK S
214,A KEY BANK SIGN WITH A CLOCK ON A BUILDING,A TITY STET  ET A ON A BILDI
215,CLOCK SHOWING 1105 AS TIME UNDER BANK LOGO SIGN,CACK TAT INOF A E TO A PARKD IN A IE TOK
216,A YOUNG GIRL WITH A GREEN JACKET EATING A PIECE OF PEPPERONI PIZZA,A YOUNG GIRL EATING BRICO I A PIECE OF COKERPIZZZZA
217,A LITTLE GIRL EATING A SLICE OF PIZZA IN A ROOM,A LITTLE GIRL EATING ZAO PIZZA N
218,A YOUNG GIRL EATING A SLICE OF PIZZA,A YOUNG GIRL EATING A PLATE 
219,SMALL GIRL IN GREEN SHIRT HOLDING A SLICE OF PIZZA TO HER FACE,MALL A AIN I I SLICED WIT CICA
220,A GIRL TAKES A BITE OF HER PEPPERONI PIZZA,A GIRL AKS A BITE OF A COPPER OF
221,A WOMAN IS STANDING IN THE MIDDLE OF THE SNOW WITH SKI STICKS AS THE SUN RISES IN THE BACKGROUND,AMAANKII IT A SUN RIDE IN THE GRACK
222,A KID STANDS IN THE SNOW ON HIS SKIIS,THIS IS  NOWO ON SKIS
223,A WOMEN WHO IS WALKING IN THE SNOW ON SKIS,A WOMAN OS WALKING IN SKI ON SKI
224,A MAN WLAKS DOWN A SNOWY TUNDRA FIELD,A MAN KAT KI LOW I
225,A WOMAN HIKING ACROSS SNOW COVERED GROUND WITH TWO SKI POLES,A KITE NG ACROSS SNOW COVERED GROUND WIT TO SKI
