Index,Reference,Hypothesis
127,A BABY GIRL IS HOLDING A PINK BRUSH AS SHE SCRATCHES HER HEAD,THE BABBY GIRL IS HOLDING ER UIIS IS S SCRETCHES HER HAT
128,A YOUNG GIRL COMBING HER HAIR WITH A PINK COMB,EAR ONSPR IT A OSING A EU A AN ON A STREET
129,A GIRL GRABS HER HAIR AND HOLDS ONTO HER HAIRBRUSH,A GIRL LAUH INER IN E AN A PAN USE QUICLI
130,THE YOUNG GIRL IS BRUSHING HER HAIR,A SOMAR IS BRUSHING A A CAT WITH A IT FRISEBE
131,TWO BABIES SITTING ON THEIR POTTIES IN THE BATHROOM,OITEEN SOM BALL SIT MARKET HAS ITS IDE DOWNASE PAE
132,TWO NAKED BABIES ON TRAINING TOILETS IN A BATHROOM,TRAFFIC LIKING IN CANHA WITH SOME NOSCRATION A TOILETS ON AN IBAK AR
133,A SET OF TWINS WHO ARE TAKING A BATH,A SET OF TOYS ITUR ECIN A ADANTE IN ON A
134,A COUPLE OF LITTLE GIRLS SITTING NEXT TO EACH OTHER IN A BATHROOM,O GIRL TAKETE ANGER SAS AR ANTEIN TO E WALKPORT
135,TWO CHILDREN ARE PRACTICING USING THE POTTY NEXT TO EACH OTHER,OIO SOLDER ACES ON RA ANET NE O TO A PARTER
136,A MAN IN A WET SUIT RIDING A WAVE ON A SURF BOARD,FANIN LOGUSE WHOE RIDING A WATE OESOLT ON 
137,THERE IS A MALE SURFER THAT IS RIDING IN THE WAVE,THERE IS A WILE SURFIN DAO RIDING ON  WAVE
138,A MAN ON A SURF BOARD RIDES A WAVE,A A AN ON A SURFBOARD RIDES A BOKAR
139,A SURFER IN THE OCEAN ON THE CREST OF A WAVE,A SURFER IN THE OCEAN OF THE CRESSOF A WAVE
140,A MAN THAT IS ON A SURFBOARD IN THE WATER,A MAN THROWS A SIR TORIST
141,A TEDDY BEAR SITS BY A KEYBOARDS AND MICROPHONE,TOILET EX SITS CIET OF DOTS IN A MICROWAVE SHAR
142,STUFFED BEAR WEARING GLASSES WITH ELECTRONIC AUDIO EQUIPMENT,A STUFFED BEAR WEARING GLASS NIKINST ELYDRONIC WA
143,A TEDDY BEAR THAT IS DRESS IN GLASSES AND IS LISTENING TO AN IPOD, COMPUTER ASS TAN ON O IAGE ATNA A MAR AN 
144,A VERY CUTE TEDDY BEAR WITH GLASSES AND SOME ITEMS,CAT AR ARIN ON THE LRE AN OUTSETE
145,A STUFFED BEAR A KEYBOARD AN IPOD AND MICROPHONE,A SOFA BEAR A  ARDAN ICLOV AND A MARKI
146,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED PLANTS A FIREPLACE,A DINNER TABLE WITH FOUR CHAIRS TWO POTTED LANTS AND A FIREPLACE
147,A DINING ROOM WITH SOME PLANTS ARE SEEN,A DINING ROSER SOP LANTS ARE SEEAR N 
148,A FIREPLACE AND DINING TABLE IN A DINING ROOM,MOTORCICING ON MAPL AT A RUNWAY CORNER
149,A WOODEN TABLE WITH FOUR WOODEN CHAIRS IN FRONT OF TWO WINDOWS,A WOODEN TABLE HAS PIL OF WOODEN CHAIRS IN FRONT OF TWO AOS
150,A ROOM WITH PLANTS ON LITTLE TABLES BY THE WINDOWS,A FRO PLANTS AN LOS ON Y SIDEO
151,A STATUE DEPICTING A BEAR BREAKING INTO A CAR,A STATUE PREFECTING A BEAR BREAKING ON THE POK
152,A MAN POSES WITH A PICTURE OF A BEAR AND A CAR,A MAN MAN SIT IT HISRESHRENS AT A WA ATA PAR 
153,A STATUE OF A BEAR ON A CAR USED AS A WARNING ABOUT THE BEARS,A BAIC OTEMOS A PARK OF ANOTHER AN  OE WANDIN IN A BIBARY MAINAN I ONA E
154,YES BEARS CAN RIP OPEN CARS AND HURT THE OCCUPANTS,SQUIRES CAN FRIPPLE WINTARS AND BIRTSAIL IN SITS
155,A STATUE OF A LARGE BROWN BEAR TEARING OFF A CARS DOOR,STATUE OF A OTYAL ARS CARYN  ORGE ANY STRENTS ARD ON  BOR
156,TWO MEN JUMPING UP TO HEAD A SOCCER BALL,PER PUNING IREKIN AN JERT I TO A MOTORCYC
157,A CLOSE UP OF TWO PEOPLE PLAYING SOCCER,A PERSON IS HELTFUL KITTER CELL PHONE BING ITSELF ON DICE I O
158,SOCCER PLAYERS TRY TO GAIN POSSESSION OF THE BALL,SOME TORS TRY TO CU A PROSESSION OF LI OOT
159,A MAN HITTING A SOCCER BALL WITH HIS HEAD,A MAN BLUTTING A SOCCER BALL FO TE IS HEAD
160,TWO OPPONENTS ARE PLAYING DURING A SOCCOR GAME,TWO BUNNETS ARE PLANED DURING THE SOCCER TE ANDER
161,WE SEE A DOUBLE DECKER BUS WIT A COMPARTMENT IN THE SIDE,TO A SI SAMBLE MEASRED FRIES CREEN AN A LIT I TAA CELLPHON
162,A DOUBLEDECKER BUS TURNED IN TO A TRAVELING SHOWCASE FOR A UNIVERSITY,A DOUBLE DECKER BUS STARINGLY INTO A TRAVELING CHEKN SPRINSE
163,A DOUBLE DECKER BUS SITTING ON A GREEN FIELD,EVA ITYPLE TAAIRBUNS SANDING ON A GREEN FIELD
164,A DOUBLEDECKER BUS IS PARKED IN A LARGE FIELD,ANOVER BORKER BUS IS PARKED IN A LARGE AREA
165,A NORTHUMBRIA BUS IS PARKED IN A FIELD,A  STRETION AR BUS AS O BIES IO PARKED NEXT TO THE SNAN
166,A DESK WITH TWO COMPUTER SCREENS AND A CECIL COOPER BOBBLE HEAD,A DESI IN OLD TWO COMPLETION LANI AND A CITY 
167,A CLOSE OF A BOBBLE HEAD DOLL WITH A COMPUTER IN THE BACKGROUND,O CLOSE THE OTE FIVE ROM HO DOG AN AN ATRINAN TATEN ON TRAFFIC DA
168,A BOBBLE HEAD BASEBALL FIGURINE ON A DESK,TOP AND HEAGAR STARKED I ARAN ON A GRASS STEET
169,A BOBBLE HEAD IS SHOWN NEXT TO COMPUTER SCREENS,A COPOF HONIS SHOWN NEXT TO TWOPLATEROR BOTIC O
170,A BASEBALL PLAYER BOBBLE HEAD NEXT TO TWO COMPUTER MONITORS ON A DESK,A BASEBALL PLAYER BALLS HIT NEXT TO TWO COMPUTER MONITORS ON A BASE
171,A FIELD WITH VARIOUS WILDLIFE AND TREES IN THE BACKGROUND,EXT TO OTER FILLED WITH VARIOUS WILDLIFE PASTRIOS IN A BASKRO
172,ZEBRAS AND WORT HOGS LIVING TOGETHER ON THE PLAINS,TRECTE IT IS ACESS ON ANA OMEN
173,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES,A GROUP OF ZEBRAS IN A FIELD BY SOME TREES
174,MANY ANIMALS IN A FIELD WITH TREES AND BUSHES IN THE BACKGROUND,A PEOPLE ARE PLAN LA ANINALS AT THE PIDDLE WITH TREES AND BUSHES IN THE BACKGROUND
175,THE GROUP OF ZEBRAS ARE IN THE FIELD,A OD DECORATED WITH A NERA SHARKIT IN A ANBILD
176,A GROUP OF WOMEN RUNNING AFTER A SOCCER BALL,A ISO OF A MITTE RUNNING AFTER A SOCCER BALL AOUT
177,GIRLS FACE TO A SOCCER BALL DURING A GAME,REFLECTON OAN ONTOR A PLASSIC WALL TRI ONN OROM
178,YOUNG FEMALES PLAYING SOCCER ON A GREEN SOCCER FIELD,TWO GU FEET WIT SO SOCCER AN BING READING SOCER CHEESE ONET
179,A SOCCER GAME WHERE A GIRL IN WHITE IS DRIBBLING AHEAD OF THE GIRL IN BLUE,A PAN ISI SIALEN ITA GIRL IN A POIC PARNEA AE ER AOIN
180,A GROUP OF WOMEN PLAYING A GAME OF SOCCER ON FIELD,A GROUP OF WOMEN O AV ELEPHANT SIZER ONA I TE MOUNTAIN
181,A WOMAN IN WHITE SHIRT HOLDING UP A CELLPHONE,A WOMAN IN WITEESER U BATHROOM IT A SAUTARD ONPO
182,A WOMAN HOLDING A HELLO KITTY PHONE ON HER HANDS,A BEOUTUNG WOMAN HOLDING A BAM ON E UNICO  SITTING AT BA
183,A WOMAN HOLDS UP HER PHONE IN FRONT OF HER FACE,DIFFERENTLY WOODEN POLDS HER PHOLLEN IN FRONT OF A FENCE RELY
184,A WOMAN CHECKING HER CELL PHONE WITH A HELLO KITTY CASE,A MAIS ON A AI AT AN UNAT AN PAPER IT E ITEWOK IN A AT DISTANT VEETABS
185,THE ASIAN GIRL IS HOLDING HER MISS KITTY PHONE,A ASI LOD OLING FRN A SPOONEROL
186,A BATHROOM WITH BLUE WALLS AND WHITE TILES,A BOXES OF I WINE HASH AN MOTIGE AA IT THE DOOR
187,A BATHROOM WITH BLUE AND WHITE WALLS,A HERD OF PEOPLE BOUNTING IN A GROUP OF A FOREST
188,AN EMPTY BATHROOM WITH BLUE WALLS ON THE LIGHTS ON,IN ATONATS  REFICLI WISE AN A AR TOSPON TOSTO
189,A WHITE BATHROOM SINK SITTING UNDER A BATHROOM WINDOW,TODE WHITE BATHTOM SINK IS SITTING UNDER A RASAL QINE
190,A SMALL BATHROOM WITH AN OPEN DESIGN CONCEPT,A SMALL BOY AINN AN OPEND SUL ORIST
191,A PICTURE FOR RENTALS WITH TWO WOMEN WALKING UP TO THEM,A PINCHOF OF PRESZLES WITH TWO WOMEN TALKING ON TO BOL OINE
192,BEACH GOERS SET UP UMBRELLAS NEXT TO RENTAL SIGNS WHILE A COP WATCHES, SOMN ROLISH NEXT TO HUNCOF SONS IN E ID WALKIN 
193,A GROUP OF PEOPLE HANDING OUT WITH LAWN CHAIRS UNDER TWO COLORFUL UMBRELLAS,A GROUP OF PEOPLE STANDING OUN WITH A POAIN IAR
